path	role	workflow	format	bytes	sha256
data/processed/geochemistry/xrf/Site_22/Test_5871/vanta_data_5871.csv	field_instrument_export	field	csv	2739	158cbb248ad60268218d5f12ac2aa5c3a539a99bdc2d1c34eca1d85d4af4d41f
data/processed/geochemistry/xrf/Site_23/Test_5875/vanta_data_5875.csv	field_instrument_export	field	csv	2738	1170768bf91798384451522f1a06cfbe72addb7cf600a889ac1027178526372b
data/processed/geochemistry/xrf/Site_24/Test_5877/vanta_data_5877.csv	field_instrument_export	field	csv	2738	ecf3048851e6c0aa2add0f2d3f88d9b3df31d47ee191dce7748501f40394540f
data/processed/geochemistry/xrf/Site_25/Test_5878/vanta_data_5878.csv	field_instrument_export	field	csv	2738	585f121e795d55b87c0e5c3bfde1e4f63d018abc6189e7407422624f81df2772
data/processed/geochemistry/xrf/Site_26/Test_5880/vanta_data_5880.csv	field_instrument_export	field	csv	2738	8e6e9403425a764c8f01a84dfc310e2c63c6f5f359dcb0d67730f12320f3b32c
data/processed/geochemistry/xrf/Site_27/Test_5881/vanta_data_5881.csv	field_instrument_export	field	csv	2738	48c1729eccbe0078e1a10415fede2f9467980c39680aa0d77c19aa6b8b780c3e
data/processed/geochemistry/xrf/Site_28/Test_5882/vanta_data_5882.csv	field_instrument_export	field	csv	2738	b37787bbbbc08a55ace268a5ccbe51ec437f2c3d5ffb7734e816a4f910ea76d5
data/processed/geochemistry/xrf/Site_3/Test_5832/vanta_data_5832.csv	field_instrument_export	field	csv	2738	a1a3a9b8be6aebeb327c93159a48945eec7d1b2c6341b063a4f60f5002c831ef
data/processed/geochemistry/xrf/Site_30/Test_5885/vanta_data_5885.csv	field_instrument_export	field	csv	2738	f62f8861282cf1b288fd9853e94d7093d4410a7f32e2b1b6ba8835d7feb28831
data/processed/geochemistry/xrf/Site_31/Test_5888/vanta_data_5888.csv	field_instrument_export	field	csv	2738	583c141cb9990dff2f6093e51b9d473b89f9b241569e52431756bdff1457f2e5
data/processed/geochemistry/xrf/Site_32/Test_5890/vanta_data_5890.csv	field_instrument_export	field	csv	2738	e3764ecc60d2a6e9d99a85c1941ab1bf092cd9effcabf93595a5fda11b39500b
data/processed/geochemistry/xrf/Site_33/Test_5892/vanta_data_5892.csv	field_instrument_export	field	csv	2738	cbf8cf2a2cf39265ee37f99070c4db74bd32f9f12c2abb34b8b4f40ea5d1fd55
data/processed/geochemistry/xrf/Site_34/Test_5893/vanta_data_5893.csv	field_instrument_export	field	csv	2738	ade17a5b8b8b16bba82317378ea849a0a51aa1ffaa12c38ca04908183df6e5f2
data/processed/geochemistry/xrf/Site_35/Test_5894/vanta_data_5894.csv	field_instrument_export	field	csv	2738	b8fc6bafa188701b12d0a0939f78d7ce6811fc90234983b3cf22f3618fa8a134
data/processed/geochemistry/xrf/Site_36/Test_5896/vanta_data_5896.csv	field_instrument_export	field	csv	2738	c100d319f77dd5f231b8de06fac8a7c02043f4dadc8719a40c15d6553babe2c8
data/processed/geochemistry/xrf/Site_36/Test_5897/vanta_data_5897.csv	field_instrument_export	field	csv	2738	e6bb04b562d346cace4f9e04e8d11c760ebb28d4b21c687089c9433ce997c921
data/processed/geochemistry/xrf/Site_37/Test_5898/vanta_data_5898.csv	field_instrument_export	field	csv	2738	858b1531424590c23fc9654483ffdfddd80895718fc9bf6efe0101c645e0b266
data/processed/geochemistry/xrf/Site_38/Test_5899/vanta_data_5899.csv	field_instrument_export	field	csv	2738	f70801d7b38df7b446c8f0625304f1f9d8dbe3da51f2b391b7b7dfca3f3224c1
data/processed/geochemistry/xrf/Site_39/Test_5900/vanta_data_5900.csv	field_instrument_export	field	csv	2738	2f4f9d1e5b71b2f2c2ffb173aa6906345867ef4debe00a95b0a96fbd0d04e90b
data/processed/geochemistry/xrf/Site_39/Test_5901/vanta_data_5901.csv	field_instrument_export	field	csv	2739	c266d2fe258d9f1f144ed79df7efca0018b6330768708a1cd0b919467062d920
data/processed/geochemistry/xrf/Site_4/Test_5833/vanta_data_5833.csv	field_instrument_export	field	csv	2738	e79fea4dd7e46dfdd7f1964cd87959f5a319fd3c452ccda5b748db9905210607
data/processed/geochemistry/xrf/Site_4/Test_5835/vanta_data_5835.csv	field_instrument_export	field	csv	2738	18c0bbe132b1fc4a4041ab590f428ba2ca6947d85d7b82549d789408c516312c
data/processed/geochemistry/xrf/Site_40/Test_5902/vanta_data_5902.csv	field_instrument_export	field	csv	2738	75929efbff0f458f805f58ee18588c7d1825c8595dd3045d4c41eafdf0aee223
data/processed/geochemistry/xrf/Site_41/Test_5903/vanta_data_5903.csv	field_instrument_export	field	csv	2738	124094dd64dad79d5edec9a12eb4a76881acfc090fa1608c300f1def60c45ee8
data/processed/geochemistry/xrf/Site_42/Test_5904/vanta_data_5904.csv	field_instrument_export	field	csv	2738	e9d0c9e824e4d3922c6a9490140d1b0e954081f467fdd6a185e94cfdd9d2c533
data/processed/geochemistry/xrf/Site_43/Test_5905/vanta_data_5905.csv	field_instrument_export	field	csv	2738	4a86f6c31d0be02ceb54ed2a18ffcf7fb21409e3c03cee0a66a8e24956113ed3
data/processed/geochemistry/xrf/Site_44/Test_5906/vanta_data_5906.csv	field_instrument_export	field	csv	2738	608f7a1527bbdafe0b1e0f9092206357fddb22d9a5f65eb729a250373867789f
data/processed/geochemistry/xrf/Site_45/Test_5907/vanta_data_5907.csv	field_instrument_export	field	csv	2737	dda7a9b0e925c8341d2083adedffe9bd6d3f58e45f6a12562b4864b06284a9eb
data/processed/geochemistry/xrf/Site_46/Test_5908/vanta_data_5908.csv	field_instrument_export	field	csv	2738	f7e5a5e545c80af4c72748316f308eabd7e4eda4897476e67114d1a5c60a4b7e
data/processed/geochemistry/xrf/Site_47/Test_5909/vanta_data_5909.csv	field_instrument_export	field	csv	2738	559e32b8e0e444eef6cea21b2c0eb5ef0adc1c25b308a760bac7e1fedce0bf39
data/processed/geochemistry/xrf/Site_48/Test_5910/vanta_data_5910.csv	field_instrument_export	field	csv	2738	419876aaf8055794cc7fd2912b771747edb4e23b98aae7e612eeab01a816494c
data/processed/geochemistry/xrf/Site_48/Test_5911/vanta_data_5911.csv	field_instrument_export	field	csv	2738	19f54f3dff4e637d3ea4488a91541fb34625f6f1c4383058adb57e50d41dc752
data/processed/geochemistry/xrf/Site_49/Test_5912/vanta_data_5912.csv	field_instrument_export	field	csv	2738	296fe715cab392e16db8255e45dfebdc1a22b79013834dd78fa99d175bd459e2
data/processed/geochemistry/xrf/Site_5/Test_5838/vanta_data_5838.csv	field_instrument_export	field	csv	2737	03ceffde9fe3b01c165988827bed844ce15fdbe87d1c4abeabc6156c0ce39b9b
data/processed/geochemistry/xrf/Site_50/Test_5913/vanta_data_5913.csv	field_instrument_export	field	csv	2738	8967f60f9a3f3947cb69643a35122b95564fd06129685598eb9e38449c9d02cd
data/processed/geochemistry/xrf/Site_51/Test_5914/vanta_data_5914.csv	field_instrument_export	field	csv	2738	da84a19f2280b4998008b2bb2e40a1e12ae1eab446dc3df7d16b406367cc0dd8
data/processed/geochemistry/xrf/Site_52/Test_5915/vanta_data_5915.csv	field_instrument_export	field	csv	2738	ada6cfa2b70e4f047a564e4831e847defe49dd35f481400f8ff7829308b1faf0
data/processed/geochemistry/xrf/Site_52/Test_5916/vanta_data_5916.csv	field_instrument_export	field	csv	2738	65b870168a27c79bcd2a64d0be1a9277d7b003942a1afe1943e39bcc8f8fc24c
data/processed/geochemistry/xrf/Site_52/Test_5917/vanta_data_5917.csv	field_instrument_export	field	csv	2737	3de2507b5748cefac47143457d14213111781fb4120fc6b32e2ae21742e60d76
data/processed/geochemistry/xrf/Site_52/Test_5918/vanta_data_5918.csv	field_instrument_export	field	csv	2738	301ef61463952f6acabae8117f9685344e1282e3c5e1d9c1423371581e5fc0d9
data/processed/geochemistry/xrf/Site_52/Test_5919/vanta_data_5919.csv	field_instrument_export	field	csv	2738	d0da645f58c66d08ed3993c031f3f41d8316fecfd6e7322fcabe90b8c6cde284
data/processed/geochemistry/xrf/Site_53/Test_5920/vanta_data_5920.csv	field_instrument_export	field	csv	2738	e72c3f772129fe7475d9e860d0606ecf46765761d6ff32619d4f14890a37721d
data/processed/geochemistry/xrf/Site_54/Test_5921/vanta_data_5921.csv	field_instrument_export	field	csv	2738	449bbec4663b5eab5a1377f6457a7a043f03b9c57067ed0ab8ea8d6d89b280d1
data/processed/geochemistry/xrf/Site_54/Test_5922/vanta_data_5922.csv	field_instrument_export	field	csv	2737	ee2ca6a9231aba8da0bc2f8d1fc6af460d65f1e0033c1dbcd0cf3b1a5090d9d1
data/processed/geochemistry/xrf/Site_55/Test_5925/vanta_data_5925.csv	field_instrument_export	field	csv	2738	de5c726f49405913c50409ea2152fa25fa7cb3e476d53f004af42ebba3399ed9
data/processed/geochemistry/xrf/Site_56/Test_5926/vanta_data_5926.csv	field_instrument_export	field	csv	2738	1f6e60110c8a458ad66f6b7f96a3973b85d4813dd65b64fbb77b9409b63374b9
data/processed/geochemistry/xrf/Site_56/Test_5927/vanta_data_5927.csv	field_instrument_export	field	csv	2737	af175d3b7c11daee577902d1183e547b499f8ad6621ea2fb77d1fdbcd7d35df4
data/processed/geochemistry/xrf/Site_56/Test_5928/vanta_data_5928.csv	field_instrument_export	field	csv	2738	30dccabb30a242641aa88d82abf9752ba9161428df22fa2ff64267fa2586bdc6
data/processed/geochemistry/xrf/Site_57/Test_5930/vanta_data_5930.csv	field_instrument_export	field	csv	2738	0c6c6c522c1d4cacf9319f185fd52c4a9737af804799fdb22eb13ba20a5ad379
data/processed/geochemistry/xrf/Site_57/Test_5931/vanta_data_5931.csv	field_instrument_export	field	csv	2738	6985e77e413b9fee2ac588df5c53a1f562236dc2e58f1b67674de2a26bc21453
data/processed/geochemistry/xrf/Site_58/Test_5932/vanta_data_5932.csv	field_instrument_export	field	csv	2738	6cb6d4cf9ea2895ab0e2dce8c8d2c1232a25154c9c36339fdb2d8291f86531cd
data/processed/geochemistry/xrf/Site_59/Test_5933/vanta_data_5933.csv	field_instrument_export	field	csv	2737	e585fc16d395856d5729bd09378b3b7aabaff89bd9597a7983583318cbcc51c0
data/processed/geochemistry/xrf/Site_6/Test_5839/vanta_data_5839.csv	field_instrument_export	field	csv	2738	4894b548bb02f7105868d6ad8a16535e3f078af0d93f8c55353229f1737ef127
data/processed/geochemistry/xrf/Site_60/Test_5934/vanta_data_5934.csv	field_instrument_export	field	csv	2738	1075e854975c51b7cad8826f30eaa8f0fb4f868ed450d9fc22704acfda0a0ba6
data/processed/geochemistry/xrf/Site_7/Test_5841/vanta_data_5841.csv	field_instrument_export	field	csv	2738	1e5807d881c683170bc36ee1f5c3fae5a9baea646f623eaa0c7056b5d0203907
data/processed/geochemistry/xrf/Site_8/Test_5845/vanta_data_5845.csv	field_instrument_export	field	csv	2738	a993f2e9782023c41f39065f2b68c0faecff94f700b749c6e141ccfffb92b416
data/processed/geochemistry/xrf/Site_9/Test_5846/vanta_data_5846.csv	field_instrument_export	field	csv	2738	b36608295ef2617bcdc2b7e0be3a941994038c98eb0c56507dcb69aa6acc1083
data/processed/geochemistry/xrf_field_table.tsv	field_processed_table	field	tsv	83415	78090ab1d0deacf220b4650c24f9dd9584bbb9268ebd9d5c86f08dfb44d81575
data/metadata/xrf/all-trips-consolidated/EQ_XRF_All_Trips_Consolidated.xlsx	lab_source_workbook_t1_4	lab	xlsx	2419587	23f405833ed4ace209bce826391b79f5011e704f65c542e28fa3b87bca70e037
data/metadata/xrf/xrf-lab/EQ 5th Trip XRF PRr Results.xlsx	lab_source_workbook_t5	lab	xlsx	215339	4081a60ab71826758d80e40ef5c5dc9b517e74a136c9707581a263656cb27d2b
data/metadata/xrf/xrf-lab/EQ 5th Trip XRF Sr Results.xlsx	lab_source_workbook_t5	lab	xlsx	217247	ec21d4357e173ab75ff7589cbf6509672ea87541c7ca523b1bcca1fef2fe47c7
data/metadata/xrf/xrf-lab/EQ XRF results (Fifth trip).xlsx	lab_source_workbook_t5	lab	xlsx	449487	6ae1512ae6d400dbe7837d0706479722830c817e6eb69dc2c0846ca5872b9350
data/processed/geochemistry/xrf_lab_combined.tsv	lab_retired_analytical_subset_t5	lab	tsv	31861	5cb7dc29ea9cd1b2df4ffad2f70f55fdb55e898039739882f8d5451ce0ae9706
data/processed/geochemistry/xrf_lab_table_filtered.tsv	lab_canonical_table_t5	lab	tsv	58955	8e11d540f5220dcc976f101ad4f6ddb916b8011803a610d9100534d1be98a4ca
data/processed/geochemistry/xrf_lab_table_trips1-4.tsv	lab_canonical_table_t1_4	lab	tsv	121086	afc0282badd602a2d6f51e3f3d4339f43fe0ddfa9914b83d6a0e3644671565f6
