Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
M-25-0653_S56Dr1_SU0176-SU0176_L002_R1_001	89.98742829068104	69.0	257.0	257	58.333333333333336	0.207609
M-25-0653_S56Dr1_SU0176-SU0176_L002_R2_001	87.9643946071702	67.0	257.0	257	58.333333333333336	0.207609
M-25-0654_S57PRr1_SU0188-SU0188_L002_R1_001	95.51167128447511	55.0	257.0	257	41.66666666666667	0.662652
M-25-0654_S57PRr1_SU0188-SU0188_L002_R2_001	91.92819156963233	54.0	257.0	257	41.66666666666667	0.662652
M-25-0655_S57Sr1_SU0105-SU0105_L002_R1_001	92.07791411251989	58.0	257.0	257	41.66666666666667	0.586954
M-25-0655_S57Sr1_SU0105-SU0105_L002_R2_001	88.94018952081424	56.0	257.0	257	41.66666666666667	0.586954
M-25-0656_S57Dr1_SU0117-SU0117_L002_R1_001	91.49252217262767	61.0	257.0	257	58.333333333333336	0.414024
M-25-0656_S57Dr1_SU0117-SU0117_L002_R2_001	89.2107703901223	59.0	257.0	257	50.0	0.414024
M-25-0657_S60PRr1_SU0129-SU0129_L002_R1_001	93.25276954682471	58.0	257.0	257	50.0	0.625012
M-25-0657_S60PRr1_SU0129-SU0129_L002_R2_001	91.59440138749336	55.0	257.0	257	41.66666666666667	0.625012
M-25-0658_S60Sr1_SU0141-SU0141_L002_R1_001	88.76382123937853	69.0	257.0	257	66.66666666666666	0.14063499999999998
M-25-0658_S60Sr1_SU0141-SU0141_L002_R2_001	85.39055000533295	66.0	257.0	257	50.0	0.14063499999999998
M-25-0659_S60Dr1_SU0153-SU0153_L002_R1_001	93.61867301521582	58.0	257.0	257	50.0	0.6762699999999999
M-25-0659_S60Dr1_SU0153-SU0153_L002_R2_001	90.91901163736378	56.0	257.0	257	50.0	0.6762699999999999
M-25-0660_S37PRr1_SU0165-SU0165_L002_R1_001	92.51007437300476	56.0	257.0	257	50.0	0.6878839999999999
M-25-0660_S37PRr1_SU0165-SU0165_L002_R2_001	89.65784928854283	55.0	257.0	257	50.0	0.6878839999999999
M-25-0661_S37Sr1_SU0177-SU0177_L002_R1_001	93.43376432010626	56.0	257.0	257	41.66666666666667	0.770944
M-25-0661_S37Sr1_SU0177-SU0177_L002_R2_001	91.18081209530135	54.0	257.0	257	41.66666666666667	0.770944
M-25-0662_S37Dr1_SU0189-SU0189_L002_R1_001	93.37389580751768	56.0	257.0	257	50.0	0.790057
M-25-0662_S37Dr1_SU0189-SU0189_L002_R2_001	91.27961653399691	54.0	257.0	257	41.66666666666667	0.790057
M-25-0663_S49PRr1_SU0106-SU0106_L002_R1_001	92.00992326084233	56.0	257.0	257	41.66666666666667	0.367218
M-25-0663_S49PRr1_SU0106-SU0106_L002_R2_001	88.3635878415546	54.0	257.0	257	50.0	0.367218
M-25-0664_S49Sr1_SU0118-SU0118_L002_R1_001	93.40030304730905	56.0	257.0	257	41.66666666666667	0.784036
M-25-0664_S49Sr1_SU0118-SU0118_L002_R2_001	91.24797840915468	55.0	257.0	257	41.66666666666667	0.784036
M-25-0665_S49Dr1_SU0130-SU0130_L002_R1_001	93.17170248849202	57.0	257.0	257	50.0	0.5778599999999999
M-25-0665_S49Dr1_SU0130-SU0130_L002_R2_001	89.97231163257537	56.0	257.0	257	41.66666666666667	0.5778599999999999
M-25-0666_S45PRr1_SU0142-SU0142_L002_R1_001	92.05181196888988	58.0	257.0	257	50.0	0.6275769999999999
M-25-0666_S45PRr1_SU0142-SU0142_L002_R2_001	88.6876032741799	56.0	257.0	257	50.0	0.6275769999999999
M-25-0667_S45Sr1_SU0154-SU0154_L002_R1_001	92.35183846750705	59.0	257.0	257	41.66666666666667	0.790033
M-25-0667_S45Sr1_SU0154-SU0154_L002_R2_001	89.7242267095172	57.0	257.0	257	41.66666666666667	0.790033
M-25-0668_S45Dr1_SU0166-SU0166_L002_R1_001	92.32646451265241	58.0	257.0	257	50.0	0.712592
M-25-0668_S45Dr1_SU0166-SU0166_L002_R2_001	90.01195635089925	55.0	257.0	257	50.0	0.712592
M-25-0669_S59PRr1_SU0178-SU0178_L002_R1_001	90.26787322645248	66.0	257.0	257	50.0	0.377492
M-25-0669_S59PRr1_SU0178-SU0178_L002_R2_001	88.42730441969631	64.0	257.0	257	50.0	0.377492
M-25-0670_S59Sr1_SU0190-SU0190_L002_R1_001	90.91854620494185	65.0	257.0	257	50.0	0.723981
M-25-0670_S59Sr1_SU0190-SU0190_L002_R2_001	89.96990252506626	63.0	257.0	257	58.333333333333336	0.723981
M-25-0671_S59Dr1_SU0107-SU0107_L002_R1_001	89.4154681951854	72.0	257.0	257	58.333333333333336	0.347526
M-25-0671_S59Dr1_SU0107-SU0107_L002_R2_001	87.91140806731008	71.0	257.0	257	41.66666666666667	0.347526
M-25-0672_S4PRr1_SU0119-SU0119_L002_R1_001	92.50491687197618	55.0	257.0	257	33.33333333333333	0.615737
M-25-0672_S4PRr1_SU0119-SU0119_L002_R2_001	90.4187989352597	54.0	257.0	257	41.66666666666667	0.615737
M-25-0673_S4Sr1_SU0131-SU0131_L002_R1_001	92.73469713263212	56.0	257.0	257	50.0	0.8025129999999999
M-25-0673_S4Sr1_SU0131-SU0131_L002_R2_001	91.06083016723717	54.0	257.0	257	50.0	0.8025129999999999
M-25-0674_S4Dr1_SU0143-SU0143_L002_R1_001	92.09313376098835	57.0	257.0	257	50.0	0.71553
M-25-0674_S4Dr1_SU0143-SU0143_L002_R2_001	90.30327170069738	55.0	257.0	257	50.0	0.71553
M-25-0675_S8PRr1_SU0155-SU0155_L002_R1_001	92.7073799177018	57.0	257.0	257	50.0	0.78009
M-25-0675_S8PRr1_SU0155-SU0155_L002_R2_001	90.46699739773615	55.0	257.0	257	50.0	0.78009
M-25-0676_S8Sr1_SU0167-SU0167_L002_R1_001	92.56000464066332	59.0	257.0	257	41.66666666666667	0.810229
M-25-0676_S8Sr1_SU0167-SU0167_L002_R2_001	89.6477415644219	58.0	257.0	257	41.66666666666667	0.810229
M-25-0677_S8Dr1_SU0179-SU0179_L002_R1_001	92.93980910533617	58.0	257.0	257	50.0	0.831139
M-25-0677_S8Dr1_SU0179-SU0179_L002_R2_001	89.25871605110578	56.0	257.0	257	50.0	0.831139
M-25-0678_S11PRr1_SU0191-SU0191_L002_R1_001	92.28793010844493	57.0	257.0	257	50.0	0.6441979999999999
M-25-0678_S11PRr1_SU0191-SU0191_L002_R2_001	90.95216067109801	55.0	257.0	257	41.66666666666667	0.6441979999999999
M-25-0679_S11Sr1_SU0108-SU0108_L002_R1_001	91.94975396511293	59.0	257.0	257	33.33333333333333	0.7757029999999999
M-25-0679_S11Sr1_SU0108-SU0108_L002_R2_001	88.8283273366224	57.0	257.0	257	50.0	0.7757029999999999
M-25-0680_S11Dr1_SU0120-SU0120_L002_R1_001	91.8681821114312	59.0	257.0	257	50.0	0.7130139999999999
M-25-0680_S11Dr1_SU0120-SU0120_L002_R2_001	88.55646593194524	58.0	257.0	257	41.66666666666667	0.7130139999999999
M-25-0681_S36Sr1_SU0132-SU0132_L002_R1_001	92.00099124145248	56.0	257.0	257	41.66666666666667	0.645655
M-25-0681_S36Sr1_SU0132-SU0132_L002_R2_001	88.66143683546166	54.0	257.0	257	50.0	0.645655
M-25-0682_S36PRr1_SU0144-SU0144_L002_R1_001	93.18146378154266	57.0	257.0	257	50.0	0.654114
M-25-0682_S36PRr1_SU0144-SU0144_L002_R2_001	90.69856324738501	55.0	257.0	257	50.0	0.654114
M-25-0683_S36Dr1_SU0156-SU0156_L002_R1_001	92.01419143306418	58.0	257.0	257	50.0	0.687457
M-25-0683_S36Dr1_SU0156-SU0156_L002_R2_001	88.00157682589602	55.0	257.0	257	41.66666666666667	0.687457
M-25-0684_SEB_SU0168-SU0168_L002_R1_001	77.9642106166588	62.0	257.0	257	58.333333333333336	0.023302999999999997
M-25-0684_SEB_SU0168-SU0168_L002_R2_001	75.86147706303909	60.0	257.0	257	58.333333333333336	0.023302999999999997
M-25-0685_S6PRr1_SU0193-SU0193_L002_R1_001	93.05800598075666	58.0	257.0	257	41.66666666666667	2.227184
M-25-0685_S6PRr1_SU0193-SU0193_L002_R2_001	92.38275282455743	57.0	257.0	257	50.0	2.227184
M-25-0686_S6Sr1_SU0205-SU0205_L002_R1_001	93.2443231743269	59.0	257.0	257	41.66666666666667	1.3076409999999998
M-25-0686_S6Sr1_SU0205-SU0205_L002_R2_001	90.00319542049533	57.0	257.0	257	33.33333333333333	1.3076409999999998
M-25-0687_S6Dr1_SU0217-SU0217_L002_R1_001	91.10288044322557	58.0	257.0	257	41.66666666666667	0.6501429999999999
M-25-0687_S6Dr1_SU0217-SU0217_L002_R2_001	89.8190090487785	56.0	257.0	257	41.66666666666667	0.6501429999999999
M-25-0688_S9PRr1_SU0229-SU0229_L002_R1_001	93.1665216387562	56.0	257.0	257	41.66666666666667	0.506799
M-25-0688_S9PRr1_SU0229-SU0229_L002_R2_001	91.33344777712664	54.0	257.0	257	50.0	0.506799
M-25-0689_S9Sr1_SU0241-SU0241_L002_R1_001	92.62525269227282	57.0	257.0	257	50.0	0.7499239999999999
M-25-0689_S9Sr1_SU0241-SU0241_L002_R2_001	89.90871074935593	55.0	257.0	257	50.0	0.7499239999999999
M-25-0690_S9Dr1_SU0253-SU0253_L002_R1_001	92.4434073807268	56.0	257.0	257	41.66666666666667	0.638555
M-25-0690_S9Dr1_SU0253-SU0253_L002_R2_001	90.85716970347111	54.0	257.0	257	41.66666666666667	0.638555
M-25-0691_S12PRr1_SU0265-SU0265_L002_R1_001	91.36154914148877	57.0	257.0	257	50.0	0.628064
M-25-0691_S12PRr1_SU0265-SU0265_L002_R2_001	89.59930835074132	56.0	257.0	257	50.0	0.628064
M-25-0692_S12Sr1_SU0277-SU0277_L002_R1_001	92.49991788656045	59.0	257.0	257	50.0	1.413427
M-25-0692_S12Sr1_SU0277-SU0277_L002_R2_001	89.98404380632874	58.0	257.0	257	50.0	1.413427
M-25-0693_S12Dr1_SU0194-SU0194_L002_R1_001	92.31872298234306	58.0	257.0	257	41.66666666666667	0.910747
M-25-0693_S12Dr1_SU0194-SU0194_L002_R2_001	89.9040018797756	56.0	257.0	257	41.66666666666667	0.910747
M-25-0694_S15PRr1_SU0206-SU0206_L002_R1_001	91.64230952282415	58.0	257.0	257	50.0	0.773216
M-25-0694_S15PRr1_SU0206-SU0206_L002_R2_001	88.26201216736332	57.0	257.0	257	41.66666666666667	0.773216
M-25-0695_S15Sr1_SU0218-SU0218_L002_R1_001	91.71198946509088	59.0	257.0	257	50.0	0.899106
M-25-0695_S15Sr1_SU0218-SU0218_L002_R2_001	88.8147658716133	57.0	257.0	257	41.66666666666667	0.899106
M-25-0696_S15Dr1_SU0230-SU0230_L002_R1_001	91.20089983067442	59.0	257.0	257	50.0	0.8232659999999999
M-25-0696_S15Dr1_SU0230-SU0230_L002_R2_001	88.56031950791117	57.0	257.0	257	41.66666666666667	0.8232659999999999
M-25-0697_S17PRr1_SU0242-SU0242_L002_R1_001	91.34384460999422	57.0	257.0	257	41.66666666666667	0.58794
M-25-0697_S17PRr1_SU0242-SU0242_L002_R2_001	88.47960676259483	55.0	257.0	257	41.66666666666667	0.58794
M-25-0698_S17Sr1_SU0009-SU0009_L002_R1_001	91.48346732055161	58.0	257.0	257	41.66666666666667	0.732035
M-25-0698_S17Sr1_SU0009-SU0009_L002_R2_001	89.32947195147773	56.0	257.0	257	41.66666666666667	0.732035
M-25-0699_S17Dr1_SU0021-SU0021_L002_R1_001	91.94341383190087	59.0	257.0	257	50.0	0.8123539999999999
M-25-0699_S17Dr1_SU0021-SU0021_L002_R2_001	89.57597303638562	57.0	257.0	257	41.66666666666667	0.8123539999999999
M-25-0700_S23PRr1_SU0278-SU0278_L002_R1_001	92.49292465167721	61.0	257.0	257	58.333333333333336	0.936703
M-25-0700_S23PRr1_SU0278-SU0278_L002_R2_001	89.42215408726139	59.0	257.0	257	58.333333333333336	0.936703
M-25-0701_S23Sr1_SU0195-SU0195_L002_R1_001	91.62994536542949	59.0	257.0	257	50.0	0.832623
M-25-0701_S23Sr1_SU0195-SU0195_L002_R2_001	89.2060392278378	57.0	257.0	257	50.0	0.832623
M-25-0702_S23Dr1_SU0033-SU0033_L002_R1_001	92.77965917528387	60.0	257.0	257	41.66666666666667	0.662628
M-25-0702_S23Dr1_SU0033-SU0033_L002_R2_001	87.3938318332458	58.0	257.0	257	50.0	0.662628
M-25-0703_S29PRr1_SU0045-SU0045_L002_R1_001	90.9390927940654	58.0	257.0	257	41.66666666666667	0.726318
M-25-0703_S29PRr1_SU0045-SU0045_L002_R2_001	88.20351416321776	56.0	257.0	257	41.66666666666667	0.726318
M-25-0704_S29Sr1_SU0057-SU0057_L002_R1_001	92.05794463271344	57.0	257.0	257	50.0	0.678993
M-25-0704_S29Sr1_SU0057-SU0057_L002_R2_001	89.31167184345053	55.0	257.0	257	41.66666666666667	0.678993
M-25-0705_S29Dr1_SU0243-SU0243_L002_R1_001	90.92583915609563	60.0	257.0	257	50.0	0.877161
M-25-0705_S29Dr1_SU0243-SU0243_L002_R2_001	88.8351169283632	58.0	257.0	257	50.0	0.877161
M-25-0706_S30PRr1_SU0255-SU0255_L002_R1_001	91.80847769524006	56.0	257.0	257	50.0	0.561898
M-25-0706_S30PRr1_SU0255-SU0255_L002_R2_001	90.49525002758507	55.0	257.0	257	50.0	0.561898
M-25-0707_S30Sr1_SU0069-SU0069_L002_R1_001	91.54722588751164	60.0	257.0	257	50.0	0.7927219999999999
M-25-0707_S30Sr1_SU0069-SU0069_L002_R2_001	89.21463009731028	58.0	257.0	257	41.66666666666667	0.7927219999999999
M-25-0708_S30Dr1_SU0279-SU0279_L002_R1_001	90.77676448481596	59.0	257.0	257	41.66666666666667	0.749043
M-25-0708_S30Dr1_SU0279-SU0279_L002_R2_001	87.31100884728914	57.0	257.0	257	41.66666666666667	0.749043
M-25-0709_S3PRr1_SU0196-SU0196_L002_R1_001	92.32337970486448	58.0	257.0	257	50.0	0.716891
M-25-0709_S3PRr1_SU0196-SU0196_L002_R2_001	90.30201243982697	55.0	257.0	257	50.0	0.716891
M-25-0710_S3Sr1_SU0081-SU0081_L002_R1_001	92.24772146088782	59.0	257.0	257	41.66666666666667	0.76255
M-25-0710_S3Sr1_SU0081-SU0081_L002_R2_001	89.96931348764015	57.0	257.0	257	50.0	0.76255
M-25-0711_S3Dr1_SU0093-SU0093_L002_R1_001	91.21036267046304	58.0	257.0	257	41.66666666666667	0.782501
M-25-0711_S3Dr1_SU0093-SU0093_L002_R2_001	88.4507495837066	57.0	257.0	257	33.33333333333333	0.782501
M-25-0712_S7PRr1_SU0232-SU0232_L002_R1_001	91.99715061224991	58.0	257.0	257	41.66666666666667	0.651368
M-25-0712_S7PRr1_SU0232-SU0232_L002_R2_001	89.11813291411306	56.0	257.0	257	50.0	0.651368
M-25-0713_S7Sr1_SU0244-SU0244_L002_R1_001	91.33475687115082	58.0	257.0	257	41.66666666666667	0.736194
M-25-0713_S7Sr1_SU0244-SU0244_L002_R2_001	88.94612018027857	56.0	257.0	257	33.33333333333333	0.736194
M-25-0714_S7Dr1_SU0256-SU0256_L002_R1_001	91.4826885066547	59.0	257.0	257	41.66666666666667	0.775092
M-25-0714_S7Dr1_SU0256-SU0256_L002_R2_001	88.13534393336533	56.0	257.0	257	41.66666666666667	0.775092
M-25-0715_S14PRr1_SU0268-SU0268_L002_R1_001	94.14891218214265	58.0	257.0	257	41.66666666666667	0.620876
M-25-0715_S14PRr1_SU0268-SU0268_L002_R2_001	91.7534258048306	56.0	257.0	257	41.66666666666667	0.620876
M-25-0716_S14Sr1_SU0010-SU0010_L002_R1_001	90.99287221320022	60.0	257.0	257	50.0	0.691519
M-25-0716_S14Sr1_SU0010-SU0010_L002_R2_001	89.17846075089766	59.0	257.0	257	41.66666666666667	0.691519
M-25-0717_S14Dr1_SU0197-SU0197_L002_R1_001	91.97928031732113	59.0	257.0	257	50.0	0.882639
M-25-0717_S14Dr1_SU0197-SU0197_L002_R2_001	89.96226090168234	57.0	257.0	257	41.66666666666667	0.882639
M-25-0718_S21PRr1_SU0209-SU0209_L002_R1_001	92.0804569327284	56.0	257.0	257	50.0	0.587395
M-25-0718_S21PRr1_SU0209-SU0209_L002_R2_001	90.07482188305995	54.0	257.0	257	41.66666666666667	0.587395
M-25-0719_S21Sr1_SU0221-SU0221_L002_R1_001	92.04704801338269	57.0	257.0	257	50.0	0.709573
M-25-0719_S21Sr1_SU0221-SU0221_L002_R2_001	90.01765850729946	55.0	257.0	257	50.0	0.709573
M-25-0720_S21Dr1_SU0022-SU0022_L002_R1_001	92.03409074651867	57.0	257.0	257	41.66666666666667	0.7688889999999999
M-25-0720_S21Dr1_SU0022-SU0022_L002_R2_001	89.9496546315528	55.0	257.0	257	50.0	0.7688889999999999
M-25-0721_S31PRr1_SU0034-SU0034_L002_R1_001	91.4579113811605	57.0	257.0	257	50.0	0.422145
M-25-0721_S31PRr1_SU0034-SU0034_L002_R2_001	89.78668466995937	55.0	257.0	257	50.0	0.422145
M-25-0722_S31Sr1_SU0257-SU0257_L002_R1_001	91.92305828770773	59.0	257.0	257	33.33333333333333	0.82556
M-25-0722_S31Sr1_SU0257-SU0257_L002_R2_001	89.38986869518872	57.0	257.0	257	41.66666666666667	0.82556
M-25-0723_S31Dr1_SU0269-SU0269_L002_R1_001	90.74490948275215	59.0	257.0	257	41.66666666666667	0.666779
M-25-0723_S31Dr1_SU0269-SU0269_L002_R2_001	88.98765558003477	57.0	257.0	257	41.66666666666667	0.666779
M-25-0724_S48PRr1_SU0281-SU0281_L002_R1_001	90.38185529001251	58.0	257.0	257	41.66666666666667	0.60756
M-25-0724_S48PRr1_SU0281-SU0281_L002_R2_001	88.60952004740273	56.0	257.0	257	41.66666666666667	0.60756
M-25-0725_S48Sr1_SU0198-SU0198_L002_R1_001	92.02318011908824	58.0	257.0	257	41.66666666666667	0.803102
M-25-0725_S48Sr1_SU0198-SU0198_L002_R2_001	90.01845344676019	56.0	257.0	257	50.0	0.803102
M-25-0726_S48Dr1_SU0046-SU0046_L002_R1_001	88.07805349199582	71.0	257.0	257	58.333333333333336	0.265049
M-25-0726_S48Dr1_SU0046-SU0046_L002_R2_001	87.5441899422371	69.0	257.0	257	41.66666666666667	0.265049
M-25-0727_S32PRr1_SU0222-SU0222_L002_R1_001	92.26156891941068	56.0	257.0	257	50.0	0.599062
M-25-0727_S32PRr1_SU0222-SU0222_L002_R2_001	90.1823183576992	55.0	257.0	257	41.66666666666667	0.599062
M-25-0728_S32Sr1_SU0058-SU0058_L002_R1_001	92.33551985134314	59.0	257.0	257	50.0	0.8599669999999999
M-25-0728_S32Sr1_SU0058-SU0058_L002_R2_001	88.50665199943718	57.0	257.0	257	50.0	0.8599669999999999
M-25-0729_S32Dr1_SU0070-SU0070_L002_R1_001	90.98297886893566	59.0	257.0	257	50.0	0.6725169999999999
M-25-0729_S32Dr1_SU0070-SU0070_L002_R2_001	88.40862015383998	57.0	257.0	257	50.0	0.6725169999999999
M-25-0730_S39PRr1_SU0258-SU0258_L002_R1_001	92.75645578901542	55.0	257.0	257	41.66666666666667	0.43643
M-25-0730_S39PRr1_SU0258-SU0258_L002_R2_001	89.50759571981762	54.0	257.0	257	50.0	0.43643
M-25-0731_S39Sr1_SU0082-SU0082_L002_R1_001	92.08188092692524	56.0	257.0	257	41.66666666666667	0.632284
M-25-0731_S39Sr1_SU0082-SU0082_L002_R2_001	90.72030922813167	54.0	257.0	257	41.66666666666667	0.632284
M-25-0732_S39Dr1_SU0282-SU0282_L002_R1_001	90.39416251905482	65.0	257.0	257	41.66666666666667	0.9505469999999999
M-25-0732_S39Dr1_SU0282-SU0282_L002_R2_001	88.58774804568644	63.0	257.0	257	50.0	0.9505469999999999
M-25-0733_S50PRr1_SU0199-SU0199_L002_R1_001	93.50108747317326	56.0	257.0	257	41.66666666666667	0.6248429999999999
M-25-0733_S50PRr1_SU0199-SU0199_L002_R2_001	90.41503225610273	53.0	257.0	257	50.0	0.6248429999999999
M-25-0734_S50Sr1_SU0211-SU0211_L002_R1_001	92.87113869784201	59.0	257.0	257	33.33333333333333	0.8364729999999999
M-25-0734_S50Sr1_SU0211-SU0211_L002_R2_001	89.81222346686624	58.0	257.0	257	41.66666666666667	0.8364729999999999
M-25-0735_S50Dr1_SU0223-SU0223_L002_R1_001	92.59959432321608	58.0	257.0	257	50.0	0.8918429999999999
M-25-0735_S50Dr1_SU0223-SU0223_L002_R2_001	89.79383142548633	56.0	257.0	257	50.0	0.8918429999999999
M-25-0736_S1PRr1_SU0235-SU0235_L002_R1_001	93.78599167337228	55.0	257.0	257	50.0	0.57166
M-25-0736_S1PRr1_SU0235-SU0235_L002_R2_001	91.7094076898856	54.0	257.0	257	50.0	0.57166
M-25-0737_S1Sr1_SU0247-SU0247_L002_R1_001	91.76370996806665	57.0	257.0	257	41.66666666666667	0.596555
M-25-0737_S1Sr1_SU0247-SU0247_L002_R2_001	90.4567055845647	55.0	257.0	257	41.66666666666667	0.596555
M-25-0738_S1Dr1_SU0259-SU0259_L002_R1_001	92.3346871805519	57.0	257.0	257	50.0	0.693579
M-25-0738_S1Dr1_SU0259-SU0259_L002_R2_001	89.98989300425762	55.0	257.0	257	41.66666666666667	0.693579
M-25-0739_S5PRr1_SU0271-SU0271_L002_R1_001	92.55812358458338	58.0	257.0	257	50.0	0.758169
M-25-0739_S5PRr1_SU0271-SU0271_L002_R2_001	89.69253556924643	56.0	257.0	257	41.66666666666667	0.758169
M-25-0740_S5Sr1_SU0094-SU0094_L002_R1_001	91.26085530412392	58.0	257.0	257	50.0	0.570113
M-25-0740_S5Sr1_SU0094-SU0094_L002_R2_001	88.69048767525035	56.0	257.0	257	50.0	0.570113
M-25-0741_S5Dr1_SU0200-SU0200_L002_R1_001	92.35842772361003	59.0	257.0	257	50.0	0.7611129999999999
M-25-0741_S5Dr1_SU0200-SU0200_L002_R2_001	88.89652390643703	57.0	257.0	257	50.0	0.7611129999999999
M-25-0742_S10PRr1_SU0212-SU0212_L002_R1_001	95.63424402803605	55.0	257.0	257	41.66666666666667	0.6990999999999999
M-25-0742_S10PRr1_SU0212-SU0212_L002_R2_001	92.90831068516664	54.0	257.0	257	50.0	0.6990999999999999
M-25-0743_S10Sr1_SU0224-SU0224_L002_R1_001	92.23866674462238	57.0	257.0	257	50.0	0.752564
M-25-0743_S10Sr1_SU0224-SU0224_L002_R2_001	89.34256754242828	55.0	257.0	257	41.66666666666667	0.752564
M-25-0744_S10Dr1_SU0236-SU0236_L002_R1_001	92.58358903783514	57.0	257.0	257	50.0	0.7309869999999999
M-25-0744_S10Dr1_SU0236-SU0236_L002_R2_001	90.12308016421633	55.0	257.0	257	41.66666666666667	0.7309869999999999
M-25-0745_S20PRr1_SU0011-SU0011_L002_R1_001	91.80584943557136	57.0	257.0	257	50.0	0.558618
M-25-0745_S20PRr1_SU0011-SU0011_L002_R2_001	89.52736932930911	54.0	257.0	257	50.0	0.558618
M-25-0746_S20Sr1_SU0260-SU0260_L002_R1_001	91.59763906485452	58.0	257.0	257	41.66666666666667	0.758513
M-25-0746_S20Sr1_SU0260-SU0260_L002_R2_001	89.38989839330374	55.0	257.0	257	50.0	0.758513
M-25-0747_S20Dr1_SU0272-SU0272_L002_R1_001	91.7448750092952	58.0	257.0	257	50.0	0.712733
M-25-0747_S20Dr1_SU0272-SU0272_L002_R2_001	89.96987651757391	56.0	257.0	257	41.66666666666667	0.712733
M-25-0748_S24PRr1_SU0284-SU0284_L002_R1_001	91.5080151393116	58.0	257.0	257	50.0	0.7014849999999999
M-25-0748_S24PRr1_SU0284-SU0284_L002_R2_001	88.75157701162534	56.0	257.0	257	50.0	0.7014849999999999
M-25-0749_S24Sr1_SU0201-SU0201_L002_R1_001	91.65795973275695	58.0	257.0	257	41.66666666666667	0.752274
M-25-0749_S24Sr1_SU0201-SU0201_L002_R2_001	89.2337100577715	56.0	257.0	257	41.66666666666667	0.752274
M-25-0750_S24Dr1_SU0023-SU0023_L002_R1_001	92.43392161425686	59.0	257.0	257	33.33333333333333	0.7992779999999999
M-25-0750_S24Dr1_SU0023-SU0023_L002_R2_001	89.63289368655211	57.0	257.0	257	50.0	0.7992779999999999
M-25-0751_S34PRr1_SU0035-SU0035_L002_R1_001	92.45928716582999	57.0	257.0	257	50.0	0.538835
M-25-0751_S34PRr1_SU0035-SU0035_L002_R2_001	89.98506036170627	55.0	257.0	257	50.0	0.538835
M-25-0752_S34Sr1_SU0047-SU0047_L002_R1_001	92.95005729837159	56.0	257.0	257	50.0	0.7356229999999999
M-25-0752_S34Sr1_SU0047-SU0047_L002_R2_001	90.84177629030087	55.0	257.0	257	50.0	0.7356229999999999
M-25-0754_S40Sr1_SU0273-SU0273_L002_R1_001	91.99106325362413	60.0	257.0	257	41.66666666666667	0.875934
M-25-0754_S40Sr1_SU0273-SU0273_L002_R2_001	89.4420127543856	58.0	257.0	257	41.66666666666667	0.875934
M-25-0755_S40Dr1_SU0285-SU0285_L002_R1_001	90.44916175056746	59.0	257.0	257	41.66666666666667	0.703132
M-25-0755_S40Dr1_SU0285-SU0285_L002_R2_001	88.71577456295546	57.0	257.0	257	41.66666666666667	0.703132
M-25-0756_S52PRr1_SU0083-SU0083_L002_R1_001	93.32593312057722	56.0	257.0	257	50.0	0.5621459999999999
M-25-0756_S52PRr1_SU0083-SU0083_L002_R2_001	90.54622820406087	55.0	257.0	257	41.66666666666667	0.5621459999999999
M-25-0757_S52Sr1_SU0095-SU0095_L002_R1_001	90.36625533792206	62.0	257.0	257	50.0	0.23347099999999998
M-25-0757_S52Sr1_SU0095-SU0095_L002_R2_001	87.73809166877257	61.0	257.0	257	50.0	0.23347099999999998
M-25-0758_S52Dr1_SU0012-SU0012_L002_R1_001	90.03878997996561	67.0	257.0	257	58.333333333333336	0.35189499999999996
M-25-0758_S52Dr1_SU0012-SU0012_L002_R2_001	88.35504909134828	65.0	257.0	257	50.0	0.35189499999999996
M-25-0759_S19PRr1_SU0024-SU0024_L002_R1_001	90.87572175826931	57.0	257.0	257	41.66666666666667	0.574292
M-25-0759_S19PRr1_SU0024-SU0024_L002_R2_001	89.63192940176774	55.0	257.0	257	41.66666666666667	0.574292
M-25-0760_S19Sr1_SU0036-SU0036_L002_R1_001	91.53889244030869	58.0	257.0	257	50.0	0.758695
M-25-0760_S19Sr1_SU0036-SU0036_L002_R2_001	89.54968729199481	56.0	257.0	257	50.0	0.758695
M-25-0761_S19Dr1_SU0048-SU0048_L002_R1_001	88.36877321408033	60.0	257.0	257	41.66666666666667	0.295618
M-25-0761_S19Dr1_SU0048-SU0048_L002_R2_001	85.96702501200875	58.0	257.0	257	50.0	0.295618
M-25-0762_S26PRr1_SU0274-SU0274_L002_R1_001	92.54611517499255	56.0	257.0	257	50.0	0.416132
M-25-0762_S26PRr1_SU0274-SU0274_L002_R2_001	90.02984629877058	54.0	257.0	257	50.0	0.416132
M-25-0763_S26Sr1_SU0286-SU0286_L002_R1_001	91.68075995402212	57.0	257.0	257	50.0	0.849104
M-25-0763_S26Sr1_SU0286-SU0286_L002_R2_001	89.70079048031808	55.0	257.0	257	50.0	0.849104
M-25-0764_S26Dr1_SU0203-SU0203_L002_R1_001	92.1988270724362	56.0	257.0	257	41.66666666666667	0.7886249999999999
M-25-0764_S26Dr1_SU0203-SU0203_L002_R2_001	90.58513235061024	54.0	257.0	257	41.66666666666667	0.7886249999999999
M-25-0765_S42PRr1_SU0215-SU0215_L002_R1_001	92.8694442128385	57.0	257.0	257	50.0	0.695626
