Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	kmer_content
M-25-0466_42PRr1_UDP0234-UDP0234_L002_R2_001	M-25-0466_42PRr1_UDP0234-UDP0234_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	409419.0	0.0	257.0	53.0	10.483148070802772	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0467_42PRr2_UDP0235-UDP0235_L002_R1_001	M-25-0467_42PRr2_UDP0235-UDP0235_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1145414.0	0.0	257.0	55.0	5.769966143246022	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0467_42PRr2_UDP0235-UDP0235_L002_R2_001	M-25-0467_42PRr2_UDP0235-UDP0235_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1145414.0	0.0	257.0	53.0	9.844719425097601	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0468_42Sr1_UDP0232-UDP0232_L002_R1_001	M-25-0468_42Sr1_UDP0232-UDP0232_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	163161.0	0.0	257.0	59.0	12.048835199588137	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0468_42Sr1_UDP0232-UDP0232_L002_R2_001	M-25-0468_42Sr1_UDP0232-UDP0232_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	163161.0	0.0	257.0	57.0	12.795950012564278	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0469_42Sr2_UDP0233-UDP0233_L002_R1_001	M-25-0469_42Sr2_UDP0233-UDP0233_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	582948.0	0.0	257.0	56.0	8.166079993412792	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0469_42Sr2_UDP0233-UDP0233_L002_R2_001	M-25-0469_42Sr2_UDP0233-UDP0233_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	582948.0	0.0	257.0	54.0	9.437205376808908	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0470_43Dr1_UDP0236-UDP0236_L002_R1_001	M-25-0470_43Dr1_UDP0236-UDP0236_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	714685.0	0.0	257.0	56.0	7.690381076977968	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0470_43Dr1_UDP0236-UDP0236_L002_R2_001	M-25-0470_43Dr1_UDP0236-UDP0236_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	714685.0	0.0	257.0	54.0	10.619363775649413	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0471_43Dr2_UDP0237-UDP0237_L002_R1_001	M-25-0471_43Dr2_UDP0237-UDP0237_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	224217.0	0.0	257.0	56.0	8.617990607313452	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0471_43Dr2_UDP0237-UDP0237_L002_R2_001	M-25-0471_43Dr2_UDP0237-UDP0237_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	224217.0	0.0	257.0	54.0	11.489762150059986	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0472_43PRr2_UDP0240-UDP0240_L002_R1_001	M-25-0472_43PRr2_UDP0240-UDP0240_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	442995.0	0.0	257.0	57.0	9.812526100746059	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0472_43PRr2_UDP0240-UDP0240_L002_R2_001	M-25-0472_43PRr2_UDP0240-UDP0240_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	442995.0	0.0	257.0	55.0	11.263332543256697	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0473_43Sr2_UDP0239-UDP0239_L002_R1_001	M-25-0473_43Sr2_UDP0239-UDP0239_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	174988.0	0.0	257.0	58.0	13.05346652341875	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	warn
M-25-0473_43Sr2_UDP0239-UDP0239_L002_R2_001	M-25-0473_43Sr2_UDP0239-UDP0239_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	174988.0	0.0	257.0	56.0	13.344915079891193	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0474_44Dr2_UDP0243-UDP0243_L002_R1_001	M-25-0474_44Dr2_UDP0243-UDP0243_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1698758.0	0.0	257.0	56.0	6.299835979520319	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0474_44Dr2_UDP0243-UDP0243_L002_R2_001	M-25-0474_44Dr2_UDP0243-UDP0243_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1698758.0	0.0	257.0	54.0	7.347439341893167	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0475_44PRr3_UDP0248-UDP0248_L002_R1_001	M-25-0475_44PRr3_UDP0248-UDP0248_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98224.0	0.0	257.0	57.0	12.674091871640334	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0475_44PRr3_UDP0248-UDP0248_L002_R2_001	M-25-0475_44PRr3_UDP0248-UDP0248_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98224.0	0.0	257.0	55.0	14.120785144160287	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0476_45Dr3_UDP0250-UDP0250_L002_R1_001	M-25-0476_45Dr3_UDP0250-UDP0250_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	751302.0	0.0	257.0	58.0	8.486068185629748	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0476_45Dr3_UDP0250-UDP0250_L002_R2_001	M-25-0476_45Dr3_UDP0250-UDP0250_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	751302.0	0.0	257.0	56.0	9.630880790946916	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0477_45PRr2_UDP0254-UDP0254_L002_R1_001	M-25-0477_45PRr2_UDP0254-UDP0254_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	752273.0	0.0	257.0	57.0	6.0478044539681735	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0477_45PRr2_UDP0254-UDP0254_L002_R2_001	M-25-0477_45PRr2_UDP0254-UDP0254_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	752273.0	0.0	257.0	54.0	7.798365752858337	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R1_001	M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5834.0	0.0	257.0	64.0	28.265341103873844	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R2_001	M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5834.0	0.0	257.0	62.0	29.94514912581419	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0480_47Dr2_UDP0259-UDP0259_L002_R1_001	M-25-0480_47Dr2_UDP0259-UDP0259_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	373860.0	0.0	257.0	57.0	10.755630449901032	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0480_47Dr2_UDP0259-UDP0259_L002_R2_001	M-25-0480_47Dr2_UDP0259-UDP0259_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	373860.0	0.0	257.0	55.0	11.83919114106885	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0481_47Dr3_UDP0260-UDP0260_L002_R1_001	M-25-0481_47Dr3_UDP0260-UDP0260_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76752.0	0.0	257.0	58.0	15.10709818636648	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0481_47Dr3_UDP0260-UDP0260_L002_R2_001	M-25-0481_47Dr3_UDP0260-UDP0260_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76752.0	0.0	257.0	56.0	17.5187617260788	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0482_47PRr1_UDP0263-UDP0263_L002_R1_001	M-25-0482_47PRr1_UDP0263-UDP0263_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34286.0	0.0	257.0	58.0	16.71527737268856	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0482_47PRr1_UDP0263-UDP0263_L002_R2_001	M-25-0482_47PRr1_UDP0263-UDP0263_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34286.0	0.0	257.0	56.0	19.471504404129966	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0483_47Sr1_UDP0261-UDP0261_L002_R1_001	M-25-0483_47Sr1_UDP0261-UDP0261_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	522470.0	0.0	257.0	58.0	9.170861484869945	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass	fail
M-25-0483_47Sr1_UDP0261-UDP0261_L002_R2_001	M-25-0483_47Sr1_UDP0261-UDP0261_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	522470.0	0.0	257.0	56.0	11.290983214347234	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0484_48Dr2_UDP0265-UDP0265_L002_R1_001	M-25-0484_48Dr2_UDP0265-UDP0265_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	343907.0	0.0	257.0	56.0	9.566249014995334	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0484_48Dr2_UDP0265-UDP0265_L002_R2_001	M-25-0484_48Dr2_UDP0265-UDP0265_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	343907.0	0.0	257.0	54.0	10.241722326093972	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0485_48Dr3_UDP0266-UDP0266_L002_R1_001	M-25-0485_48Dr3_UDP0266-UDP0266_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	257.0	58.0	100.0	257.0	257	pass	pass		pass	fail	pass	pass	pass	pass	fail	pass	pass
M-25-0485_48Dr3_UDP0266-UDP0266_L002_R2_001	M-25-0485_48Dr3_UDP0266-UDP0266_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	257.0	56.0	100.0	257.0	257	pass	pass		pass	fail	fail	pass	pass	pass	fail	pass	pass
M-25-0486_48Sr2_UDP0268-UDP0268_L002_R1_001	M-25-0486_48Sr2_UDP0268-UDP0268_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1412243.0	0.0	257.0	56.0	4.706343030200894	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0486_48Sr2_UDP0268-UDP0268_L002_R2_001	M-25-0486_48Sr2_UDP0268-UDP0268_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1412243.0	0.0	257.0	54.0	7.560607599605297	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0487_49Dr2_UDP0270-UDP0270_L002_R1_001	M-25-0487_49Dr2_UDP0270-UDP0270_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	614894.0	0.0	257.0	57.0	6.214241804278461	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0487_49Dr2_UDP0270-UDP0270_L002_R2_001	M-25-0487_49Dr2_UDP0270-UDP0270_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	614894.0	0.0	257.0	54.0	8.447797506562106	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0488_49Sr2_UDP0272-UDP0272_L002_R1_001	M-25-0488_49Sr2_UDP0272-UDP0272_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95988.0	0.0	257.0	57.0	13.066216610409635	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0488_49Sr2_UDP0272-UDP0272_L002_R2_001	M-25-0488_49Sr2_UDP0272-UDP0272_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95988.0	0.0	257.0	55.0	15.343584614743511	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0489_49Sr3_UDP0273-UDP0273_L002_R1_001	M-25-0489_49Sr3_UDP0273-UDP0273_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54070.0	0.0	257.0	56.0	14.773441834658776	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0489_49Sr3_UDP0273-UDP0273_L002_R2_001	M-25-0489_49Sr3_UDP0273-UDP0273_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54070.0	0.0	257.0	55.0	17.100055483632328	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0490_4Dr3_UDP0018-UDP0018_L002_R1_001	M-25-0490_4Dr3_UDP0018-UDP0018_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1571101.0	0.0	257.0	58.0	5.9070677187526455	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0490_4Dr3_UDP0018-UDP0018_L002_R2_001	M-25-0490_4Dr3_UDP0018-UDP0018_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1571101.0	0.0	257.0	56.0	9.026377190777309	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0491_4PRr1_UDP0021-UDP0021_L002_R1_001	M-25-0491_4PRr1_UDP0021-UDP0021_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2103845.0	0.0	257.0	56.0	5.732141059043951	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0491_4PRr1_UDP0021-UDP0021_L002_R2_001	M-25-0491_4PRr1_UDP0021-UDP0021_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2103845.0	0.0	257.0	54.0	7.518706712202748	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0492_4PRr2_UDP0022-UDP0022_L002_R1_001	M-25-0492_4PRr2_UDP0022-UDP0022_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1491128.0	0.0	257.0	56.0	5.890305862407519	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0492_4PRr2_UDP0022-UDP0022_L002_R2_001	M-25-0492_4PRr2_UDP0022-UDP0022_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1491128.0	0.0	257.0	54.0	8.918166437363348	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0493_4PRr3_UDP0023-UDP0023_L002_R1_001	M-25-0493_4PRr3_UDP0023-UDP0023_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2010489.0	0.0	257.0	56.0	5.483805418606036	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0493_4PRr3_UDP0023-UDP0023_L002_R2_001	M-25-0493_4PRr3_UDP0023-UDP0023_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2010489.0	0.0	257.0	54.0	7.701988305898561	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0494_4Sr1_UDP0019-UDP0019_L002_R1_001	M-25-0494_4Sr1_UDP0019-UDP0019_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1028003.0	0.0	257.0	57.0	6.479163971311368	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0494_4Sr1_UDP0019-UDP0019_L002_R2_001	M-25-0494_4Sr1_UDP0019-UDP0019_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1028003.0	0.0	257.0	54.0	7.711747922914622	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0495_50Dr1_UDP0275-UDP0275_L002_R1_001	M-25-0495_50Dr1_UDP0275-UDP0275_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	149579.0	0.0	257.0	56.0	10.32497877375835	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0495_50Dr1_UDP0275-UDP0275_L002_R2_001	M-25-0495_50Dr1_UDP0275-UDP0275_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	149579.0	0.0	257.0	53.0	9.527406922094679	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0496_50Dr2_UDP0276-UDP0276_L002_R1_001	M-25-0496_50Dr2_UDP0276-UDP0276_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128192.0	0.0	257.0	58.0	12.707501248127809	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0496_50Dr2_UDP0276-UDP0276_L002_R2_001	M-25-0496_50Dr2_UDP0276-UDP0276_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128192.0	0.0	257.0	55.0	16.93241387918123	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0497_50PRr2_UDP0280-UDP0280_L002_R1_001	M-25-0497_50PRr2_UDP0280-UDP0280_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1133933.0	0.0	257.0	56.0	6.132020145811084	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0497_50PRr2_UDP0280-UDP0280_L002_R2_001	M-25-0497_50PRr2_UDP0280-UDP0280_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1133933.0	0.0	257.0	54.0	8.802812864604876	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0498_50Sr1_UDP0277-UDP0277_L002_R1_001	M-25-0498_50Sr1_UDP0277-UDP0277_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146402.0	0.0	257.0	58.0	12.50119533886149	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	pass	fail
M-25-0498_50Sr1_UDP0277-UDP0277_L002_R2_001	M-25-0498_50Sr1_UDP0277-UDP0277_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	146402.0	0.0	257.0	55.0	15.00252728787858	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0499_50Sr3_UDP0278-UDP0278_L002_R1_001	M-25-0499_50Sr3_UDP0278-UDP0278_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40949.0	0.0	257.0	59.0	17.199443209846393	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0499_50Sr3_UDP0278-UDP0278_L002_R2_001	M-25-0499_50Sr3_UDP0278-UDP0278_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40949.0	0.0	257.0	58.0	21.600039072993233	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0500_51Dr1_UDP0281-UDP0281_L002_R1_001	M-25-0500_51Dr1_UDP0281-UDP0281_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2881331.0	0.0	257.0	56.0	5.409580719646866	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0500_51Dr1_UDP0281-UDP0281_L002_R2_001	M-25-0500_51Dr1_UDP0281-UDP0281_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2881331.0	0.0	257.0	54.0	6.009320975655607	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0501_51Dr3_UDP0283-UDP0283_L002_R1_001	M-25-0501_51Dr3_UDP0283-UDP0283_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1655587.0	0.0	257.0	57.0	5.1980355003995555	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0501_51Dr3_UDP0283-UDP0283_L002_R2_001	M-25-0501_51Dr3_UDP0283-UDP0283_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1655587.0	0.0	257.0	55.0	8.48829109209272	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0502_51PRr3_UDP0287-UDP0287_L002_R1_001	M-25-0502_51PRr3_UDP0287-UDP0287_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	895700.0	0.0	257.0	55.0	4.310260131740538	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0502_51PRr3_UDP0287-UDP0287_L002_R2_001	M-25-0502_51PRr3_UDP0287-UDP0287_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	895700.0	0.0	257.0	54.0	7.181533995757508	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0503_52Dr1_UDP0288-UDP0288_L002_R1_001	M-25-0503_52Dr1_UDP0288-UDP0288_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	719184.0	0.0	257.0	55.0	5.129424458831119	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0503_52Dr1_UDP0288-UDP0288_L002_R2_001	M-25-0503_52Dr1_UDP0288-UDP0288_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	719184.0	0.0	257.0	54.0	7.440654964515339	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0504_53Dr2_UDP0295-UDP0295_L002_R1_001	M-25-0504_53Dr2_UDP0295-UDP0295_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	827049.0	0.0	257.0	59.0	6.235422568674891	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0504_53Dr2_UDP0295-UDP0295_L002_R2_001	M-25-0504_53Dr2_UDP0295-UDP0295_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	827049.0	0.0	257.0	57.0	8.836114909757462	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0505_53Dr3_UDP0296-UDP0296_L002_R1_001	M-25-0505_53Dr3_UDP0296-UDP0296_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139240.0	0.0	257.0	57.0	8.916977879919564	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0505_53Dr3_UDP0296-UDP0296_L002_R2_001	M-25-0505_53Dr3_UDP0296-UDP0296_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139240.0	0.0	257.0	55.0	13.11117494972709	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0506_53PRr2_UDP0299-UDP0299_L002_R1_001	M-25-0506_53PRr2_UDP0299-UDP0299_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1007346.0	0.0	257.0	56.0	6.301112031020126	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0506_53PRr2_UDP0299-UDP0299_L002_R2_001	M-25-0506_53PRr2_UDP0299-UDP0299_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1007346.0	0.0	257.0	54.0	8.58731756516629	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0507_54PRr1_UDP0306-UDP0306_L002_R1_001	M-25-0507_54PRr1_UDP0306-UDP0306_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	236948.0	0.0	257.0	57.0	9.434559481405202	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0507_54PRr1_UDP0306-UDP0306_L002_R2_001	M-25-0507_54PRr1_UDP0306-UDP0306_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	236948.0	0.0	257.0	53.0	12.380353495281666	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0508_54PRr2_UDP0307-UDP0307_L002_R1_001	M-25-0508_54PRr2_UDP0307-UDP0307_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	377812.0	0.0	257.0	60.0	11.91465596645951	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0508_54PRr2_UDP0307-UDP0307_L002_R2_001	M-25-0508_54PRr2_UDP0307-UDP0307_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	377812.0	0.0	257.0	58.0	12.809280806326957	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0509_54PRr3_UDP0308-UDP0308_L002_R1_001	M-25-0509_54PRr3_UDP0308-UDP0308_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14710.0	0.0	257.0	63.0	21.4887831407206	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0509_54PRr3_UDP0308-UDP0308_L002_R2_001	M-25-0509_54PRr3_UDP0308-UDP0308_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14710.0	0.0	257.0	61.0	23.704962610469067	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
