ASV_ID	C1R1T	C1R1UT	C1R2T	C1R2UT	C1R3T	C1R3UT	C2R1T	C2R1UT	C2R2T	C2R2UT	C2R3T	C2R3UT	C2S1T	C2S1UT	C2S2T	C2S2UT	C2S3T	C2S3UT	NEGATIVER	Positive
b76281a02eeaf1a8ccde40196d9ed990	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6daa158027d122caa7437e45bbced3c7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cf4c9816abe2fa0cab2f3210e7abf721	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
afcbbe0c08fb51aef5057c35868fcc88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1d1b999cb09723de7c602732e0cc3889	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4f3dd5788aabbc5d190d10340c4b1ba3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e5eb21b624b99bdd80b1bcb94f2d4684	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
299b95a7c0f57bd7bbfc88b6908f0eaf	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ab2c5abadd3f6e973d07c00311f39771	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
595953a00016e81c6f95b9bb6bbd52ec	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
43453520169111526cdb3fb7e8ad6c34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dc0f1adad97f7f23b69498e5cb9b725b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
82fa1332428d8b55bc099be105c218f8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
f11a46c63c4171eaa069a9ba180c29eb	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d1627869bb29026e07cd746bb99732d3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
38162b0618fdd523d3d4265114cd17e7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8d7e6d71c24b5e083237c40c5aea09a6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
f2ffd333fc35dc23d88494b3ef60a41b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
620930604f6ae286b3880dcbebd03516	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
20b7cd34be0bad01156c972ea3ca2b43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c99960a552501596bb06cbac7ec921bf	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4e002f82d4b6630974b852b9acadbdd8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cc6eff3693c2d3a6daa98455fa687b5c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44af0b4e7b137d2c247aeb6da92f96b0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bd6af4d35637b32879c024175187b066	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c3485fc68aa248d6e64c439f767a1f2f	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e5af0c0bde47310f60ef1eeffa776828	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
08ae810a1da35bcec25339bcf9a20591	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9bb005fddcaa770e1dbadb61d796410f	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1fec6fd82c91a90cc11b0f51855c93c9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7dd42a5e793818bb585c3abc8312cdc9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1551d222ceab7adf5ea2f5e087088e6c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
b3d6e674412ffebb42c0ec694a77ae45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
928e9752b98263a434a23922060cebe7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7c91e690d911ca7cdb3b54282293fec3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
beff246cebb0f51b7e6c5063260e6dd2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22fc6e4e88a038ab2035718c52902dee	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c40848dba62db1ebfa95178932de5738	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1156a8d2cbb8adfe1d55822097ed6354	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
286383d3bdcade96250eeaa4eaa672fd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fdd1ae54dc05c2fec3b29845ad403acd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bac76820cb0f78a7b08442695d320786	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
b5003abcc4694ca0a9a9d2107c451e89	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
05933dc31df2199a19617bd93ba05a98	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5eb395c34f1e0234cedc865779741568	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
b082b1a2c3dffaae1d306dedd860a415	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9db3abfcf7c384f5fa13e97d65a2ecf7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8315c47a57e43c79c5d6c3079060cc4a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
61245b1ae67b8151bc19c1ec4d70c69e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3b0e7f602aac0c9270043825627260f6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2bb59556625534f3fd8a75ccc9bb5b76	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c490eca11b84f8248a7c6afe9c4c6243	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c1e25e0c151f771e6807638d6b63abfc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
866551a1a07994c81b960e7261170a8d	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
f95171e11136322a8b56822476421d4a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
b848e5a765a249dac15056565238cc24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15ec75c44d337ff548079974dd95288c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
f22e15e0bd93f5cfa31d85858a10e6ed	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9acdf1c14328ee5d87e825e71b6b80ce	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
94600cac48f6c3282382391b228960d6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
93e0beb6494381fd62053d1049cb27cb	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
b63d3bff615074ac237ab75541023ba5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44e19e694998f4d31f9c0c071fbd0abd	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6b4e174a0e5c6d5b8eace714bae292b3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
b7c6c24af7c02dd1a8cb76f4011a52af	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4928d8026a63cfe816cf41e15a03d9f9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5a017d28fbfaac00cefcd13f859cf2fc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
a1825c3b7b941b0079e7814edd3f1b71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e091643b36e6ccc0ffffe27140d29006	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0f923ccf898e00cd6003e1519717449b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
33251e6c3ec90ebf13a46cb9feec4146	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d171a1ed2b948b6be5bf5eb585a2e94b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4acd1b41242d845d0db0c2dbcad7d68c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e8986721ed0dfaa86314ca8bcc711a5e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
333a350a76bd1edee16b6e795302c3be	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
49b5bc409df13d63278eba4fb5aa5f4b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fc4a39a9aae2ba7a126a98227ccbd06e	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3b66b0accc7287a024adedcfbae5300c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c4d6b3ea5464d0ecd57c09ade08712fc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d2b61f6c432c58dc71a5b4824f3133dc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e84c695a4857bd0aac39ecbc93a56427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
dff58a32fd3d9d7cdcf2411d9c29c884	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
89cf237147920cebfb0405f113b380d4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
6bb4e1919bb4efecf80efa0e6a5902ed	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e593d0e51b2cc9e14b13be425ad53db6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
89034ff39330e29f296a22d0e3769499	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
34650339a9ad7568a995226fe77ee205	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
47bc0586a94a644a166685f80588a29c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0dcf9e567ae61e34e414a03693ac8c53	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
f680b351dbeaacb3104a47655f25aa55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9dc6d45abc7a45710455d736c9c86e40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
14a40d8b354f42f6742ade0b3f0c647f	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
157d5b7f963fd0b8a664f23085ac1825	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c7a8aaed48e93651917b379b7974dc77	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0733ce749a7b1b21bfb4abd888f87af3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12b408fb4f0332a4bd723cfd7190441b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
993be03cc39df5870f205307b3c25446	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
b4756f733b5471bd0b597fde1837d0a8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9546446fa2d74a9fc8e13fe6adaef5cb	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
288921f9f291462e651b2d2b13b64367	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50fc9d8c90803f1e0a13bd45f006741a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9a6d0d7765521c2086184a6b1a53fadf	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0b995bf07a1e00d9f63866573a5e9d78	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
919a066e3cd2fa5e06bf14f3adbe2540	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7077e377a185e022dc8f332acfb1799d	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
74f244ff799c2937a6c8ae8e2f78fd21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4f1419922c873a11c4d6ae07b1732f8c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7b7d02b542adbd0248f0dd588a339e89	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4c6a081bb920dd4299446ab1641139c4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
58e37f3666326f0c6e4510b437e0eb3a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4d2b5f52b06d15c76c3193eb142d4b13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4ff32e12a4c6bd5ad6ff0f604ac904b4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c7045701c83596c3ab68cfcb2b841454	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4a884325233fbbc545b9c72de0e051af	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
47bb3a24b9ce8abf75ad06961d83766f	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
430a07af4278afd19bdaadd518f8e610	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
077aa44a93d5e425b48a8afd4610da03	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
8d512bd5d0c3d273734107c32354bda2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ee5e14f7f21470958860869bf008d34f	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
073df44517eef4eb5f33b2e7cfe5f70d	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59bffc6abd6a49b8b738957c155a06ce	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aa5267ca275a2502be2bf12bdaed3f8f	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e46b817522abb7e99444b5aa856f1c5e	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
53a5c3a43b5534f27a4a70f3863ab0b5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1e4bda0cc254d443f4f7c01911bf47e6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25a1bed5f192832716c59f2cca5165eb	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6416d9aaf6a9bfa0d58072b4031bb28c	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
f8139242f69022a50423151450477259	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
71e8f2060c0b007d3d45913e0e39a4b9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aec35d51814843f5366e14d429a95fe8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7c50db748486b59783aa8512907402ce	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79fb8bd3ee0ff2bac2f9bd2cb6f27f96	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bc7ca2a77b5fc14d29352bb5ac03e162	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c220ae35eeb184d47fe41a41febb6f2a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
57f958e05abb7e49b4bb816a9b38c051	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
31d41448f4bb1eac9fdf216d68571380	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
80438c1b4a76fadf2c953b5221bb3e26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e722adf5eda4141990aaa1048542635a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
587215b076b34e1d4b3de4089820a87a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d367be28479e2e19c2e16f3c049c28f7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c88eea88d4cf972639a9745ecbe5ecc9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e3f9a432133b561bf498d2f927c58aac	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4bb9409fe82bdf0b8ff9c39a0bc76dbf	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d191f621edfdf2360c836b0ba3c4dd5e	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
906a4edce76516662945d6714847f81e	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e42323c50d8ddf5949b8759160c2e919	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e3f7b50667e69a4d99eb4d716dba2c7a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ab7e3c7ef91f87a5112ee9017dfbb8ca	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
66395484c18b6ed69fa6d16c46cbb41e	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7cd816af1ed61359c07f41531c8c8e70	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e2156e8face34f83025f99e0466d39cb	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bb7b71033bb9880a22500a7fbd2e9bd1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
b850335bdb5a1cb9ea8715be1ccac16c	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e7089353a0b8a739f123196cb52c9085	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c32ab807d49ccc81d8f0a39289c7a853	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5d568f78191f82c86bb8bb190a7bd55f	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fedfe3fc02a2ab6eb7e2f1176b31db82	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6c9e7d3d8e165c2fc462d04a79b5c8bc	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
c24b010cc8de5f8c041d7fd200008847	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9c67870901911861c72855cee901eb51	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9439566dc3e8e19c333f168ec0b558fe	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
8977926146b437116b29b32a021f0b9c	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9b312289c9c2041685fe3a93a86d955a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5df9b87e4149579c27186a373d38d020	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14ade5ce2fce2904f4df3b312d471736	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4d3755af4064c063c15278417cc2277f	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
403f8ce433a10275ffd1d26a75b51a65	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14938556ee642733b34287b3ab0b9b14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
dbe9f96e38b11aa4ea2cdaabf6cfc3a9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
a35a175675ae5380dd33df2973f13e16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
b6c909df66defd1bfa3c3c387e004f43	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
193c9eb0aa316d396a855d32bc4b5caa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
f027f75dcfdbb2b29b776c5881d8387b	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ea4ecc35e3cf3df7e8b6c790b9b10ca2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
533184c6b776ea8dd7df280d59a56a56	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5adb341a5489a675c8cef55cb1357965	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5c5dc60af04c437fc865b11b55565ac2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3f3f1c6e1696f8c8a0057fb475904b5a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3af83c84cf2067f2542026eed2a427b4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7809604d00429bc4b2bcd5c7da68135e	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
592d468413fb41f52348bfc5daf33f94	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e74dd032b1d87b382bbe550a518d44bf	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
084c25b0ed66cc472bb110b4bd354386	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
685272da15420ac900ea0fb1a08dfd06	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64ac0030e00bf0802c7b183ad267425b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cf8c451d7407ea924da055005736e60c	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79def5e76054a0e27fd2663facb3b7b0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e374482d977689ed42280f43101591c1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
519cab7a6eb9ea65a0a3b0d07d9c8212	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d519417906221ba4aaafba5cb93f9a6b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1438e580f8574690a2bff3dde000dcb2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
52ecf006afeeeb9ce69127cc4c6d00af	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d70a45c90092e35ed4d0c97f63bf57d7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26a1daebff1c661d31650ffbea61f047	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2e9df108344250f0c09b37a33fa469d7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fe112a6a19f17850b2dfb88934b38b8b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
aefdd375fa31b3ab05ad73e2e17eaa2b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
99447541f3542ce385266eaf272238b4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0fe97ed3819e6c7901e9065cfcfd6588	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8f0824f5b352c4212b82ff9612fa2fb3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e558855d3c094b3d186939f478168409	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ee6852cc96afe3c3bfa850c60dff8a41	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
cc5cad97026572b59a6ae223c253def4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bcba7cc0ddff4970800e15b5d5e02aaf	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7a72c56fb30693ea0f86232c3784a2ef	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e079a8a46ef04a5cf726ac29f8a2accd	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e7d852e233ed27744696c3526616b3b3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8260ff38e7619389e7448f1a1034b227	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3bd795ff34e6e1d3805248aec1e50e09	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6195e6a2fa5c46df0ac6b85539fb20f8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8d2d77d882c66020e1f7f4293ccabdde	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
02d8c6cd698f44592ac2242a45b11c84	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fdd91343b57aad4cb15787ac1d540615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
535a0e800152a81ba71fc35d1553dc6e	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d235eb316a63650411c9f6b76bcb7a0a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4ebde8179d19f37a8ed898af3a8fbbe9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e3cb7619fd8d374f5e56d1f2650f88a7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
032fa13015df69792a0e33004976ede1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ce10981f655f23fb5ea887c9bf88e014	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
80eba253be4a528e7fdaa819f27f77f1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5e7923b26dd75dcc7a88cc842d4b35a3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
444599ef11d16679d268002f59a96eca	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
c2225702e65ce554c3c29c487ee4ec30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
