feature_id	raw_taxon	canonical_seven_rank_lineage	first7_species	supplementary_species	confidence	disposition	feature_table_present
168db8324db9bf882247cdb1ce2d5fa7	Bacteria;Pseudomonadota;Alphaproteobacteria;Thalassobaculales;Oceanibaculaceae;Oceanibaculum;;indicum;1	Bacteria;Pseudomonadota;Alphaproteobacteria;Thalassobaculales;Oceanibaculaceae;Oceanibaculum;NA	NA	indicum	1	extra_only_preserved_not_promoted	true
16ab5604eea2e4e9881211177800ce6b	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus;;kekensis;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus;NA	NA	kekensis	1	extra_only_preserved_not_promoted	true
1a03eab87b42c9ce0c5101b738299f36	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus;;stomatis;1	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus;NA	NA	stomatis	1	extra_only_preserved_not_promoted	true
1a3f52426d7352508550c3e1c7e414f3	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus;;alkaliphilus;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus;NA	NA	alkaliphilus	1	extra_only_preserved_not_promoted	true
1d49a847d5bd607fd4f9ca3890e5b20d	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;luteola;asuensis;0.57	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;luteola	luteola	asuensis	0.57	conflict_preserved_not_promoted	true
25555d27ddf9dac52b85afcc27d44205	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga;;aerolata;1	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga;NA	NA	aerolata	1	extra_only_preserved_not_promoted	true
271f7d2220ed3844d1273a133e63f986	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;barengoltzii;rubinfantis;0.52	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;barengoltzii	barengoltzii	rubinfantis	0.52	conflict_preserved_not_promoted	true
2855970864e24df1f16f339ae939df1e	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;;limi;0.96	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;NA	NA	limi	0.96	extra_only_preserved_not_promoted	true
2bb596381b6a1c02bbf72e5cf9e80890	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;xylanilyticus;1	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA	NA	xylanilyticus	1	extra_only_preserved_not_promoted	true
2d9990aa8d0c30994655ccbdf193931a	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ihbetae;lactis;1	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ihbetae	ihbetae	lactis	1	conflict_preserved_not_promoted	true
2e224ee08a1cb6fdcb4908af461dc1b2	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Intrasporangiaceae;Knoellia;;flava;0.87	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Intrasporangiaceae;Knoellia;NA	NA	flava	0.87	extra_only_preserved_not_promoted	true
315b62b45ef7180e2c60165aa163f08c	Bacteria;Bacillota;Bacilli;Lactobacillales;Listeriaceae;Listeria;;innocua;1	Bacteria;Bacillota;Bacilli;Lactobacillales;Listeriaceae;Listeria;NA	NA	innocua	1	extra_only_preserved_not_promoted	true
32c746765b0aaca5b90acd15f6f97006	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Frankiaceae;Frankia;;irregularis;1	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Frankiaceae;Frankia;NA	NA	irregularis	1	extra_only_preserved_not_promoted	true
348455770cf209feed62a083c382a994	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;;pattaloongensis;0.82	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;NA	NA	pattaloongensis	0.82	extra_only_preserved_not_promoted	true
36127d02b3fcca7a7551747efe555ba9	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Cloacibacterium;;caeni;1	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Cloacibacterium;NA	NA	caeni	1	extra_only_preserved_not_promoted	true
362eebf035ccc1a7e3bcc778275e83cd	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;;maitriensis;1	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;NA	NA	maitriensis	1	extra_only_preserved_not_promoted	true
3c25fc29440defe6be1ec379b5fdb7cb	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;rifamycini;0.99	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;NA	NA	rifamycini	0.99	extra_only_preserved_not_promoted	true
3d190640ddde57535fcd8ba42e655065	Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Risungbinella;;massiliensis;1	Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Risungbinella;NA	NA	massiliensis	1	extra_only_preserved_not_promoted	true
3d3534777ae20068fb0a2115dced9feb	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;;metallilatus;0.99	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA	NA	metallilatus	0.99	extra_only_preserved_not_promoted	true
3f23793b8a9cfd8a25524dc42b17d288	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Pontibacillus;;yanchengensis;1	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Pontibacillus;NA	NA	yanchengensis	1	extra_only_preserved_not_promoted	true
418172177867ffed217bc66d1bd377cc	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;;saliphilus;0.93	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;NA	NA	saliphilus	0.93	extra_only_preserved_not_promoted	true
41ce92df93918cf2d73c24086a0bf43e	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;popilliae;dendritiformis;0.85	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;popilliae	popilliae	dendritiformis	0.85	conflict_preserved_not_promoted	true
41e1b1045341831647895af499d7944b	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio;;bacteriovorus;1	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio;NA	NA	bacteriovorus	1	extra_only_preserved_not_promoted	true
427fefaff4caf7fce03858708166a3ec	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;ureicelerivorans;jeddahense;0.56	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;ureicelerivorans	ureicelerivorans	jeddahense	0.56	conflict_preserved_not_promoted	true
43354f74d258f36e691db920b9e3cdb0	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;;ammonioxydans;1	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;NA	NA	ammonioxydans	1	extra_only_preserved_not_promoted	true
44060bd97d128697f3e043acfad71eb5	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Sediminibacillus;;halophilus;0.96	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Sediminibacillus;NA	NA	halophilus	0.96	extra_only_preserved_not_promoted	true
442748bafad6dc1fcb32ed62c9c98fa6	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;aureus;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;NA	NA	aureus	1	extra_only_preserved_not_promoted	true
44917e3167e32016fa604a9ffcd3c022	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Frigoribacterium;;faeni;0.51	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Frigoribacterium;NA	NA	faeni	0.51	extra_only_preserved_not_promoted	true
46a3a28388e05db5c8338df24e8bfaff	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;defluvii;bereziniae;0.85	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;defluvii	defluvii	bereziniae	0.85	conflict_preserved_not_promoted	true
49d5590010666afd74edf57746739e69	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;griseorubens;1	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;NA	NA	griseorubens	1	extra_only_preserved_not_promoted	true
4cf30774447b94d9669391d82878c364	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium;;flavum;1	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium;NA	NA	flavum	1	extra_only_preserved_not_promoted	true
58ac6a8f4ba028eaae4d288ca7f25730	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;;marinus;1	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA	NA	marinus	1	extra_only_preserved_not_promoted	true
5aaca5e926260945ff3ac78b1f73d2a0	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;;philippinense;0.92	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;NA	NA	philippinense	0.92	extra_only_preserved_not_promoted	true
5c46208765e3f18322151523fb63f658	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;influenzae;haemolyticus;0.58	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;influenzae	influenzae	haemolyticus	0.58	conflict_preserved_not_promoted	true
5d7a9e3c419e051381f9f34549c1e865	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;bovis;shenyangensis;0.65	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;bovis	bovis	shenyangensis	0.65	conflict_preserved_not_promoted	true
606094a0c9a4a3041e38d3e6d643ea4d	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Jeotgalicoccus;;saudimassiliensis;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Jeotgalicoccus;NA	NA	saudimassiliensis	1	extra_only_preserved_not_promoted	true
69aadf250823fefa4382d3096c8509ea	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;;iriomotensis;1	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;NA	NA	iriomotensis	1	extra_only_preserved_not_promoted	true
6d24d50b7fbc4118079e6051fe3abc68	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;grossensis;harei;0.61	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;grossensis	grossensis	harei	0.61	conflict_preserved_not_promoted	true
6d7d2fa2e24f6c9a6f250effdbd2070b	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;;fastidiosum;1	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium;NA	NA	fastidiosum	1	extra_only_preserved_not_promoted	true
6da62f8fab0c867af2ab4496dec091a4	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;;pityocampae;1	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;NA	NA	pityocampae	1	extra_only_preserved_not_promoted	true
6eb3cbdda6e05759e811657e03c24b1f	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Aureimonas;;altamirensis;0.95	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Aureimonas;NA	NA	altamirensis	0.95	extra_only_preserved_not_promoted	true
725f4540aa66c8b4f552246b7cc853fa	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;exfoliatus;1	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;NA	NA	exfoliatus	1	extra_only_preserved_not_promoted	true
775035d0768212fab60bcaa256569466	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;;seriniphilus;0.92	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;NA	NA	seriniphilus	0.92	extra_only_preserved_not_promoted	true
77da5592bd5bf8892b3ced071a70d5b7	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Cohnella;;lupini;1	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Cohnella;NA	NA	lupini	1	extra_only_preserved_not_promoted	true
7b6db7c54c1a7a5e457630b393b09e80	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;;minus;0.69	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;NA	NA	minus	0.69	extra_only_preserved_not_promoted	true
7da6104a5053caef44b83e05ad9fc9b5	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;licheniformis;0.99	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;NA	NA	licheniformis	0.99	extra_only_preserved_not_promoted	true
7efcbe92466c1fa22231593521305dd6	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;;subflava;1	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;NA	NA	subflava	1	extra_only_preserved_not_promoted	true
80781ffe417cc6a46dec463781d954ef	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium;;halotolerans;1	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium;NA	NA	halotolerans	1	extra_only_preserved_not_promoted	true
819c1929798f931b1564d1b4716ee917	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;licheniformis;0.99	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;NA	NA	licheniformis	0.99	extra_only_preserved_not_promoted	true
8421598193160ef3d4db711d327d1afd	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;;moriokaense;1	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;NA	NA	moriokaense	1	extra_only_preserved_not_promoted	true
846474bea211db4f9237cd51827f003c	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;;muris;1	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;NA	NA	muris	1	extra_only_preserved_not_promoted	true
87efa313a937386f934ae30f2af09a9f	Bacteria;Bacillota;Bacilli;Staphylococcales;Gemellaceae;Gemella;;morbillorum;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Gemellaceae;Gemella;NA	NA	morbillorum	1	extra_only_preserved_not_promoted	true
8a5e9f5dddf0d60d026caa4a4f99f842	Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia;;cardiffensis;1	Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia;NA	NA	cardiffensis	1	extra_only_preserved_not_promoted	true
8dcceeb8d20dc9588a5564312f69f390	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;;phenoliresistens;0.92	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;NA	NA	phenoliresistens	0.92	extra_only_preserved_not_promoted	true
924713940268f67739e0abfe2f9309e0	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum;aurimucosum;0.94	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum	tuberculostearicum	aurimucosum	0.94	conflict_preserved_not_promoted	true
93eebee63196415bde5f5f1e5f7656aa	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;diphtheriae;pollutisoli;0.83	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;diphtheriae	diphtheriae	pollutisoli	0.83	conflict_preserved_not_promoted	true
949108ff958d0552c2d0de6475ed9fdf	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Jiangella;;mangrovi;0.6	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Jiangella;NA	NA	mangrovi	0.6	extra_only_preserved_not_promoted	true
9669f0b8f6151e2fc12c329ec8cd897c	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas;;taiwanensis;1	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas;NA	NA	taiwanensis	1	extra_only_preserved_not_promoted	true
96ed3be3f368b1874273db57a6a5eafb	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;afghaniensis;1	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;NA	NA	afghaniensis	1	extra_only_preserved_not_promoted	true
9852ed0f4e67879c26004ffcd2c2f1a7	Bacteria;Pseudomonadota;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;;aquatilis;1	Bacteria;Pseudomonadota;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA	NA	aquatilis	1	extra_only_preserved_not_promoted	true
99882bede1bba5f3da2f87a889ebb296	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;;wuyuanensis;0.99	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas;NA	NA	wuyuanensis	0.99	extra_only_preserved_not_promoted	true
998d051d80aeccd3c09dae7557634135	Bacteria;Bacillota;Bacilli;Staphylococcales;Gemellaceae;Gemella;;parahaemolysans;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Gemellaceae;Gemella;NA	NA	parahaemolysans	1	extra_only_preserved_not_promoted	true
9a8cc6ef73678ff3476cc6228c38f13a	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium;;pelagicum;0.97	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium;NA	NA	pelagicum	0.97	extra_only_preserved_not_promoted	true
9e206b19200be21c9b02975d033be585	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;;elaeis;1	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;NA	NA	elaeis	1	extra_only_preserved_not_promoted	true
a2002bb5993d91f27de9aaea4f9586c1	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;;aurantiaca;1	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;NA	NA	aurantiaca	1	extra_only_preserved_not_promoted	true
a217de01132cdecf7b7fa55319b202b8	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus;;salitudinis;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Salinicoccus;NA	NA	salitudinis	1	extra_only_preserved_not_promoted	true
a35a3571539fd21ef1cdbbbc021f324f	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;;banguiense;1	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;NA	NA	banguiense	1	extra_only_preserved_not_promoted	true
a3e22dab02812f99318bec43030181df	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;niastensis;1	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;NA	NA	niastensis	1	extra_only_preserved_not_promoted	true
a83686ba207a1efe8057ebee710f7725	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Garicola;;koreensis;0.99	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Garicola;NA	NA	koreensis	0.99	extra_only_preserved_not_promoted	true
a8d4b47749276dd72140988134333112	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;;ihuae;1	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;NA	NA	ihuae	1	extra_only_preserved_not_promoted	true
a9358db600c875bde3fdbd108bbf71ca	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius;;roseus;1	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius;NA	NA	roseus	1	extra_only_preserved_not_promoted	true
a9c4e5fbcce78bf2516e5069fa59661e	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Chungangia;;koreensis;0.97	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Chungangia;NA	NA	koreensis	0.97	extra_only_preserved_not_promoted	true
b0f81c31d9c882e40afc28c8932162c0	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;;pelophilus;1	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA	NA	pelophilus	1	extra_only_preserved_not_promoted	true
b1ac59e5f269469eb84975cb3889bb23	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;;luteum;0.78	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;NA	NA	luteum	0.78	extra_only_preserved_not_promoted	true
b2bb2a959fe77097425aff66c1b89b46	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Chelativorans;;intermedius;1	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Chelativorans;NA	NA	intermedius	1	extra_only_preserved_not_promoted	true
b53bafa8678e185b05dcdf8e795a44e6	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;;halophilum;1	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;NA	NA	halophilum	1	extra_only_preserved_not_promoted	true
bcb06a8e3cbc34c7d57e8a20fbe8dbe8	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;;indicireducens;1	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;NA	NA	indicireducens	1	extra_only_preserved_not_promoted	true
