trip	site	compartment	ph	ph_sd	n_ph_specimens	shannon	sequencing_depth	n_profiles	log_sequencing_depth	transect_km
4	8	Deep	7.64		1	6.067506811133061	583897.0	1	13.277481589021715	-415.8003027
4	8	Rhizosphere	7.57		1	6.637149742968954	563748.0	1	13.242364395961532	-415.8003027
4	9	Deep	7.56		1	5.881963056085239	339715.0	1	12.735865253422178	-395.7107504
4	9	Rhizosphere	7.61		1	5.093271029897695	99086.0	1	11.503753531087519	-395.7107504
4	9	Surface	7.65		1	6.1958488266800105	518496.0	1	13.158689520714054	-395.7107504
4	10	Deep	7.4		1	6.139390696495916	427301.0	1	12.965246302173467	-379.2725562
4	10	Rhizosphere	7.51		1	3.3025685354410736	175679.0	1	12.076419437303302	-379.2725562
4	10	Surface	7.53		1	6.283618337633388	448414.0	1	13.013474421895381	-379.2725562
4	11	Deep	7.9		1	6.459004331847418	443602.0	1	13.002685297284895	-360.8242371
4	11	Rhizosphere	7.79		1	6.022684181478236	259816.0	1	12.467732816027825	-360.8242371
4	11	Surface	7.83		1	5.858415978396275	490941.0	1	13.104081273526287	-360.8242371
4	12	Deep	8.16		1	6.721066496980293	637514.0	1	13.36533308514967	-339.7251328
4	12	Rhizosphere	8.1		1	6.22594728558695	290486.0	1	12.57931410384248	-339.7251328
4	12	Surface	7.84		1	6.202477859780965	883286.0	1	13.69140545508841	-339.7251328
4	13	Deep	7.86		1	6.609463819196131	602152.0	1	13.308266844823521	-316.1965033
4	13	Rhizosphere	7.93		1	6.953695777559904	519732.0	1	13.161070497152632	-316.1965033
4	13	Surface	8.04		1	6.288791477240704	569978.0	1	13.253354797026782	-316.1965033
4	14	Deep	7.9		1	6.71733454374162	652895.0	1	13.389173130643474	-290.6183269
4	14	Rhizosphere	7.96		1	3.468795825830496	209711.0	1	12.253490439859327	-290.6183269
4	14	Surface	8.0		1	6.1113133032540485	403700.0	1	12.90842978392491	-290.6183269
4	15	Deep	7.77		1	7.394971022945971	477736.0	1	13.076815650847943	-271.073248
4	15	Rhizosphere	7.85		1	7.385921175912815	355904.0	1	12.782419120289736	-271.073248
4	15	Surface	7.88		1	7.263797910675005	594496.0	1	13.295470948842881	-271.073248
4	16	Deep	7.64		1	6.988248774377627	475095.0	1	13.07127216785942	-255.0162042
4	16	Rhizosphere	7.87		1	6.349438556654757	357655.0	1	12.78732690957364	-255.0162042
4	16	Surface	7.7		1	6.986790961079451	618043.0	1	13.334314931316415	-255.0162042
4	17	Deep	7.71		1	6.099334066545082	522026.0	1	13.16547458966506	-233.6971823
4	17	Rhizosphere	7.99		1	6.375092202822419	195282.0	1	12.182205067505167	-233.6971823
4	17	Surface	7.9		1	6.61397289381036	481857.0	1	13.085404743818792	-233.6971823
4	18	Deep	7.9		1	5.788951945446459	342752.0	1	12.744765350121485	-210.0095507
4	18	Rhizosphere	7.83		1	3.379013336291713	13267.0	1	9.493110400066943	-210.0095507
4	18	Surface	8.06		1	6.395447581504357	300562.0	1	12.61341266156615	-210.0095507
4	19	Deep	7.7		1	6.5178136445412775	167221.0	1	12.027077549924357	-188.4893933
4	19	Rhizosphere	7.64		1	6.781350961754551	294742.0	1	12.593859069177828	-188.4893933
4	19	Surface	7.86		1	6.89843646118626	533436.0	1	13.187096254653527	-188.4893933
4	20	Deep	7.75		1	6.428882290378126	488075.0	1	13.098226410414345	-168.4448291
4	20	Rhizosphere	7.71		1	5.657902928232527	198502.0	1	12.198559492345302	-168.4448291
4	20	Surface	7.97		1	7.064559514200382	484245.0	1	13.090348321038947	-168.4448291
4	21	Deep	7.93		1	6.561423299362915	483111.0	1	13.088003789811728	-161.4547433
4	21	Rhizosphere	7.84		1	5.369605541768196	137986.0	1	11.83491475680342	-161.4547433
4	21	Surface	7.81		1	6.475178747481713	379049.0	1	12.84542340148445	-161.4547433
4	22	Deep	7.66		1	6.089392790651319	478018.0	1	13.0774057596376	-144.181918
4	22	Rhizosphere	7.74		1	6.094239619535446	527445.0	1	13.17580176942398	-144.181918
4	22	Surface	7.76		1	7.029118046914952	412497.0	1	12.92998663626027	-144.181918
4	23	Deep	7.95		1	4.929152155428601	160888.0	1	11.988469965199076	-129.008546
4	23	Rhizosphere	7.91		1	5.393661007447929	296625.0	1	12.60022736499239	-129.008546
4	23	Surface	7.81		1	6.427701152221683	541334.0	1	13.201793589848645	-129.008546
4	24	Deep	7.63		1	5.830864835951341	528256.0	1	13.177338186691973	-115.1821155
4	24	Rhizosphere	7.71		1	6.675424542975416	490020.0	1	13.102203526311325	-115.1821155
4	24	Surface	7.76		1	6.584388471408566	565700.0	1	13.245820949051092	-115.1821155
4	25	Deep	7.69		1	6.346225375817353	388881.0	1	12.871031234680808	-109.3965555
4	25	Rhizosphere	7.78		1	5.761429369124235	242997.0	1	12.40080849183614	-109.3965555
4	26	Deep	7.7		1	6.514770403695425	512137.0	1	13.146349398954623	-95.62861051
4	26	Rhizosphere	7.75		1	4.754408197044837	52990.0	1	10.87787736679393	-95.62861051
4	26	Surface	7.61		1	6.649183766341992	491484.0	1	13.10518669928371	-95.62861051
4	27	Deep	7.77		1	6.776141627536706	509270.0	1	13.140735570352227	-82.47630032
4	27	Rhizosphere	7.82		1	5.822079257246583	361496.0	1	12.798009021791335	-82.47630032
4	28	Deep	7.98		1	6.579261011245471	446785.0	1	13.009835011756095	-63.70113915
4	28	Rhizosphere	7.88		1	6.932255725977208	381757.0	1	12.85254217898442	-63.70113915
4	29	Rhizosphere	8.0		1	7.139108355059321	443026.0	1	13.001385995251278	-43.16663877
4	30	Deep	7.87		1	6.481283765161268	541835.0	1	13.202718651608473	-31.04008344
4	30	Rhizosphere	7.9		1	5.563752530387081	148689.0	1	11.90961888069127	-31.04008344
4	30	Surface	7.86		1	6.185079477074479	481269.0	1	13.08418372216216	-31.04008344
4	31	Deep	7.9		1	6.704950087522048	490807.0	1	13.103808291604551	-9.181887324
4	31	Rhizosphere	7.89		1	5.214192286552485	36064.0	1	10.493078144937773	-9.181887324
4	31	Surface	7.81		1	6.270094652299395	615421.0	1	13.330063490337366	-9.181887324
4	32	Deep	8.01		1	6.395638151434938	485503.0	1	13.092942805608516	11.86272886
4	32	Rhizosphere	7.94		1	5.2189002047067925	168044.0	1	12.031987079660933	11.86272886
4	32	Surface	7.85		1	6.392214235842219	630929.0	1	13.354950200345833	11.86272886
4	33	Deep	7.93		1	6.455529441725924	598794.0	1	13.302674581459348	33.58954434
4	33	Rhizosphere	7.88		1	6.402307892844839	634824.0	1	13.361104649341593	33.58954434
4	33	Surface	8.0		1	5.878545061643102	253904.0	1	12.444715460291308	33.58954434
4	34	Rhizosphere	7.86		1	5.1084591369400085	95569.0	1	11.467614242260225	55.94883459
4	34	Surface	7.87		1	4.989504252454326	545675.0	1	13.20978067199826	55.94883459
4	35	Deep	8.0		1	6.822115456776757	400056.0	1	12.899362315937958	78.55661989
4	35	Rhizosphere	7.92		1	6.427316160455464	349063.0	1	12.763010565461133	78.55661989
4	35	Surface	7.98		1	6.937787471548251	702152.0	1	13.461906607978525	78.55661989
4	36	Deep	8.0		1	6.431221778858599	471473.0	1	13.063619236375082	122.2237697
4	36	Rhizosphere	7.89		1	5.783971723345025	198470.0	1	12.19839827271848	122.2237697
4	36	Surface	8.03		1	6.524551977676613	422374.0	1	12.953648824016591	122.2237697
4	37	Deep	8.1		1	5.976959752617437	489679.0	1	13.101507395524951	143.4054133
4	37	Rhizosphere	7.92		1	6.089243189008392	436420.0	1	12.986362652773193	143.4054133
4	37	Surface	8.04		1	6.223556706982971	351005.0	1	12.768558596318996	143.4054133
4	38	Deep	8.08		1	6.713226778709048	518648.0	1	13.158982632775594	146.1476077
4	38	Rhizosphere	8.06		1	5.497958814446659	212973.0	1	12.268925371513236	146.1476077
4	38	Surface	8.11		1	6.12205742925916	450747.0	1	13.018663704006357	146.1476077
4	39	Deep	8.19		1	6.358712030565988	453888.0	1	13.025607953738033	170.4835934
4	39	Rhizosphere	7.92		1	4.507959263742976	88140.0	1	11.386693083918184	170.4835934
4	39	Surface	8.05		1	6.222168306267883	392885.0	1	12.881274772435242	170.4835934
4	40	Deep	8.18		1	5.749474673456928	183318.0	1	12.118983083666004	194.6749641
4	40	Surface	8.13		1	6.115965028149567	633853.0	1	13.359573922988279	194.6749641
5	1	Deep	8.030000000000001	0.028284271247461926	2	4.923037442116243	774401.0	2	13.559846397585797	-517.7178161
5	1	Rhizosphere	7.926666666666667	0.07023769168568478	3	4.605236136320881	1675668.0	3	14.331723046486237	-517.7178161
5	2	Deep	8.135	0.03535533905932788	2	6.345004118191633	1038209.0	2	13.85300863438436	-508.601156
5	2	Rhizosphere	7.593333333333334	0.020816659994661434	3	6.9302235249116295	1566648.0	3	14.264449501352852	-508.601156
5	2	Surface	7.94	0.05656854249492385	2	6.7789456604789144	1127002.0	2	13.93507245495271	-508.601156
5	3	Rhizosphere	7.516666666666667	0.040414518843273656	3	6.323254328447817	738728.0	3	13.512686420902469	-492.2969033
5	4	Deep	7.91	0.026457513110646348	3	7.0984133951558235	2685099.0	3	14.803228529179423	-473.520626
5	4	Rhizosphere	7.95	0.04582575694955825	3	6.048699940235504	2546463.0	3	14.750216288156013	-473.520626
5	4	Surface	7.984999999999999	0.03535533905932694	2	6.829713485690903	2779256.0	2	14.837694183757797	-473.520626
5	5	Deep	8.01		1	7.317558433236218	1024357.0	1	13.839576632857472	-461.9018782
5	5	Rhizosphere	8.016666666666666	0.01527525231651851	3	7.123678073959039	2105552.0	3	14.560088698435436	-461.9018782
5	5	Surface	8.035	0.03535533905932788	2	6.892819061023371	1606666.0	2	14.289672404827531	-461.9018782
5	6	Deep	7.86		1	7.550144618852466	937702.0	1	13.751188546720078	-445.8293645
5	6	Rhizosphere	7.846666666666667	0.045092497528228866	3	6.251843202167117	1458393.0	3	14.192846388240486	-445.8293645
5	6	Surface	7.865	0.021213203435596916	2	6.555350332024031	1804148.0	2	14.405599570429024	-445.8293645
5	7	Deep	7.8		1	5.876939100779439	139645.0	1	11.846865927926942	-431.6397836
5	7	Rhizosphere	7.82	0.026457513110645554	3	5.768492275592585	2090687.0	3	14.553003756373842	-431.6397836
5	8	Deep	7.78		1	7.30882573976071	687547.0	1	13.440886924267506	-415.8003027
5	8	Rhizosphere	7.916666666666667	0.020816659994661382	3	6.529827143451729	2387557.0	3	14.685781644235664	-415.8003027
5	9	Rhizosphere	7.696666666666666	0.055075705472860816	3	6.580657066362566	1536057.0	3	14.244729952393515	-395.7107504
5	10	Deep	7.81		1	6.291773184969021	853897.0	1	13.657567027698319	-379.2725562
5	10	Rhizosphere	7.9		1	6.28693901737721	615357.0	1	13.329959491247266	-379.2725562
5	11	Deep	7.97		1	7.349755497271334	739633.0	1	13.513910748233506	-360.8242371
5	11	Rhizosphere	7.74	0.05656854249492385	2	6.906257461806541	1312940.0	2	14.087780217012558	-360.8242371
5	11	Surface	7.85		1	5.555474044691346	1668156.0	1	14.327229982171618	-360.8242371
5	12	Deep	7.94		1	7.558703318259936	568995.0	1	13.251628683206782	-339.7251328
5	12	Rhizosphere	8.0	0.019999999999999574	3	6.699821114609597	1648141.0	3	14.315159150788103	-339.7251328
5	12	Surface	7.9350000000000005	0.049497474683058214	2	6.564238957294145	1382314.0	2	14.13927018787299	-339.7251328
5	13	Rhizosphere	7.855	0.03535533905932756	2	6.572630367786056	1955574.0	2	14.486194825804546	-316.1965033
5	13	Surface	7.85		1	6.641013448685905	702965.0	1	13.463063805469591	-316.1965033
5	14	Deep	8.1		1	4.812193288310944	873663.0	1	13.68045114136265	-290.6183269
5	14	Rhizosphere	8.223333333333333	0.09073771725877443	3	4.7294516293159745	1703790.0	3	14.348366326266795	-290.6183269
5	14	Surface	8.09		1	6.166826041321032	589062.0	1	13.286288417864574	-290.6183269
5	15	Deep	7.88	0.02000000000000024	3	7.176365251030337	2663584.0	3	14.79518351772655	-271.073248
5	15	Rhizosphere	8.073333333333332	0.0763762615825977	3	6.106256877159358	2015148.0	3	14.516203696038522	-271.073248
5	15	Surface	7.8100000000000005	0.02828427124746224	2	7.3850988849536146	1547558.0	2	14.252189408823803	-271.073248
5	16	Deep	8.06		1	6.019337395941415	826731.0	1	13.625235858608235	-255.0162042
5	16	Rhizosphere	8.246666666666666	0.041633319989322765	3	6.539443973783302	1546918.0	3	14.251775768779101	-255.0162042
5	17	Deep	8.055	0.0070710678118646965	2	7.053027974238195	1356724.0	2	14.120584265369297	-233.6971823
5	17	Rhizosphere	7.896666666666666	0.041633319989322765	3	6.413746943424949	2158782.0	3	14.58505519495039	-233.6971823
5	18	Rhizosphere	8.075	0.0212132034355966	2	5.997219643483305	1179505.0	2	13.980606264718158	-210.0095507
5	19	Deep	8.11	0.014142135623730649	2	7.576051790979564	5032135.0	2	15.431355104024217	-188.4893933
5	19	Rhizosphere	7.95	0.02000000000000013	3	5.944599738052889	1840539.0	3	14.425569564789717	-188.4893933
5	19	Surface	7.8		1	7.008983926988234	1116547.0	1	13.92575234082951	-188.4893933
5	20	Rhizosphere	7.59	0.0360555127546398	3	6.329820434328287	4076167.0	3	15.220667889354655	-168.4448291
5	20	Surface	7.85		1	6.229044500857744	668287.0	1	13.41247449733017	-168.4448291
5	21	Deep	7.745	0.06363961030678918	2	6.91379697536208	786502.0	2	13.575351815840646	-161.4547433
5	21	Rhizosphere	7.6433333333333335	0.04932882862316244	3	6.758928565316208	1617573.0	3	14.296438053924312	-161.4547433
5	21	Surface	7.84		1	7.46872653484918	1112675.0	1	13.922278482757067	-161.4547433
5	22	Rhizosphere	7.94		1	6.723417816259554	630179.0	1	13.353760771844875	-144.181918
5	23	Deep	8.17		1	7.262563224610426	709739.0	1	13.472653984767838	-129.008546
5	23	Rhizosphere	7.6850000000000005	0.021213203435596916	2	7.632462257498734	1098357.0	2	13.909326895268558	-129.008546
5	24	Deep	8.01		1	5.952291512861044	433988.0	1	12.980774467139216	-115.1821155
5	24	Rhizosphere	7.79	0.0424264068711932	2	7.3132235888552835	929553.0	2	13.742460180206546	-115.1821155
5	25	Deep	7.87		1	7.006453151375272	409452.0	1	12.922577401573434	-109.3965555
5	25	Rhizosphere	7.656666666666666	0.0550757054728608	3	5.869707052525925	1606917.0	3	14.289828616659806	-109.3965555
5	25	Surface	7.745	0.06363961030678918	2	6.806195525499133	1702896.0	2	14.347841476312515	-109.3965555
5	26	Deep	7.645	0.06363961030679012	2	6.922475313079797	827103.0	2	13.62568572184289	-95.62861051
5	26	Rhizosphere	7.699999999999999	0.028284271247461613	2	7.183348433178386	1328768.0	2	14.099763507689403	-95.62861051
5	26	Surface	7.67		1	7.08711490100435	676130.0	1	13.424142123233079	-95.62861051
5	27	Deep	7.720000000000001	0.02828427124746224	2	7.072229997860323	1449918.0	2	14.187018250767448	-82.47630032
5	27	Rhizosphere	7.666666666666667	0.03511884584284259	3	5.774027523298861	1517114.0	3	14.232321062972257	-82.47630032
5	28	Deep	7.695	0.007071067811865324	2	7.159380854738776	1312457.0	2	14.087412272935905	-63.70113915
5	28	Rhizosphere	7.609999999999999	0.04582575694955849	3	5.1801697208209445	1946208.0	3	14.481393935755593	-63.70113915
5	29	Rhizosphere	7.69	0.05656854249492385	2	6.934633604588212	1720058.0	2	14.357869150526906	-43.16663877
5	30	Rhizosphere	7.59	0.02645751311064593	3	5.937283818291007	1326673.0	3	14.098185616215424	-31.04008344
5	30	Surface	7.51		1	7.191496779468096	955117.0	1	13.769590172039358	-31.04008344
5	31	Deep	7.9350000000000005	0.07778174593052077	2	6.734246898409106	1537677.0	2	14.245784044319432	-9.181887324
5	32	Rhizosphere	7.62	0.02645751311064643	3	6.995003754304001	2059329.0	3	14.537891245144433	11.86272886
5	33	Rhizosphere	8.013333333333334	0.041633319989322265	3	6.141099408660853	1934121.0	3	14.475164034701777	33.58954434
5	34	Deep	8.01		1	6.82232608113885	877855.0	1	13.685237850054671	55.94883459
5	34	Rhizosphere	8.09	0.019999999999999574	3	6.033785119539374	1777745.0	3	14.390856827708076	55.94883459
5	35	Deep	8.1		1	6.80519595781961	1450613.0	1	14.187497473043699	78.55661989
5	35	Rhizosphere	8.4	0.026457513110646265	3	5.601990065464204	797401.0	3	13.589114222077738	78.55661989
5	37	Deep	8.22		1	6.408266412661558	236686.0	1	12.374493872151822	143.4054133
5	37	Rhizosphere	8.01	0.028284271247461298	2	5.906517789373154	796304.0	2	13.587737557266387	143.4054133
5	38	Rhizosphere	8.17		1	5.701239674816281	48510.0	1	10.789545855333118	146.1476077
5	38	Surface	8.14		1	6.016920658868115	865020.0	1	13.67050906307597	146.1476077
5	39	Deep	8.254999999999999	0.035355339059325995	2	6.572182024905754	1762874.0	2	14.38245655699454	170.4835934
5	39	Rhizosphere	8.19	0.009999999999999787	3	6.678230762618817	1808192.0	3	14.40783856202473	170.4835934
5	39	Surface	8.06		1	6.419179040771728	333612.0	1	12.717736917532404	170.4835934
5	40	Deep	7.99		1	7.595856362851694	703200.0	1	13.463398047422627	194.6749641
5	40	Rhizosphere	7.919999999999999	0.043588989435406775	3	6.949973584697122	2034265.0	3	14.525645623834597	194.6749641
5	40	Surface	7.91		1	7.027629260483111	1318128.0	1	14.091723864824132	194.6749641
5	41	Deep	7.92		1	4.973780581487745	382552.0	1	12.854622484741391	206.9146237
5	42	Rhizosphere	8.13		1	6.171353809949757	785972.0	1	13.574677719676291	225.5104191
5	42	Surface	7.86		1	6.663987445034155	1028589.0	1	13.843699490323527	225.5104191
5	43	Deep	7.873333333333334	0.025166114784236162	3	6.945768451962603	1810538.0	3	14.4091351489666	236.0478339
5	43	Rhizosphere	7.906666666666666	0.020816659994661542	3	6.611621280606257	2454792.0	3	14.713552997936878	236.0478339
5	44	Deep	7.83		1	6.131545945614184	688641.0	1	13.442476821346323	255.1948189
5	44	Rhizosphere	7.925000000000001	0.03535533905932756	2	7.200224559342091	1644701.0	2	14.31306977075586	255.1948189
5	45	Deep	8.156666666666666	0.040414518843273746	3	4.3648466771831345	1729946.0	3	14.363601330166524	261.0075307
5	45	Rhizosphere	7.863333333333333	0.05507570547286116	3	4.280994559744088	1682162.0	3	14.335591023262042	261.0075307
5	45	Surface	8.0		1	6.05571879949082	603083.0	1	13.30981176949008	261.0075307
5	46	Rhizosphere	8.066666666666668	0.020816659994660848	3	5.802530513214378	1341555.0	3	14.10934069229261	281.5198373
5	47	Rhizosphere	8.24	0.04000000000000026	3	6.313800049425205	1723806.0	3	14.360045774983107	301.7956702
5	48	Deep	8.396666666666667	0.025166114784236235	3	5.2469388584812	1905819.0	3	14.460422920121777	325.4860432
5	48	Rhizosphere	8.31		1	5.110546220601828	951132.0	1	13.765409184535578	325.4860432
5	49	Deep	8.45		1	4.892507637722977	734681.0	1	13.50719303151241	346.9345123
5	50	Rhizosphere	8.26		1	6.052954006202184	549271.0	1	13.216349044064629	361.0995833
5	51	Rhizosphere	8.3	0.02828427124746318	2	5.347137579313924	694828.0	2	13.451421051107877	370.4731391
5	53	Rhizosphere	8.23		1	2.159099743715343	552895.0	1	13.222925197718556	399.3720026
5	54	Rhizosphere	8.406666666666666	0.02516611478423506	3	5.596623051644329	1497428.0	3	14.219260195493817	421.7455418
5	55	Deep	8.43		1	4.559510369413079	697209.0	1	13.454841935611775	425.5232533
5	55	Rhizosphere	8.436666666666667	0.0450924975282295	3	5.281497874447619	3104669.0	3	14.94841798750834	425.5232533
5	55	Surface	8.425	0.03535533905932725	2	4.820275506290721	777043.0	2	13.563252255803105	425.5232533
5	57	Rhizosphere	8.04	0.014142135623732533	2	4.947992505364931	1012376.0	2	13.827811589101877	464.8588197
5	58	Rhizosphere	8.323333333333332	0.03055050463303935	3	5.46351485907842	1372976.0	3	14.13249193297105	481.5214344
5	60	Rhizosphere	8.25	0.014142135623730649	2	5.4585301113920455	1430117.0	2	14.173267516314228	496.6102363
