Trip	Site	Date	Latitude	Longitude	sampling_day	longitude_z	sampling_day_z	power_grid_id	n_surface_profiles	n_deep_profiles	evenness_h_over_log_hurlbert	shannon	richness_hurlbert_25000
4	8	2024-08-29	19.393154166666665	46.11073472222223	0.0	-1.3338558464487897	-0.9217976907429088	POWER_003	1.0	1.0	0.03461117479743914	-0.09716080387430281	-408.96781640491645
4	9	2024-08-29	19.411200277777777	46.30267361111111	0.0	-1.2681607586028707	-0.9217976907429088	POWER_003	1.0	1.0	0.03661790320542513	0.3138857705947711	85.9413834568029
4	10	2024-08-29	19.420469722222222	46.46079527777778	0.0	-1.214040320362636	-0.9217976907429088	POWER_003	1.0	1.0	0.003882011115514339	0.14422764113747188	279.0946588428433
4	11	2024-08-29	19.44435222222222	46.6356325	0.0	-1.154198634609859	-0.9217976907429088	POWER_004	1.0	1.0	0.04004397620813227	-0.6005883534511431	-1021.9987039332402
4	12	2024-08-29	19.47793361111111	46.83437333333334	0.0	-1.086175439414831	-0.9217976907429088	POWER_004	1.0	1.0	-0.004440199593363503	-0.5185886371993282	-850.5178522681715
4	13	2024-08-29	19.52934611111111	47.05328444444445	0.0	-1.0112485459741887	-0.9217976907429088	POWER_004	1.0	1.0	0.0003393451854141194	-0.3206723419554276	-474.3516120248812
4	14	2024-08-29	19.581338055555555	47.2920225	0.0	-0.9295354672819077	-0.9217976907429088	POWER_005	1.0	1.0	-0.06150428530830654	-0.6060212404875713	-346.05491651993975
4	15	2024-08-29	19.613749722222224	47.47587194444445	0.0	-0.8666091605124967	-0.9217976907429088	POWER_005	1.0	1.0	-0.0032940701445419718	-0.13117311227096629	-371.50290167243566
4	16	2024-08-29	19.64445583333333	47.62611861111111	0.0	-0.8151841052651608	-0.9217976907429088	POWER_005	1.0	1.0	0.01672240421251081	-0.0014578132981766245	-387.210008613984
4	17	2024-08-29	19.67646	47.82730555555556	0.0	-0.7463236775256723	-0.9217976907429088	POWER_006	1.0	1.0	0.06734425963420565	0.5146388272652782	-12.456171269379865
4	18	2024-08-29	19.732518055555555	48.046860555555554	0.0	-0.6711763996837087	-0.9217976907429088	POWER_006	1.0	1.0	0.007776920343569471	0.6064956360578986	814.3306170083565
4	19	2024-08-29	19.81231916666667	48.24049472222222	0.0	-0.6049010676612188	-0.9217976907429088	POWER_007	1.0	1.0	-0.0010933365021955632	0.38062281664498254	840.2948419038837
4	20	2024-08-29	19.869310833333333	48.42464444444444	0.0	-0.5418719845597009	-0.9217976907429088	POWER_007	1.0	1.0	0.03735847819264926	0.6356772238222561	936.9668610587146
4	21	2024-08-29	19.9011325	48.48646388888889	0.0	-0.5207129903773626	-0.9217976907429088	POWER_008	1.0	1.0	-0.023921047181299726	-0.08624455188120272	245.69555810444604
4	22	2024-08-29	19.97866972222222	48.63943555555556	0.0	-0.4683552470467686	-0.9217976907429088	POWER_008	1.0	1.0	0.07669796037879961	0.9397252562636336	969.8668904879453
4	23	2024-08-29	20.04926555555556	48.77333138888888	0.0	-0.4225266055246873	-0.9217976907429088	POWER_008	1.0	1.0	-0.025857899523499372	1.4985489967930823	1339.3944245829784
4	24	2024-08-29	20.09273861111111	48.89939527777778	0.0	-0.3793786103336283	-0.9217976907429088	POWER_008	1.0	1.0	0.10658319925335147	0.753523635457225	-76.48470277632327
4	25	2024-08-29	20.100259722222223	48.95421972222223	0.0	-0.36061380079069616	-0.9217976907429088	POWER_008	1.0	1.0	0.02180459985837746	0.1805127688228465	34.16865099694087
4	26	2024-08-29	20.148753888888887	49.07873861111111	0.0	-0.31799461407253427	-0.9217976907429088	POWER_009	1.0	1.0	0.020334083762206245	0.13441336264656734	-56.40355748752563
4	27	2024-08-29	20.2038574	49.1959834	0.0	-0.27786513978975286	-0.9217976907429088	POWER_009	1.0	1.0	-0.0019669696611028797	0.10985298706018742	359.7676004753498
4	28	2024-08-29	20.24376861111111	49.37088472222222	0.0	-0.21800151447509217	-0.9217976907429088	POWER_009	1.0	1.0	0.004714244939686085	0.3563240366399594	752.8508489735977
4	29	2024-08-29	20.2597976	49.5675445	0.0	-0.15069060394695213	-0.9217976907429088	POWER_010	1.0	1.0	-0.044215631411977374	-0.04791042047548988	663.4847178483531
4	30	2024-08-30	20.269303055555557	49.68367333333333	1.0	-0.1109430887276974	0.39505615317553244	POWER_010	1.0	1.0	-0.08371207030393968	-0.29620428808678945	768.2577011609712
4	31	2024-08-30	20.29462333333333	49.891405	1.0	-0.03984259330935226	0.39505615317553244	POWER_011	1.0	1.0	0.008217277825874336	-0.43485543522265235	-826.7326945312298
4	32	2024-08-30	20.310684166666668	50.09302138888889	1.0	0.029164820747843514	0.39505615317553244	POWER_011	1.0	1.0	-0.007842261020300945	-0.0034239155927195952	87.0412205746552
4	33	2024-08-30	20.317507777777777	50.30307027777778	1.0	0.10105843380028733	0.39505615317553244	POWER_011	1.0	1.0	-0.08597142524981838	-0.5769843800828216	135.49252600266118
4	35	2024-08-30	20.371795833333334	50.72999222222222	1.0	0.2471813732733083	0.39505615317553244	POWER_012	1.0	1.0	-0.012817498043208642	0.11567201477149425	509.5811597081504
4	36	2024-08-30	20.42319	51.14483	1.0	0.3891682546743714	0.39505615317553244	POWER_013	1.0	1.0	-0.01094096737420136	0.09333019881801441	388.2530950225346
4	37	2024-08-30	20.454150277777774	51.344883333333335	1.0	0.4576406803682145	0.39505615317553244	POWER_013	1.0	1.0	0.013523795216254908	0.24659695436553442	315.42695409183216
4	38	2024-08-30	20.4610275	51.37022472222223	1.0	0.4663142992415504	0.39505615317553244	POWER_013	1.0	1.0	-0.06046270786447383	-0.5911693494498884	-316.2811753329863
4	39	2024-08-30	20.51023	51.59742	1.0	0.544076621500431	0.39505615317553244	POWER_014	1.0	1.0	-0.06588933391413965	-0.13654372429810469	571.3620614987797
4	40	2024-08-30	20.54718	51.82559	1.0	0.6221725627689119	0.39505615317553244	POWER_014	1.0	1.0	0.0541714890403725	0.36649035469263946	-19.995603455520722
4	41	2024-08-30	20.539777222222224	51.94610583333333	1.0	0.6634216202344934	0.39505615317553244	POWER_014	1.0	1.0	0.043384447917018676	-0.39513047586863603	-1005.8140405861054
4	42	2024-08-30	20.55516	52.12403	1.0	0.7243198771054397	0.39505615317553244	POWER_014	1.0	1.0	0.07248471766076858	3.083172372083914	1085.98870568002
4	43	2024-08-30	20.56757555555556	52.22413277777778	1.0	0.7585821405675325	0.39505615317553244	POWER_015	1.0	1.0	0.061691420007500275	-0.00018339520543531052	-440.71096982226527
4	44	2024-08-30	20.56783	52.41036	1.0	0.8223222913728903	0.39505615317553244	POWER_015	1.0	1.0	-0.009402652526066646	-0.449487864594853	-682.3650485164242
4	45	2024-08-30	20.56346	52.46776	1.0	0.8419686385211171	0.39505615317553244	POWER_015	1.0	1.0	-0.05258719744873963	-0.28415059519029295	185.73514582767552
