Sample Name	FASTQ Paths
28Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0843_28Sr1_SU0318-SU0318_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0843_28Sr1_SU0318-SU0318_L002_R2_001.fastq.gz
43Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0913_43Sr1_UDP0348-UDP0348_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0913_43Sr1_UDP0348-UDP0348_L002_R2_001.fastq.gz
35Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0909_35Sr1_UDP0344-UDP0344_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0909_35Sr1_UDP0344-UDP0344_L002_R2_001.fastq.gz
F33Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0780_F33Dr1_SU0513-SU0513_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0780_F33Dr1_SU0513-SU0513_L002_R2_001.fastq.gz
CW	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0565_CW_SU0421-SU0421_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0565_CW_SU0421-SU0421_L002_R2_001.fastq.gz
S55PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0625_S55PRr1_SU0113-SU0113_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0625_S55PRr1_SU0113-SU0113_L002_R2_001.fastq.gz
51PRr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0502_51PRr3_UDP0287-UDP0287_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0502_51PRr3_UDP0287-UDP0287_L002_R2_001.fastq.gz
37Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0447_37Sr1_UDP0204-UDP0204_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0447_37Sr1_UDP0204-UDP0204_L002_R2_001.fastq.gz
10Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0327_10Sr2_UDP0045-UDP0045_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0327_10Sr2_UDP0045-UDP0045_L002_R2_001.fastq.gz
EB4	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0773_EB4_SU0252-SU0252_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0773_EB4_SU0252-SU0252_L002_R2_001.fastq.gz
18Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0362_18Sr2_UDP0093-UDP0093_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0362_18Sr2_UDP0093-UDP0093_L002_R2_001.fastq.gz
S8Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0677_S8Dr1_SU0179-SU0179_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0677_S8Dr1_SU0179-SU0179_L002_R2_001.fastq.gz
18PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0359_18PRr1_UDP0094-UDP0094_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0359_18PRr1_UDP0094-UDP0094_L002_R2_001.fastq.gz
S30PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0706_S30PRr1_SU0255-SU0255_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0706_S30PRr1_SU0255-SU0255_L002_R2_001.fastq.gz
S29Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0705_S29Dr1_SU0243-SU0243_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0705_S29Dr1_SU0243-SU0243_L002_R2_001.fastq.gz
33Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0906_33Sr2_UDP0340-UDP0340_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0906_33Sr2_UDP0340-UDP0340_L002_R2_001.fastq.gz
S43Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0603_S43Dr1_SU0134-SU0134_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0603_S43Dr1_SU0134-SU0134_L002_R2_001.fastq.gz
22Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0836_22Dr3_SU0317-SU0317_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0836_22Dr3_SU0317-SU0317_L002_R2_001.fastq.gz
F59Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0800_F59Sr3_SU0091-SU0091_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0800_F59Sr3_SU0091-SU0091_L002_R2_001.fastq.gz
2PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0809_2PRr1_SU0337-SU0337_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0809_2PRr1_SU0337-SU0337_L002_R2_001.fastq.gz
42Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0468_42Sr1_UDP0232-UDP0232_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0468_42Sr1_UDP0232-UDP0232_L002_R2_001.fastq.gz
T28D	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0577_T28D_SU0644-SU0644_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0577_T28D_SU0644-SU0644_L002_R2_001.fastq.gz
S23PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0700_S23PRr1_SU0278-SU0278_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0700_S23PRr1_SU0278-SU0278_L002_R2_001.fastq.gz
48Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0484_48Dr2_UDP0265-UDP0265_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0484_48Dr2_UDP0265-UDP0265_L002_R2_001.fastq.gz
53PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0859_53PRr1_SU0297-SU0297_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0859_53PRr1_SU0297-SU0297_L002_R2_001.fastq.gz
8Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0545_8Sr3_UDP0034-UDP0034_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0545_8Sr3_UDP0034-UDP0034_L002_R2_001.fastq.gz
16Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0352_16Dr3_UDP0079-UDP0079_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0352_16Dr3_UDP0079-UDP0079_L002_R2_001.fastq.gz
23Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0837_23Dr3_SU0329-SU0329_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0837_23Dr3_SU0329-SU0329_L002_R2_001.fastq.gz
4Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0494_4Sr1_UDP0019-UDP0019_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0494_4Sr1_UDP0019-UDP0019_L002_R2_001.fastq.gz
S18PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0876_S18PRr1_SU0324-SU0324_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0876_S18PRr1_SU0324-SU0324_L002_R2_001.fastq.gz
51Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0500_51Dr1_UDP0281-UDP0281_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0500_51Dr1_UDP0281-UDP0281_L002_R2_001.fastq.gz
S58PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0613_S58PRr1_SU0159-SU0159_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0613_S58PRr1_SU0159-SU0159_L002_R2_001.fastq.gz
46Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0917_46Dr1_UDP0352-UDP0352_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0917_46Dr1_UDP0352-UDP0352_L002_R2_001.fastq.gz
S21PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0718_S21PRr1_SU0209-SU0209_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0718_S21PRr1_SU0209-SU0209_L002_R2_001.fastq.gz
11PRr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0330_11PRr3_UDP0054-UDP0054_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0330_11PRr3_UDP0054-UDP0054_L002_R2_001.fastq.gz
1Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0364_1Dr1_UDP0001-UDP0001_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0364_1Dr1_UDP0001-UDP0001_L002_R2_001.fastq.gz
S19Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0761_S19Dr1_SU0048-SU0048_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0761_S19Dr1_SU0048-SU0048_L002_R2_001.fastq.gz
32PRr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0427_32PRr2_UDP0176-UDP0176_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0427_32PRr2_UDP0176-UDP0176_L002_R2_001.fastq.gz
S35Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0599_S35Sr1_SU0181-SU0181_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0599_S35Sr1_SU0181-SU0181_L002_R2_001.fastq.gz
S1Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0738_S1Dr1_SU0259-SU0259_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0738_S1Dr1_SU0259-SU0259_L002_R2_001.fastq.gz
F60PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0801_F60PRr1_SU0008-SU0008_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0801_F60PRr1_SU0008-SU0008_L002_R2_001.fastq.gz
S45Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0668_S45Dr1_SU0166-SU0166_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0668_S45Dr1_SU0166-SU0166_L002_R2_001.fastq.gz
55PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0924_55PRr1_UDP0368-UDP0368_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0924_55PRr1_UDP0368-UDP0368_L002_R2_001.fastq.gz
38Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0452_38Sr2_UDP0210-UDP0210_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0452_38Sr2_UDP0210-UDP0210_L002_R2_001.fastq.gz
12Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0335_12Sr3_UDP0058-UDP0058_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0335_12Sr3_UDP0058-UDP0058_L002_R2_001.fastq.gz
S13PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0616_S13PRr1_SU0100-SU0100_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0616_S13PRr1_SU0100-SU0100_L002_R2_001.fastq.gz
29PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0411_29PRr1_UDP0157-UDP0157_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0411_29PRr1_UDP0157-UDP0157_L002_R2_001.fastq.gz
30Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0418_30Dr1_UDP0160-UDP0160_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0418_30Dr1_UDP0160-UDP0160_L002_R2_001.fastq.gz
Positive	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0874_Positive_SU0300-SU0300_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0874_Positive_SU0300-SU0300_L002_R2_001.fastq.gz
52M	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0591_52M_SU0595-SU0595_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0591_52M_SU0595-SU0595_L002_R2_001.fastq.gz
64Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0537_64Sr1_UDP0365-UDP0365_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0537_64Sr1_UDP0365-UDP0365_L002_R2_001.fastq.gz
58Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0523_58Sr2_UDP0328-UDP0328_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0523_58Sr2_UDP0328-UDP0328_L002_R2_001.fastq.gz
S6PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0685_S6PRr1_SU0193-SU0193_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0685_S6PRr1_SU0193-SU0193_L002_R2_001.fastq.gz
8PRr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0883_8PRr3_UDP0298-UDP0298_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0883_8PRr3_UDP0298-UDP0298_L002_R2_001.fastq.gz
T8Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0868_T8Dr1_SU0299-SU0299_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0868_T8Dr1_SU0299-SU0299_L002_R2_001.fastq.gz
47PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0482_47PRr1_UDP0263-UDP0263_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0482_47PRr1_UDP0263-UDP0263_L002_R2_001.fastq.gz
11PRr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0886_11PRr2_UDP0302-UDP0302_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0886_11PRr2_UDP0302-UDP0302_L002_R2_001.fastq.gz
S17PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0697_S17PRr1_SU0242-SU0242_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0697_S17PRr1_SU0242-SU0242_L002_R2_001.fastq.gz
S60Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0658_S60Sr1_SU0141-SU0141_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0658_S60Sr1_SU0141-SU0141_L002_R2_001.fastq.gz
42Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0469_42Sr2_UDP0233-UDP0233_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0469_42Sr2_UDP0233-UDP0233_L002_R2_001.fastq.gz
S23Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0702_S23Dr1_SU0033-SU0033_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0702_S23Dr1_SU0033-SU0033_L002_R2_001.fastq.gz
S4PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0672_S4PRr1_SU0119-SU0119_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0672_S4PRr1_SU0119-SU0119_L002_R2_001.fastq.gz
S39Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0732_S39Dr1_SU0282-SU0282_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0732_S39Dr1_SU0282-SU0282_L002_R2_001.fastq.gz
25D-3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0579_25D-3_SU0597-SU0597_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0579_25D-3_SU0597-SU0597_L002_R2_001.fastq.gz
56Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0519_56Sr3_UDP0319-UDP0319_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0519_56Sr3_UDP0319-UDP0319_L002_R2_001.fastq.gz
2Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0414_2Dr1_UDP0008-UDP0008_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0414_2Dr1_UDP0008-UDP0008_L002_R2_001.fastq.gz
S28Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0596_S28Sr1_SU0145-SU0145_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0596_S28Sr1_SU0145-SU0145_L002_R2_001.fastq.gz
50Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0498_50Sr1_UDP0277-UDP0277_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0498_50Sr1_UDP0277-UDP0277_L002_R2_001.fastq.gz
46PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R2_001.fastq.gz
43Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0473_43Sr2_UDP0239-UDP0239_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0473_43Sr2_UDP0239-UDP0239_L002_R2_001.fastq.gz
3Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0457_3Dr2_UDP0012-UDP0012_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0457_3Dr2_UDP0012-UDP0012_L002_R2_001.fastq.gz
S45PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0666_S45PRr1_SU0142-SU0142_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0666_S45PRr1_SU0142-SU0142_L002_R2_001.fastq.gz
2Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0808_2Sr1_SU0325-SU0325_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0808_2Sr1_SU0325-SU0325_L002_R2_001.fastq.gz
S56Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0653_S56Dr1_SU0176-SU0176_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0653_S56Dr1_SU0176-SU0176_L002_R2_001.fastq.gz
