sample	weighted_NSTI
e0640_S2Sr1	0.1239923621923017
e0641_S2Dr1	0.2832499048672061
e0642_S27PRr1	0.1622207338404203
e0643_S27Sr1	0.1975099972647182
e0644_S27Dr1	0.2509218221540905
e0645_S51PRr1	0.1049104128941368
e0646_S51Sr1	0.3776072287855974
e0647_S51Dr1	0.3270143260691888
e0648_S16PRr1	0.1528031434309668
e0649_S16Sr1	0.2469660890838993
e0650_S16Dr1	0.2395052421431502
e0651_S56PRr1	0.2647501244492055
e0652_S56Sr1	0.1270621948480301
e0653_S56Dr1	0.1033499205602341
e0654_S57PRr1	0.1055063435010379
e0655_S57Sr1	0.2635856483231418
e0656_S57Dr1	0.3455991207072297
e0657_S60PRr1	0.1806762445364135
e0658_S60Sr1	0.0307743505714683
e0659_S60Dr1	0.2623242107989437
e0660_S37PRr1	0.1824311964067326
e0661_S37Sr1	0.1591518866191286
e0662_S37Dr1	0.1596466859627886
e0663_S49PRr1	0.3615624019891352
e0664_S49Sr1	0.1863956219154182
e0665_S49Dr1	0.2117211966780813
e0666_S45PRr1	0.2607727902747022
e0667_S45Sr1	0.3236731643097656
e0668_S45Dr1	0.2964582159658095
e0669_S59PRr1	0.0649486490972205
e0670_S59Sr1	0.1128045539781921
e0671_S59Dr1	0.0726931230952894
e0672_S4PRr1	0.1611544598036649
e0673_S4Sr1	0.171186753384401
e0674_S4Dr1	0.1777630169208801
e0675_S8PRr1	0.2089428189598898
e0676_S8Sr1	0.2513818869630003
e0677_S8Dr1	0.1986169446609832
e0678_S11PRr1	0.180113571682451
e0679_S11Sr1	0.2343358478168113
e0680_S11Dr1	0.3243530658573473
e0681_S36Sr1	0.1586780495036142
e0682_S36PRr1	0.1248392840978354
e0683_S36Dr1	0.304547044384387
e0685_S6PRr1	0.1929104397525717
e0686_S6Sr1	0.2030067364217802
e0687_S6Dr1	0.2210047281948738
e0688_S9PRr1	0.1269609027907727
e0689_S9Sr1	0.1750256268172265
e0690_S9Dr1	0.1482214564853383
e0691_S12PRr1	0.186364503041899
e0692_S12Sr1	0.1988523472924639
e0693_S12Dr1	0.2377030753143633
e0694_S15PRr1	0.2639072751242275
e0695_S15Sr1	0.2504829669820023
e0696_S15Dr1	0.2559220144043087
e0697_S17PRr1	0.1835582093395993
e0698_S17Sr1	0.2193388225604058
e0699_S17Dr1	0.259719404394846
e0700_S23PRr1	0.2646555874043267
e0701_S23Sr1	0.2157472888171414
e0702_S23Dr1	0.3413455931568187
e0703_S29PRr1	0.2802916976230658
e0704_S29Sr1	0.2004263793394758
e0705_S29Dr1	0.2836690786561481
e0706_S30PRr1	0.170883142705596
e0707_S30Sr1	0.2626399596809799
e0708_S30Dr1	0.2942055485811932
e0709_S3PRr1	0.2362674530470511
e0710_S3Sr1	0.2743421189963108
e0711_S3Dr1	0.3283508062277382
e0712_S7PRr1	0.1598168247913065
e0713_S7Sr1	0.2530605308701593
e0714_S7Dr1	0.2888727107968638
e0715_S14PRr1	0.1370489945995842
e0716_S14Sr1	0.3064781848585811
e0717_S14Dr1	0.2516015556536398
e0718_S21PRr1	0.0923078893852189
e0719_S21Sr1	0.1763439555174745
e0720_S21Dr1	0.2119781824790631
e0721_S31PRr1	0.1482160431252775
e0722_S31Sr1	0.2906883202308049
e0723_S31Dr1	0.3468856057118054
e0724_S48PRr1	0.2367954896159967
e0725_S48Sr1	0.2029352130860546
e0726_S48Dr1	0.0532312565592812
e0727_S32PRr1	0.1278898471051689
e0728_S32Sr1	0.2931304553491801
e0729_S32Dr1	0.2770830746919777
e0730_S39PRr1	0.1768022965877325
e0731_S39Sr1	0.1639306745178798
e0732_S39Dr1	0.3159493292180165
e0733_S50PRr1	0.1418789340182829
e0734_S50Sr1	0.354393304506022
e0735_S50Dr1	0.2841482097226747
e0736_S1PRr1	0.0657852710644259
e0737_S1Sr1	0.1127348766445813
e0738_S1Dr1	0.1432883951459319
e0739_S5PRr1	0.2081272917082656
e0740_S5Sr1	0.1443353409787338
e0741_S5Dr1	0.2065495118520654
e0742_S10PRr1	0.0613647047113501
e0743_S10Sr1	0.1785696459769715
e0744_S10Dr1	0.2101178139588792
e0745_S20PRr1	0.1744516626110147
e0746_S20Sr1	0.2173982471780842
e0747_S20Dr1	0.2442244512194825
e0748_S24PRr1	0.2321574596952601
e0749_S24Sr1	0.2481130808880353
e0750_S24Dr1	0.3196516555526459
e0751_S34PRr1	0.1040660594869072
e0752_S34Sr1	0.1410477753832705
e0754_S40Sr1	0.3344273676543874
e0755_S40Dr1	0.3475131165614026
e0756_S52PRr1	0.1617472070765976
e0757_S52Sr1	0.0718865035645231
e0758_S52Dr1	0.0900646830703274
e0759_S19PRr1	0.2071330927626549
e0760_S19Sr1	0.2431861678779835
e0761_S19Dr1	0.2631571727462899
e0762_S26PRr1	0.0743415506738279
e0763_S26Sr1	0.2010393726839323
e0764_S26Dr1	0.1879609927113012
e0765_S42PRr1	0.1867600705357128
e0766_S42Sr1	0.2359628501389321
e0767_S42Dr1	0.5626602194868802
e0775_F15PRr1	0.1197774581252234
e0776_F20Sr3	0.1979658379647994
e0777_F24PRr3	0.1853839582103576
e0778_F31Sr2	0.2273107320677113
