sampleID	forwardReads	reverseReads	run	source_sample_name	biosample_accession	experiment_accession	library_name	bioproject	umbrella_project	campaign	compartment	is_control	in_ledger
F8Sr1	${EQ_READS_DIR}/ERR16062752_1.fastq.gz	${EQ_READS_DIR}/ERR16062752_2.fastq.gz	ERR16062752	F8Sr1	ERS28393502	ERX15452934	F8Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F8Sr2	${EQ_READS_DIR}/ERR16062753_1.fastq.gz	${EQ_READS_DIR}/ERR16062753_2.fastq.gz	ERR16062753	F8Sr2	ERS28393503	ERX15452935	F8Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F8Sr3	${EQ_READS_DIR}/ERR16062754_1.fastq.gz	${EQ_READS_DIR}/ERR16062754_2.fastq.gz	ERR16062754	F8Sr3	ERS28393504	ERX15452936	F8Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F8PRr1	${EQ_READS_DIR}/ERR16062755_1.fastq.gz	${EQ_READS_DIR}/ERR16062755_2.fastq.gz	ERR16062755	F8PRr1	ERS28393505	ERX15452937	F8PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F8PRr2	${EQ_READS_DIR}/ERR16062756_1.fastq.gz	${EQ_READS_DIR}/ERR16062756_2.fastq.gz	ERR16062756	F8PRr2	ERS28393506	ERX15452938	F8PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F8PRr3	${EQ_READS_DIR}/ERR16062757_1.fastq.gz	${EQ_READS_DIR}/ERR16062757_2.fastq.gz	ERR16062757	F8PRr3	ERS28393507	ERX15452939	F8PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F9Dr1	${EQ_READS_DIR}/ERR16062758_1.fastq.gz	${EQ_READS_DIR}/ERR16062758_2.fastq.gz	ERR16062758	F9Dr1	ERS28393508	ERX15452940	F9Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F9Dr2	${EQ_READS_DIR}/ERR16062759_1.fastq.gz	${EQ_READS_DIR}/ERR16062759_2.fastq.gz	ERR16062759	F9Dr2	ERS28393509	ERX15452941	F9Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F9Dr3	${EQ_READS_DIR}/ERR16062760_1.fastq.gz	${EQ_READS_DIR}/ERR16062760_2.fastq.gz	ERR16062760	F9Dr3	ERS28393510	ERX15452942	F9Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F9Sr1	${EQ_READS_DIR}/ERR16062761_1.fastq.gz	${EQ_READS_DIR}/ERR16062761_2.fastq.gz	ERR16062761	F9Sr1	ERS28393511	ERX15452943	F9Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F9Sr2	${EQ_READS_DIR}/ERR16062762_1.fastq.gz	${EQ_READS_DIR}/ERR16062762_2.fastq.gz	ERR16062762	F9Sr2	ERS28393512	ERX15452944	F9Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F9Sr3	${EQ_READS_DIR}/ERR16062763_1.fastq.gz	${EQ_READS_DIR}/ERR16062763_2.fastq.gz	ERR16062763	F9Sr3	ERS28393513	ERX15452945	F9Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F9PRr1	${EQ_READS_DIR}/ERR16062764_1.fastq.gz	${EQ_READS_DIR}/ERR16062764_2.fastq.gz	ERR16062764	F9PRr1	ERS28393514	ERX15452946	F9PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F9PRr2	${EQ_READS_DIR}/ERR16062765_1.fastq.gz	${EQ_READS_DIR}/ERR16062765_2.fastq.gz	ERR16062765	F9PRr2	ERS28393515	ERX15452947	F9PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F9PRr3	${EQ_READS_DIR}/ERR16062766_1.fastq.gz	${EQ_READS_DIR}/ERR16062766_2.fastq.gz	ERR16062766	F9PRr3	ERS28393516	ERX15452948	F9PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F10Dr1	${EQ_READS_DIR}/ERR16062767_1.fastq.gz	${EQ_READS_DIR}/ERR16062767_2.fastq.gz	ERR16062767	F10Dr1	ERS28393517	ERX15452949	F10Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F10Dr2	${EQ_READS_DIR}/ERR16062768_1.fastq.gz	${EQ_READS_DIR}/ERR16062768_2.fastq.gz	ERR16062768	F10Dr2	ERS28393518	ERX15452950	F10Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F10Dr3	${EQ_READS_DIR}/ERR16062769_1.fastq.gz	${EQ_READS_DIR}/ERR16062769_2.fastq.gz	ERR16062769	F10Dr3	ERS28393519	ERX15452951	F10Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F10Sr1	${EQ_READS_DIR}/ERR16062770_1.fastq.gz	${EQ_READS_DIR}/ERR16062770_2.fastq.gz	ERR16062770	F10Sr1	ERS28393520	ERX15452952	F10Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F10Sr2	${EQ_READS_DIR}/ERR16062771_1.fastq.gz	${EQ_READS_DIR}/ERR16062771_2.fastq.gz	ERR16062771	F10Sr2	ERS28393521	ERX15452953	F10Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F10Sr3	${EQ_READS_DIR}/ERR16062772_1.fastq.gz	${EQ_READS_DIR}/ERR16062772_2.fastq.gz	ERR16062772	F10Sr3	ERS28393522	ERX15452954	F10Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F10PRr1	${EQ_READS_DIR}/ERR16062773_1.fastq.gz	${EQ_READS_DIR}/ERR16062773_2.fastq.gz	ERR16062773	F10PRr1	ERS28393523	ERX15452955	F10PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F10PRr2	${EQ_READS_DIR}/ERR16062774_1.fastq.gz	${EQ_READS_DIR}/ERR16062774_2.fastq.gz	ERR16062774	F10PRr2	ERS28393524	ERX15452956	F10PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F11Dr1	${EQ_READS_DIR}/ERR16062775_1.fastq.gz	${EQ_READS_DIR}/ERR16062775_2.fastq.gz	ERR16062775	F11Dr1	ERS28393525	ERX15452957	F11Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F11Dr2	${EQ_READS_DIR}/ERR16062776_1.fastq.gz	${EQ_READS_DIR}/ERR16062776_2.fastq.gz	ERR16062776	F11Dr2	ERS28393526	ERX15452958	F11Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F11Dr3	${EQ_READS_DIR}/ERR16062777_1.fastq.gz	${EQ_READS_DIR}/ERR16062777_2.fastq.gz	ERR16062777	F11Dr3	ERS28393527	ERX15452959	F11Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F11Sr1	${EQ_READS_DIR}/ERR16062778_1.fastq.gz	${EQ_READS_DIR}/ERR16062778_2.fastq.gz	ERR16062778	F11Sr1	ERS28393528	ERX15452960	F11Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F11Sr2	${EQ_READS_DIR}/ERR16062779_1.fastq.gz	${EQ_READS_DIR}/ERR16062779_2.fastq.gz	ERR16062779	F11Sr2	ERS28393529	ERX15452961	F11Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F11Sr3	${EQ_READS_DIR}/ERR16062780_1.fastq.gz	${EQ_READS_DIR}/ERR16062780_2.fastq.gz	ERR16062780	F11Sr3	ERS28393530	ERX15452962	F11Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F11PRr1	${EQ_READS_DIR}/ERR16062781_1.fastq.gz	${EQ_READS_DIR}/ERR16062781_2.fastq.gz	ERR16062781	F11PRr1	ERS28393531	ERX15452963	F11PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F11PRr2	${EQ_READS_DIR}/ERR16062782_1.fastq.gz	${EQ_READS_DIR}/ERR16062782_2.fastq.gz	ERR16062782	F11PRr2	ERS28393532	ERX15452964	F11PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F11PRr3	${EQ_READS_DIR}/ERR16062783_1.fastq.gz	${EQ_READS_DIR}/ERR16062783_2.fastq.gz	ERR16062783	F11PRr3	ERS28393533	ERX15452965	F11PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F12Dr1	${EQ_READS_DIR}/ERR16062784_1.fastq.gz	${EQ_READS_DIR}/ERR16062784_2.fastq.gz	ERR16062784	F12Dr1	ERS28393534	ERX15452966	F12Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F12Dr2	${EQ_READS_DIR}/ERR16062785_1.fastq.gz	${EQ_READS_DIR}/ERR16062785_2.fastq.gz	ERR16062785	F12Dr2	ERS28393535	ERX15452967	F12Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F12Sr2	${EQ_READS_DIR}/ERR16062786_1.fastq.gz	${EQ_READS_DIR}/ERR16062786_2.fastq.gz	ERR16062786	F12Sr2	ERS28393536	ERX15452968	F12Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F12Sr3	${EQ_READS_DIR}/ERR16062787_1.fastq.gz	${EQ_READS_DIR}/ERR16062787_2.fastq.gz	ERR16062787	F12Sr3	ERS28393537	ERX15452969	F12Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F12PRr1	${EQ_READS_DIR}/ERR16062788_1.fastq.gz	${EQ_READS_DIR}/ERR16062788_2.fastq.gz	ERR16062788	F12PRr1	ERS28393538	ERX15452970	F12PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F12PRr2	${EQ_READS_DIR}/ERR16062789_1.fastq.gz	${EQ_READS_DIR}/ERR16062789_2.fastq.gz	ERR16062789	F12PRr2	ERS28393539	ERX15452971	F12PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F12PRr3	${EQ_READS_DIR}/ERR16062790_1.fastq.gz	${EQ_READS_DIR}/ERR16062790_2.fastq.gz	ERR16062790	F12PRr3	ERS28393540	ERX15452972	F12PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F13Dr1	${EQ_READS_DIR}/ERR16062791_1.fastq.gz	${EQ_READS_DIR}/ERR16062791_2.fastq.gz	ERR16062791	F13Dr1	ERS28393541	ERX15452973	F13Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F13Dr2	${EQ_READS_DIR}/ERR16062792_1.fastq.gz	${EQ_READS_DIR}/ERR16062792_2.fastq.gz	ERR16062792	F13Dr2	ERS28393542	ERX15452974	F13Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F13Dr3	${EQ_READS_DIR}/ERR16062793_1.fastq.gz	${EQ_READS_DIR}/ERR16062793_2.fastq.gz	ERR16062793	F13Dr3	ERS28393543	ERX15452975	F13Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F13Sr1	${EQ_READS_DIR}/ERR16062794_1.fastq.gz	${EQ_READS_DIR}/ERR16062794_2.fastq.gz	ERR16062794	F13Sr1	ERS28393544	ERX15452976	F13Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F13Sr2	${EQ_READS_DIR}/ERR16062795_1.fastq.gz	${EQ_READS_DIR}/ERR16062795_2.fastq.gz	ERR16062795	F13Sr2	ERS28393545	ERX15452977	F13Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F13Sr3	${EQ_READS_DIR}/ERR16062796_1.fastq.gz	${EQ_READS_DIR}/ERR16062796_2.fastq.gz	ERR16062796	F13Sr3	ERS28393546	ERX15452978	F13Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F13PRr1	${EQ_READS_DIR}/ERR16062797_1.fastq.gz	${EQ_READS_DIR}/ERR16062797_2.fastq.gz	ERR16062797	F13PRr1	ERS28393547	ERX15452979	F13PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F13PRr2	${EQ_READS_DIR}/ERR16062798_1.fastq.gz	${EQ_READS_DIR}/ERR16062798_2.fastq.gz	ERR16062798	F13PRr2	ERS28393548	ERX15452980	F13PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F13PRr3	${EQ_READS_DIR}/ERR16062799_1.fastq.gz	${EQ_READS_DIR}/ERR16062799_2.fastq.gz	ERR16062799	F13PRr3	ERS28393549	ERX15452981	F13PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F14Dr1	${EQ_READS_DIR}/ERR16062800_1.fastq.gz	${EQ_READS_DIR}/ERR16062800_2.fastq.gz	ERR16062800	F14Dr1	ERS28393550	ERX15452982	F14Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F14Dr2	${EQ_READS_DIR}/ERR16062801_1.fastq.gz	${EQ_READS_DIR}/ERR16062801_2.fastq.gz	ERR16062801	F14Dr2	ERS28393551	ERX15452983	F14Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F14Dr3	${EQ_READS_DIR}/ERR16062802_1.fastq.gz	${EQ_READS_DIR}/ERR16062802_2.fastq.gz	ERR16062802	F14Dr3	ERS28393552	ERX15452984	F14Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F14Sr1	${EQ_READS_DIR}/ERR16062803_1.fastq.gz	${EQ_READS_DIR}/ERR16062803_2.fastq.gz	ERR16062803	F14Sr1	ERS28393553	ERX15452985	F14Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F14Sr2	${EQ_READS_DIR}/ERR16062804_1.fastq.gz	${EQ_READS_DIR}/ERR16062804_2.fastq.gz	ERR16062804	F14Sr2	ERS28393554	ERX15452986	F14Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F14Sr3	${EQ_READS_DIR}/ERR16062805_1.fastq.gz	${EQ_READS_DIR}/ERR16062805_2.fastq.gz	ERR16062805	F14Sr3	ERS28393555	ERX15452987	F14Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F14PRr1	${EQ_READS_DIR}/ERR16062806_1.fastq.gz	${EQ_READS_DIR}/ERR16062806_2.fastq.gz	ERR16062806	F14PRr1	ERS28393556	ERX15452988	F14PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F14PRr2	${EQ_READS_DIR}/ERR16062807_1.fastq.gz	${EQ_READS_DIR}/ERR16062807_2.fastq.gz	ERR16062807	F14PRr2	ERS28393557	ERX15452989	F14PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F14PRr3	${EQ_READS_DIR}/ERR16062808_1.fastq.gz	${EQ_READS_DIR}/ERR16062808_2.fastq.gz	ERR16062808	F14PRr3	ERS28393558	ERX15452990	F14PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F15Dr1	${EQ_READS_DIR}/ERR16062809_1.fastq.gz	${EQ_READS_DIR}/ERR16062809_2.fastq.gz	ERR16062809	F15Dr1	ERS28393559	ERX15452991	F15Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F15Dr2	${EQ_READS_DIR}/ERR16062810_1.fastq.gz	${EQ_READS_DIR}/ERR16062810_2.fastq.gz	ERR16062810	F15Dr2	ERS28393560	ERX15452992	F15Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F15Dr3	${EQ_READS_DIR}/ERR16062811_1.fastq.gz	${EQ_READS_DIR}/ERR16062811_2.fastq.gz	ERR16062811	F15Dr3	ERS28393561	ERX15452993	F15Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F15Sr1	${EQ_READS_DIR}/ERR16062812_1.fastq.gz	${EQ_READS_DIR}/ERR16062812_2.fastq.gz	ERR16062812	F15Sr1	ERS28393562	ERX15452994	F15Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F15Sr2	${EQ_READS_DIR}/ERR16062813_1.fastq.gz	${EQ_READS_DIR}/ERR16062813_2.fastq.gz	ERR16062813	F15Sr2	ERS28393563	ERX15452995	F15Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F15Sr3	${EQ_READS_DIR}/ERR16062814_1.fastq.gz	${EQ_READS_DIR}/ERR16062814_2.fastq.gz	ERR16062814	F15Sr3	ERS28393564	ERX15452996	F15Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F15PRr1	${EQ_READS_DIR}/ERR16062815_1.fastq.gz	${EQ_READS_DIR}/ERR16062815_2.fastq.gz	ERR16062815	F15PRr1	ERS28393565	ERX15452997	F15PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F15PRr2	${EQ_READS_DIR}/ERR16062816_1.fastq.gz	${EQ_READS_DIR}/ERR16062816_2.fastq.gz	ERR16062816	F15PRr2	ERS28393566	ERX15452998	F15PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F15PRr3	${EQ_READS_DIR}/ERR16062817_1.fastq.gz	${EQ_READS_DIR}/ERR16062817_2.fastq.gz	ERR16062817	F15PRr3	ERS28393567	ERX15452999	F15PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F16Dr1	${EQ_READS_DIR}/ERR16062818_1.fastq.gz	${EQ_READS_DIR}/ERR16062818_2.fastq.gz	ERR16062818	F16Dr1	ERS28393568	ERX15453000	F16Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F16Dr2	${EQ_READS_DIR}/ERR16062819_1.fastq.gz	${EQ_READS_DIR}/ERR16062819_2.fastq.gz	ERR16062819	F16Dr2	ERS28393569	ERX15453001	F16Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F16Dr3	${EQ_READS_DIR}/ERR16062820_1.fastq.gz	${EQ_READS_DIR}/ERR16062820_2.fastq.gz	ERR16062820	F16Dr3	ERS28393570	ERX15453002	F16Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F16Sr1	${EQ_READS_DIR}/ERR16062821_1.fastq.gz	${EQ_READS_DIR}/ERR16062821_2.fastq.gz	ERR16062821	F16Sr1	ERS28393571	ERX15453003	F16Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F16Sr2	${EQ_READS_DIR}/ERR16062822_1.fastq.gz	${EQ_READS_DIR}/ERR16062822_2.fastq.gz	ERR16062822	F16Sr2	ERS28393572	ERX15453004	F16Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F16Sr3	${EQ_READS_DIR}/ERR16062823_1.fastq.gz	${EQ_READS_DIR}/ERR16062823_2.fastq.gz	ERR16062823	F16Sr3	ERS28393573	ERX15453005	F16Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F16PRr1	${EQ_READS_DIR}/ERR16062824_1.fastq.gz	${EQ_READS_DIR}/ERR16062824_2.fastq.gz	ERR16062824	F16PRr1	ERS28393574	ERX15453006	F16PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F16PRr2	${EQ_READS_DIR}/ERR16062825_1.fastq.gz	${EQ_READS_DIR}/ERR16062825_2.fastq.gz	ERR16062825	F16PRr2	ERS28393575	ERX15453007	F16PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F16PRr3	${EQ_READS_DIR}/ERR16062826_1.fastq.gz	${EQ_READS_DIR}/ERR16062826_2.fastq.gz	ERR16062826	F16PRr3	ERS28393576	ERX15453008	F16PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F17Dr1	${EQ_READS_DIR}/ERR16062827_1.fastq.gz	${EQ_READS_DIR}/ERR16062827_2.fastq.gz	ERR16062827	F17Dr1	ERS28393577	ERX15453009	F17Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F17Dr2	${EQ_READS_DIR}/ERR16062828_1.fastq.gz	${EQ_READS_DIR}/ERR16062828_2.fastq.gz	ERR16062828	F17Dr2	ERS28393578	ERX15453010	F17Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F17Dr3	${EQ_READS_DIR}/ERR16062829_1.fastq.gz	${EQ_READS_DIR}/ERR16062829_2.fastq.gz	ERR16062829	F17Dr3	ERS28393579	ERX15453011	F17Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F17Sr1	${EQ_READS_DIR}/ERR16062830_1.fastq.gz	${EQ_READS_DIR}/ERR16062830_2.fastq.gz	ERR16062830	F17Sr1	ERS28393580	ERX15453012	F17Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F17Sr2	${EQ_READS_DIR}/ERR16062831_1.fastq.gz	${EQ_READS_DIR}/ERR16062831_2.fastq.gz	ERR16062831	F17Sr2	ERS28393581	ERX15453013	F17Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F17Sr3	${EQ_READS_DIR}/ERR16062832_1.fastq.gz	${EQ_READS_DIR}/ERR16062832_2.fastq.gz	ERR16062832	F17Sr3	ERS28393582	ERX15453014	F17Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F17PRr1	${EQ_READS_DIR}/ERR16062833_1.fastq.gz	${EQ_READS_DIR}/ERR16062833_2.fastq.gz	ERR16062833	F17PRr1	ERS28393583	ERX15453015	F17PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F17PRr2	${EQ_READS_DIR}/ERR16062834_1.fastq.gz	${EQ_READS_DIR}/ERR16062834_2.fastq.gz	ERR16062834	F17PRr2	ERS28393584	ERX15453016	F17PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F17PRr3	${EQ_READS_DIR}/ERR16062835_1.fastq.gz	${EQ_READS_DIR}/ERR16062835_2.fastq.gz	ERR16062835	F17PRr3	ERS28393585	ERX15453017	F17PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F18Dr1	${EQ_READS_DIR}/ERR16062836_1.fastq.gz	${EQ_READS_DIR}/ERR16062836_2.fastq.gz	ERR16062836	F18Dr1	ERS28393586	ERX15453018	F18Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F18Dr2	${EQ_READS_DIR}/ERR16062837_1.fastq.gz	${EQ_READS_DIR}/ERR16062837_2.fastq.gz	ERR16062837	F18Dr2	ERS28393587	ERX15453019	F18Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F18Dr3	${EQ_READS_DIR}/ERR16062838_1.fastq.gz	${EQ_READS_DIR}/ERR16062838_2.fastq.gz	ERR16062838	F18Dr3	ERS28393588	ERX15453020	F18Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F18Sr1	${EQ_READS_DIR}/ERR16062839_1.fastq.gz	${EQ_READS_DIR}/ERR16062839_2.fastq.gz	ERR16062839	F18Sr1	ERS28393589	ERX15453021	F18Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F18Sr2	${EQ_READS_DIR}/ERR16062840_1.fastq.gz	${EQ_READS_DIR}/ERR16062840_2.fastq.gz	ERR16062840	F18Sr2	ERS28393590	ERX15453022	F18Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F18Sr3	${EQ_READS_DIR}/ERR16062841_1.fastq.gz	${EQ_READS_DIR}/ERR16062841_2.fastq.gz	ERR16062841	F18Sr3	ERS28393591	ERX15453023	F18Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F18PRr1	${EQ_READS_DIR}/ERR16062842_1.fastq.gz	${EQ_READS_DIR}/ERR16062842_2.fastq.gz	ERR16062842	F18PRr1	ERS28393592	ERX15453024	F18PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F18PRr2	${EQ_READS_DIR}/ERR16062843_1.fastq.gz	${EQ_READS_DIR}/ERR16062843_2.fastq.gz	ERR16062843	F18PRr2	ERS28393593	ERX15453025	F18PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F18PRr3	${EQ_READS_DIR}/ERR16062844_1.fastq.gz	${EQ_READS_DIR}/ERR16062844_2.fastq.gz	ERR16062844	F18PRr3	ERS28393594	ERX15453026	F18PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F19Dr1	${EQ_READS_DIR}/ERR16062845_1.fastq.gz	${EQ_READS_DIR}/ERR16062845_2.fastq.gz	ERR16062845	F19Dr1	ERS28393595	ERX15453027	F19Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F19Dr2	${EQ_READS_DIR}/ERR16062846_1.fastq.gz	${EQ_READS_DIR}/ERR16062846_2.fastq.gz	ERR16062846	F19Dr2	ERS28393596	ERX15453028	F19Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F19Dr3	${EQ_READS_DIR}/ERR16062847_1.fastq.gz	${EQ_READS_DIR}/ERR16062847_2.fastq.gz	ERR16062847	F19Dr3	ERS28393597	ERX15453029	F19Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F19Sr1	${EQ_READS_DIR}/ERR16062848_1.fastq.gz	${EQ_READS_DIR}/ERR16062848_2.fastq.gz	ERR16062848	F19Sr1	ERS28393598	ERX15453030	F19Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F19Sr2	${EQ_READS_DIR}/ERR16062849_1.fastq.gz	${EQ_READS_DIR}/ERR16062849_2.fastq.gz	ERR16062849	F19Sr2	ERS28393599	ERX15453031	F19Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F19Sr3	${EQ_READS_DIR}/ERR16062850_1.fastq.gz	${EQ_READS_DIR}/ERR16062850_2.fastq.gz	ERR16062850	F19Sr3	ERS28393600	ERX15453032	F19Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F19PRr1	${EQ_READS_DIR}/ERR16062851_1.fastq.gz	${EQ_READS_DIR}/ERR16062851_2.fastq.gz	ERR16062851	F19PRr1	ERS28393601	ERX15453033	F19PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F19PRr2	${EQ_READS_DIR}/ERR16062852_1.fastq.gz	${EQ_READS_DIR}/ERR16062852_2.fastq.gz	ERR16062852	F19PRr2	ERS28393602	ERX15453034	F19PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
