source_sheet	source_row	trip	sample_id	specimen_iri	site	compartment	replicate	measurement_date_raw	measurement_date	date_status	calibration_recorded	slope_percent	ph10_check	ph_value_raw	ph_value	notes	metadata_match	calibration_pass	slope_pass	ph10_check_pass	value_range_pass	disposition	ecology_eligible	kg_eligible	reason_codes
Trip 1	94	1	16Dr1	https://rubalkhali.science/kb/RAK_6000136	16	Deep	1	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.91	7.91		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	95	1	16Dr3	https://rubalkhali.science/kb/RAK_6000138	16	Deep	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	96	1	16PRr1	https://rubalkhali.science/kb/RAK_6000142	16	Rhizosphere	1	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.8	7.8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	97	1	16PRr2	https://rubalkhali.science/kb/RAK_6000143	16	Rhizosphere	2			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	98	1	16PRr3	https://rubalkhali.science/kb/RAK_6000144	16	Rhizosphere	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	99	1	17Sr1	https://rubalkhali.science/kb/RAK_6000148	17	Surface	1	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	8.01	8.01		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	100	1	17Sr2	https://rubalkhali.science/kb/RAK_6000149	17	Surface	2			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	101	1	17Sr3	https://rubalkhali.science/kb/RAK_6000150	17	Surface	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	102	1	17Dr1	https://rubalkhali.science/kb/RAK_6000145	17	Deep	1	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.99	7.99		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	103	1	17Dr2	https://rubalkhali.science/kb/RAK_6000146	17	Deep	2			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	104	1	17Dr3	https://rubalkhali.science/kb/RAK_6000147	17	Deep	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	105	1	17PRr2	https://rubalkhali.science/kb/RAK_6000152	17	Rhizosphere	2	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.7	7.7		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	106	1	17PRr3	https://rubalkhali.science/kb/RAK_6000153	17	Rhizosphere	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	107	1	18Sr1	https://rubalkhali.science/kb/RAK_6000157	18	Surface	1	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.82	7.82		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	108	1	18Sr2	https://rubalkhali.science/kb/RAK_6000158	18	Surface	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.93	7.93		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	109	1	18Dr2	https://rubalkhali.science/kb/RAK_6000155	18	Deep	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.61	7.61		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	110	1	18PRr1	https://rubalkhali.science/kb/RAK_6000160	18	Rhizosphere	1			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	111	1	18PRr2	https://rubalkhali.science/kb/RAK_6000161	18	Rhizosphere	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.91	7.91		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	112	1	19Sr1	https://rubalkhali.science/kb/RAK_6000166	19	Surface	1	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.78	7.78		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	113	1	19Sr3	https://rubalkhali.science/kb/RAK_6000168	19	Surface	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	114	1	19Dr2	https://rubalkhali.science/kb/RAK_6000164	19	Deep	2	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.7	7.7		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	115	1	19Dr3	https://rubalkhali.science/kb/RAK_6000165	19	Deep	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	116	1	20Sr1	https://rubalkhali.science/kb/RAK_6000175	20	Surface	1	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.81	7.81		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	117	1	20Sr3	https://rubalkhali.science/kb/RAK_6000177	20	Surface	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	118	1	20Dr1	https://rubalkhali.science/kb/RAK_6000172	20	Deep	1	2026-07-22T00:00:00	2026-07-22	accepted	Yes	96.1	10.07	7.79	7.79		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	119	1	20Dr2	https://rubalkhali.science/kb/RAK_6000173	20	Deep	2			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	120	1	20PRr1	https://rubalkhali.science/kb/RAK_6000178	20	Rhizosphere	1			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	121	1	20PRr2	https://rubalkhali.science/kb/RAK_6000179	20	Rhizosphere	2			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	122	1	21Sr1	https://rubalkhali.science/kb/RAK_6000184	21	Surface	1			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	123	1	21Sr2	https://rubalkhali.science/kb/RAK_6000185	21	Surface	2			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	124	1	21Sr3	https://rubalkhali.science/kb/RAK_6000186	21	Surface	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	125	1	21Dr1	https://rubalkhali.science/kb/RAK_6000181	21	Deep	1			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	126	1	22Sr1	https://rubalkhali.science/kb/RAK_6000193	22	Surface	1	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.98	7.98		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	127	1	22Sr3	https://rubalkhali.science/kb/RAK_6000195	22	Surface	3	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.91	7.91		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	128	1	22Dr1	https://rubalkhali.science/kb/RAK_6000190	22	Deep	1	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.99	7.99		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	129	1	22Dr2	https://rubalkhali.science/kb/RAK_6000191	22	Deep	2	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.96	7.96		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	130	1	22Dr3	https://rubalkhali.science/kb/RAK_6000192	22	Deep	3			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	131	1	22PRr1	https://rubalkhali.science/kb/RAK_6000196	22	Rhizosphere	1			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
Trip 1	132	1	22PRr3	https://rubalkhali.science/kb/RAK_6000198	22	Rhizosphere	3	2026-07-21T00:00:00	2026-07-21	accepted	Yes	97.4	10.06	7.97	7.97		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	133	1	23Sr1	https://rubalkhali.science/kb/RAK_6000202	23	Surface	1			missing							True	False	False	False	False	PENDING_MEASUREMENT	False	False	ph_value_missing
