contrast	pathway	description	n_sites	mean_clr_difference	p_value	q_global_600	supported_q_lt_0_05
Rhizosphere-Deep	ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	60	-0.06430312264	0.0001	0.0005042016807	True
Rhizosphere-Deep	THRESYN-PWY	superpathway of L-threonine biosynthesis	60	-0.07573339387	0.0001	0.0005042016807	True
Rhizosphere-Deep	CALVIN-PWY	Calvin-Benson-Bassham cycle	60	-0.08451191433	0.0001	0.0005042016807	True
Rhizosphere-Deep	TRPSYN-PWY	L-tryptophan biosynthesis	60	-0.07460607553	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7221	guanosine ribonucleotides de novo biosynthesis	60	-0.08667374747	0.0001	0.0005042016807	True
Rhizosphere-Deep	P108-PWY	pyruvate fermentation to propanoate I	60	-0.1030928185	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5659	GDP-mannose biosynthesis	60	-0.190463463	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	60	-0.0701185074	0.0001	0.0005042016807	True
Rhizosphere-Deep	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	60	-0.1057769973	0.0001	0.0005042016807	True
Rhizosphere-Deep	ARO-PWY	chorismate biosynthesis I	60	-0.09257161753	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5189	tetrapyrrole biosynthesis II (from glycine)	60	-0.06952892248	0.0001	0.0005042016807	True
Rhizosphere-Deep	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	60	0.01558220546	0.9947	0.9974	False
Rhizosphere-Deep	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	60	-0.144785211	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	60	-0.08924557122	0.0001	0.0005042016807	True
Rhizosphere-Deep	SALVADEHYPOX-PWY	adenosine nucleotides degradation II	60	0.06782876755	0.0324	0.06634812287	False
Rhizosphere-Deep	GLUCONEO-PWY	gluconeogenesis I	60	-0.05112716213	0.0292	0.06168421053	False
Rhizosphere-Deep	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	60	-0.08884181593	0.0001	0.0005042016807	True
Rhizosphere-Deep	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	60	-0.09151163903	0.0001	0.0005042016807	True
Rhizosphere-Deep	COA-PWY	coenzyme A biosynthesis I	60	-0.09324490638	0.0001	0.0005042016807	True
Rhizosphere-Deep	SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	60	0.004797335479	0.9036	0.9478321678	False
Rhizosphere-Deep	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	60	-0.08701351646	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	60	-0.08350739507	0.0001	0.0005042016807	True
Rhizosphere-Deep	GLUTORN-PWY	L-ornithine biosynthesis	60	-0.1052460482	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6608	guanosine nucleotides degradation III	60	0.05162889428	0.054	0.1	False
Rhizosphere-Deep	PANTO-PWY	phosphopantothenate biosynthesis I	60	-0.07873198429	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	60	-0.08725947628	0.0001	0.0005042016807	True
Rhizosphere-Deep	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	60	-0.1271595767	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6123	inosine-5'-phosphate biosynthesis I	60	-0.08834068477	0.0001	0.0005042016807	True
Rhizosphere-Deep	HISTSYN-PWY	L-histidine biosynthesis	60	-0.09740486661	0.0001	0.0005042016807	True
Rhizosphere-Deep	PENTOSE-P-PWY	pentose phosphate pathway	60	-0.01730486768	0.2961	0.4053758542	False
Rhizosphere-Deep	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	60	-0.1046390766	0.0001	0.0005042016807	True
Rhizosphere-Deep	DAPLYSINESYN-PWY	L-lysine biosynthesis I	60	-0.1020841985	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY0-1261	anhydromuropeptides recycling	60	0.0711316328	0.0066	0.01714285714	True
Rhizosphere-Deep	PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	60	-0.06824636629	0.0001	0.0005042016807	True
Rhizosphere-Deep	ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	60	-0.09428483188	0.0001	0.0005042016807	True
Rhizosphere-Deep	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	60	-0.01617123228	0.5649	0.6655294118	False
Rhizosphere-Deep	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	60	0.1055703424	0.0232	0.05043478261	False
Rhizosphere-Deep	PWY-7400	L-arginine biosynthesis IV (archaebacteria)	60	-0.09435660907	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	60	-0.03203153491	0.106	0.1779888268	False
Rhizosphere-Deep	PWY-5484	glycolysis II (from fructose 6-phosphate)	60	0.04059312246	0.5831	0.6806614786	False
Rhizosphere-Deep	TRNA-CHARGING-PWY	tRNA charging	60	-0.07569904181	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	60	-0.04284651392	0.0252	0.05458483755	False
Rhizosphere-Deep	OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	60	-0.1523575843	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	60	-0.05004254692	0.0131	0.03119047619	True
Rhizosphere-Deep	NONMEVIPP-PWY	methylerythritol phosphate pathway I	60	-0.06061203313	0.0004	0.001481481481	True
Rhizosphere-Deep	PWY-7560	methylerythritol phosphate pathway II	60	-0.06061203313	0.0004	0.001481481481	True
Rhizosphere-Deep	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	60	-0.04365255077	0.0094	0.02369747899	True
Rhizosphere-Deep	PWY-7234	inosine-5'-phosphate biosynthesis III	60	-0.031765846	0.1089	0.1809972299	False
Rhizosphere-Deep	PWY-6609	adenine and adenosine salvage III	60	-0.03264323757	0.2454	0.3472641509	False
Rhizosphere-Deep	SO4ASSIM-PWY	sulfate reduction I (assimilatory)	60	0.04559682732	0.1062	0.1779888268	False
Rhizosphere-Deep	GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	60	0.1471083688	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6897	thiamin salvage II	60	-0.09888797085	0.0001	0.0005042016807	True
Rhizosphere-Deep	POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	60	-0.07483440594	0.0006	0.002093023256	True
Rhizosphere-Deep	PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	60	-0.003034518562	0.9605	0.9778983051	False
Rhizosphere-Deep	PWY-6353	purine nucleotides degradation II (aerobic)	60	0.02759277293	0.3763	0.4803829787	False
Rhizosphere-Deep	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	60	-0.03779259089	0.1102	0.1826519337	False
Rhizosphere-Deep	P42-PWY	incomplete reductive TCA cycle	60	-0.0601478788	0.1113	0.1834615385	False
Rhizosphere-Deep	ANAEROFRUCAT-PWY	homolactic fermentation	60	0.0620679353	0.7	0.7835820896	False
Rhizosphere-Deep	FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	60	0.09003754509	0.0001	0.0005042016807	True
Rhizosphere-Deep	P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	60	-0.06436733989	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	60	-0.02740764421	0.3319	0.4405752212	False
Rhizosphere-Deep	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	60	-0.1175913972	0.0001	0.0005042016807	True
Rhizosphere-Deep	TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	60	0.1161274801	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	60	-0.04204459201	0.0709	0.1273652695	False
Rhizosphere-Deep	GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	60	-0.0033987337	0.9965	0.9974	False
Rhizosphere-Deep	PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	60	-0.04958863542	0.0118	0.02832	True
Rhizosphere-Deep	HSERMETANA-PWY	L-methionine biosynthesis III	60	-0.05800233911	0.0285	0.06063829787	False
Rhizosphere-Deep	PWY-5918	superpathay of heme biosynthesis from glutamate	60	0.03063996752	0.6534	0.7439089184	False
Rhizosphere-Deep	1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	60	0.03052189579	0.2634	0.370117096	False
Rhizosphere-Deep	MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	60	-0.03947331901	0.1236	0.1975066313	False
Rhizosphere-Deep	PWY0-781	aspartate superpathway	60	-0.04878979972	0.0008	0.00275862069	True
Rhizosphere-Deep	PWY-6612	superpathway of tetrahydrofolate biosynthesis	60	0.1320956369	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5913	TCA cycle VI (obligate autotrophs)	60	-0.02154899932	0.3685	0.4765086207	False
Rhizosphere-Deep	PWY-6700	queuosine biosynthesis	60	-0.04583225026	0.1351	0.211012987	False
Rhizosphere-Deep	PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	60	0.004888178239	0.8662	0.9182332155	False
Rhizosphere-Deep	P23-PWY	reductive TCA cycle I	60	-0.1152246836	0.3196	0.4261333333	False
Rhizosphere-Deep	PWY-7196	superpathway of pyrimidine ribonucleosides salvage	60	0.1142926938	0.0112	0.02709677419	True
Rhizosphere-Deep	PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	60	-0.1607245239	0.0001	0.0005042016807	True
Rhizosphere-Deep	GLYOXYLATE-BYPASS	glyoxylate cycle	60	0.07363708998	0.0169	0.03885057471	True
Rhizosphere-Deep	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	60	0.08390045404	0.2905	0.4024423963	False
Rhizosphere-Deep	PWY-7392	taxadiene biosynthesis (engineered)	60	0.130646095	0.0003	0.001161290323	True
Rhizosphere-Deep	PWY-6703	preQ0 biosynthesis	60	-0.02501015462	0.4117	0.5178616352	False
Rhizosphere-Deep	HOMOSER-METSYN-PWY	L-methionine biosynthesis I	60	-0.02925030768	0.3896	0.4958898305	False
Rhizosphere-Deep	PWY-6317	galactose degradation I (Leloir pathway)	60	0.09585344651	0.1177	0.1913821138	False
Rhizosphere-Deep	HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	60	0.005218118931	0.8826	0.9308963093	False
Rhizosphere-Deep	PWY-7199	pyrimidine deoxyribonucleosides salvage	60	0.08669083842	0.0095	0.0237037037	True
Rhizosphere-Deep	PWY-6628	superpathway of L-phenylalanine biosynthesis	60	0.05858419385	0.1501	0.2306393862	False
Rhizosphere-Deep	PWY-6630	superpathway of L-tyrosine biosynthesis	60	0.05562255886	0.1681	0.2527819549	False
Rhizosphere-Deep	PWY-5104	L-isoleucine biosynthesis IV	60	-0.3840136835	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-4984	urea cycle	60	-0.02737366318	0.4665	0.5712244898	False
Rhizosphere-Deep	HISDEG-PWY	L-histidine degradation I	60	0.1722342705	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY0-1296	purine ribonucleosides degradation	60	0.04721552017	0.2205	0.3180288462	False
Rhizosphere-Deep	PWY-7254	TCA cycle VII (acetate-producers)	60	0.3469514433	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWYG-321	mycolate biosynthesis	60	0.07846730787	0.1196	0.1934231806	False
Rhizosphere-Deep	COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	60	-0.06338303771	0.0492	0.09312302839	False
Rhizosphere-Deep	COLANSYN-PWY	colanic acid building blocks biosynthesis	60	-0.1012348371	0.0013	0.004083769634	True
Rhizosphere-Deep	GLYCOCAT-PWY	glycogen degradation I (bacterial)	60	-0.171754002	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6901	superpathway of glucose and xylose degradation	60	0.2600310541	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5920	superpathway of heme biosynthesis from glycine	60	0.0113806527	0.7451	0.8187912088	False
Rhizosphere-Deep	PWY-7664	oleate biosynthesis IV (anaerobic)	60	0.07729130773	0.1237	0.1975066313	False
Rhizosphere-Deep	LEU-DEG2-PWY	L-leucine degradation I	60	-0.07542090594	0.0436	0.08493506494	False
Rhizosphere-Deep	PYRIDNUCSAL-PWY	NAD salvage pathway I	60	-0.04965384744	0.1189	0.1928108108	False
Rhizosphere-Deep	PWY-5989	stearate biosynthesis II (bacteria and plants)	60	0.08402940782	0.1109	0.1833057851	False
Rhizosphere-Deep	PWY-6737	starch degradation V	60	-0.1686610626	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY0-1297	superpathway of purine deoxyribonucleosides degradation	60	0.03046369643	0.3525	0.4628008753	False
Rhizosphere-Deep	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	60	0.08494771152	0.1022	0.1742045455	False
Rhizosphere-Deep	FERMENTATION-PWY	mixed acid fermentation	60	0.03884720759	0.0746	0.1320353982	False
Rhizosphere-Deep	PWY0-862	(5Z)-dodec-5-enoate biosynthesis	60	0.07711210176	0.1337	0.2094516971	False
Rhizosphere-Deep	PWY-5505	L-glutamate and L-glutamine biosynthesis	60	0.1305691675	0.0007	0.002427745665	True
Rhizosphere-Deep	PWY-5022	4-aminobutanoate degradation V	60	0.1671015841	0.0001	0.0005042016807	True
Rhizosphere-Deep	DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	60	-0.1705877335	0.0022	0.006502463054	True
Rhizosphere-Deep	PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	60	0.1952685424	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY-6151	S-adenosyl-L-methionine cycle I	60	0.2327306782	0.0001	0.0005042016807	True
Rhizosphere-Deep	ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	60	0.1658685544	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6895	superpathway of thiamin diphosphate biosynthesis II	60	0.2165894808	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY-5840	superpathway of menaquinol-7 biosynthesis	60	0.1499031302	0.009	0.02278481013	True
Rhizosphere-Deep	THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	60	0.1356151243	0.2322	0.3325059666	False
Rhizosphere-Deep	PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	60	-0.1402600712	0.004	0.01100917431	True
Rhizosphere-Deep	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	60	-0.129379626	0.3901	0.4958898305	False
Rhizosphere-Deep	PWY-5838	superpathway of menaquinol-8 biosynthesis I	60	0.1240003239	0.0518	0.09682242991	False
Rhizosphere-Deep	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	60	-0.009952285285	0.7807	0.844	False
Rhizosphere-Deep	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	60	-0.009952285285	0.7807	0.844	False
Rhizosphere-Deep	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	60	-0.009952285285	0.7807	0.844	False
Rhizosphere-Deep	PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	60	-0.009952285285	0.7807	0.844	False
Rhizosphere-Deep	PWY-5897	superpathway of menaquinol-11 biosynthesis	60	0.1536655833	0.0068	0.01736170213	True
Rhizosphere-Deep	PWY-5898	superpathway of menaquinol-12 biosynthesis	60	0.1536655833	0.0068	0.01736170213	True
Rhizosphere-Deep	PWY-5899	superpathway of menaquinol-13 biosynthesis	60	0.1536655833	0.0068	0.01736170213	True
Rhizosphere-Deep	PWY-6269	adenosylcobalamin salvage from cobinamide II	60	-0.02648874482	0.4161	0.520125	False
Rhizosphere-Deep	PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	60	-0.02656773013	0.4153	0.520125	False
Rhizosphere-Deep	FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	60	0.09670345773	0.052	0.09689440994	False
Rhizosphere-Deep	UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	60	0.06389743857	0.2353	0.3361428571	False
Rhizosphere-Deep	PWY0-1061	superpathway of L-alanine biosynthesis	60	0.3107097249	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	60	0.111787	0.0086	0.02186440678	True
Rhizosphere-Deep	PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	60	-0.1864205547	0.0001	0.0005042016807	True
Rhizosphere-Deep	NAGLIPASYN-PWY	lipid IVA biosynthesis	60	-0.1450946123	0.0003	0.001161290323	True
Rhizosphere-Deep	PWY0-1479	tRNA processing	60	0.2069188242	0.0761	0.1339002933	False
Rhizosphere-Deep	PWY-2941	L-lysine biosynthesis II	60	0.3657819968	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	60	-0.150856356	0.0003	0.001161290323	True
Rhizosphere-Deep	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	60	-0.03786171495	0.478	0.5829268293	False
Rhizosphere-Deep	PWY-5100	pyruvate fermentation to acetate and lactate II	60	-0.04702944109	0.5944	0.6900580271	False
Rhizosphere-Deep	PWY-5971	palmitate biosynthesis II (bacteria and plants)	60	0.4947999523	0.0113	0.02722891566	True
Rhizosphere-Deep	PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	60	0.1460363652	0.0146	0.03435294118	True
Rhizosphere-Deep	PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	60	-0.1516723631	0.004	0.01100917431	True
Rhizosphere-Deep	P161-PWY	acetylene degradation	60	-0.002106862584	0.9754	0.9869139966	False
Rhizosphere-Deep	PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	60	0.2976565399	0.0022	0.006502463054	True
Rhizosphere-Deep	BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	60	0.1995597461	0.0335	0.06790540541	False
Rhizosphere-Deep	PWY-7242	D-fructuronate degradation	60	0.2899322597	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-181	photorespiration	60	0.2035360503	0.0226	0.05003690037	False
Rhizosphere-Deep	PWY-6519	8-amino-7-oxononanoate biosynthesis I	60	0.2018367865	0.0334	0.06790540541	False
Rhizosphere-Deep	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	60	0.231347248	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7431	aromatic biogenic amine degradation (bacteria)	60	0.13223875	0.0018	0.005567010309	True
Rhizosphere-Deep	PWY-6263	superpathway of menaquinol-8 biosynthesis II	60	0.01115088723	0.9394	0.9684536082	False
Rhizosphere-Deep	PWY-5863	superpathway of phylloquinol biosynthesis	60	0.1967203412	0.0009	0.003068181818	True
Rhizosphere-Deep	PWY-1861	formaldehyde assimilation II (RuMP Cycle)	60	0.5309220197	0.0001	0.0005042016807	True
Rhizosphere-Deep	P124-PWY	Bifidobacterium shunt	60	-0.00857955668	0.9526	0.9778983051	False
Rhizosphere-Deep	ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	60	0.2597629298	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	60	0.2028805589	0.0005	0.001775147929	True
Rhizosphere-Deep	PWY-7237	myo-, chiro- and scillo-inositol degradation	60	0.1777769814	0.0161	0.0372972973	True
