genus	prevalence_surface	prevalence_deep	prevalence_rhizosphere	mean_relative_abundance	passes_common_prevalence	abundance_rank_among_eligible	selected_primary	selected_sensitivity_pool
Oxalicibacterium	0.2588235294	0.2529411765	0.2529411765	0.0003719372937	true	211	false	false
Oxalophagus	0.8470588235	0.8	0.6647058824	0.003857232067	true	50	true	true
Oxobacter	0	0	0	0	false		false	false
Oxynema BDU 92071	0.005882352941	0.005882352941	0.01176470588	6.403746825e-07	false		false	false
P3OB-42	0.7411764706	0.7941176471	0.6	0.0003208812528	true	225	false	false
P3OB-51	0.005882352941	0	0.01176470588	1.082974735e-08	false		false	false
PMMR1	0.6470588235	0.4882352941	0.5117647059	0.0004907070673	true	186	false	false
Pacificitalea	0.005882352941	0.005882352941	0.02352941176	1.311973641e-05	false		false	false
Paenarthrobacter	0.005882352941	0	0	7.503926031e-09	false		false	false
Paenibacillus	0.9647058824	0.9588235294	0.9882352941	0.02148630803	true	9	true	true
Paeniclostridium	0.2470588235	0.2	0.1294117647	4.960948941e-05	false		false	false
Paeniglutamicibacter	0	0	0.005882352941	3.403994646e-09	false		false	false
Paenisporosarcina	0.1352941176	0.1235294118	0.1470588235	0.0002225966003	false		false	false
Pajaroellobacter	0.8117647059	0.8235294118	0.8176470588	0.0008275816627	true	136	false	false
Palleronia-Pseudomaribius	0.05294117647	0.07058823529	0.1117647059	0.0001656907628	false		false	false
Paludibaculum	0.6235294118	0.6764705882	0.6470588235	0.0002626235787	true	240	false	false
Paludicola	0.01176470588	0.005882352941	0.07058823529	7.397061199e-06	false		false	false
Paludifilum	0	0.005882352941	0.005882352941	2.811309152e-06	false		false	false
Paludisphaera	0.01176470588	0.005882352941	0.09411764706	4.431134761e-06	false		false	false
Panacagrimonas	0.01176470588	0.005882352941	0.04705882353	5.98284049e-06	false		false	false
Panacibacter	0	0.005882352941	0.005882352941	4.103347489e-08	false		false	false
Pannonibacter	0.4352941176	0.3882352941	0.4764705882	0.000433462301	true	199	false	false
Pantoea	0.5294117647	0.3764705882	0.5705882353	0.001041341106	true	119	false	false
Papillibacter	0.02352941176	0.02352941176	0.09411764706	5.048092494e-06	false		false	false
Parabacteroides	0	0	0	0	false		false	false
Parachlamydia	0	0	0	0	false		false	false
Paracoccus	0.6058823529	0.4588235294	0.6	0.000754514377	true	147	false	false
Paraconexibacter	0.6941176471	0.7588235294	0.6470588235	0.0005894067976	true	166	false	false
Paracraurococcus	0	0	0.005882352941	1.878090127e-09	false		false	false
Paraflavitalea	0.01176470588	0	0.005882352941	2.815775666e-07	false		false	false
Paraliobacillus	0.01176470588	0.01176470588	0.005882352941	3.653414321e-06	false		false	false
Paramesorhizobium	0.005882352941	0.005882352941	0.03529411765	8.545127636e-07	false		false	false
Parapedobacter	0.2117647059	0.2	0.4058823529	0.000444271087	true	195	false	false
Parapusillimonas	0	0	0.01176470588	2.465231135e-07	false		false	false
Pararcticibacter	0.01176470588	0.01176470588	0.02352941176	8.318167019e-08	false		false	false
Parasediminibacterium	0	0	0.02352941176	1.048438632e-08	false		false	false
Parasegetibacter	0.2411764706	0.2235294118	0.2647058824	0.000101804979	true	300	false	false
Parvibaculum	0.1294117647	0.1176470588	0.06470588235	0.0007529101873	false		false	false
Parvimonas	0	0	0.005882352941	7.083340179e-08	false		false	false
Parviterribacter	0.8882352941	0.8764705882	0.8058823529	0.00161365799	true	85	false	true
Parvularcula	0.005882352941	0.005882352941	0.005882352941	6.853252398e-06	false		false	false
Pasteuria	0.06470588235	0.06470588235	0.08235294118	4.637795164e-06	false		false	false
Patulibacter	0.1411764706	0.1	0.1941176471	1.787960325e-05	false		false	false
Paucimonas	0.5764705882	0.5588235294	0.6705882353	0.0003311853802	true	220	false	false
Paucisalibacillus	0.06470588235	0.04705882353	0.05294117647	4.01853402e-06	false		false	false
Pectinatus	0	0	0	0	false		false	false
Pediococcus	0.03529411765	0.02941176471	0.03529411765	2.13923716e-05	false		false	false
Pedobacter	0.5882352941	0.4352941176	0.6411764706	0.0004959771026	true	185	false	false
Pedococcus-Phycicoccus	0.005882352941	0.01176470588	0.01176470588	4.597894714e-06	false		false	false
Pedomicrobium	0.8058823529	0.7882352941	0.7411764706	0.00195434393	true	77	true	true
Pedosphaera	0.5470588235	0.5823529412	0.5882352941	0.0002096553222	true	255	false	false
Pelagerythrobacter	0.005882352941	0	0.01764705882	2.830088782e-08	false		false	false
Pelagibacterium	0.5	0.3647058824	0.6764705882	0.001190856086	true	105	false	false
Pelagibius	0.3941176471	0.2882352941	0.3294117647	0.0003649558493	true	213	false	false
Pelagicoccus	0.02352941176	0.04705882353	0.07647058824	1.424523932e-05	false		false	false
Pelotomaculum	0	0	0	0	false		false	false
Peptoniphilus	0.02941176471	0.03529411765	0.02352941176	1.712028036e-06	false		false	false
Peptostreptococcus	0	0.005882352941	0.005882352941	2.288658661e-08	false		false	false
Peredibacter	0.8941176471	0.8705882353	0.9117647059	0.001815411315	true	81	false	true
Peribacillus	0.4764705882	0.4411764706	0.3411764706	0.0005100288018	true	181	false	false
Persicitalea	0.005882352941	0.005882352941	0.01764705882	5.79800068e-07	false		false	false
Peterkaempfera	0.08235294118	0.03529411765	0.03529411765	1.20470218e-05	false		false	false
Phaeodactylibacter	0.2529411765	0.3470588235	0.2470588235	7.534956395e-05	true	311	false	false
Phaselicystis	0.8470588235	0.8117647059	0.7176470588	0.0008611024881	true	132	false	false
Phenylobacterium	0.9176470588	0.9	0.9235294118	0.00371909799	true	52	true	true
Phormidium IAM M-71	0.005882352941	0	0.01176470588	4.338119875e-06	false		false	false
Phormidium MBIC10003	0.01176470588	0.005882352941	0.01176470588	0.0004394445562	false		false	false
Phormidium SAG 37.90	0.005882352941	0	0	1.544271206e-08	false		false	false
Photobacterium	0.04705882353	0.05294117647	0.02352941176	4.499075257e-06	false		false	false
Phragmitibacter	0	0.01764705882	0.07058823529	4.112851447e-06	false		false	false
Phreatobacter	0.4647058824	0.4823529412	0.5352941176	0.0001488417642	true	280	false	false
Phycisphaera	0	0	0.005882352941	3.523134458e-07	false		false	false
Phycocomes	0	0	0.01176470588	3.163364467e-06	false		false	false
Phyllobacterium	0	0	0.005882352941	1.782940207e-07	false		false	false
Phytoactinopolyspora	0.1941176471	0.1588235294	0.2176470588	0.0001071248205	false		false	false
Phytohabitans	0.1470588235	0.09411764706	0.08235294118	4.560836484e-05	false		false	false
Phytomonospora	0	0.005882352941	0.005882352941	2.783520043e-07	false		false	false
Pigmentiphaga	0.02941176471	0.02941176471	0.09411764706	3.100092321e-06	false		false	false
Pilibacter	0.1117647059	0.06470588235	0.1882352941	0.0001522429478	false		false	false
Pir3 lineage	0	0.005882352941	0.005882352941	2.801714927e-08	false		false	false
Pir4 lineage	0.8470588235	0.8470588235	0.8117647059	0.001794197806	true	83	false	true
Pirellula	0.9117647059	0.9058823529	0.8941176471	0.00451398802	true	46	true	true
Piscibacillus	0.01764705882	0.02352941176	0.04705882353	1.770317364e-05	false		false	false
Piscinibacter	0.3823529412	0.2647058824	0.2058823529	0.0001408532486	true	285	false	false
Piscinibacterium	0.005882352941	0	0	2.197328975e-09	false		false	false
Planctomicrobium	0.1411764706	0.1294117647	0.2882352941	0.0003983892624	false		false	false
Planctopirus	0.06470588235	0.1294117647	0.1764705882	3.396341963e-05	false		false	false
Planifilum	0	0.01764705882	0.005882352941	8.647114211e-07	false		false	false
Planobispora	0.005882352941	0.01764705882	0.005882352941	1.675850169e-07	false		false	false
Planococcus	0.9176470588	0.7529411765	0.9058823529	0.01350071047	true	21	true	true
Planomonospora	0.02941176471	0.04117647059	0.05294117647	4.891411261e-06	false		false	false
Planosporangium	0.005882352941	0.02941176471	0.005882352941	1.387230847e-06	false		false	false
Planotetraspora	0	0	0	0	false		false	false
Plantactinospora	0.4647058824	0.5058823529	0.3588235294	0.0003588001375	true	216	false	false
Plastorhodobacter	0.4058823529	0.3411764706	0.5058823529	0.0007256635245	true	150	false	false
Pleomorphomonas	0.05294117647	0.05882352941	0.01176470588	2.933235251e-05	false		false	false
Plot4-2H12	0	0	0.01764705882	5.997779345e-08	false		false	false
Pluralibacter	0.1176470588	0.02352941176	0.08823529412	5.570380864e-05	false		false	false
Polyangium	0.2294117647	0.2294117647	0.2411764706	5.273933676e-05	true	326	false	false
Polycyclovorans	0.5764705882	0.7	0.5882352941	0.0009057420728	true	127	false	false
Polygonibacillus	0.2117647059	0.2176470588	0.2823529412	0.0007724815591	true	145	false	false
Polymorphum	0	0	0	0	false		false	false
Pontibacillus	0.04705882353	0.01764705882	0.04117647059	5.08932192e-05	false		false	false
Pontibacter	0.9352941176	0.8823529412	0.9470588235	0.007265200595	true	32	true	true
Populibacterium	0.01764705882	0.03529411765	0.01176470588	5.103938718e-06	false		false	false
Porphyromonas	0.05294117647	0.07647058824	0.01764705882	1.807304325e-05	false		false	false
Povalibacter	0.08823529412	0.1	0.07647058824	9.482034778e-06	false		false	false
Prauserella	0.7176470588	0.6352941176	0.5941176471	0.002877456295	true	59	true	true
Prevotella	0.02352941176	0.04117647059	0.02352941176	1.204777888e-05	false		false	false
Prevotellaceae UCG-001	0	0.005882352941	0	2.201605653e-08	false		false	false
Priestia	0.4176470588	0.4294117647	0.3882352941	0.0002116961605	true	252	false	false
Procabacter	0.08823529412	0.07058823529	0.1705882353	1.039418144e-05	false		false	false
Prochlorococcus MIT9313	0	0.005882352941	0	1.181104989e-07	false		false	false
Promicromonospora	0.2117647059	0.1764705882	0.2588235294	0.0001999502225	false		false	false
Propionicicella	0	0	0.005882352941	5.19677376e-08	false		false	false
Propionispora	0	0	0.005882352941	7.79516064e-09	false		false	false
Propionivibrio	0.01176470588	0.005882352941	0.03529411765	4.329964752e-06	false		false	false
Prosthecobacter	0.2352941176	0.3588235294	0.3941176471	0.0001007896104	true	301	false	false
Prosthecomicrobium	0.05882352941	0.05882352941	0.1294117647	6.87076e-06	false		false	false
Proteiniborus	0	0	0	0	false		false	false
Proteiniphilum	0.03529411765	0	0.01764705882	1.363734521e-05	false		false	false
Proteus	0	0.005882352941	0	1.526828161e-07	false		false	false
Providencia	0.1235294118	0.05882352941	0.01176470588	0.000387902212	false		false	false
Pseudactinotalea	0.06470588235	0.06470588235	0.1352941176	1.914003974e-05	false		false	false
Pseudalkalibacillus	0.3764705882	0.3941176471	0.2588235294	0.0002678000188	true	238	false	false
Pseudaminobacter	0.4882352941	0.5176470588	0.6117647059	0.0003134112505	true	229	false	false
Pseudanabaena NgrPSln22	0.005882352941	0.005882352941	0	2.553513204e-08	false		false	false
Pseudarthrobacter	0.2823529412	0.1941176471	0.2882352941	0.0002524668007	false		false	false
Pseudazoarcus	0.05882352941	0.03529411765	0.03529411765	1.371810156e-05	false		false	false
Pseudenhygromyxa	0.01176470588	0.005882352941	0.01764705882	1.920590383e-06	false		false	false
Pseudidiomarina	0.005882352941	0.01764705882	0.02941176471	4.452969871e-05	false		false	false
Pseudobacteriovorax	0.01176470588	0.005882352941	0.005882352941	2.441423569e-06	false		false	false
Pseudobacteroides	0	0	0.005882352941	8.319194862e-09	false		false	false
Pseudobdellovibrio	0.4764705882	0.3823529412	0.3235294118	9.564612128e-05	true	302	false	false
Pseudochrobactrum	0	0	0	0	false		false	false
Pseudoclavibacter	0.1647058824	0.1117647059	0.2647058824	6.684362331e-05	false		false	false
Pseudoflavonifractor	0	0	0	0	false		false	false
Pseudofulvimonas	0.05294117647	0.02941176471	0.1352941176	1.070136551e-05	false		false	false
Pseudogracilibacillus	0.005882352941	0.005882352941	0	1.451825221e-07	false		false	false
Pseudohongiella	0.01176470588	0.02941176471	0.1	2.515831929e-05	false		false	false
Pseudokineococcus	0.03529411765	0.02352941176	0.01176470588	1.175294418e-06	false		false	false
Pseudolabrys	0.2764705882	0.3941176471	0.3235294118	0.000148407287	true	282	false	false
Pseudoleptotrichia	0.04117647059	0.03529411765	0.005882352941	9.092438335e-07	false		false	false
Pseudolysinimonas	0.3	0.3294117647	0.4	0.0001346436844	true	286	false	false
Pseudomonas	0.8411764706	0.7	0.8588235294	0.005695073798	true	39	true	true
Pseudonocardia	0.8941176471	0.8705882353	0.8470588235	0.00504963317	true	42	true	true
Pseudooceanicola	0.005882352941	0	0.01176470588	4.648324382e-06	false		false	false
Pseudopedobacter	0	0	0.005882352941	1.414122671e-08	false		false	false
Pseudoprevotella	0.01764705882	0.02352941176	0.09411764706	4.895982214e-06	false		false	false
Pseudorhizobium	0.04705882353	0.03529411765	0.08235294118	3.004548225e-05	false		false	false
Pseudorhodoplanes	0.2176470588	0.2117647059	0.2647058824	3.540470039e-05	true	334	false	false
Pseudothermotoga	0.1823529412	0.1588235294	0.05294117647	1.93299171e-05	false		false	false
Pseudoxanthobacter	0.01764705882	0.02941176471	0.1058823529	1.464316582e-05	false		false	false
Pseudoxanthomonas	0.1588235294	0.1352941176	0.1941176471	4.209479033e-05	false		false	false
Psychrobacillus	0.1	0.05294117647	0.08823529412	1.704779793e-05	false		false	false
Psychrobacter	0	0.005882352941	0.005882352941	2.506705983e-05	false		false	false
Psychroglaciecola	0.5117647059	0.4647058824	0.3588235294	0.0004082348374	true	207	false	false
Pueribacillus	0.01176470588	0.005882352941	0.005882352941	1.448969702e-07	false		false	false
Puia	0.1294117647	0.1058823529	0.1764705882	4.240926176e-05	false		false	false
Pullulanibacillus	0.2294117647	0.1823529412	0.2	5.407048188e-05	false		false	false
Pusillibacter	0.02352941176	0.005882352941	0.06470588235	2.730614282e-06	false		false	false
Pusillimonas	0.02352941176	0.005882352941	0.03529411765	2.061706764e-06	false		false	false
Pyrinomonas	0.2823529412	0.2941176471	0.1470588235	7.376614598e-05	false		false	false
Pyxidicoccus	0.05882352941	0.07647058824	0.1294117647	6.927547342e-05	false		false	false
Qinpengyuania	0.01176470588	0.01176470588	0.01764705882	1.995410671e-06	false		false	false
Qipengyuania	0	0.01176470588	0.005882352941	1.528447634e-06	false		false	false
Quadrisphaera	0.6352941176	0.5294117647	0.3823529412	0.0005019806147	true	183	false	false
RB41	0.01176470588	0.005882352941	0	1.788790183e-07	false		false	false
RCP1-48	0.01176470588	0.02941176471	0.01764705882	0.0009353306547	false		false	false
RS25G	0	0.005882352941	0.01176470588	1.970079012e-08	false		false	false
Racemicystis	0.005882352941	0.02352941176	0.01764705882	5.994781864e-08	false		false	false
Rahnella	0.07058823529	0.04705882353	0.02352941176	7.101051551e-06	false		false	false
Ralstonia	0.01176470588	0.01764705882	0.005882352941	4.275334232e-07	false		false	false
Ramlibacter	0.9529411765	0.9294117647	0.9588235294	0.01451175951	true	17	true	true
Raoultibacter	0.02352941176	0.01176470588	0.08235294118	7.918280651e-06	false		false	false
Rathayibacter	0.05882352941	0.02941176471	0.02941176471	7.15188441e-06	false		false	false
Renibacterium	0.005882352941	0.01764705882	0	2.875507046e-06	false		false	false
Reyranella	0.2647058824	0.2470588235	0.2470588235	5.150376332e-05	true	328	false	false
Rhabdanaerobium	0	0	0	0	false		false	false
Rhabdobacter	0.005882352941	0	0.02352941176	1.079606976e-06	false		false	false
Rheinheimera	0.09411764706	0.07647058824	0.04117647059	1.557833373e-05	false		false	false
Rhizobacter	0.07647058824	0.09411764706	0.1058823529	1.356079083e-05	false		false	false
Rhizobium	0.3647058824	0.3470588235	0.4764705882	0.0001572296474	true	276	false	false
Rhizocola	0.005882352941	0.01176470588	0	3.666926788e-07	false		false	false
Rhizomicrobium	0	0	0.005882352941	7.884346104e-09	false		false	false
Rhizorhabdus	0.5588235294	0.6117647059	0.5823529412	0.0007250722607	true	151	false	false
Rhizorhapis	0	0	0.005882352941	2.484916091e-07	false		false	false
Rhodobaculum	0.01176470588	0.02941176471	0.05882352941	1.519505521e-05	false		false	false
Rhodobium	0	0	0.005882352941	2.628115368e-09	false		false	false
Rhodocista	0.6764705882	0.5411764706	0.7529411765	0.001389353909	true	96	false	true
Rhodococcus	0.4588235294	0.3470588235	0.4529411765	0.0005325674079	true	175	false	false
Rhodocytophaga	0.6823529412	0.5470588235	0.5411764706	0.0005482220118	true	172	false	false
Rhodohalobacter	0	0	0.005882352941	8.769631565e-06	false		false	false
Rhodoligotrophos	0.2647058824	0.2470588235	0.3882352941	5.196185615e-05	true	327	false	false
Rhodoluna	0.005882352941	0	0	1.258875429e-07	false		false	false
Rhodomicrobium	0.1117647059	0.08823529412	0.1411764706	0.0001522284035	false		false	false
Rhodopila	0.04117647059	0.04705882353	0.03529411765	3.21128336e-06	false		false	false
Rhodopirellula	0	0	0.005882352941	2.382796252e-08	false		false	false
Rhodoplanes	0.6235294118	0.7235294118	0.6058823529	0.0005163083075	true	178	false	false
Rhodopseudomonas	0.01764705882	0.01176470588	0	7.59665157e-07	false		false	false
Rhodovarius	0.3470588235	0.4	0.2294117647	6.976943573e-05	true	317	false	false
Rhodovibrio	0.005882352941	0	0.01764705882	6.81126565e-07	false		false	false
Rhodovulum	0.005882352941	0.01176470588	0.005882352941	4.474240469e-05	false		false	false
Rickettsia	0.005882352941	0.005882352941	0.01176470588	1.831783293e-07	false		false	false
Rickettsiella	0	0	0.01176470588	2.350415389e-08	false		false	false
Rikenellaceae RC9 gut group	0	0	0.005882352941	1.036586368e-08	false		false	false
Risungbinella	0.06470588235	0.09411764706	0.04117647059	1.547074183e-05	false		false	false
Rivibacter	0.4823529412	0.4	0.3588235294	0.0002018112342	true	257	false	false
Romboutsia	0.5058823529	0.3882352941	0.4705882353	0.0001576820366	true	274	false	false
Roseateles	0.03529411765	0.05294117647	0.005882352941	1.172584671e-05	false		false	false
Roseibium	0.07647058824	0.05882352941	0.01176470588	0.0001306835084	false		false	false
Roseicella	0.8647058824	0.8647058824	0.8705882353	0.001594872607	true	86	false	true
Roseiflexus	0.02352941176	0.02352941176	0.02352941176	3.344308825e-06	false		false	false
Roseimaritima	0.08235294118	0.08235294118	0.1470588235	3.627676448e-05	false		false	false
Roseimicrobium	0.05294117647	0.04705882353	0.1235294118	1.501947555e-05	false		false	false
Roseisolibacter	0.9058823529	0.8470588235	0.8176470588	0.002936714086	true	58	true	true
Roseivirga	0	0	0.01764705882	2.394740137e-08	false		false	false
Roseomonas	0.9294117647	0.8941176471	0.9529411765	0.006536985534	true	35	true	true
Roseovarius	0.02352941176	0.02352941176	0.01764705882	2.10934534e-05	false		false	false
Rossellomorea	0.1588235294	0.07647058824	0.08823529412	0.0001183875837	false		false	false
Rothia	0.08823529412	0.1352941176	0.05294117647	3.649374764e-05	false		false	false
Rs-D38 termite group	0	0	0.005882352941	3.815371575e-09	false		false	false
Rs-H88 termite group	0	0	0.005882352941	3.377902944e-08	false		false	false
Ruania	0	0	0	0	false		false	false
Rubellimicrobium	0.9588235294	0.9411764706	0.9705882353	0.01627653481	true	14	true	true
Rubinisphaera	0.02352941176	0.01764705882	0.05882352941	3.327719332e-05	false		false	false
Rubribacterium	0.01176470588	0.01764705882	0	7.356981064e-06	false		false	false
Rubricoccus	0	0	0	0	false		false	false
Rubrimonas	0	0	0	0	false		false	false
Rubritepida	0.8470588235	0.7764705882	0.6823529412	0.001131134292	true	112	false	false
Rubrivirga	0.07058823529	0.03529411765	0.1	4.436237317e-05	false		false	false
Rubrivivax	0.1882352941	0.2352941176	0.1647058824	3.599473857e-05	false		false	false
Rubrobacter	0.9352941176	0.8941176471	0.8764705882	0.01793463369	true	11	true	true
Rufibacter	0.7470588235	0.5764705882	0.7176470588	0.000816291428	true	138	false	false
Ruminiclostridium	0.04705882353	0.04705882353	0.1058823529	4.05535561e-06	false		false	false
Ruminococcus	0.005882352941	0.005882352941	0.04705882353	5.347545881e-07	false		false	false
Rummeliibacillus	0.01176470588	0.01176470588	0	1.367015963e-06	false		false	false
Rurimicrobium	0	0.005882352941	0	2.674345032e-09	false		false	false
SCGC AAA164-E04	0.04705882353	0.06470588235	0.05294117647	1.547552553e-06	false		false	false
SH-PL14	0.6	0.5941176471	0.6705882353	0.0009597953232	true	125	false	false
SKP-2	0.03529411765	0.03529411765	0.02941176471	5.017540967e-05	false		false	false
SM1A02	0.7529411765	0.7411764706	0.7176470588	0.0006195178571	true	164	false	false
SN8	0.03529411765	0.005882352941	0	5.947712002e-06	false		false	false
SWB02	0.4058823529	0.4529411765	0.4705882353	0.0001188862602	true	292	false	false
SZB85	0.5941176471	0.5764705882	0.4117647059	0.0004985012052	true	184	false	false
Saccharibacillus	0.7058823529	0.5235294118	0.6411764706	0.001428475095	true	92	false	true
Saccharomonospora	0.6294117647	0.5705882353	0.5823529412	0.001238872891	true	104	false	false
Saccharopolyspora	0.8705882353	0.8294117647	0.7705882353	0.004209880452	true	48	true	true
Saccharospirillum	0.03529411765	0.05882352941	0.05294117647	0.0003199156607	false		false	false
Saccharothrix	0.6352941176	0.6058823529	0.5176470588	0.001093464793	true	116	false	false
Salarchaeum	0	0.005882352941	0.005882352941	8.075231755e-07	false		false	false
Salegentibacter	0.005882352941	0.005882352941	0	1.321084407e-07	false		false	false
Salibacter	0	0	0	0	false		false	false
Salibacterium	0.005882352941	0.01176470588	0.01764705882	1.408978871e-05	false		false	false
Salibaculum	0	0.01176470588	0	2.976442316e-06	false		false	false
Salilacibacter	0	0.005882352941	0	0.0001465813268	false		false	false
Salimicrobium	0.01176470588	0	0.005882352941	1.479798924e-06	false		false	false
Salinactinospora	0	0	0.005882352941	6.147081258e-06	false		false	false
Salinarchaeum	0	0.005882352941	0.005882352941	4.830154214e-07	false		false	false
Salinarimonas	0.2941176471	0.2529411765	0.2	0.000126112064	true	289	false	false
Salinibacillus	0.01764705882	0.04705882353	0.05294117647	3.097247557e-05	false		false	false
Salinibacter	0.05882352941	0.07058823529	0.1	0.0001877556385	false		false	false
Salinibaculum	0	0.005882352941	0.005882352941	5.058149958e-07	false		false	false
Salinicoccus	0.3294117647	0.1470588235	0.1235294118	3.785662624e-05	false		false	false
Salinicola	0.03529411765	0.04117647059	0.1352941176	3.637477063e-05	false		false	false
Salinigranum	0	0	0	0	false		false	false
Salinimicrobium	0.1705882353	0.07647058824	0.1411764706	0.0008702663173	false		false	false
Salinirepens	0	0.005882352941	0	1.97743716e-07	false		false	false
Salinirubrum	0	0.005882352941	0	7.814367878e-08	false		false	false
Salinirussus	0	0.005882352941	0	2.031735648e-08	false		false	false
Salinisphaera	0.01176470588	0.03529411765	0.04705882353	0.0001423861321	false		false	false
Salinispirillum	0.01176470588	0.005882352941	0.005882352941	7.044309965e-06	false		false	false
Salinispora	0	0	0	0	false		false	false
Salinithrix	0	0.005882352941	0	1.501719132e-07	false		false	false
Salinivenus	0.01176470588	0.01176470588	0.01764705882	7.91480967e-06	false		false	false
Salipaludibacillus	0	0.01176470588	0	7.72053655e-09	false		false	false
Saliphagus	0	0.005882352941	0	3.594609224e-08	false		false	false
Salirhabdus	0.1294117647	0.1176470588	0.1470588235	0.0004782490796	false		false	false
Saliterribacillus	0.005882352941	0.005882352941	0.01764705882	8.291943662e-06	false		false	false
Salmonella	0.1529411765	0.1058823529	0.1117647059	0.001046139506	false		false	false
Sandaracinobacter	0.5823529412	0.5176470588	0.6529411765	0.0005315710118	true	176	false	false
Sandaracinomonas	0	0.005882352941	0	1.172888586e-08	false		false	false
Sandaracinus	0.7823529412	0.8294117647	0.8294117647	0.000515232537	true	179	false	false
Sandarakinorhabdus	0	0	0	0	false		false	false
Sanguibacter	0.005882352941	0	0	1.905982129e-08	false		false	false
Sarcina	0	0	0	0	false		false	false
Scardovia	0	0	0	0	false		false	false
Schaalia	0.05882352941	0.06470588235	0.005882352941	4.03857177e-06	false		false	false
Schinkia	0.2764705882	0.2411764706	0.4176470588	0.0004116614555	true	205	false	false
Schnuerera	0	0.005882352941	0	5.904611732e-08	false		false	false
Schumannella	0.005882352941	0	0	2.143861511e-08	false		false	false
Sciscionella	0	0	0.02941176471	2.747180926e-06	false		false	false
Scopulibacillus	0	0	0.005882352941	3.74439411e-08	false		false	false
Scytonema UTEX 2349	0.005882352941	0	0	5.10761367e-07	false		false	false
Sediminibacillus	0.2176470588	0.2058823529	0.2294117647	0.001441112178	true	91	false	true
Sediminibacterium	0.01176470588	0.03529411765	0.05294117647	5.422554675e-07	false		false	false
Sediminispirochaeta	0	0	0	0	false		false	false
Sediminivirga	0.02352941176	0.02941176471	0.1470588235	2.420260099e-05	false		false	false
Segatella	0.01176470588	0	0	1.385263549e-07	false		false	false
Segetibacter	0.9235294118	0.8823529412	0.8705882353	0.004647015847	true	45	true	true
Segniliparus	0	0	0.005882352941	4.906698201e-09	false		false	false
Seinonella	0.07058823529	0.06470588235	0.07647058824	8.406230441e-06	false		false	false
Selenomonas	0	0	0.005882352941	1.174797883e-07	false		false	false
Serinibacter	0	0	0	0	false		false	false
Serinicoccus	0	0	0	0	false		false	false
Serratia	0.07058823529	0.01764705882	0.03529411765	8.621720953e-06	false		false	false
Shewanella	0.01764705882	0.01764705882	0	5.483108742e-07	false		false	false
Shimazuella	0.3117647059	0.2941176471	0.2470588235	0.0001726052377	true	266	false	false
Shimwellia	0	0	0.005882352941	1.143742201e-06	false		false	false
Shinella	0.04117647059	0.04705882353	0.06470588235	1.475992497e-05	false		false	false
Shouchella	0.2058823529	0.1882352941	0.2176470588	3.850712239e-05	false		false	false
Shuttleworthia	0	0	0	0	false		false	false
Siccibacter	0	0	0.01176470588	6.710266962e-08	false		false	false
Siccirubricoccus	0.3352941176	0.3058823529	0.4	0.0001125571664	true	295	false	false
Silanimonas	0	0.01176470588	0.01176470588	8.66500356e-07	false		false	false
Silvibacterium	0.005882352941	0.005882352941	0	1.504244005e-07	false		false	false
Siminovitchia	0.005882352941	0	0	2.327835262e-07	false		false	false
Simkania	0	0	0.02352941176	1.957061646e-07	false		false	false
Simplicispira	0	0	0	0	false		false	false
Singulisphaera	0.04117647059	0.01764705882	0.05294117647	2.248884213e-06	false		false	false
Sinimarinibacterium	0	0.01764705882	0.03529411765	2.572706115e-07	false		false	false
Sinomicrobium	0	0	0.005882352941	5.446391433e-08	false		false	false
Sinomonas	0	0.005882352941	0.005882352941	1.041062433e-06	false		false	false
Skermanella	0.4647058824	0.4529411765	0.3117647059	0.0003048997864	true	230	false	false
Skermania	0.01176470588	0	0.01176470588	3.274586474e-07	false		false	false
Smaragdicoccus	0.04705882353	0.06470588235	0.08235294118	1.821943542e-05	false		false	false
Solibacillus	0.1294117647	0.04117647059	0.05294117647	7.372504873e-06	false		false	false
Solimicrobium	0	0	0.005882352941	5.888037842e-09	false		false	false
Solimonas	0.05882352941	0.04705882353	0.05882352941	1.16725711e-05	false		false	false
Solirubrobacter	0.9352941176	0.8882352941	0.8941176471	0.01064539228	true	25	true	true
Sorangium	0.5647058824	0.5941176471	0.3647058824	0.0001429662635	true	284	false	false
Sphaerimonospora	0.005882352941	0	0	5.774351937e-08	false		false	false
Sphaerisporangium	0.1529411765	0.1647058824	0.1882352941	3.425806007e-05	false		false	false
Sphaerobacter	0.2823529412	0.3588235294	0.2470588235	0.0001189189421	true	291	false	false
Sphingoaurantiacus	0.9176470588	0.8941176471	0.9470588235	0.007672369637	true	30	true	true
Sphingobacterium	0.1294117647	0.1058823529	0.2588235294	9.948941281e-05	false		false	false
Sphingobium	0.03529411765	0.005882352941	0.08235294118	6.70928137e-06	false		false	false
Sphingomonas	0.9	0.8529411765	0.8176470588	0.002614232811	true	64	true	true
Sphingopyxis	0.05294117647	0.03529411765	0.01764705882	6.461431771e-06	false		false	false
Sphingosinicella	0	0.005882352941	0	1.959792659e-08	false		false	false
Spirilliplanes	0	0	0	0	false		false	false
Spirillospora	0.02941176471	0	0.01176470588	2.972585485e-06	false		false	false
Spirochaeta	0	0	0.01764705882	5.182446419e-07	false		false	false
Spirosoma	0	0.01176470588	0.005882352941	7.873737209e-07	false		false	false
Spongiactinospora	0.02352941176	0.04117647059	0.09411764706	1.249424878e-05	false		false	false
