campaign	site	compartment	sequencing_replicates	aggregate_library_size	passes_read_qc	in_exact_matched_cohort
4	57	Surface	1	151359	true	true
4	58	Surface	1	71290	true	true
4	59	Surface	1	128389	true	true
4	60	Surface	1	36470	true	true
5	2	Surface	2	892349	true	true
5	4	Surface	2	2090409	true	true
5	5	Surface	2	1131628	true	true
5	6	Surface	2	1177613	true	true
5	11	Surface	1	926553	true	true
5	12	Surface	2	914604	true	true
5	13	Surface	1	415813	true	false
5	14	Surface	1	310349	true	true
5	15	Surface	2	761829	true	true
5	16	Surface	1	265584	true	true
5	19	Surface	1	548969	true	true
5	20	Surface	1	461803	true	false
5	21	Surface	1	522095	true	true
5	25	Surface	2	1166008	true	true
5	26	Surface	1	342665	true	true
5	30	Surface	1	460280	true	false
5	38	Surface	1	499123	true	false
5	39	Surface	1	183097	true	true
5	40	Surface	1	959412	true	true
5	42	Surface	1	564060	true	false
5	45	Surface	1	475395	true	true
5	55	Surface	2	624287	true	true
1	1	Deep	2	103126	true	true
1	2	Deep	3	789826	true	true
1	3	Deep	2	404331	true	true
1	4	Deep	3	721857	true	true
1	5	Deep	2	89434	true	false
1	6	Deep	2	367000	true	true
1	7	Deep	2	223473	true	true
1	9	Deep	2	201608	true	true
1	10	Deep	1	269434	true	true
1	11	Deep	2	369599	true	true
1	12	Deep	2	484870	true	true
1	13	Deep	2	1693313	true	false
1	14	Deep	3	1468631	true	true
1	15	Deep	2	957035	true	true
1	16	Deep	2	330326	true	true
1	17	Deep	3	207370	true	true
1	18	Deep	1	167634	true	true
1	19	Deep	2	138767	true	false
1	20	Deep	2	634784	true	true
1	21	Deep	1	192479	true	false
1	22	Deep	3	784692	true	true
1	23	Deep	2	160200	true	true
1	24	Deep	2	590517	true	false
1	25	Deep	2	752790	true	true
1	26	Deep	3	1023498	true	true
1	27	Deep	3	763088	true	true
1	28	Deep	2	161691	true	true
1	29	Deep	3	576070	true	true
1	30	Deep	1	79950	true	true
1	31	Deep	1	204213	true	true
1	33	Deep	3	878177	true	true
1	34	Deep	2	593264	true	true
1	35	Deep	2	1001324	true	true
1	36	Deep	2	314803	true	false
1	37	Deep	2	340562	true	true
1	38	Deep	2	357172	true	true
1	39	Deep	2	143776	true	true
1	40	Deep	2	332890	true	false
1	41	Deep	1	6143	true	false
1	42	Deep	1	79096	true	true
1	43	Deep	2	423312	true	true
1	44	Deep	1	482953	true	false
1	45	Deep	2	414220	true	true
1	46	Deep	1	53256	true	false
1	47	Deep	2	183052	true	true
1	48	Deep	1	130591	true	false
1	49	Deep	1	138821	true	true
1	50	Deep	2	80355	true	true
1	51	Deep	2	1068496	true	true
1	52	Deep	1	328057	true	false
1	53	Deep	2	179843	true	true
1	54	Deep	2	375863	true	true
1	55	Deep	1	65316	true	true
1	56	Deep	2	41197	true	false
1	57	Deep	1	15265	true	true
1	60	Deep	2	256719	true	false
2	1	Deep	1	1170	false	false
2	2	Deep	1	9504	true	false
2	3	Deep	1	4903	true	false
2	6	Deep	2	595020	true	true
2	7	Deep	1	315435	true	false
2	8	Deep	1	2127	true	true
3	1	Deep	3	408814	true	true
3	2	Deep	3	168522	true	true
3	3	Deep	3	1173640	true	true
3	4	Deep	2	102703	true	true
3	5	Deep	2	63622	true	true
3	6	Deep	1	256253	true	true
3	7	Deep	3	742321	true	true
3	8	Deep	3	1276603	true	true
3	9	Deep	3	1075586	true	true
3	10	Deep	3	1181947	true	true
3	11	Deep	3	1044709	true	true
3	12	Deep	2	292649	true	true
3	13	Deep	3	715756	true	true
3	14	Deep	3	1221960	true	true
3	15	Deep	3	338268	true	true
3	16	Deep	3	483381	true	true
3	17	Deep	3	1309840	true	true
3	18	Deep	3	990772	true	true
3	19	Deep	3	1734710	true	true
3	20	Deep	3	707002	true	true
3	21	Deep	3	518719	true	true
3	22	Deep	3	813313	true	true
3	23	Deep	3	700189	true	true
3	24	Deep	2	325965	true	true
3	25	Deep	3	616235	true	true
3	26	Deep	2	253551	true	true
3	27	Deep	2	289611	true	true
3	28	Deep	3	1236189	true	true
3	29	Deep	3	501991	true	true
3	30	Deep	3	1198872	true	true
3	31	Deep	2	337683	true	true
3	32	Deep	3	812890	true	true
3	33	Deep	4	713026	true	true
3	34	Deep	3	1208228	true	true
3	35	Deep	3	885045	true	true
3	36	Deep	3	730572	true	true
3	37	Deep	3	674514	true	true
3	38	Deep	2	736650	true	true
3	39	Deep	2	821685	true	true
3	40	Deep	4	1223608	true	true
3	41	Deep	2	117516	true	false
3	42	Deep	3	953851	true	true
3	43	Deep	4	1301894	true	true
3	44	Deep	3	661864	true	true
3	45	Deep	3	596595	true	true
3	46	Deep	1	136681	true	false
3	47	Deep	2	219072	true	true
3	48	Deep	3	419961	true	true
3	49	Deep	3	481865	true	true
3	50	Deep	3	1138474	true	true
3	51	Deep	1	170317	true	true
3	53	Deep	3	278814	true	true
3	57	Deep	2	143344	true	true
3	58	Deep	2	8000	true	true
3	59	Deep	2	39660	true	true
4	1	Deep	1	272215	true	true
4	2	Deep	1	104206	true	false
4	3	Deep	1	214574	true	true
4	4	Deep	1	270264	true	true
4	5	Deep	1	223515	true	true
4	6	Deep	1	196596	true	true
4	7	Deep	1	268724	true	true
4	8	Deep	1	346146	true	true
4	9	Deep	1	231631	true	true
4	10	Deep	1	246079	true	true
4	11	Deep	1	135165	true	true
4	12	Deep	1	351042	true	true
4	13	Deep	1	254393	true	true
4	14	Deep	1	359686	true	true
4	15	Deep	1	246117	true	true
4	16	Deep	1	267501	true	true
4	17	Deep	1	260188	true	true
4	18	Deep	1	186168	true	true
4	19	Deep	1	83412	true	true
4	20	Deep	1	236873	true	true
4	21	Deep	1	291698	true	true
4	22	Deep	1	238391	true	true
4	23	Deep	1	47529	true	true
4	24	Deep	1	193301	true	true
4	25	Deep	1	286657	true	true
4	26	Deep	1	330467	true	true
4	27	Deep	1	260339	true	true
4	28	Deep	1	248259	true	true
4	29	Deep	1	295585	true	true
4	30	Deep	1	263986	true	true
4	31	Deep	1	199788	true	true
4	32	Deep	1	249668	true	true
4	33	Deep	1	295436	true	true
4	35	Deep	1	150675	true	true
4	36	Deep	1	177926	true	true
4	37	Deep	1	333094	true	true
4	38	Deep	1	241076	true	true
4	39	Deep	1	201572	true	true
4	40	Deep	1	72847	true	false
4	41	Deep	1	219233	true	true
4	42	Deep	1	48250	true	true
4	43	Deep	1	216063	true	true
4	44	Deep	1	271137	true	true
4	45	Deep	1	277732	true	true
4	46	Deep	1	181843	true	true
4	47	Deep	1	62965	true	true
4	48	Deep	1	25307	true	true
4	49	Deep	1	110569	true	true
4	50	Deep	1	301540	true	true
4	51	Deep	1	227916	true	true
4	52	Deep	1	47333	true	true
4	53	Deep	1	1014	false	false
4	54	Deep	1	49681	true	true
4	55	Deep	1	86936	true	true
4	56	Deep	1	11718	true	true
4	57	Deep	1	37965	true	true
4	58	Deep	1	4865	true	true
4	59	Deep	1	12824	true	true
4	60	Deep	1	207508	true	true
5	1	Deep	2	646665	true	false
5	2	Deep	2	749483	true	true
5	4	Deep	3	1466366	true	true
5	5	Deep	2	614247	true	true
5	6	Deep	1	372424	true	true
5	7	Deep	3	1345089	true	false
5	8	Deep	1	236356	true	false
5	10	Deep	1	479459	true	false
5	11	Deep	1	378651	true	true
5	12	Deep	1	258110	true	true
5	14	Deep	1	501527	true	true
5	15	Deep	3	1254479	true	true
5	16	Deep	3	1228684	true	true
5	17	Deep	2	844423	true	false
5	19	Deep	2	3028093	true	true
5	21	Deep	2	500253	true	true
5	23	Deep	1	387385	true	false
5	24	Deep	1	272636	true	false
5	25	Deep	1	263607	true	true
5	26	Deep	2	465901	true	true
5	27	Deep	2	759192	true	false
5	28	Deep	2	660648	true	false
5	31	Deep	2	886430	true	false
5	34	Deep	1	432303	true	false
5	35	Deep	1	685504	true	false
5	37	Deep	1	103934	true	false
5	39	Deep	2	1045049	true	true
5	40	Deep	1	425104	true	true
5	41	Deep	1	277260	true	false
5	43	Deep	3	957480	true	false
5	44	Deep	1	342536	true	false
5	45	Deep	3	1254602	true	true
5	48	Deep	3	1196414	true	false
5	49	Deep	1	337443	true	false
5	55	Deep	1	588233	true	true
1	1	Rhizosphere	2	231239	true	true
1	2	Rhizosphere	2	203534	true	true
1	3	Rhizosphere	3	445971	true	true
1	4	Rhizosphere	3	2117709	true	true
1	6	Rhizosphere	2	731561	true	true
1	7	Rhizosphere	1	10949	true	true
1	8	Rhizosphere	3	287079	true	false
1	9	Rhizosphere	2	339701	true	true
1	10	Rhizosphere	2	427659	true	true
1	11	Rhizosphere	3	1286660	true	true
1	12	Rhizosphere	2	177477	true	true
1	14	Rhizosphere	2	880039	true	true
1	15	Rhizosphere	3	1706668	true	true
1	16	Rhizosphere	3	1481785	true	true
1	17	Rhizosphere	2	219226	true	true
1	18	Rhizosphere	2	1134171	true	true
1	20	Rhizosphere	2	590285	true	true
1	22	Rhizosphere	2	460310	true	true
1	23	Rhizosphere	3	188664	true	true
1	25	Rhizosphere	1	329264	true	true
1	26	Rhizosphere	2	290143	true	true
1	27	Rhizosphere	2	747046	true	true
1	28	Rhizosphere	2	405565	true	true
1	29	Rhizosphere	3	503760	true	true
1	30	Rhizosphere	2	762674	true	true
1	31	Rhizosphere	2	438724	true	true
1	32	Rhizosphere	3	523561	true	false
1	33	Rhizosphere	2	600123	true	true
1	34	Rhizosphere	2	475765	true	true
1	35	Rhizosphere	2	119968	true	true
1	37	Rhizosphere	2	765171	true	true
1	38	Rhizosphere	2	512438	true	true
1	39	Rhizosphere	3	756274	true	true
1	40	Rhizosphere	2	361805	true	false
1	41	Rhizosphere	1	107003	true	false
1	42	Rhizosphere	2	503096	true	true
1	43	Rhizosphere	1	202979	true	true
1	44	Rhizosphere	2	186983	true	false
1	45	Rhizosphere	1	183490	true	true
1	46	Rhizosphere	1	1266	false	false
1	47	Rhizosphere	1	14585	true	true
1	49	Rhizosphere	1	71851	true	true
1	50	Rhizosphere	2	601787	true	true
1	51	Rhizosphere	1	277160	true	true
1	53	Rhizosphere	2	339706	true	true
1	54	Rhizosphere	3	163675	true	true
1	55	Rhizosphere	2	114015	true	true
1	57	Rhizosphere	2	519362	true	true
1	58	Rhizosphere	1	129940	true	false
1	59	Rhizosphere	1	7176	true	false
2	1	Rhizosphere	1	314644	true	false
2	2	Rhizosphere	2	502044	true	false
2	4	Rhizosphere	1	386093	true	false
2	5	Rhizosphere	1	173200	true	false
2	6	Rhizosphere	2	20893	true	true
2	7	Rhizosphere	2	206521	true	false
2	8	Rhizosphere	2	413708	true	true
3	1	Rhizosphere	4	162747	true	true
3	2	Rhizosphere	3	192722	true	true
3	3	Rhizosphere	2	364451	true	true
3	4	Rhizosphere	2	114073	true	true
3	5	Rhizosphere	1	45798	true	true
3	6	Rhizosphere	3	571135	true	true
3	7	Rhizosphere	3	720422	true	true
3	8	Rhizosphere	3	509236	true	true
3	9	Rhizosphere	3	433808	true	true
3	10	Rhizosphere	2	422905	true	true
3	11	Rhizosphere	3	907073	true	true
3	12	Rhizosphere	3	370360	true	true
3	13	Rhizosphere	3	327159	true	true
3	14	Rhizosphere	3	236548	true	true
3	15	Rhizosphere	4	236398	true	true
3	16	Rhizosphere	3	456006	true	true
3	17	Rhizosphere	3	409797	true	true
3	18	Rhizosphere	3	1647821	true	true
3	19	Rhizosphere	3	435867	true	true
3	20	Rhizosphere	3	886004	true	true
3	21	Rhizosphere	3	406255	true	true
3	22	Rhizosphere	3	568564	true	true
3	23	Rhizosphere	3	316636	true	true
3	24	Rhizosphere	4	461388	true	true
3	25	Rhizosphere	3	736808	true	true
3	26	Rhizosphere	3	518081	true	true
3	27	Rhizosphere	3	875447	true	true
3	28	Rhizosphere	3	560352	true	true
3	29	Rhizosphere	3	281563	true	true
3	30	Rhizosphere	3	361434	true	true
3	31	Rhizosphere	3	367940	true	true
3	32	Rhizosphere	3	831244	true	true
3	33	Rhizosphere	2	346538	true	true
3	34	Rhizosphere	3	517911	true	true
3	35	Rhizosphere	3	581607	true	true
3	36	Rhizosphere	3	770903	true	true
3	37	Rhizosphere	3	1949776	true	true
3	38	Rhizosphere	3	1499043	true	true
3	39	Rhizosphere	2	555540	true	true
3	40	Rhizosphere	3	613080	true	true
3	41	Rhizosphere	2	321498	true	false
3	42	Rhizosphere	3	815737	true	true
3	43	Rhizosphere	3	565751	true	true
3	44	Rhizosphere	3	639472	true	true
3	45	Rhizosphere	3	359688	true	true
3	47	Rhizosphere	4	473163	true	true
3	48	Rhizosphere	4	656599	true	true
3	49	Rhizosphere	3	498628	true	true
3	50	Rhizosphere	3	380680	true	true
3	51	Rhizosphere	3	703005	true	true
3	53	Rhizosphere	1	184233	true	true
3	54	Rhizosphere	1	76314	true	false
3	57	Rhizosphere	3	586145	true	true
3	58	Rhizosphere	3	610269	true	true
3	59	Rhizosphere	2	62045	true	true
3	60	Rhizosphere	5	377843	true	false
4	1	Rhizosphere	1	127686	true	true
4	3	Rhizosphere	1	220367	true	true
4	4	Rhizosphere	1	137988	true	true
4	5	Rhizosphere	1	217053	true	true
4	6	Rhizosphere	1	281477	true	true
4	7	Rhizosphere	1	146476	true	true
4	8	Rhizosphere	1	316328	true	true
4	9	Rhizosphere	1	84743	true	true
4	10	Rhizosphere	1	163708	true	true
4	11	Rhizosphere	1	153066	true	true
4	12	Rhizosphere	1	174730	true	true
4	13	Rhizosphere	1	262197	true	true
4	14	Rhizosphere	1	160963	true	true
4	15	Rhizosphere	1	171016	true	true
4	16	Rhizosphere	1	265222	true	true
4	17	Rhizosphere	1	126945	true	true
4	18	Rhizosphere	1	12347	true	true
4	19	Rhizosphere	1	188175	true	true
4	20	Rhizosphere	1	124752	true	true
4	21	Rhizosphere	1	118224	true	true
4	22	Rhizosphere	1	140415	true	true
4	23	Rhizosphere	1	122206	true	true
4	24	Rhizosphere	1	273394	true	true
4	25	Rhizosphere	1	160588	true	true
4	26	Rhizosphere	1	49671	true	true
4	27	Rhizosphere	1	257722	true	true
4	28	Rhizosphere	1	225263	true	true
4	29	Rhizosphere	1	214885	true	true
4	30	Rhizosphere	1	92770	true	true
4	31	Rhizosphere	1	22466	true	true
4	32	Rhizosphere	1	126150	true	true
4	33	Rhizosphere	1	283015	true	true
4	34	Rhizosphere	1	76352	true	false
4	35	Rhizosphere	1	222294	true	true
4	36	Rhizosphere	1	158976	true	true
4	37	Rhizosphere	1	275576	true	true
4	38	Rhizosphere	1	156417	true	true
4	39	Rhizosphere	1	78918	true	true
4	41	Rhizosphere	1	186557	true	true
4	42	Rhizosphere	1	43700	true	true
4	43	Rhizosphere	1	151528	true	true
4	44	Rhizosphere	1	113724	true	true
4	45	Rhizosphere	1	262862	true	true
4	46	Rhizosphere	1	69031	true	true
4	47	Rhizosphere	1	290278	true	true
4	48	Rhizosphere	1	191588	true	true
4	49	Rhizosphere	1	31936	true	true
4	50	Rhizosphere	1	215315	true	true
4	51	Rhizosphere	1	362915	true	true
4	52	Rhizosphere	1	70276	true	true
4	53	Rhizosphere	1	35075	true	false
4	54	Rhizosphere	1	84182	true	true
4	55	Rhizosphere	1	111603	true	true
4	56	Rhizosphere	1	21642	true	true
4	57	Rhizosphere	1	94142	true	true
4	58	Rhizosphere	1	46611	true	true
4	59	Rhizosphere	1	82465	true	true
4	60	Rhizosphere	1	198724	true	true
5	1	Rhizosphere	3	1552650	true	false
5	2	Rhizosphere	3	1152049	true	true
5	3	Rhizosphere	3	507344	true	false
5	4	Rhizosphere	3	1885552	true	true
5	5	Rhizosphere	4	1407677	true	true
5	6	Rhizosphere	3	1044031	true	true
5	7	Rhizosphere	5	1713510	true	false
5	8	Rhizosphere	3	1349544	true	false
5	9	Rhizosphere	3	1071494	true	false
5	10	Rhizosphere	1	369667	true	false
5	11	Rhizosphere	2	754616	true	true
5	12	Rhizosphere	3	1134947	true	true
5	13	Rhizosphere	2	1164430	true	false
5	14	Rhizosphere	3	1015228	true	true
5	15	Rhizosphere	3	1027834	true	true
5	16	Rhizosphere	5	1386573	true	true
5	17	Rhizosphere	3	1338610	true	false
5	18	Rhizosphere	2	848238	true	false
5	19	Rhizosphere	3	1413628	true	true
5	20	Rhizosphere	3	3293030	true	false
5	21	Rhizosphere	6	1998069	true	true
5	22	Rhizosphere	1	363608	true	false
5	23	Rhizosphere	2	687182	true	false
5	24	Rhizosphere	2	577971	true	false
5	25	Rhizosphere	3	940930	true	true
5	26	Rhizosphere	2	704849	true	true
5	27	Rhizosphere	3	1217491	true	false
5	28	Rhizosphere	3	1528246	true	false
5	29	Rhizosphere	2	789538	true	false
5	30	Rhizosphere	3	817861	true	false
5	32	Rhizosphere	3	1024580	true	false
5	33	Rhizosphere	3	957829	true	false
5	34	Rhizosphere	3	1053201	true	false
5	35	Rhizosphere	4	988755	true	false
5	37	Rhizosphere	2	629778	true	false
5	38	Rhizosphere	1	25250	true	false
5	39	Rhizosphere	3	746080	true	true
5	40	Rhizosphere	3	1101632	true	true
5	42	Rhizosphere	1	328011	true	false
5	43	Rhizosphere	3	1281571	true	false
5	44	Rhizosphere	2	876126	true	false
5	45	Rhizosphere	3	1436621	true	true
5	46	Rhizosphere	3	1032219	true	false
5	47	Rhizosphere	3	969612	true	false
5	48	Rhizosphere	1	705680	true	false
5	50	Rhizosphere	1	286541	true	false
5	51	Rhizosphere	2	488154	true	false
5	53	Rhizosphere	1	544215	true	false
5	54	Rhizosphere	3	1059532	true	false
5	55	Rhizosphere	3	2397191	true	true
5	57	Rhizosphere	2	863794	true	false
5	58	Rhizosphere	3	753955	true	false
5	60	Rhizosphere	3	1128898	true	false
