compartment	taxon_a	taxon_b	partial_correlation	absolute_partial_correlation	full_data_selected	bootstrap_selection_probability	bootstrap_sign_consistency_with_full	null_selection_probability	stable_edge
Surface	Rubrobacter	Halalkalibacter	-0.09928161107	0.09928161107	true	0.89	1	0.02	true
Surface	Rubrobacter	Chelativorans	-0	0	false	0.015	1	0.02	false
Surface	Rubrobacter	Cnuella	-0	0	false	0.015	1	0.02	false
Surface	Rubrobacter	Roseisolibacter	0	0	false	0.085	0	0.01	false
Surface	Rubrobacter	Prauserella	-0	0	false	0.005	1	0.01	false
Surface	Rubrobacter	Azospirillum	-0.05040254755	0.05040254755	true	0.665	1	0	false
Surface	Rubrobacter	Vallicoccus	0	0	false	0.015	0	0.02	false
Surface	Rubrobacter	Verrucosispora	0	0	false	0	0	0	false
Surface	Rubrobacter	Telluribacter	-0	0	false	0.215	1	0.01	false
Surface	Rubrobacter	Sphingomonas	0	0	false	0.01	0.5	0	false
Surface	Rubrobacter	Brucella	-0	0	false	0.06	1	0.02	false
Surface	Rubrobacter	Mycobacterium	-0	0	false	0.005	1	0	false
Surface	Rubrobacter	Daejeonella	-0	0	false	0.23	1	0	false
Surface	Rubrobacter	Croceibacterium	-0	0	false	0.155	1	0	false
Surface	Rubrobacter	MND1	0.03842910835	0.03842910835	true	0.555	1	0.01	false
Surface	Rubrobacter	Marmoricola	0	0	false	0.015	0	0	false
Surface	Rubrobacter	Opitutus	0	0	false	0	0	0.01	false
Surface	Rubrobacter	DSSF69	-0	0	false	0.47	1	0.01	false
Surface	Rubrobacter	Kallotenue	-0	0	false	0	0	0.01	false
Surface	Rubrobacter	Limnobacter	-0	0	false	0	0	0	false
Surface	Rubrobacter	Subgroup 10	-0	0	false	0.365	1	0	false
Surface	Rubrobacter	Bryobacter	0	0	false	0	0	0	false
Surface	Rubrobacter	Pedomicrobium	-0	0	false	0	0	0	false
Surface	Rubrobacter	Terribacillus	-0	0	false	0.005	1	0.03	false
Surface	Rubrobacter	Novosphingobium	-0.008131028434	0.008131028434	true	0.465	1	0.02	false
Surface	Rubrobacter	Nitrospira	0	0	false	0.195	0	0	false
Surface	Lysinibacillus	Deinococcus	-0.05534647424	0.05534647424	true	0.77	1	0	false
Surface	Lysinibacillus	Rubellimicrobium	-0	0	false	0.18	1	0.01	false
Surface	Lysinibacillus	Ammoniphilus	0	0	false	0.01	0	0	false
Surface	Lysinibacillus	Geodermatophilus	-0	0	false	0.075	1	0	false
Surface	Lysinibacillus	Ramlibacter	0	0	false	0.02	0	0	false
Surface	Lysinibacillus	Nibribacter	0	0	false	0.2	0	0.02	false
Surface	Lysinibacillus	Ectobacillus	0.0488825566	0.0488825566	true	0.67	1	0	false
Surface	Lysinibacillus	Neobacillus	0	0	false	0.265	0	0.01	false
Surface	Lysinibacillus	Planococcus	-0	0	false	0.005	0	0.03	false
Surface	Lysinibacillus	Acidiferrimicrobium	-0	0	false	0.01	0	0.01	false
Surface	Lysinibacillus	Adhaeribacter	-0	0	false	0.065	1	0.02	false
Surface	Lysinibacillus	Bradyrhizobium	0	0	false	0.005	1	0.01	false
Surface	Lysinibacillus	Solirubrobacter	-0	0	false	0.195	0.9743589744	0.01	false
Surface	Lysinibacillus	Metabacillus	0.2305213863	0.2305213863	true	1	1	0.01	true
Surface	Lysinibacillus	Ellin6055	-0	0	false	0.045	0.7777777778	0	false
Surface	Lysinibacillus	Symbiobacterium	-0	0	false	0	0	0	false
Surface	Lysinibacillus	Halomonas	0	0	false	0.02	0.5	0	false
Surface	Lysinibacillus	Sphingoaurantiacus	-0	0	false	0.005	0	0.01	false
Surface	Lysinibacillus	Arthrobacter	0	0	false	0	0	0.02	false
Surface	Lysinibacillus	Pontibacter	-0	0	false	0.13	1	0	false
Surface	Lysinibacillus	Blastococcus	-0.02571725752	0.02571725752	true	0.455	1	0.01	false
Surface	Lysinibacillus	Tumebacillus	0	0	false	0.015	0.6666666667	0	false
Surface	Lysinibacillus	Roseomonas	-0	0	false	0.015	0.6666666667	0.01	false
Surface	Lysinibacillus	Nitrolancea	-0	0	false	0.01	0.5	0.01	false
Surface	Lysinibacillus	CSP1-2	0	0	false	0	0	0.02	false
Surface	Lysinibacillus	Chthoniobacter	0	0	false	0.015	0	0	false
Surface	Lysinibacillus	Pseudomonas	0	0	false	0.025	0	0.01	false
Surface	Lysinibacillus	Lysobacter	-0.008805421678	0.008805421678	true	0.465	1	0	false
Surface	Lysinibacillus	Cytophaga	-0	0	false	0.075	1	0.01	false
Surface	Lysinibacillus	Pseudonocardia	-0	0	false	0.435	1	0.01	false
Surface	Lysinibacillus	Archangium	-0	0	false	0.125	1	0	false
Surface	Lysinibacillus	Cellulomonas	-0	0	false	0.15	1	0.01	false
Surface	Lysinibacillus	Segetibacter	0	0	false	0.02	0	0	false
Surface	Lysinibacillus	Pirellula	-0	0	false	0	0	0.02	false
Surface	Lysinibacillus	Actinomadura	0	0	false	0.005	0	0.01	false
Surface	Lysinibacillus	Saccharopolyspora	-0	0	false	0.035	1	0.01	false
Surface	Lysinibacillus	Gemmatimonas	-0	0	false	0.045	1	0.01	false
Surface	Lysinibacillus	Oxalophagus	0	0	false	0.005	0	0.03	false
Surface	Lysinibacillus	Devosia	-0	0	false	0.01	0	0.01	false
Surface	Lysinibacillus	Phenylobacterium	0	0	false	0.285	0	0.01	false
Surface	Lysinibacillus	Steroidobacter	-0	0	false	0.385	1	0	false
Surface	Lysinibacillus	Gaiella	-0	0	false	0.005	1	0	false
Surface	Lysinibacillus	Halalkalibacter	0	0	false	0	0	0.01	false
Surface	Lysinibacillus	Chelativorans	0	0	false	0.01	0	0	false
Surface	Lysinibacillus	Cnuella	-0	0	false	0.035	0.5714285714	0.01	false
Surface	Lysinibacillus	Roseisolibacter	-0	0	false	0.085	0.8823529412	0.01	false
Surface	Lysinibacillus	Prauserella	0	0	false	0.01	0	0.01	false
Surface	Lysinibacillus	Azospirillum	0	0	false	0.015	0.3333333333	0	false
Surface	Lysinibacillus	Vallicoccus	-0.04097239148	0.04097239148	true	0.645	1	0.01	false
Surface	Lysinibacillus	Verrucosispora	0	0	false	0	0	0	false
Surface	Lysinibacillus	Telluribacter	0	0	false	0	0	0.01	false
Surface	Lysinibacillus	Sphingomonas	-0	0	false	0.435	1	0	false
Surface	Lysinibacillus	Brucella	0	0	false	0.075	0	0	false
Surface	Lysinibacillus	Mycobacterium	0	0	false	0.055	0	0.02	false
Surface	Lysinibacillus	Daejeonella	0	0	false	0.03	0	0.02	false
Surface	Lysinibacillus	Croceibacterium	0	0	false	0.04	0	0.01	false
Surface	Lysinibacillus	MND1	-0	0	false	0.025	1	0.03	false
Surface	Lysinibacillus	Marmoricola	-0.06513348987	0.06513348987	true	0.79	1	0.01	false
Surface	Lysinibacillus	Opitutus	-0	0	false	0	0	0.01	false
Surface	Lysinibacillus	DSSF69	0	0	false	0.12	0	0	false
Surface	Lysinibacillus	Kallotenue	-0.04168652852	0.04168652852	true	0.62	1	0.01	false
Surface	Lysinibacillus	Limnobacter	-0.003694270705	0.003694270705	true	0.465	1	0	false
Surface	Lysinibacillus	Subgroup 10	-0	0	false	0	0	0.01	false
Surface	Lysinibacillus	Bryobacter	-0	0	false	0.035	1	0	false
Surface	Lysinibacillus	Pedomicrobium	-0	0	false	0.025	1	0	false
Surface	Lysinibacillus	Terribacillus	0	0	false	0.215	0	0.02	false
Surface	Lysinibacillus	Novosphingobium	-0	0	false	0	0	0	false
Surface	Lysinibacillus	Nitrospira	-0.05097644332	0.05097644332	true	0.735	1	0	false
Surface	Deinococcus	Rubellimicrobium	0.3092470382	0.3092470382	true	1	1	0	true
Surface	Deinococcus	Ammoniphilus	0	0	false	0	0	0	false
Surface	Deinococcus	Geodermatophilus	0	0	false	0.01	0	0	false
Surface	Deinococcus	Ramlibacter	0	0	false	0.01	0	0	false
Surface	Deinococcus	Nibribacter	-0	0	false	0	0	0	false
Surface	Deinococcus	Ectobacillus	-0.01459244691	0.01459244691	true	0.49	1	0	false
Surface	Deinococcus	Neobacillus	0	0	false	0.12	0	0.03	false
Surface	Deinococcus	Planococcus	0	0	false	0	0	0	false
Surface	Deinococcus	Acidiferrimicrobium	-0	0	false	0.09	1	0	false
Surface	Deinococcus	Adhaeribacter	0	0	false	0.09	0	0.01	false
Surface	Deinococcus	Bradyrhizobium	0	0	false	0.155	0	0.01	false
Surface	Deinococcus	Solirubrobacter	0	0	false	0	0	0	false
Surface	Deinococcus	Metabacillus	-0	0	false	0.04	1	0	false
Surface	Deinococcus	Ellin6055	0	0	false	0.14	0	0.01	false
Surface	Deinococcus	Symbiobacterium	0.005191614677	0.005191614677	true	0.45	1	0	false
Surface	Deinococcus	Halomonas	0	0	false	0	0	0	false
Surface	Deinococcus	Sphingoaurantiacus	0	0	false	0	0	0	false
Surface	Deinococcus	Arthrobacter	-0	0	false	0.005	1	0.01	false
Surface	Deinococcus	Pontibacter	0	0	false	0	0	0	false
Surface	Deinococcus	Blastococcus	0	0	false	0.145	0	0.02	false
Surface	Deinococcus	Tumebacillus	0	0	false	0.01	0	0.03	false
Surface	Deinococcus	Roseomonas	-0	0	false	0.035	1	0.05	false
Surface	Deinococcus	Nitrolancea	-0	0	false	0.02	1	0.02	false
Surface	Deinococcus	CSP1-2	-0	0	false	0.02	1	0.01	false
Surface	Deinococcus	Chthoniobacter	-0	0	false	0.13	1	0.01	false
Surface	Deinococcus	Pseudomonas	-0	0	false	0.08	1	0	false
Surface	Deinococcus	Lysobacter	0.2921049769	0.2921049769	true	0.98	1	0.01	true
Surface	Deinococcus	Cytophaga	0	0	false	0.145	0	0.01	false
Surface	Deinococcus	Pseudonocardia	-0	0	false	0.085	1	0.01	false
Surface	Deinococcus	Archangium	0	0	false	0	0	0	false
Surface	Deinococcus	Cellulomonas	0	0	false	0.08	0	0.01	false
Surface	Deinococcus	Segetibacter	0	0	false	0.19	0	0	false
Surface	Deinococcus	Pirellula	-0.03697741767	0.03697741767	true	0.68	1	0.02	false
Surface	Deinococcus	Actinomadura	-0	0	false	0.035	1	0.01	false
Surface	Deinococcus	Saccharopolyspora	-0	0	false	0	0	0	false
Surface	Deinococcus	Gemmatimonas	-0	0	false	0.045	1	0.01	false
Surface	Deinococcus	Oxalophagus	0	0	false	0	0	0.02	false
Surface	Deinococcus	Devosia	-0	0	false	0.275	1	0	false
Surface	Deinococcus	Phenylobacterium	-0	0	false	0.39	1	0.04	false
Surface	Deinococcus	Steroidobacter	0	0	false	0.025	0	0	false
Surface	Deinococcus	Gaiella	-0	0	false	0.075	1	0	false
Surface	Deinococcus	Halalkalibacter	-0	0	false	0.025	1	0.01	false
Surface	Deinococcus	Chelativorans	-0.007529129281	0.007529129281	true	0.34	1	0	false
Surface	Deinococcus	Cnuella	0.04288962711	0.04288962711	true	0.715	1	0.01	false
Surface	Deinococcus	Roseisolibacter	0	0	false	0.18	0	0.01	false
Surface	Deinococcus	Prauserella	-0.006265521504	0.006265521504	true	0.495	1	0	false
Surface	Deinococcus	Azospirillum	-0	0	false	0	0	0.01	false
Surface	Deinococcus	Vallicoccus	0.02787846171	0.02787846171	true	0.55	1	0.02	false
Surface	Deinococcus	Verrucosispora	-0	0	false	0.14	1	0.03	false
Surface	Deinococcus	Telluribacter	0	0	false	0	0	0	false
Surface	Deinococcus	Sphingomonas	0	0	false	0.025	0	0	false
Surface	Deinococcus	Brucella	-0	0	false	0.06	1	0	false
Surface	Deinococcus	Mycobacterium	-0	0	false	0.035	1	0.02	false
Surface	Deinococcus	Daejeonella	-0	0	false	0.04	1	0	false
Surface	Deinococcus	Croceibacterium	-0	0	false	0.075	1	0	false
Surface	Deinococcus	MND1	-0	0	false	0.275	1	0.01	false
Surface	Deinococcus	Marmoricola	0	0	false	0	0	0.02	false
Surface	Deinococcus	Opitutus	-0.0558854123	0.0558854123	true	0.71	1	0.01	false
Surface	Deinococcus	DSSF69	-0	0	false	0.27	1	0	false
Surface	Deinococcus	Kallotenue	0	0	false	0.12	0	0.01	false
Surface	Deinococcus	Limnobacter	0	0	false	0.01	0	0	false
Surface	Deinococcus	Subgroup 10	-0	0	false	0.125	1	0.01	false
Surface	Deinococcus	Bryobacter	-0	0	false	0	0	0	false
Surface	Deinococcus	Pedomicrobium	-0	0	false	0	0	0.02	false
Surface	Deinococcus	Terribacillus	-0	0	false	0	0	0.03	false
Surface	Deinococcus	Novosphingobium	-0	0	false	0.18	1	0.01	false
Surface	Deinococcus	Nitrospira	-0	0	false	0.015	1	0.01	false
Surface	Rubellimicrobium	Ammoniphilus	-0	0	false	0.005	1	0.01	false
Surface	Rubellimicrobium	Geodermatophilus	0.006079505335	0.006079505335	true	0.465	1	0	false
Surface	Rubellimicrobium	Ramlibacter	0	0	false	0.2	0	0.01	false
Surface	Rubellimicrobium	Nibribacter	-0	0	false	0.025	1	0	false
Surface	Rubellimicrobium	Ectobacillus	-0.008052397928	0.008052397928	true	0.365	1	0	false
Surface	Rubellimicrobium	Neobacillus	-0	0	false	0.06	1	0	false
Surface	Rubellimicrobium	Planococcus	0	0	false	0.05	0	0.01	false
Surface	Rubellimicrobium	Acidiferrimicrobium	0	0	false	0.195	0	0	false
Surface	Rubellimicrobium	Adhaeribacter	0	0	false	0.035	0.1428571429	0.01	false
Surface	Rubellimicrobium	Bradyrhizobium	0	0	false	0.05	0	0	false
Surface	Rubellimicrobium	Solirubrobacter	0	0	false	0.015	0	0.02	false
Surface	Rubellimicrobium	Metabacillus	-0	0	false	0	0	0	false
Surface	Rubellimicrobium	Ellin6055	0.005079738838	0.005079738838	true	0.395	1	0.02	false
Surface	Rubellimicrobium	Symbiobacterium	0	0	false	0.19	0	0.03	false
Surface	Rubellimicrobium	Halomonas	0	0	false	0	0	0.01	false
Surface	Rubellimicrobium	Sphingoaurantiacus	0.0740189998	0.0740189998	true	0.61	1	0.07	false
Surface	Rubellimicrobium	Arthrobacter	0	0	false	0.025	0.2	0.01	false
Surface	Rubellimicrobium	Pontibacter	0	0	false	0.05	0	0.01	false
Surface	Rubellimicrobium	Blastococcus	-0	0	false	0	0	0	false
Surface	Rubellimicrobium	Tumebacillus	0	0	false	0	0	0.01	false
Surface	Rubellimicrobium	Roseomonas	0	0	false	0.035	0.7142857143	0.02	false
Surface	Rubellimicrobium	Nitrolancea	-0	0	false	0.29	1	0	false
Surface	Rubellimicrobium	CSP1-2	-0.03966355176	0.03966355176	true	0.615	1	0.03	false
Surface	Rubellimicrobium	Chthoniobacter	0	0	false	0.08	0.5	0	false
Surface	Rubellimicrobium	Pseudomonas	-0	0	false	0	0	0	false
Surface	Rubellimicrobium	Lysobacter	0	0	false	0.155	0.03225806452	0.02	false
Surface	Rubellimicrobium	Cytophaga	0	0	false	0	0	0.02	false
Surface	Rubellimicrobium	Pseudonocardia	-0	0	false	0.03	1	0.03	false
Surface	Rubellimicrobium	Archangium	0	0	false	0.07	0	0.02	false
Surface	Rubellimicrobium	Cellulomonas	0.006712779398	0.006712779398	true	0.45	1	0	false
Surface	Rubellimicrobium	Segetibacter	0	0	false	0.235	0	0.02	false
Surface	Rubellimicrobium	Pirellula	-0	0	false	0.1	0.9	0.01	false
Surface	Rubellimicrobium	Actinomadura	-0.08969057935	0.08969057935	true	0.88	1	0.02	true
Surface	Rubellimicrobium	Saccharopolyspora	-0	0	false	0.355	1	0.01	false
Surface	Rubellimicrobium	Gemmatimonas	0	0	false	0.005	0	0.01	false
Surface	Rubellimicrobium	Oxalophagus	-0	0	false	0	0	0.01	false
Surface	Rubellimicrobium	Devosia	-0	0	false	0.04	1	0.02	false
Surface	Rubellimicrobium	Phenylobacterium	-0	0	false	0.115	1	0.01	false
Surface	Rubellimicrobium	Steroidobacter	-0	0	false	0.005	1	0	false
Surface	Rubellimicrobium	Gaiella	-0	0	false	0	0	0.01	false
Surface	Rubellimicrobium	Halalkalibacter	0	0	false	0	0	0.01	false
Surface	Rubellimicrobium	Chelativorans	-0.01477568802	0.01477568802	true	0.31	1	0.01	false
Surface	Rubellimicrobium	Cnuella	0	0	false	0.015	0	0.01	false
Surface	Rubellimicrobium	Roseisolibacter	0	0	false	0.245	0	0.04	false
Surface	Rubellimicrobium	Prauserella	-0.1255382664	0.1255382664	true	0.975	1	0	true
Surface	Rubellimicrobium	Azospirillum	0	0	false	0.095	0	0	false
Surface	Rubellimicrobium	Vallicoccus	0.01276698456	0.01276698456	true	0.49	1	0.01	false
Surface	Rubellimicrobium	Verrucosispora	-0	0	false	0.265	1	0.01	false
Surface	Rubellimicrobium	Telluribacter	0	0	false	0.005	1	0.01	false
Surface	Rubellimicrobium	Sphingomonas	0.1521199474	0.1521199474	true	0.975	1	0.03	true
Surface	Rubellimicrobium	Brucella	-0	0	false	0.2	1	0.01	false
Surface	Rubellimicrobium	Mycobacterium	-0	0	false	0.23	1	0.02	false
Surface	Rubellimicrobium	Daejeonella	-0	0	false	0.235	1	0	false
Surface	Rubellimicrobium	Croceibacterium	-0	0	false	0	0	0	false
Surface	Rubellimicrobium	MND1	-0.05645110019	0.05645110019	true	0.705	1	0	false
Surface	Rubellimicrobium	Marmoricola	0	0	false	0.26	0	0.03	false
Surface	Rubellimicrobium	Opitutus	-0	0	false	0.28	1	0.02	false
Surface	Rubellimicrobium	DSSF69	-0.1014333759	0.1014333759	true	0.975	1	0	true
Surface	Rubellimicrobium	Kallotenue	0	0	false	0	0	0.01	false
Surface	Rubellimicrobium	Limnobacter	0	0	false	0.01	0	0.01	false
Surface	Rubellimicrobium	Subgroup 10	-0	0	false	0.32	1	0	false
Surface	Rubellimicrobium	Bryobacter	-0	0	false	0	0	0	false
Surface	Rubellimicrobium	Pedomicrobium	-0	0	false	0.295	1	0.02	false
Surface	Rubellimicrobium	Terribacillus	0	0	false	0.01	0	0.01	false
Surface	Rubellimicrobium	Novosphingobium	-0	0	false	0.02	1	0	false
Surface	Rubellimicrobium	Nitrospira	-0	0	false	0.07	1	0.01	false
Surface	Ammoniphilus	Geodermatophilus	-0	0	false	0.025	1	0	false
Surface	Ammoniphilus	Ramlibacter	-0	0	false	0.01	0	0	false
Surface	Ammoniphilus	Nibribacter	-0	0	false	0.22	1	0.03	false
Surface	Ammoniphilus	Ectobacillus	0	0	false	0.475	0	0	false
Surface	Ammoniphilus	Neobacillus	0.05383023941	0.05383023941	true	0.625	1	0.02	false
Surface	Ammoniphilus	Planococcus	-0	0	false	0.05	1	0	false
Surface	Ammoniphilus	Acidiferrimicrobium	0	0	false	0.185	0	0	false
Surface	Ammoniphilus	Adhaeribacter	-0	0	false	0.05	0.9	0	false
Surface	Ammoniphilus	Bradyrhizobium	0.1027336277	0.1027336277	true	0.775	1	0.03	false
Surface	Ammoniphilus	Solirubrobacter	-0	0	false	0.005	1	0	false
Surface	Ammoniphilus	Metabacillus	0.1208288726	0.1208288726	true	0.96	1	0	true
Surface	Ammoniphilus	Ellin6055	-0	0	false	0.235	1	0	false
Surface	Ammoniphilus	Symbiobacterium	0	0	false	0.32	0	0	false
Surface	Ammoniphilus	Halomonas	0	0	false	0.385	0	0.01	false
Surface	Ammoniphilus	Sphingoaurantiacus	-0	0	false	0.23	1	0.01	false
Surface	Ammoniphilus	Arthrobacter	-0.08000741282	0.08000741282	true	0.73	1	0	false
Surface	Ammoniphilus	Pontibacter	0.09883134307	0.09883134307	true	0.865	1	0.02	true
Surface	Ammoniphilus	Blastococcus	-0	0	false	0.25	1	0	false
Surface	Ammoniphilus	Tumebacillus	0	0	false	0.25	0	0.02	false
Surface	Ammoniphilus	Roseomonas	-0.0001007858316	0.0001007858316	false	0.385	1	0.02	false
Surface	Ammoniphilus	Nitrolancea	0	0	false	0	0	0	false
Surface	Ammoniphilus	CSP1-2	0	0	false	0	0	0	false
Surface	Ammoniphilus	Chthoniobacter	-0	0	false	0.07	1	0.03	false
Surface	Ammoniphilus	Pseudomonas	0	0	false	0	0	0.01	false
Surface	Ammoniphilus	Lysobacter	0	0	false	0.3	0	0.04	false
Surface	Ammoniphilus	Cytophaga	0	0	false	0.005	0	0.01	false
Surface	Ammoniphilus	Pseudonocardia	-0.005832360123	0.005832360123	true	0.295	1	0.01	false
Surface	Ammoniphilus	Archangium	-0	0	false	0.1	1	0.02	false
Surface	Ammoniphilus	Cellulomonas	-0.1608169315	0.1608169315	true	1	1	0	true
Surface	Ammoniphilus	Segetibacter	-0.04328044128	0.04328044128	true	0.56	1	0.01	false
Surface	Ammoniphilus	Pirellula	-0.01717827278	0.01717827278	true	0.47	1	0	false
Surface	Ammoniphilus	Actinomadura	0	0	false	0.005	0	0.01	false
Surface	Ammoniphilus	Saccharopolyspora	-0	0	false	0	0	0.01	false
Surface	Ammoniphilus	Gemmatimonas	-0.02424370345	0.02424370345	true	0.515	1	0.02	false
Surface	Ammoniphilus	Oxalophagus	0.006289186117	0.006289186117	true	0.375	1	0.01	false
Surface	Ammoniphilus	Devosia	0	0	false	0.025	1	0.01	false
Surface	Ammoniphilus	Phenylobacterium	-0.01251458436	0.01251458436	true	0.355	1	0.01	false
Surface	Ammoniphilus	Steroidobacter	-0	0	false	0.305	1	0.02	false
Surface	Ammoniphilus	Gaiella	-0	0	false	0	0	0.02	false
Surface	Ammoniphilus	Halalkalibacter	0.08958600803	0.08958600803	true	0.84	1	0	true
Surface	Ammoniphilus	Chelativorans	0	0	false	0.055	0.09090909091	0.02	false
Surface	Ammoniphilus	Cnuella	-0	0	false	0.105	1	0.01	false
Surface	Ammoniphilus	Roseisolibacter	-0	0	false	0.23	1	0.01	false
Surface	Ammoniphilus	Prauserella	0	0	false	0	0	0	false
Surface	Ammoniphilus	Azospirillum	-0	0	false	0.005	1	0	false
Surface	Ammoniphilus	Vallicoccus	-0	0	false	0.005	1	0.04	false
Surface	Ammoniphilus	Verrucosispora	0	0	false	0.015	0	0.01	false
Surface	Ammoniphilus	Telluribacter	0	0	false	0	0	0	false
Surface	Ammoniphilus	Sphingomonas	-0.01863729677	0.01863729677	true	0.49	1	0.02	false
Surface	Ammoniphilus	Brucella	0	0	false	0.165	0	0.02	false
Surface	Ammoniphilus	Mycobacterium	-0	0	false	0.03	1	0.02	false
Surface	Ammoniphilus	Daejeonella	0	0	false	0.005	1	0.02	false
Surface	Ammoniphilus	Croceibacterium	-0	0	false	0.23	1	0.02	false
Surface	Ammoniphilus	MND1	0	0	false	0.02	0	0.03	false
Surface	Ammoniphilus	Marmoricola	-0.03486637117	0.03486637117	true	0.61	1	0	false
Surface	Ammoniphilus	Opitutus	0	0	false	0	0	0	false
Surface	Ammoniphilus	DSSF69	0	0	false	0	0	0.01	false
Surface	Ammoniphilus	Kallotenue	-0.008936143432	0.008936143432	true	0.41	1	0	false
Surface	Ammoniphilus	Limnobacter	-0.02923799409	0.02923799409	true	0.73	1	0	false
Surface	Ammoniphilus	Subgroup 10	0	0	false	0	0	0.01	false
Surface	Ammoniphilus	Bryobacter	-0	0	false	0.14	1	0.01	false
Surface	Ammoniphilus	Pedomicrobium	0	0	false	0	0	0.02	false
Surface	Ammoniphilus	Terribacillus	-0	0	false	0	0	0.02	false
Surface	Ammoniphilus	Novosphingobium	-0.03433094997	0.03433094997	true	0.63	1	0.01	false
Surface	Ammoniphilus	Nitrospira	-0	0	false	0	0	0.04	false
Surface	Geodermatophilus	Ramlibacter	-0	0	false	0.05	1	0	false
Surface	Geodermatophilus	Nibribacter	-0	0	false	0.21	1	0	false
Surface	Geodermatophilus	Ectobacillus	0	0	false	0.005	0	0.01	false
Surface	Geodermatophilus	Neobacillus	-0	0	false	0.01	1	0.02	false
Surface	Geodermatophilus	Planococcus	-0	0	false	0.04	1	0.02	false
Surface	Geodermatophilus	Acidiferrimicrobium	-0	0	false	0	0	0	false
Surface	Geodermatophilus	Adhaeribacter	-0	0	false	0.065	1	0.01	false
Surface	Geodermatophilus	Bradyrhizobium	0	0	false	0.02	0	0.01	false
Surface	Geodermatophilus	Solirubrobacter	0	0	false	0.305	0	0.01	false
Surface	Geodermatophilus	Metabacillus	-0	0	false	0.045	1	0.01	false
Surface	Geodermatophilus	Ellin6055	0.09107807372	0.09107807372	true	0.825	1	0	true
Surface	Geodermatophilus	Symbiobacterium	0	0	false	0.055	0	0.01	false
Surface	Geodermatophilus	Halomonas	-0	0	false	0	0	0.01	false
Surface	Geodermatophilus	Sphingoaurantiacus	0.01208228213	0.01208228213	true	0.42	1	0.02	false
Surface	Geodermatophilus	Arthrobacter	-0	0	false	0	0	0.01	false
Surface	Geodermatophilus	Pontibacter	-0	0	false	0.19	0.9736842105	0.01	false
Surface	Geodermatophilus	Blastococcus	0.2619234617	0.2619234617	true	1	1	0.02	true
Surface	Geodermatophilus	Tumebacillus	-0	0	false	0.005	1	0.01	false
Surface	Geodermatophilus	Roseomonas	-0	0	false	0	0	0	false
Surface	Geodermatophilus	Nitrolancea	-0	0	false	0	0	0.02	false
Surface	Geodermatophilus	CSP1-2	-0	0	false	0.045	1	0	false
Surface	Geodermatophilus	Chthoniobacter	-0	0	false	0.175	1	0	false
Surface	Geodermatophilus	Pseudomonas	-0.08483732248	0.08483732248	true	0.82	1	0.02	true
Surface	Geodermatophilus	Lysobacter	-0	0	false	0.04	0.75	0.01	false
Surface	Geodermatophilus	Cytophaga	-0	0	false	0.08	1	0.01	false
Surface	Geodermatophilus	Pseudonocardia	0	0	false	0.175	0	0	false
Surface	Geodermatophilus	Archangium	0.03814227539	0.03814227539	true	0.605	1	0	false
Surface	Geodermatophilus	Cellulomonas	0.04041695745	0.04041695745	true	0.665	1	0	false
Surface	Geodermatophilus	Segetibacter	0	0	false	0.035	0	0	false
Surface	Geodermatophilus	Pirellula	0	0	false	0	0	0.02	false
Surface	Geodermatophilus	Actinomadura	-0	0	false	0.215	1	0.01	false
Surface	Geodermatophilus	Saccharopolyspora	-0	0	false	0	0	0	false
Surface	Geodermatophilus	Gemmatimonas	0.07641538254	0.07641538254	true	0.785	1	0.01	false
Surface	Geodermatophilus	Oxalophagus	-0	0	false	0	0	0	false
Surface	Geodermatophilus	Devosia	-0.02865019348	0.02865019348	true	0.545	1	0.02	false
Surface	Geodermatophilus	Phenylobacterium	0	0	false	0.155	0.03225806452	0.02	false
Surface	Geodermatophilus	Steroidobacter	0	0	false	0	0	0.02	false
Surface	Geodermatophilus	Gaiella	-0	0	false	0	0	0.02	false
Surface	Geodermatophilus	Halalkalibacter	-0	0	false	0.18	1	0.03	false
Surface	Geodermatophilus	Chelativorans	-0	0	false	0.075	1	0	false
Surface	Geodermatophilus	Cnuella	-0	0	false	0.005	1	0.01	false
Surface	Geodermatophilus	Roseisolibacter	0	0	false	0.27	0	0.01	false
Surface	Geodermatophilus	Prauserella	-0	0	false	0.15	1	0.02	false
Surface	Geodermatophilus	Azospirillum	-0	0	false	0.01	1	0.01	false
Surface	Geodermatophilus	Vallicoccus	0.1809211859	0.1809211859	true	1	1	0.02	true
Surface	Geodermatophilus	Verrucosispora	-0	0	false	0	0	0.02	false
Surface	Geodermatophilus	Telluribacter	-0.03646725996	0.03646725996	true	0.715	1	0	false
Surface	Geodermatophilus	Sphingomonas	0	0	false	0.33	0	0.02	false
Surface	Geodermatophilus	Brucella	-0	0	false	0.06	1	0.02	false
Surface	Geodermatophilus	Mycobacterium	-0	0	false	0.055	1	0.01	false
Surface	Geodermatophilus	Daejeonella	-0.1466348769	0.1466348769	true	1	1	0.04	true
Surface	Geodermatophilus	Croceibacterium	0	0	false	0	0	0	false
Surface	Geodermatophilus	MND1	0	0	false	0	0	0.01	false
Surface	Geodermatophilus	Marmoricola	0	0	false	0.235	0	0.02	false
Surface	Geodermatophilus	Opitutus	-0	0	false	0.17	1	0.01	false
Surface	Geodermatophilus	DSSF69	-0.112519853	0.112519853	true	0.975	1	0.02	true
Surface	Geodermatophilus	Kallotenue	0	0	false	0.355	0	0	false
