compartment	taxon_a	taxon_b	partial_correlation	absolute_partial_correlation	full_data_selected	bootstrap_selection_probability	bootstrap_sign_consistency_with_full	null_selection_probability	stable_edge
Surface	Flavisolibacter	Telluribacter	0	0	false	0	0	0	false
Surface	Flavisolibacter	Sphingomonas	0	0	false	0.065	0	0.05	false
Surface	Flavisolibacter	Brucella	-0.07851922995	0.07851922995	true	0.775	1	0	false
Surface	Flavisolibacter	Mycobacterium	-0.05859599778	0.05859599778	true	0.79	1	0.01	false
Surface	Flavisolibacter	Daejeonella	0	0	false	0	0	0.01	false
Surface	Flavisolibacter	Croceibacterium	-0	0	false	0	0	0.02	false
Surface	Flavisolibacter	MND1	-0	0	false	0.065	1	0	false
Surface	Flavisolibacter	Marmoricola	0	0	false	0.01	0	0.02	false
Surface	Flavisolibacter	Opitutus	-0	0	false	0	0	0	false
Surface	Flavisolibacter	DSSF69	-0.01559567135	0.01559567135	true	0.485	1	0.01	false
Surface	Flavisolibacter	Kallotenue	-0	0	false	0	0	0	false
Surface	Flavisolibacter	Limnobacter	-0	0	false	0	0	0	false
Surface	Flavisolibacter	Subgroup 10	-0.07436314246	0.07436314246	true	0.795	1	0	false
Surface	Flavisolibacter	Bryobacter	-0	0	false	0.005	1	0	false
Surface	Flavisolibacter	Pedomicrobium	-0.07152721428	0.07152721428	true	0.69	1	0.02	false
Surface	Flavisolibacter	Terribacillus	-0	0	false	0.115	1	0.01	false
Surface	Flavisolibacter	Novosphingobium	-0	0	false	0.06	1	0	false
Surface	Flavisolibacter	Nitrospira	-0	0	false	0.005	1	0.04	false
Surface	Herpetosiphon	Noviherbaspirillum	-0	0	false	0.085	1	0.01	false
Surface	Herpetosiphon	Streptomyces	0.1432691883	0.1432691883	true	0.845	1	0	true
Surface	Herpetosiphon	Paenibacillus	0	0	false	0.01	0	0.02	false
Surface	Herpetosiphon	Nocardioides	0	0	false	0.035	0.5714285714	0.01	false
Surface	Herpetosiphon	Rubrobacter	0.06189860183	0.06189860183	true	0.665	1	0	false
Surface	Herpetosiphon	Lysinibacillus	-0	0	false	0.1	1	0.01	false
Surface	Herpetosiphon	Deinococcus	-0	0	false	0.07	0.9285714286	0	false
Surface	Herpetosiphon	Rubellimicrobium	-0	0	false	0.025	1	0	false
Surface	Herpetosiphon	Ammoniphilus	0	0	false	0.005	0	0	false
Surface	Herpetosiphon	Geodermatophilus	0	0	false	0.18	0	0.01	false
Surface	Herpetosiphon	Ramlibacter	0	0	false	0.005	0	0.01	false
Surface	Herpetosiphon	Nibribacter	-0	0	false	0.005	1	0.01	false
Surface	Herpetosiphon	Ectobacillus	0	0	false	0.35	0	0	false
Surface	Herpetosiphon	Neobacillus	-0	0	false	0.015	0	0	false
Surface	Herpetosiphon	Planococcus	-0	0	false	0.13	1	0.01	false
Surface	Herpetosiphon	Acidiferrimicrobium	0.04648021666	0.04648021666	true	0.635	1	0.01	false
Surface	Herpetosiphon	Adhaeribacter	-0	0	false	0.02	1	0	false
Surface	Herpetosiphon	Bradyrhizobium	-0	0	false	0.03	0.6666666667	0	false
Surface	Herpetosiphon	Solirubrobacter	0.05725189484	0.05725189484	true	0.66	1	0.01	false
Surface	Herpetosiphon	Metabacillus	-0	0	false	0.05	1	0.01	false
Surface	Herpetosiphon	Ellin6055	0	0	false	0.02	0	0	false
Surface	Herpetosiphon	Symbiobacterium	0.04188886791	0.04188886791	true	0.69	1	0	false
Surface	Herpetosiphon	Halomonas	-0.03595251334	0.03595251334	true	0.57	1	0	false
Surface	Herpetosiphon	Sphingoaurantiacus	0	0	false	0.01	0	0	false
Surface	Herpetosiphon	Arthrobacter	-0.02544184128	0.02544184128	true	0.535	1	0.02	false
Surface	Herpetosiphon	Pontibacter	-0	0	false	0.055	1	0.01	false
Surface	Herpetosiphon	Blastococcus	-0	0	false	0.035	1	0	false
Surface	Herpetosiphon	Tumebacillus	-0	0	false	0.13	1	0.01	false
Surface	Herpetosiphon	Roseomonas	0	0	false	0	0	0	false
Surface	Herpetosiphon	Nitrolancea	0.19453668	0.19453668	true	1	1	0.02	true
Surface	Herpetosiphon	CSP1-2	0.0437791422	0.0437791422	true	0.8	1	0	true
Surface	Herpetosiphon	Chthoniobacter	-0	0	false	0.125	1	0.01	false
Surface	Herpetosiphon	Pseudomonas	-0	0	false	0.015	1	0.01	false
Surface	Herpetosiphon	Lysobacter	-0	0	false	0.02	1	0.02	false
Surface	Herpetosiphon	Cytophaga	0	0	false	0.07	0	0	false
Surface	Herpetosiphon	Pseudonocardia	0	0	false	0.055	0	0.01	false
Surface	Herpetosiphon	Archangium	-0	0	false	0.015	1	0	false
Surface	Herpetosiphon	Cellulomonas	-0	0	false	0.07	1	0	false
Surface	Herpetosiphon	Segetibacter	-0	0	false	0.41	1	0	false
Surface	Herpetosiphon	Pirellula	0	0	false	0.005	0	0	false
Surface	Herpetosiphon	Actinomadura	0	0	false	0.15	0	0.03	false
Surface	Herpetosiphon	Saccharopolyspora	0	0	false	0.205	0	0.01	false
Surface	Herpetosiphon	Gemmatimonas	0	0	false	0.31	0	0	false
Surface	Herpetosiphon	Oxalophagus	0	0	false	0.075	0	0	false
Surface	Herpetosiphon	Devosia	-0	0	false	0.06	1	0.01	false
Surface	Herpetosiphon	Phenylobacterium	-0	0	false	0.1	1	0	false
Surface	Herpetosiphon	Steroidobacter	0	0	false	0	0	0.01	false
Surface	Herpetosiphon	Gaiella	0.1718072493	0.1718072493	true	0.98	1	0.01	true
Surface	Herpetosiphon	Halalkalibacter	-0	0	false	0.035	1	0.01	false
Surface	Herpetosiphon	Chelativorans	0	0	false	0	0	0	false
Surface	Herpetosiphon	Cnuella	-0	0	false	0.005	1	0	false
Surface	Herpetosiphon	Roseisolibacter	0	0	false	0.01	1	0	false
Surface	Herpetosiphon	Prauserella	0	0	false	0	0	0.01	false
Surface	Herpetosiphon	Azospirillum	-0.1434566658	0.1434566658	true	1	1	0.01	true
Surface	Herpetosiphon	Vallicoccus	-0	0	false	0.045	1	0.02	false
Surface	Herpetosiphon	Verrucosispora	0	0	false	0.005	0	0.01	false
Surface	Herpetosiphon	Telluribacter	-0	0	false	0	0	0	false
Surface	Herpetosiphon	Sphingomonas	-0	0	false	0.115	1	0	false
Surface	Herpetosiphon	Brucella	0	0	false	0	0	0.01	false
Surface	Herpetosiphon	Mycobacterium	-0	0	false	0.02	1	0	false
Surface	Herpetosiphon	Daejeonella	-0	0	false	0	0	0.01	false
Surface	Herpetosiphon	Croceibacterium	-0	0	false	0.1	1	0.01	false
Surface	Herpetosiphon	MND1	0	0	false	0.18	0	0	false
Surface	Herpetosiphon	Marmoricola	-0	0	false	0.085	1	0.01	false
Surface	Herpetosiphon	Opitutus	0	0	false	0.42	0	0.03	false
Surface	Herpetosiphon	DSSF69	-0	0	false	0.015	1	0.02	false
Surface	Herpetosiphon	Kallotenue	-0	0	false	0	0	0	false
Surface	Herpetosiphon	Limnobacter	-0	0	false	0.075	1	0.01	false
Surface	Herpetosiphon	Subgroup 10	-0	0	false	0.06	1	0.01	false
Surface	Herpetosiphon	Bryobacter	-0	0	false	0.04	1	0.01	false
Surface	Herpetosiphon	Pedomicrobium	0	0	false	0.01	0	0	false
Surface	Herpetosiphon	Terribacillus	-0	0	false	0.365	1	0.05	false
Surface	Herpetosiphon	Novosphingobium	-0	0	false	0.02	1	0	false
Surface	Herpetosiphon	Nitrospira	0.006316818375	0.006316818375	true	0.385	1	0.01	false
Surface	Noviherbaspirillum	Streptomyces	-0	0	false	0.08	1	0.01	false
Surface	Noviherbaspirillum	Paenibacillus	0	0	false	0.155	0.2903225806	0	false
Surface	Noviherbaspirillum	Nocardioides	0.1440737698	0.1440737698	true	0.855	1	0	true
Surface	Noviherbaspirillum	Rubrobacter	0	0	false	0.035	0	0	false
Surface	Noviherbaspirillum	Lysinibacillus	-0	0	false	0.23	1	0	false
Surface	Noviherbaspirillum	Deinococcus	0.08336771401	0.08336771401	true	0.695	1	0.01	false
Surface	Noviherbaspirillum	Rubellimicrobium	0.09465382088	0.09465382088	true	0.685	1	0.01	false
Surface	Noviherbaspirillum	Ammoniphilus	-0	0	false	0.105	1	0.01	false
Surface	Noviherbaspirillum	Geodermatophilus	0	0	false	0.155	0	0.03	false
Surface	Noviherbaspirillum	Ramlibacter	0.2426012365	0.2426012365	true	0.995	1	0.01	true
Surface	Noviherbaspirillum	Nibribacter	0	0	false	0.03	0	0	false
Surface	Noviherbaspirillum	Ectobacillus	-0	0	false	0.015	1	0.01	false
Surface	Noviherbaspirillum	Neobacillus	-0	0	false	0.055	0.6363636364	0.01	false
Surface	Noviherbaspirillum	Planococcus	0	0	false	0.005	0	0	false
Surface	Noviherbaspirillum	Acidiferrimicrobium	-0	0	false	0.145	1	0	false
Surface	Noviherbaspirillum	Adhaeribacter	0.0908201419	0.0908201419	true	0.78	1	0	false
Surface	Noviherbaspirillum	Bradyrhizobium	-0	0	false	0.18	1	0.01	false
Surface	Noviherbaspirillum	Solirubrobacter	0	0	false	0.16	0	0.01	false
Surface	Noviherbaspirillum	Metabacillus	0	0	false	0.02	0	0	false
Surface	Noviherbaspirillum	Ellin6055	-0	0	false	0.03	0.8333333333	0.01	false
Surface	Noviherbaspirillum	Symbiobacterium	0.128092853	0.128092853	true	0.865	1	0	true
Surface	Noviherbaspirillum	Halomonas	-0	0	false	0.005	1	0.02	false
Surface	Noviherbaspirillum	Sphingoaurantiacus	0.004068406996	0.004068406996	true	0.41	1	0.03	false
Surface	Noviherbaspirillum	Arthrobacter	-0	0	false	0.04	1	0.01	false
Surface	Noviherbaspirillum	Pontibacter	-0	0	false	0.07	1	0.02	false
Surface	Noviherbaspirillum	Blastococcus	0	0	false	0.015	0.3333333333	0	false
Surface	Noviherbaspirillum	Tumebacillus	0	0	false	0.005	0	0.01	false
Surface	Noviherbaspirillum	Roseomonas	0.008529157703	0.008529157703	true	0.41	1	0.01	false
Surface	Noviherbaspirillum	Nitrolancea	-0	0	false	0	0	0	false
Surface	Noviherbaspirillum	CSP1-2	-0	0	false	0.005	1	0.02	false
Surface	Noviherbaspirillum	Chthoniobacter	-0	0	false	0	0	0	false
Surface	Noviherbaspirillum	Pseudomonas	-0	0	false	0	0	0	false
Surface	Noviherbaspirillum	Lysobacter	0	0	false	0.215	0.02325581395	0	false
Surface	Noviherbaspirillum	Cytophaga	0.05277186829	0.05277186829	true	0.645	1	0	false
Surface	Noviherbaspirillum	Pseudonocardia	-0	0	false	0	0	0	false
Surface	Noviherbaspirillum	Archangium	0	0	false	0.015	0	0	false
Surface	Noviherbaspirillum	Cellulomonas	0	0	false	0.005	0	0.02	false
Surface	Noviherbaspirillum	Segetibacter	0	0	false	0.395	0	0.01	false
Surface	Noviherbaspirillum	Pirellula	-0	0	false	0	0	0.01	false
Surface	Noviherbaspirillum	Actinomadura	-0	0	false	0.025	1	0.01	false
Surface	Noviherbaspirillum	Saccharopolyspora	0	0	false	0	0	0	false
Surface	Noviherbaspirillum	Gemmatimonas	0	0	false	0	0	0	false
Surface	Noviherbaspirillum	Oxalophagus	-0	0	false	0	0	0	false
Surface	Noviherbaspirillum	Devosia	-0	0	false	0.22	1	0.03	false
Surface	Noviherbaspirillum	Phenylobacterium	0	0	false	0.11	0	0	false
Surface	Noviherbaspirillum	Steroidobacter	-0	0	false	0	0	0.03	false
Surface	Noviherbaspirillum	Gaiella	-0	0	false	0	0	0.01	false
Surface	Noviherbaspirillum	Halalkalibacter	-0	0	false	0.335	1	0.01	false
Surface	Noviherbaspirillum	Chelativorans	-0.08883210159	0.08883210159	true	0.89	1	0	true
Surface	Noviherbaspirillum	Cnuella	0	0	false	0.245	0	0.02	false
Surface	Noviherbaspirillum	Roseisolibacter	0	0	false	0.035	0	0.01	false
Surface	Noviherbaspirillum	Prauserella	-0	0	false	0.095	1	0.01	false
Surface	Noviherbaspirillum	Azospirillum	-0	0	false	0.025	0.6	0	false
Surface	Noviherbaspirillum	Vallicoccus	0	0	false	0.135	0	0	false
Surface	Noviherbaspirillum	Verrucosispora	-0.03209591404	0.03209591404	true	0.53	1	0.01	false
Surface	Noviherbaspirillum	Telluribacter	0	0	false	0	0	0.01	false
Surface	Noviherbaspirillum	Sphingomonas	0	0	false	0.31	0	0	false
Surface	Noviherbaspirillum	Brucella	-0	0	false	0.025	1	0.01	false
Surface	Noviherbaspirillum	Mycobacterium	-0	0	false	0.29	1	0	false
Surface	Noviherbaspirillum	Daejeonella	-0	0	false	0.015	1	0	false
Surface	Noviherbaspirillum	Croceibacterium	-0	0	false	0.085	1	0	false
Surface	Noviherbaspirillum	MND1	-0.06010480935	0.06010480935	true	0.7	1	0	false
Surface	Noviherbaspirillum	Marmoricola	0	0	false	0	0	0.04	false
Surface	Noviherbaspirillum	Opitutus	-0	0	false	0.035	1	0.01	false
Surface	Noviherbaspirillum	DSSF69	-0	0	false	0.025	1	0.01	false
Surface	Noviherbaspirillum	Kallotenue	-0	0	false	0	0	0	false
Surface	Noviherbaspirillum	Limnobacter	0	0	false	0	0	0.04	false
Surface	Noviherbaspirillum	Subgroup 10	-0.04087035958	0.04087035958	true	0.615	1	0.02	false
Surface	Noviherbaspirillum	Bryobacter	-0	0	false	0.005	1	0.01	false
Surface	Noviherbaspirillum	Pedomicrobium	-0	0	false	0.015	1	0.01	false
Surface	Noviherbaspirillum	Terribacillus	-0	0	false	0.025	1	0	false
Surface	Noviherbaspirillum	Novosphingobium	-0	0	false	0.145	1	0	false
Surface	Noviherbaspirillum	Nitrospira	-0	0	false	0	0	0.01	false
Surface	Streptomyces	Paenibacillus	0	0	false	0.12	0	0.01	false
Surface	Streptomyces	Nocardioides	0	0	false	0.24	0	0.03	false
Surface	Streptomyces	Rubrobacter	0	0	false	0.01	0	0.01	false
Surface	Streptomyces	Lysinibacillus	0	0	false	0.14	0	0	false
Surface	Streptomyces	Deinococcus	-0.008208024974	0.008208024974	true	0.33	1	0	false
Surface	Streptomyces	Rubellimicrobium	-0	0	false	0.375	1	0.01	false
Surface	Streptomyces	Ammoniphilus	-0	0	false	0.065	1	0.01	false
Surface	Streptomyces	Geodermatophilus	0	0	false	0.015	0	0.01	false
Surface	Streptomyces	Ramlibacter	-0	0	false	0.015	1	0.01	false
Surface	Streptomyces	Nibribacter	0	0	false	0.005	0	0.01	false
Surface	Streptomyces	Ectobacillus	0	0	false	0.12	0	0.01	false
Surface	Streptomyces	Neobacillus	-0	0	false	0.085	0.7647058824	0.04	false
Surface	Streptomyces	Planococcus	-0	0	false	0.025	1	0	false
Surface	Streptomyces	Acidiferrimicrobium	-0	0	false	0.095	0.8421052632	0	false
Surface	Streptomyces	Adhaeribacter	-0	0	false	0.235	0.9787234043	0.01	false
Surface	Streptomyces	Bradyrhizobium	-0	0	false	0.155	1	0.01	false
Surface	Streptomyces	Solirubrobacter	0	0	false	0.265	0	0	false
Surface	Streptomyces	Metabacillus	-0	0	false	0.02	1	0	false
Surface	Streptomyces	Ellin6055	-0	0	false	0	0	0.03	false
Surface	Streptomyces	Symbiobacterium	-0	0	false	0.005	1	0	false
Surface	Streptomyces	Halomonas	-0	0	false	0.14	1	0	false
Surface	Streptomyces	Sphingoaurantiacus	0	0	false	0.18	0	0.01	false
Surface	Streptomyces	Arthrobacter	-0	0	false	0.025	1	0.02	false
Surface	Streptomyces	Pontibacter	-0.06165607942	0.06165607942	true	0.615	1	0	false
Surface	Streptomyces	Blastococcus	-0	0	false	0.02	1	0.03	false
Surface	Streptomyces	Tumebacillus	-0	0	false	0.345	1	0	false
Surface	Streptomyces	Roseomonas	-0	0	false	0.015	1	0	false
Surface	Streptomyces	Nitrolancea	0	0	false	0.12	0	0.02	false
Surface	Streptomyces	CSP1-2	0.0125699618	0.0125699618	true	0.37	1	0.01	false
Surface	Streptomyces	Chthoniobacter	-0	0	false	0.135	1	0.01	false
Surface	Streptomyces	Pseudomonas	-0	0	false	0	0	0	false
Surface	Streptomyces	Lysobacter	-0	0	false	0.095	1	0.02	false
Surface	Streptomyces	Cytophaga	-0	0	false	0.04	1	0.01	false
Surface	Streptomyces	Pseudonocardia	0.1774850452	0.1774850452	true	0.98	1	0	true
Surface	Streptomyces	Archangium	-0	0	false	0.03	1	0	false
Surface	Streptomyces	Cellulomonas	-0	0	false	0.005	1	0.03	false
Surface	Streptomyces	Segetibacter	-0.03581076847	0.03581076847	true	0.66	1	0.01	false
Surface	Streptomyces	Pirellula	0	0	false	0.27	0	0.04	false
Surface	Streptomyces	Actinomadura	0.05809776501	0.05809776501	true	0.65	1	0	false
Surface	Streptomyces	Saccharopolyspora	0	0	false	0.22	0	0.01	false
Surface	Streptomyces	Gemmatimonas	0	0	false	0.25	0	0.02	false
Surface	Streptomyces	Oxalophagus	-0	0	false	0.035	1	0.02	false
Surface	Streptomyces	Devosia	-0	0	false	0	0	0.01	false
Surface	Streptomyces	Phenylobacterium	-0	0	false	0.01	0.5	0	false
Surface	Streptomyces	Steroidobacter	0.03326884226	0.03326884226	true	0.545	1	0.03	false
Surface	Streptomyces	Gaiella	0	0	false	0.17	0	0	false
Surface	Streptomyces	Halalkalibacter	-0.03045839632	0.03045839632	true	0.605	1	0.01	false
Surface	Streptomyces	Chelativorans	0	0	false	0.035	0	0	false
Surface	Streptomyces	Cnuella	-0	0	false	0.18	1	0	false
Surface	Streptomyces	Roseisolibacter	0	0	false	0.195	0	0.01	false
Surface	Streptomyces	Prauserella	0	0	false	0.3	0	0.01	false
Surface	Streptomyces	Azospirillum	-0	0	false	0.4	1	0	false
Surface	Streptomyces	Vallicoccus	-0	0	false	0.335	1	0.02	false
Surface	Streptomyces	Verrucosispora	0.02167573368	0.02167573368	true	0.525	1	0.01	false
Surface	Streptomyces	Telluribacter	-0	0	false	0.355	1	0.01	false
Surface	Streptomyces	Sphingomonas	-0	0	false	0.05	1	0	false
Surface	Streptomyces	Brucella	-0	0	false	0.005	1	0	false
Surface	Streptomyces	Mycobacterium	0	0	false	0.04	0.25	0.01	false
Surface	Streptomyces	Daejeonella	-0	0	false	0.005	1	0.02	false
Surface	Streptomyces	Croceibacterium	-0	0	false	0.07	1	0	false
Surface	Streptomyces	MND1	0	0	false	0.01	0.5	0.01	false
Surface	Streptomyces	Marmoricola	-0	0	false	0.105	1	0.02	false
Surface	Streptomyces	Opitutus	0	0	false	0	0	0	false
Surface	Streptomyces	DSSF69	-0	0	false	0	0	0	false
Surface	Streptomyces	Kallotenue	-0	0	false	0.06	1	0	false
Surface	Streptomyces	Limnobacter	-0	0	false	0.005	1	0.02	false
Surface	Streptomyces	Subgroup 10	0	0	false	0	0	0.03	false
Surface	Streptomyces	Bryobacter	0	0	false	0.31	0	0.01	false
Surface	Streptomyces	Pedomicrobium	0	0	false	0.04	0.5	0	false
Surface	Streptomyces	Terribacillus	-0	0	false	0.05	1	0	false
Surface	Streptomyces	Novosphingobium	-0	0	false	0.025	1	0	false
Surface	Streptomyces	Nitrospira	0.05767461062	0.05767461062	true	0.67	1	0.02	false
Surface	Paenibacillus	Nocardioides	0.1480777426	0.1480777426	true	0.955	1	0.02	true
Surface	Paenibacillus	Rubrobacter	-0	0	false	0.01	1	0	false
Surface	Paenibacillus	Lysinibacillus	0.02021416589	0.02021416589	true	0.515	1	0	false
Surface	Paenibacillus	Deinococcus	0	0	false	0.07	0	0.01	false
Surface	Paenibacillus	Rubellimicrobium	0.03869817672	0.03869817672	true	0.52	1	0	false
Surface	Paenibacillus	Ammoniphilus	0.241372209	0.241372209	true	0.935	1	0	true
Surface	Paenibacillus	Geodermatophilus	-0	0	false	0.065	1	0	false
Surface	Paenibacillus	Ramlibacter	0	0	false	0.03	0	0.02	false
Surface	Paenibacillus	Nibribacter	-0	0	false	0.31	1	0.01	false
Surface	Paenibacillus	Ectobacillus	-0	0	false	0	0	0	false
Surface	Paenibacillus	Neobacillus	0	0	false	0.255	0	0.01	false
Surface	Paenibacillus	Planococcus	-0	0	false	0	0	0	false
Surface	Paenibacillus	Acidiferrimicrobium	0	0	false	0.395	0	0.01	false
Surface	Paenibacillus	Adhaeribacter	-0	0	false	0.06	0.9166666667	0	false
Surface	Paenibacillus	Bradyrhizobium	0	0	false	0.075	0.1333333333	0.01	false
Surface	Paenibacillus	Solirubrobacter	0	0	false	0.155	0	0	false
Surface	Paenibacillus	Metabacillus	0.06334315559	0.06334315559	true	0.615	1	0.02	false
Surface	Paenibacillus	Ellin6055	-0	0	false	0.16	0.96875	0.01	false
Surface	Paenibacillus	Symbiobacterium	0.06395152564	0.06395152564	true	0.65	1	0.02	false
Surface	Paenibacillus	Halomonas	0	0	false	0.065	0	0.01	false
Surface	Paenibacillus	Sphingoaurantiacus	-0	0	false	0.11	1	0.03	false
Surface	Paenibacillus	Arthrobacter	-0	0	false	0.165	1	0.02	false
Surface	Paenibacillus	Pontibacter	0	0	false	0.25	0	0.01	false
Surface	Paenibacillus	Blastococcus	-0	0	false	0.095	1	0.01	false
Surface	Paenibacillus	Tumebacillus	0	0	false	0.195	0	0.03	false
Surface	Paenibacillus	Roseomonas	-0	0	false	0.01	1	0.02	false
Surface	Paenibacillus	Nitrolancea	-0	0	false	0.01	0.5	0.02	false
Surface	Paenibacillus	CSP1-2	-0	0	false	0.005	1	0.01	false
Surface	Paenibacillus	Chthoniobacter	-0	0	false	0.285	1	0	false
Surface	Paenibacillus	Pseudomonas	0	0	false	0	0	0.01	false
Surface	Paenibacillus	Lysobacter	0	0	false	0.275	0.2	0.02	false
Surface	Paenibacillus	Cytophaga	-0	0	false	0	0	0.04	false
Surface	Paenibacillus	Pseudonocardia	-0	0	false	0	0	0	false
Surface	Paenibacillus	Archangium	-0	0	false	0.01	1	0.01	false
Surface	Paenibacillus	Cellulomonas	-0	0	false	0.255	1	0.01	false
Surface	Paenibacillus	Segetibacter	-0.08396935459	0.08396935459	true	0.815	1	0	true
Surface	Paenibacillus	Pirellula	-0	0	false	0.11	1	0.01	false
Surface	Paenibacillus	Actinomadura	-0	0	false	0	0	0.02	false
Surface	Paenibacillus	Saccharopolyspora	-0	0	false	0.015	1	0.02	false
Surface	Paenibacillus	Gemmatimonas	-0.007490808473	0.007490808473	true	0.295	1	0.01	false
Surface	Paenibacillus	Oxalophagus	-0	0	false	0	0	0.02	false
Surface	Paenibacillus	Devosia	0	0	false	0.235	0	0.03	false
Surface	Paenibacillus	Phenylobacterium	-0	0	false	0.07	0.7857142857	0.02	false
Surface	Paenibacillus	Steroidobacter	-0	0	false	0	0	0.01	false
Surface	Paenibacillus	Gaiella	-0	0	false	0.045	1	0.01	false
Surface	Paenibacillus	Halalkalibacter	0	0	false	0.165	0	0.01	false
Surface	Paenibacillus	Chelativorans	-0	0	false	0	0	0	false
Surface	Paenibacillus	Cnuella	-0.08052689249	0.08052689249	true	0.895	1	0.03	true
Surface	Paenibacillus	Roseisolibacter	-0.05523000733	0.05523000733	true	0.765	1	0	false
Surface	Paenibacillus	Prauserella	0	0	false	0	0	0.01	false
Surface	Paenibacillus	Azospirillum	0	0	false	0.1	0	0.03	false
Surface	Paenibacillus	Vallicoccus	-0	0	false	0	0	0	false
Surface	Paenibacillus	Verrucosispora	0	0	false	0.01	0	0.02	false
Surface	Paenibacillus	Telluribacter	-0	0	false	0.06	1	0.02	false
Surface	Paenibacillus	Sphingomonas	-0	0	false	0.035	1	0.04	false
Surface	Paenibacillus	Brucella	0	0	false	0.04	0	0	false
Surface	Paenibacillus	Mycobacterium	-0	0	false	0.005	1	0.02	false
Surface	Paenibacillus	Daejeonella	-0	0	false	0.035	1	0.01	false
Surface	Paenibacillus	Croceibacterium	-0	0	false	0	0	0.01	false
Surface	Paenibacillus	MND1	0	0	false	0	0	0.01	false
Surface	Paenibacillus	Marmoricola	-0.02052462564	0.02052462564	true	0.46	1	0.04	false
Surface	Paenibacillus	Opitutus	-0	0	false	0	0	0.02	false
Surface	Paenibacillus	DSSF69	-0	0	false	0	0	0.01	false
Surface	Paenibacillus	Kallotenue	-0.003881807722	0.003881807722	true	0.49	1	0.01	false
Surface	Paenibacillus	Limnobacter	-0.06012899163	0.06012899163	true	0.875	1	0.01	true
Surface	Paenibacillus	Subgroup 10	-0	0	false	0	0	0.01	false
Surface	Paenibacillus	Bryobacter	-0	0	false	0.015	1	0.01	false
Surface	Paenibacillus	Pedomicrobium	0	0	false	0.02	0	0.01	false
Surface	Paenibacillus	Terribacillus	-0	0	false	0	0	0.02	false
Surface	Paenibacillus	Novosphingobium	-0.05564116947	0.05564116947	true	0.86	1	0	true
Surface	Paenibacillus	Nitrospira	-0	0	false	0.005	1	0.01	false
Surface	Nocardioides	Rubrobacter	0	0	false	0.005	0	0.02	false
Surface	Nocardioides	Lysinibacillus	0	0	false	0.26	0	0.01	false
Surface	Nocardioides	Deinococcus	0	0	false	0.07	0	0	false
Surface	Nocardioides	Rubellimicrobium	0.05105781326	0.05105781326	true	0.6	1	0	false
Surface	Nocardioides	Ammoniphilus	-0	0	false	0	0	0	false
