profile_id	specimen_id	Trip	Site	Type	depth	shannon	ledger_resolution	ledger_specimen_id	dna_kit
e0381_23Sr2	23Sr2	1	23	Surface	621961	5.210711759	exact	23Sr2	not_recorded
e0382_24Dr1	24Dr1	1	24	Deep	488598	6.249702043	exact	24Dr1	Pro
e0383_24Dr2	24Dr2	1	24	Deep	510802	6.229304456	exact	24Dr2	Pro
e0385_25Dr1	25Dr1	1	25	Deep	798052	6.245677334	exact	25Dr1	Pro
e0386_25Dr3	25Dr3	1	25	Deep	499676	6.440835871	exact	25Dr3	Pro
e0387_25PRr2	25PRr2	1	25	Rhizosphere	375595	5.265009395	exact	25PRr2	Pro
e0388_25Sr1	25Sr1	1	25	Surface	376969	6.153406883	exact	25Sr1	Pro
e0389_25Sr2	25Sr2	1	25	Surface	817704	6.110234006	exact	25Sr2	Pro
e0390_26Dr1	26Dr1	1	26	Deep	446320	6.032096948	exact	26Dr1	Pro
e0391_26Dr2	26Dr2	1	26	Deep	498989	5.866358118	exact	26Dr2	Pro
e0392_26Dr3	26Dr3	1	26	Deep	574611	6.140309634	exact	26Dr3	PowerSoil
e0393_26PRr2	26PRr2	1	26	Rhizosphere	248983	5.290613792	exact	26PRr2	Pro
e0394_26PRr3	26PRr3	1	26	Rhizosphere	100296	5.277082303	exact	26PRr3	Pro
e0395_26Sr2	26Sr2	1	26	Surface	650203	5.605488505	exact	26Sr2	Pro
e0396_26Sr3	26Sr3	1	26	Surface	588644	5.708177584	exact	26Sr3	Pro
e0397_27Dr1	27Dr1	1	27	Deep	740948	7.00002712	exact	27Dr1	Pro
e0398_27Dr3	27Dr3	1	27	Deep	564013	7.005989695	exact	27Dr3	Pro
e0399_27PRr1	27PRr1	1	27	Rhizosphere	423526	5.399731592	exact	27PRr1	not_recorded
e0400_27PRr2	27PRr2	1	27	Rhizosphere	443610	5.249714056	exact	27PRr2	Pro
e0401_27Sr2	27Sr2	1	27	Surface	630451	5.68763534	exact	27Sr2	Pro
e0402_27Sr3	27Sr3	1	27	Surface	768933	5.902288329	exact	27Sr3	Pro
e0403_28Dr1	28Dr1	1	28	Deep	258543	6.348689605	exact	28Dr1	Pro
e0404_28Dr3	28Dr3	1	28	Deep	202314	6.149125184	exact	28Dr3	Pro
e0405_28PRr3	28PRr3	1	28	Rhizosphere	495049	6.281413261	exact	28PRr3	Pro
e0406_28Sr2	28Sr2	1	28	Surface	514475	5.724465453	exact	28Sr2	Pro
e0407_28Sr3	28Sr3	1	28	Surface	1158070	6.04909194	exact	28Sr3	not_recorded
e0408_29Dr1	29Dr1	1	29	Deep	163295	6.083582143	exact	29Dr1	Pro
e0409_29Dr2	29Dr2	1	29	Deep	572404	6.390687317	exact	29Dr2	Pro
e0410_29Dr3	29Dr3	1	29	Deep	433370	6.584979489	exact	29Dr3	PowerSoil
e0411_29PRr1	29PRr1	1	29	Rhizosphere	368860	6.408640271	exact	29PRr1	not_recorded
e0412_29PRr3	29PRr3	1	29	Rhizosphere	174179	6.329028101	exact	29PRr3	Pro
e0413_29Sr1	29Sr1	1	29	Surface	421606	5.753093155	exact	29Sr1	Pro
e0414_2Dr1	2Dr1	1	2	Deep	526775	7.477103175	exact	2Dr1	not_recorded
e0415_2Dr3	2Dr3	1	2	Deep	925540	7.698230893	exact	2Dr3	not_recorded
e0416_2PRr2	2PRr2	1	2	Rhizosphere	227586	6.034870259	exact	2PRr2	Pro
e0417_2Sr3	2Sr3	1	2	Surface	666636	6.755364701	exact	2Sr3	PowerSoil
e0418_30Dr1	30Dr1	1	30	Deep	139558	6.172157291	exact	30Dr1	Pro
e0419_30PRr1	30PRr1	1	30	Rhizosphere	880174	6.541562514	exact	30PRr1	Pro
e0420_30PRr3	30PRr3	1	30	Rhizosphere	245489	5.765025914	exact	30PRr3	Pro
e0421_30Sr1	30Sr1	1	30	Surface	470055	5.403642374	exact	30Sr1	Pro
e0422_30Sr3	30Sr3	1	30	Surface	448049	5.911531066	exact	30Sr3	not_recorded
e0423_31Dr2	31Dr2	1	31	Deep	462115	6.019581953	exact	31Dr2	Pro
e0424_31PRr2	31PRr2	1	31	Rhizosphere	300114	4.750769275	exact	31PRr2	Pro
e0425_31PRr3	31PRr3	1	31	Rhizosphere	227752	5.465732878	exact	31PRr3	Pro
e0426_31Sr2	31Sr2	1	31	Surface	489913	6.255046847	exact	31Sr2	Pro
e0427_32PRr2	32PRr2	1	32	Rhizosphere	657703	5.936557082	exact	32PRr2	PowerSoil
e0428_33Dr2	33Dr2	1	33	Deep	567168	5.771742685	exact	33Dr2	PowerSoil
e0429_33PRr1	33PRr1	1	33	Rhizosphere	328498	5.474473448	exact	33PRr1	Pro
e0430_33PRr2	33PRr2	1	33	Rhizosphere	396883	5.239384937	exact	33PRr2	Pro
e0431_33Sr1	33Sr1	1	33	Surface	140311	6.042791209	exact	33Sr1	Pro
e0432_34Dr2	34Dr2	1	34	Deep	543711	5.084108036	exact	34Dr2	Pro
e0433_34PRr1	34PRr1	1	34	Rhizosphere	274524	5.585624038	exact	34PRr1	not_recorded
e0434_34PRr3	34PRr3	1	34	Rhizosphere	435953	5.41049146	exact	34PRr3	Pro
e0435_34Sr1	34Sr1	1	34	Surface	429096	6.38422662	exact	34Sr1	Pro
e0436_34Sr3	34Sr3	1	34	Surface	830488	6.38928936	exact	34Sr3	Pro
e0437_35Dr2	35Dr2	1	35	Deep	405578	6.159990994	exact	35Dr2	Pro
e0438_35Dr3	35Dr3	1	35	Deep	1708225	6.416460443	exact	35Dr3	Pro
e0439_35Sr2	35Sr2	1	35	Surface	768244	6.351941094	exact	35Sr2	Pro
e0440_36Dr2	36Dr2	1	36	Deep	270651	5.728591221	exact	36Dr2	Pro
e0441_36Dr3	36Dr3	1	36	Deep	622304	5.917005957	exact	36Dr3	Pro
e0442_36Sr3	36Sr3	1	36	Surface	48989	6.14249365	exact	36Sr3	Pro
e0443_37Dr2	37Dr2	1	37	Deep	357294	6.497883254	exact	37Dr2	Pro
e0444_37Dr3	37Dr3	1	37	Deep	210787	6.37928987	exact	37Dr3	Pro
e0445_37PRr2	37PRr2	1	37	Rhizosphere	376528	5.940728747	exact	37PRr2	Pro
e0446_37PRr3	37PRr3	1	37	Rhizosphere	529869	5.240281259	exact	37PRr3	Pro
e0447_37Sr1	37Sr1	1	37	Surface	472516	6.585663572	exact	37Sr1	Pro
e0448_37Sr2	37Sr2	1	37	Surface	70128	6.121934648	exact	37Sr2	Pro
e0449_38Dr2	38Dr2	1	38	Deep	382952	6.569505967	exact	38Dr2	not_recorded
e0450_38Dr3	38Dr3	1	38	Deep	232842	6.332524793	exact	38Dr3	Pro
e0451_38PRr2	38PRr2	1	38	Rhizosphere	625188	6.149058885	exact	38PRr2	Pro
e0452_38Sr2	38Sr2	1	38	Surface	316594	6.732036498	exact	38Sr2	not_recorded
e0453_39Dr2	39Dr2	1	39	Deep	20268	2.682465297	exact	39Dr2	not_recorded
e0454_39PRr1	39PRr1	1	39	Rhizosphere	724952	5.345102412	exact	39PRr1	not_recorded
e0455_39PRr3	39PRr3	1	39	Rhizosphere	201061	5.206830442	exact	39PRr3	Pro
e0456_39Sr3	39Sr3	1	39	Surface	132265	5.854214328	exact	39Sr3	Pro
e0457_3Dr2	3Dr2	1	3	Deep	569675	7.401163249	exact	3Dr2	PowerSoil
e0458_3PRr1	3PRr1	1	3	Rhizosphere	295697	6.3830822	exact	3PRr1	PowerSoil
e0459_3PRr3	3PRr3	1	3	Rhizosphere	232915	3.83345997	exact	3PRr3	PowerSoil
e0460_40Dr1	40Dr1	1	40	Deep	522507	6.327907375	exact	40Dr1	PowerSoil
e0461_40Dr2	40Dr2	1	40	Deep	39355	5.404797774	exact	40Dr2	Pro
e0462_40PRr2	40PRr2	1	40	Rhizosphere	227277	5.507811429	exact	40PRr2	Pro
e0463_41PRr2	41PRr2	1	41	Rhizosphere	330261	5.797500419	exact	41PRr2	not_recorded
e0464_42Dr1	42Dr1	1	42	Deep	148967	6.481842446	exact	42Dr1	Pro
e0466_42PRr1	42PRr1	1	42	Rhizosphere	164059	5.475135648	exact	42PRr1	Pro
e0467_42PRr2	42PRr2	1	42	Rhizosphere	453138	5.670761492	exact	42PRr2	not_recorded
e0468_42Sr1	42Sr1	1	42	Surface	113641	4.937272416	exact	42Sr1	Pro
e0469_42Sr2	42Sr2	1	42	Surface	405120	6.050496954	exact	42Sr2	PowerSoil
e0470_43Dr1	43Dr1	1	43	Deep	484466	6.584315991	exact	43Dr1	Pro
e0471_43Dr2	43Dr2	1	43	Deep	152625	6.281168314	exact	43Dr2	Pro
e0472_43PRr2	43PRr2	1	43	Rhizosphere	301967	6.424623085	exact	43PRr2	Pro
e0473_43Sr2	43Sr2	1	43	Surface	110391	6.034453246	exact	43Sr2	Pro
e0474_44Dr2	44Dr2	1	44	Deep	737956	6.261705428	exact	44Dr2	Pro
e0475_44PRr3	44PRr3	1	44	Rhizosphere	68024	5.782629351	exact	44PRr3	Pro
e0476_45Dr3	45Dr3	1	45	Deep	449178	6.07782246	exact	45Dr3	not_recorded
e0477_45PRr2	45PRr2	1	45	Rhizosphere	258006	5.486380498	exact	45PRr2	Pro
e0478_46PRr1	46PRr1	1	46	Rhizosphere	2046	4.055009166	exact	46PRr1	Pro
e0480_47Dr2	47Dr2	1	47	Deep	259795	6.545768254	exact	47Dr2	Pro
e0481_47Dr3	47Dr3	1	47	Deep	49982	6.269602091	exact	47Dr3	Pro
e0482_47PRr1	47PRr1	1	47	Rhizosphere	21560	5.124237547	exact	47PRr1	Pro
e0483_47Sr1	47Sr1	1	47	Surface	382238	6.766899015	exact	47Sr1	Pro
e0484_48Dr2	48Dr2	1	48	Deep	175317	5.763292714	exact	48Dr2	Pro
e0486_48Sr2	48Sr2	1	48	Surface	300759	5.589313506	exact	48Sr2	Pro
e0487_49Dr2	49Dr2	1	49	Deep	191915	5.480517932	exact	49Dr2	Pro
e0488_49Sr2	49Sr2	1	49	Surface	63756	5.464025952	exact	49Sr2	not_recorded
e0489_49Sr3	49Sr3	1	49	Surface	35349	5.118825064	exact	49Sr3	PowerSoil
e0490_4Dr3	4Dr3	1	4	Deep	700555	6.613635749	exact	4Dr3	Pro
e0491_4PRr1	4PRr1	1	4	Rhizosphere	961183	6.00399052	exact	4PRr1	PowerSoil
e0492_4PRr2	4PRr2	1	4	Rhizosphere	763429	6.56575102	exact	4PRr2	Pro
e0493_4PRr3	4PRr3	1	4	Rhizosphere	1143608	6.665775918	exact	4PRr3	not_recorded
e0494_4Sr1	4Sr1	1	4	Surface	641748	6.332888783	exact	4Sr1	Pro
e0495_50Dr1	50Dr1	1	50	Deep	43434	5.573609304	exact	50Dr1	Pro
e0496_50Dr2	50Dr2	1	50	Deep	90101	6.254453494	exact	50Dr2	not_recorded
e0497_50PRr2	50PRr2	1	50	Rhizosphere	534861	5.896335016	exact	50PRr2	Pro
e0498_50Sr1	50Sr1	1	50	Surface	103148	6.307349121	exact	50Sr1	Pro
e0499_50Sr3	50Sr3	1	50	Surface	23333	5.106424534	exact	50Sr3	Pro
e0500_51Dr1	51Dr1	1	51	Deep	1278036	5.899527455	exact	51Dr1	Pro
e0501_51Dr3	51Dr3	1	51	Deep	688726	5.56539237	exact	51Dr3	PowerSoil
e0502_51PRr3	51PRr3	1	51	Rhizosphere	333425	4.151150836	exact	51PRr3	Pro
e0503_52Dr1	52Dr1	1	52	Deep	405299	4.655282502	exact	52Dr1	Pro
e0504_53Dr2	53Dr2	1	53	Deep	525288	4.783797131	exact	53Dr2	PowerSoil
e0505_53Dr3	53Dr3	1	53	Deep	24518	3.928804386	exact	53Dr3	Pro
e0506_53PRr2	53PRr2	1	53	Rhizosphere	486506	5.778062318	exact	53PRr2	PowerSoil
e0507_54PRr1	54PRr1	1	54	Rhizosphere	140880	4.122365071	exact	54PRr1	Pro
e0508_54PRr2	54PRr2	1	54	Rhizosphere	126880	5.331283248	exact	54PRr2	PowerSoil
e0509_54PRr3	54PRr3	1	54	Rhizosphere	2235	3.566622388	exact	54PRr3	Pro
e0510_54Sr1	54Sr1	1	54	Surface	1230	3.338173884	exact	54Sr1	Pro
e0511_54Sr2	54Sr2	1	54	Surface	7943	4.145856635	exact	54Sr2	PowerSoil
e0512_54Sr3	54Sr3	1	54	Surface	63080	4.483812819	exact	54Sr3	Pro
e0513_55Dr2	55Dr2	1	55	Deep	106266	3.834518735	exact	55Dr2	Pro
e0514_55PRr3	55PRr3	1	55	Rhizosphere	63950	3.742984236	exact	55PRr3	Pro
e0515_55Sr3	55Sr3	1	55	Surface	38195	3.485301035	exact	55Sr3	Pro
e0516_56Dr1	56Dr1	1	56	Deep	21885	4.024855644	exact	56Dr1	Pro
e0517_56Dr3	56Dr3	1	56	Deep	33492	4.624552342	exact	56Dr3	Pro
e0518_56Sr1	56Sr1	1	56	Surface	21640	3.997103758	exact	56Sr1	Pro
e0519_56Sr3	56Sr3	1	56	Surface	254964	5.570059414	exact	56Sr3	PowerSoil
e0520_57Dr3	57Dr3	1	57	Deep	31250	5.188134154	exact	57Dr3	Pro
e0521_57PRr3	57PRr3	1	57	Rhizosphere	426086	4.371297549	exact	57PRr3	Pro
e0522_58PRr1	58PRr1	1	58	Rhizosphere	197756	5.162432509	exact	58PRr1	Pro
e0523_58Sr2	58Sr2	1	58	Surface	14313	4.517751776	exact	58Sr2	Pro
e0524_58Sr3	58Sr3	1	58	Surface	3415	4.105898069	exact	58Sr3	Pro
e0525_59PRr3	59PRr3	1	59	Rhizosphere	8737	3.690052726	exact	59PRr3	Pro
e0526_5Dr1	5Dr1	1	5	Deep	156969	6.294755275	exact	5Dr1	Pro
e0527_5Sr1	5Sr1	1	5	Surface	244857	5.725087157	exact	5Sr1	Pro
e0528_5Sr3	5Sr3	1	5	Surface	753668	6.856921285	exact	5Sr3	Pro
e0529_60Sr3	60Sr3	1	60	Surface	142260	4.642253451	exact	60Sr3	PowerSoil
e0530_62PRr2	62PRr2	1	62	Rhizosphere	116619	4.496350872	exact	62PRr2	Pro
e0531_62Sr3	62Sr3	1	62	Surface	7769	4.033817114	exact	62Sr3	Pro
e0532_63PRr3	63PRr3	1	63	Rhizosphere	8574	3.440031043	exact	63PRr3	Pro
e0534_64Dr3	64Dr3	1	64	Deep	104449	5.909977729	exact	64Dr3	Pro
e0535_64PRr2	64PRr2	1	64	Rhizosphere	2823	3.018306613	exact	64PRr2	Pro
e0536_64PRr3	64PRr3	1	64	Rhizosphere	21605	3.446777228	exact	64PRr3	Pro
e0537_64Sr1	64Sr1	1	64	Surface	124927	6.695570986	exact	64Sr1	Pro
e0538_64Sr2	64Sr2	1	64	Surface	268375	6.944369682	exact	64Sr2	Pro
e0539_64Sr3	64Sr3	1	64	Surface	224078	5.318332683	exact	64Sr3	Pro
e0540_6Dr1	6Dr1	1	6	Deep	963407	7.217200724	exact	6Dr1	Pro
e0541_6PRr2	6PRr2	1	6	Rhizosphere	852292	5.998356953	exact	6PRr2	not_recorded
e0542_6Sr2	6Sr2	1	6	Surface	519335	5.872180049	exact	6Sr2	Pro
e0543_7Sr1	7Sr1	1	7	Surface	148007	4.504843599	exact	7Sr1	Pro
e0544_7Sr2	7Sr2	1	7	Surface	53896	4.005569337	exact	7Sr2	not_recorded
e0545_8Sr3	8Sr3	1	8	Surface	31544	5.520376916	exact	8Sr3	Pro
e0546_9Dr1	9Dr1	1	9	Deep	318005	6.561909713	exact	9Dr1	Pro
e0547_9Dr3	9Dr3	1	9	Deep	254617	6.515116311	exact	9Dr3	not_recorded
e0548_9PRr2	9PRr2	1	9	Rhizosphere	462436	5.799661496	exact	9PRr2	Pro
e0549_9PRr3	9PRr3	1	9	Rhizosphere	19514	5.795784161	exact	9PRr3	Pro
e0550_9Sr1	9Sr1	1	9	Surface	366332	6.314880399	exact	9Sr1	PowerSoil
e0551_9Sr2	9Sr2	1	9	Surface	282631	6.156827927	exact	9Sr2	not_recorded
e0552_9Sr3	9Sr3	1	9	Surface	129533	6.090380681	exact	9Sr3	Pro
e0592_S22PRr1	S22PRr1	4	22	Rhizosphere	527445	6.09423962	exact	S22PRr1	QIACube
e0593_S22Sr1	S22Sr1	4	22	Surface	412497	7.029118047	exact	S22Sr1	QIACube
e0594_S22Dr1	S22Dr1	4	22	Deep	478018	6.089392791	exact	S22Dr1	QIACube
e0595_S28PRr1	S28PRr1	4	28	Rhizosphere	381757	6.932255726	exact	S28PRr1	not_recorded
e0596_S28Sr1	S28Sr1	4	28	Surface	475638	6.935585048	exact	S28Sr1	not_recorded
e0597_S28Dr2	S28Dr2	4	28	Deep	446785	6.579261011	exact	S28Dr2	not_recorded
e0598_S35PRr1	S35PRr1	4	35	Rhizosphere	349063	6.42731616	exact	S35PRr1	not_recorded
e0599_S35Sr1	S35Sr1	4	35	Surface	702152	6.937787472	exact	S35Sr1	not_recorded
e0600_S35Dr1	S35Dr1	4	35	Deep	400056	6.822115457	exact	S35Dr1	not_recorded
e0601_S43PRr1	S43PRr1	4	43	Rhizosphere	223024	2.948938822	exact	S43PRr1	not_recorded
e0602_S43Sr1	S43Sr1	4	43	Surface	460770	6.0294375	exact	S43Sr1	not_recorded
e0603_S43Dr1	S43Dr1	4	43	Deep	437288	6.029620895	exact	S43Dr1	not_recorded
e0604_S53PRr1	S53PRr1	4	53	Rhizosphere	63649	2.953391193	exact	S53PRr1	not_recorded
e0605_S53Sr1	S53Sr1	4	53	Surface	44735	0.5102248813	exact	S53Sr1	not_recorded
e0606_S53Dr1	S53Dr1	4	53	Deep	15697	0.8404828966	exact	S53Dr1	not_recorded
e0607_S46PRr1	S46PRr1	4	46	Rhizosphere	97674	5.364712601	exact	S46PRr1	not_recorded
e0608_S46Sr1	S46Sr1	4	46	Surface	53792	3.874023226	exact	S46Sr1	not_recorded
e0609_S46Dr1	S46Dr1	4	46	Deep	321601	5.901089749	exact	S46Dr1	not_recorded
e0610_S47PRr1	S47PRr1	4	47	Rhizosphere	468453	6.242529426	exact	S47PRr1	not_recorded
e0611_S47Sr1	S47Sr1	4	47	Surface	467362	5.287629268	exact	S47Sr1	not_recorded
e0612_S47Dr1	S47Dr1	4	47	Deep	181613	4.023331553	exact	S47Dr1	QIACube
e0613_S58PRr1	S58PRr1	4	58	Rhizosphere	85984	2.602121352	exact	S58PRr1	not_recorded
e0614_S58Sr1	S58Sr1	4	58	Surface	90160	2.970587878	exact	S58Sr1	not_recorded
e0615_S58Dr1	S58Dr1	4	58	Deep	28112	1.026424927	exact	S58Dr1	not_recorded
e0616_S13PRr1	S13PRr1	4	13	Rhizosphere	519732	6.953695778	exact	S13PRr1	not_recorded
e0617_S13Sr1	S13Sr1	4	13	Surface	569978	6.288791477	exact	S13Sr1	not_recorded
e0618_S13Dr1	S13Dr1	4	13	Deep	602152	6.609463819	exact	S13Dr1	not_recorded
e0619_S25PRr1	S25PRr1	4	25	Rhizosphere	242997	5.761429369	exact	S25PRr1	not_recorded
e0620_S25Sr1	S25Sr1	4	25	Surface	719569	6.526738145	exact	S25Sr1	not_recorded
e0621_S25Dr1	S25Dr1	4	25	Deep	388881	6.346225376	exact	S25Dr1	not_recorded
e0622_S54PRr1	S54PRr1	4	54	Rhizosphere	221041	4.921822013	exact	S54PRr1	not_recorded
e0623_S54Sr1	S54Sr1	4	54	Surface	15266	1.016523564	exact	S54Sr1	not_recorded
e0624_S54Dr1	S54Dr1	4	54	Deep	159416	3.309372125	exact	S54Dr1	not_recorded
e0625_S55PRr1	S55PRr1	4	55	Rhizosphere	119617	3.230194735	exact	S55PRr1	not_recorded
e0626_S55Sr1	S55Sr1	4	55	Surface	93822	3.633630496	exact	S55Sr1	not_recorded
e0627_S55Dr1	S55Dr1	4	55	Deep	114126	2.411803831	exact	S55Dr1	not_recorded
e0628_S44PRr1	S44PRr1	4	44	Rhizosphere	236291	6.069617615	exact	S44PRr1	not_recorded
e0629_S44Sr1	S44Sr1	4	44	Surface	554370	6.255502527	exact	S44Sr1	not_recorded
e0630_S44Dr1	S44Dr1	4	44	Deep	560521	6.704990391	exact	S44Dr1	not_recorded
e0631_S38PRr1	S38PRr1	4	38	Rhizosphere	212973	5.497958814	exact	S38PRr1	not_recorded
e0632_S38Sr1	S38Sr1	4	38	Surface	450747	6.122057429	exact	S38Sr1	not_recorded
e0633_S38Dr1	S38Dr1	4	38	Deep	518648	6.713226779	exact	S38Dr1	not_recorded
e0634_S41PRr1	S41PRr1	4	41	Rhizosphere	219888	4.969698683	exact	S41PRr1	not_recorded
e0635_S41Sr1	S41Sr1	4	41	Surface	464378	5.935438568	exact	S41Sr1	not_recorded
e0636_S41Dr1	S41Dr1	4	41	Deep	441537	6.330569043	exact	S41Dr1	not_recorded
e0637_S33PRr1	S33PRr1	4	33	Rhizosphere	634824	6.402307893	exact	S33PRr1	not_recorded
e0638_S33Sr1	S33Sr1	4	33	Surface	253904	5.878545062	exact	S33Sr1	not_recorded
e0639_S33Dr1	S33Dr1	4	33	Deep	598794	6.455529442	exact	S33Dr1	not_recorded
e0640_S2Sr1	S2Sr1	4	2	Surface	430872	6.691177945	exact	S2Sr1	not_recorded
e0641_S2Dr1	S2Dr1	4	2	Deep	211591	5.964683413	exact	S2Dr1	not_recorded
e0642_S27PRr1	S27PRr1	4	27	Rhizosphere	361496	5.822079257	exact	S27PRr1	not_recorded
e0643_S27Sr1	S27Sr1	4	27	Surface	434304	6.885994615	exact	S27Sr1	not_recorded
e0644_S27Dr1	S27Dr1	4	27	Deep	509270	6.776141628	exact	S27Dr1	not_recorded
e0645_S51PRr1	S51PRr1	4	51	Rhizosphere	450329	4.980202071	exact	S51PRr1	not_recorded
e0646_S51Sr1	S51Sr1	4	51	Surface	63682	5.038202604	exact	S51Sr1	not_recorded
e0647_S51Dr1	S51Dr1	4	51	Deep	509352	6.164752745	exact	S51Dr1	not_recorded
e0648_S16PRr1	S16PRr1	4	16	Rhizosphere	357655	6.349438557	exact	S16PRr1	not_recorded
e0649_S16Sr1	S16Sr1	4	16	Surface	618043	6.986790961	exact	S16Sr1	not_recorded
e0650_S16Dr1	S16Dr1	4	16	Deep	475095	6.988248774	exact	S16Dr1	not_recorded
e0651_S56PRr1	S56PRr1	4	56	Rhizosphere	37594	3.024814903	exact	S56PRr1	not_recorded
e0652_S56Sr1	S56Sr1	4	56	Surface	34250	3.227503149	exact	S56Sr1	not_recorded
