profile	role	campaign	compartment	total_reads	removed_reads	removed_read_fraction	total_features	removed_features
V16PRr1T	biological	Trip5	unassigned	364501	10387	0.028496	3375	39
V16PRr1	biological	Trip5	root-adjacent	691016	22866	0.033090	4063	56
V16PRr2	biological	Trip5	root-adjacent	388509	15549	0.040022	3214	46
V16PRr3	biological	Trip5	root-adjacent	467393	42871	0.091724	3886	56
V16Sr1O	biological	Trip5	unassigned	583216	4482	0.007685	1861	24
V17Dr1	biological	Trip5	deep	617693	2845	0.004606	6573	34
V17Dr2	biological	Trip5	deep	739031	5517	0.007465	6106	44
V17PRr1	biological	Trip5	root-adjacent	919445	11423	0.012424	3367	40
V17PRr2	biological	Trip5	root-adjacent	671805	17467	0.026000	2781	27
V17PRr3	biological	Trip5	root-adjacent	567532	27130	0.047803	3733	23
V18PRr2	biological	Trip5	root-adjacent	688527	6962	0.010111	3878	23
V18PRr3	biological	Trip5	root-adjacent	490978	5365	0.010927	3700	17
V19Dr2	biological	Trip5	deep	4341054	17690	0.004075	16563	51
V19Dr3	biological	Trip5	deep	691081	3883	0.005619	6232	39
V19PRr1	biological	Trip5	root-adjacent	907515	13379	0.014742	3922	28
V19PRr2	biological	Trip5	root-adjacent	452234	6269	0.013862	3492	8
V19PRr3	biological	Trip5	root-adjacent	480790	7114	0.014796	3148	10
V19Sr3	biological	Trip5	surface	1116547	7614	0.006819	4444	36
V1Dr1	biological	Trip5	deep	149046	7298	0.048965	603	7
V1Dr3	biological	Trip5	deep	625355	8909	0.014246	2992	36
V1PRr1	biological	Trip5	root-adjacent	535684	13742	0.025653	2899	30
V1PRr2	biological	Trip5	root-adjacent	397005	18144	0.045702	1881	21
V1PRr3	biological	Trip5	root-adjacent	742979	28392	0.038214	1729	15
V20PRr1	biological	Trip5	root-adjacent	2217058	35005	0.015789	8570	84
V20PRr2	biological	Trip5	root-adjacent	602263	5245	0.008709	3397	29
V20PRr3	biological	Trip5	root-adjacent	1256846	12776	0.010165	4638	36
V20Sr2	biological	Trip5	surface	668287	7541	0.011284	2632	23
V21Dr1	biological	Trip5	deep	399410	15537	0.038900	3401	41
V21Dr2	biological	Trip5	deep	387092	6084	0.015717	5218	25
V21PRr1RE	biological	Trip5	unassigned	602178	38734	0.064323	4933	46
V21PRr1	biological	Trip5	root-adjacent	367389	29721	0.080898	4684	49
V21PRr2RE	biological	Trip5	unassigned	812539	66798	0.082209	5878	58
V21PRr2	biological	Trip5	root-adjacent	750436	66237	0.088265	8347	49
V21PRr3RE	biological	Trip5	unassigned	456084	45563	0.099900	4611	53
V21PRr3	biological	Trip5	root-adjacent	499748	52188	0.104429	5406	43
V21Sr3	biological	Trip5	surface	1112675	8685	0.007806	6365	44
V22PRr2	biological	Trip5	root-adjacent	630179	7792	0.012365	4294	55
V23Dr1	biological	Trip5	deep	709739	8232	0.011599	6417	38
V23PRr1	biological	Trip5	root-adjacent	605279	8352	0.013799	8026	59
V23PRr2	biological	Trip5	root-adjacent	493078	5610	0.011378	8142	44
V24Dr1	biological	Trip5	deep	433988	6470	0.014908	3919	26
V24PRr1	biological	Trip5	root-adjacent	551729	11420	0.020699	7475	43
V24PRr3	biological	Trip5	root-adjacent	377824	1997	0.005286	3450	21
V25Dr3	biological	Trip5	deep	409452	2191	0.005351	4447	16
V25PRr1	biological	Trip5	root-adjacent	565561	62110	0.109820	3054	13
V25PRr2	biological	Trip5	root-adjacent	500897	56561	0.112919	3182	14
V25PRr3	biological	Trip5	root-adjacent	540459	46472	0.085986	2983	27
V25Sr2	biological	Trip5	surface	864456	5105	0.005905	5019	26
V25Sr3	biological	Trip5	surface	838440	5146	0.006138	4747	21
V26Dr2	biological	Trip5	deep	227594	1095	0.004811	2654	17
V26Dr3	biological	Trip5	deep	599509	2688	0.004484	3642	24
V26PRr1	biological	Trip5	root-adjacent	524183	3063	0.005843	4030	26
V26PRr2	biological	Trip5	root-adjacent	804585	4253	0.005286	4921	22
V26Sr2	biological	Trip5	surface	676130	4129	0.006107	4464	29
V27Dr2	biological	Trip5	deep	690327	9557	0.013844	5967	56
V27Dr3	biological	Trip5	deep	759591	7289	0.009596	6514	43
V27PRr1	biological	Trip5	root-adjacent	415925	984	0.002366	2343	8
V27PRr2	biological	Trip5	root-adjacent	555336	2463	0.004435	2818	21
V27PRr3	biological	Trip5	root-adjacent	545853	2678	0.004906	2251	18
V28Dr1	biological	Trip5	deep	892760	20151	0.022572	5487	51
V28Dr3	biological	Trip5	deep	419697	5113	0.012183	3149	30
V28PRr1	biological	Trip5	root-adjacent	716456	350260	0.488879	4661	46
V28PRr2	biological	Trip5	root-adjacent	701711	258416	0.368266	5162	48
V28PRr3	biological	Trip5	root-adjacent	528041	91329	0.172958	4405	61
V29PRr2	biological	Trip5	root-adjacent	829930	4087	0.004925	4259	32
V29PRr3	biological	Trip5	root-adjacent	890128	4554	0.005116	3444	27
V2Dr1	biological	Trip5	deep	438638	110954	0.252951	3855	78
V2Dr2	biological	Trip5	deep	599571	11718	0.019544	5567	65
V2PRr1	biological	Trip5	root-adjacent	684082	11860	0.017337	5749	44
V2PRr2	biological	Trip5	root-adjacent	255464	6923	0.027100	3397	29
V2PRr3	biological	Trip5	root-adjacent	627102	13094	0.020880	6111	39
V2Sr1	biological	Trip5	surface	691496	2819	0.004077	4686	29
V2Sr2	biological	Trip5	surface	435506	1057	0.002427	4617	17
V30PRr1	biological	Trip5	root-adjacent	384827	5473	0.014222	3440	15
V30PRr2	biological	Trip5	root-adjacent	316791	6960	0.021970	3191	15
V30PRr3	biological	Trip5	root-adjacent	625055	7209	0.011533	2992	22
V30Sr2	biological	Trip5	surface	955117	7578	0.007934	4326	31
V31Dr1	biological	Trip5	deep	816505	11291	0.013828	3021	50
V31Dr3	biological	Trip5	deep	721172	20344	0.028210	3445	56
V32PRr1	biological	Trip5	root-adjacent	783652	5435	0.006935	3503	35
V32PRr2	biological	Trip5	root-adjacent	514694	10157	0.019734	4919	51
V32PRr3	biological	Trip5	root-adjacent	760983	58065	0.076303	9378	169
V33PRr1	biological	Trip5	root-adjacent	607595	48090	0.079148	2380	30
V33PRr2	biological	Trip5	root-adjacent	733370	12136	0.016548	3503	39
V33PRr3	biological	Trip5	root-adjacent	593156	14478	0.024408	3401	42
V34Dr2	biological	Trip5	deep	877855	3930	0.004477	3789	31
V34PRr1	biological	Trip5	root-adjacent	507706	18090	0.035631	3655	32
V34PRr2	biological	Trip5	root-adjacent	643446	12049	0.018726	4075	34
V34PRr3	biological	Trip5	root-adjacent	626593	13464	0.021488	3076	35
V35Dr1	biological	Trip5	deep	1450613	19319	0.013318	5538	26
V35PRr1	biological	Trip5	root-adjacent	334895	5227	0.015608	2351	15
V35PRr2	biological	Trip5	root-adjacent	302467	17759	0.058714	1661	16
V35PRr3R	biological	Trip5	unassigned	540945	10605	0.019605	2249	19
V35PRr3	biological	Trip5	root-adjacent	160039	3240	0.020245	1159	15
V37Dr1	biological	Trip5	deep	236686	999	0.004221	1204	5
V37PRr2	biological	Trip5	root-adjacent	346454	5519	0.015930	4581	24
V37PRr3	biological	Trip5	root-adjacent	449850	17118	0.038053	2439	18
V38PRr3	biological	Trip5	root-adjacent	48510	191	0.003937	1036	7
V38Sr2	biological	Trip5	surface	865020	6043	0.006986	2186	11
V39Dr1	biological	Trip5	deep	949051	5916	0.006234	4087	35
V39Dr3	biological	Trip5	deep	813823	3375	0.004147	3789	26
V39PRr1	biological	Trip5	root-adjacent	433656	21023	0.048479	3233	60
V39PRr2	biological	Trip5	root-adjacent	994413	128630	0.129353	4348	100
V39PRr3	biological	Trip5	root-adjacent	380123	56150	0.147715	4975	74
V39Sr2	biological	Trip5	surface	333612	8985	0.026932	1471	31
V3PRr1	biological	Trip5	root-adjacent	245792	9452	0.038455	3765	25
V3PRr2	biological	Trip5	root-adjacent	85966	3367	0.039167	1478	23
V3PRr3	biological	Trip5	root-adjacent	406970	13259	0.032580	4112	40
V40Dr1	biological	Trip5	deep	703200	36866	0.052426	3731	58
V40PRr1	biological	Trip5	root-adjacent	387146	6012	0.015529	3398	27
V40PRr2	biological	Trip5	root-adjacent	653812	13238	0.020247	4092	38
V40PRr3	biological	Trip5	root-adjacent	993307	11990	0.012071	6308	32
V40Sr3	biological	Trip5	surface	1318128	5530	0.004195	5741	27
V41Dr3	biological	Trip5	deep	382552	12108	0.031651	555	6
V42PRr2	biological	Trip5	root-adjacent	785972	4916	0.006255	2570	12
V42Sr2	biological	Trip5	surface	1028589	16948	0.016477	2589	18
V43Dr1	biological	Trip5	deep	581664	6179	0.010623	4932	26
V43Dr2	biological	Trip5	deep	529697	5451	0.010291	5063	31
V43Dr3	biological	Trip5	deep	699177	6717	0.009607	6646	37
V43PRr1	biological	Trip5	root-adjacent	723396	15143	0.020933	3677	32
V43PRr2	biological	Trip5	root-adjacent	787772	10302	0.013077	3818	37
V43PRr3	biological	Trip5	root-adjacent	943624	8879	0.009409	5602	31
V44Dr1	biological	Trip5	deep	688641	1981	0.002877	1751	8
V44PRr1	biological	Trip5	root-adjacent	823933	65487	0.079481	9333	80
V44PRr2	biological	Trip5	root-adjacent	820768	18807	0.022914	4801	33
V45Dr1	biological	Trip5	deep	672000	10004	0.014887	998	7
V45Dr2	biological	Trip5	deep	632897	16088	0.025420	1517	15
V45Dr3	biological	Trip5	deep	425049	5978	0.014064	1641	11
V45PRr1	biological	Trip5	root-adjacent	357216	17410	0.048738	735	12
V45PRr2	biological	Trip5	root-adjacent	416030	13185	0.031692	1174	15
V45PRr3	biological	Trip5	root-adjacent	908916	22507	0.024762	2073	29
V45Sr3	biological	Trip5	surface	603083	15817	0.026227	3280	18
V46PRr1	biological	Trip5	root-adjacent	305383	3926	0.012856	2625	13
V46PRr2	biological	Trip5	root-adjacent	444029	25455	0.057327	3447	12
V46PRr3	biological	Trip5	root-adjacent	592143	18374	0.031030	2124	19
V47PRr1	biological	Trip5	root-adjacent	631747	5102	0.008076	3769	16
V47PRr2	biological	Trip5	root-adjacent	489175	3295	0.006736	3912	20
V47PRr3	biological	Trip5	root-adjacent	602884	4703	0.007801	4502	20
V48Dr1	biological	Trip5	deep	640336	21044	0.032864	1411	11
V48Dr2	biological	Trip5	deep	582278	26120	0.044858	1983	23
V48Dr3	biological	Trip5	deep	683205	30730	0.044979	1529	42
V48PRr1	biological	Trip5	root-adjacent	951132	10486	0.011025	1581	33
V49Dr2	biological	Trip5	deep	734681	4159	0.005661	2434	15
V4Dr1	biological	Trip5	deep	709278	41974	0.059178	6228	66
V4Dr2	biological	Trip5	deep	1204226	181981	0.151119	9637	116
V4Dr3	biological	Trip5	deep	771595	50403	0.065323	5892	74
V4PRr1	biological	Trip5	root-adjacent	1022303	32807	0.032091	3978	48
V4PRr2	biological	Trip5	root-adjacent	895149	29404	0.032848	4960	47
V4PRr3	biological	Trip5	root-adjacent	629011	22200	0.035294	3917	44
V4Sr1	biological	Trip5	surface	1776802	37331	0.021010	6583	41
V4Sr3	biological	Trip5	surface	1002454	13697	0.013663	4838	47
V50PRr2	biological	Trip5	root-adjacent	549271	41051	0.074737	2424	24
V51PRr2	biological	Trip5	root-adjacent	365455	12465	0.034108	2400	16
V51PRr3	biological	Trip5	root-adjacent	329373	13394	0.040665	1039	11
V53PRr2	biological	Trip5	root-adjacent	552895	2044	0.003697	609	5
V54PRr1	biological	Trip5	root-adjacent	360035	31775	0.088255	1818	19
V54PRr2	biological	Trip5	root-adjacent	688597	53603	0.077844	2009	21
V54PRr3	biological	Trip5	root-adjacent	448796	33916	0.075571	2308	29
V55Dr1	biological	Trip5	deep	697209	2551	0.003659	1138	11
V55PRr1	biological	Trip5	root-adjacent	1747691	11812	0.006759	2253	20
V55PRr2	biological	Trip5	root-adjacent	549108	2365	0.004307	1813	16
V55PRr3	biological	Trip5	root-adjacent	807870	6160	0.007625	2405	23
V55Sr2	biological	Trip5	surface	389009	1693	0.004352	911	9
V55Sr3	biological	Trip5	surface	388034	872	0.002247	1095	3
V57PRr2	biological	Trip5	root-adjacent	263826	15093	0.057208	1904	23
V57PRr3	biological	Trip5	root-adjacent	748550	45880	0.061292	1826	31
V58PRr1	biological	Trip5	root-adjacent	375791	102447	0.272617	2002	34
V58PRr2	biological	Trip5	root-adjacent	348421	113100	0.324607	1501	33
V58PRr3	biological	Trip5	root-adjacent	648764	160934	0.248062	1901	37
V5Dr1T	biological	Trip5	unassigned	598155	88037	0.147181	1487	130
V5Dr1	biological	Trip5	deep	1024357	384997	0.375843	8024	273
V5PRr1O	biological	Trip5	unassigned	0	0		0	0
V5PRr1T	biological	Trip5	unassigned	621133	76526	0.123204	5893	143
V5PRr1	biological	Trip5	root-adjacent	1009579	145580	0.144199	8132	181
V5PRr2	biological	Trip5	root-adjacent	667044	87081	0.130548	5008	127
V5PRr3	biological	Trip5	root-adjacent	428929	42633	0.099394	5006	143
V5Sr1	biological	Trip5	surface	839544	4519	0.005383	4248	30
V5Sr3	biological	Trip5	surface	767122	5797	0.007557	8225	36
V60PRr1O	biological	Trip5	unassigned	621381	23049	0.037093	2801	31
V60PRr1	biological	Trip5	root-adjacent	913004	4544	0.004977	1743	14
V60PRr2	biological	Trip5	root-adjacent	517113	20762	0.040150	2651	29
V6Dr1	biological	Trip5	deep	937702	18449	0.019675	5771	60
V6PRr1	biological	Trip5	root-adjacent	471496	12810	0.027169	4981	18
V6PRr2	biological	Trip5	root-adjacent	614832	16488	0.026817	5553	27
V6PRr3	biological	Trip5	root-adjacent	372065	12469	0.033513	3113	18
V6Sr1	biological	Trip5	surface	868758	4539	0.005225	4403	31
V6Sr3	biological	Trip5	surface	935390	6670	0.007131	3025	21
V7Dr1T	biological	Trip5	unassigned	708086	37488	0.052943	3417	107
V7Dr3R	biological	Trip5	unassigned	1966379	46596	0.023696	3140	51
V7Dr3	biological	Trip5	deep	139645	1783	0.012768	1199	17
V7PRr1O	biological	Trip5	unassigned	653192	106912	0.163676	3576	84
V7PRr1T	biological	Trip5	unassigned	461212	94868	0.205693	2911	78
V7PRr1	biological	Trip5	root-adjacent	639871	114983	0.179697	2585	87
V7PRr2	biological	Trip5	root-adjacent	396490	59173	0.149242	3172	90
V7PRr3	biological	Trip5	root-adjacent	1054326	224314	0.212756	3323	85
V8Dr3	biological	Trip5	deep	687547	5397	0.007850	4731	42
V8PRr1	biological	Trip5	root-adjacent	1108103	43114	0.038908	6790	41
V8PRr2	biological	Trip5	root-adjacent	795344	39901	0.050168	5258	35
V8PRr3	biological	Trip5	root-adjacent	484110	31077	0.064194	3733	25
V9PRr1	biological	Trip5	root-adjacent	421307	5073	0.012041	4249	21
V9PRr2	biological	Trip5	root-adjacent	452332	25388	0.056127	3665	27
V9PRr3	biological	Trip5	root-adjacent	662418	6563	0.009908	5329	34
