feature_id	control_profiles_present	biological_profiles_present	prevalence_score	taxon
ed1c3003ccfd976b21927e8d64b21c7f	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;;1
00f8d840090c25ac364b54978242aa1b	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;;;;;0.99
ed7bb173e69a9acc59b1e24b707bd7fa	1	0	0.0188828	Bacteria;;;;;;;;0.99
ed7c42010a572f8623ecd937039ab778	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;;;;0.99
ed7c6a35c4b7a19bb2958a82e5d509a3	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;;;1
eda20ef060606debf31e122b6b48692d	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;AKYG1722;;;;1
ed7d664b10828e9411aaa42a50898acc	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;;;0.76
ed7831b5f414b7cb38705ab7a3ef4bdc	1	0	0.0188828	Bacteria;Chloroflexota;TK10;;;;;;0.99
ed7781823c2a9c15f0b85ebe0002f2f7	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;;;0.81
ed7597d1d332ac9cba8e95ee19ef6a20	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;0.99
ed61cdf5db89e875ceb7c5b9c39620cf	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;thermoatroviridis;;0.91
ed5c51022852ede595c761ccbaa27a40	1	0	0.0188828	Bacteria;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;;;;1
ed5c56f442dd2bbc18eb4037234c375a	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;0.98
ed57526e78faefa572affa7a51a75f0b	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;;;;;;0.92
f1211a2bd0bd9d74164646eb8a6ec088	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Ectobacillus;;;1
ecfcad741d6938b2940ff9a2e610562b	1	0	0.0188828	Bacteria;Myxococcota;Polyangiia;Polyangiales;BIrii41;;;;1
ecfcb514f2f7a469a5971fc8a4105753	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;;;;;0.58
ecfdd70c34d2c1e4d74723995e08df72	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;mannanilyticus;;0.54
ee4a2400ed15be4b8706b304a0890eb7	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.71
0f5a7a61fefb7ccf2ed980b6a4b242f6	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans;;;0.82
edf1431f465dff58152628aba85a389a	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;;;;0.95
eded5c5090ce4c1538d6f9773f197df0	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.97
edee46522f0a0eb7009be70db7799b28	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;0.79
edecd48c59c515d3962ec0be7d108224	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
edea6ab6bdf2cc8912eaa900f9852016	1	0	0.0188828	Bacteria;;;;;;;;1
eddf68f917bfa7183f71582a5bdff194	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;;;;0.69
eddbc5b4b445768a53bc4d65c48283d9	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.97
edd8f6e6f6f3222cdc4e445994350715	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;;;1
edd99a571546dc81da2692bd9ca750ce	1	0	0.0188828	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;;;0.97
eddb86f34165e26ec2d721d3efd11cb5	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Terribacillus;;;1
edd16e4c7a39f640596adc691ac372e3	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Ectobacillus;;;1
ecf97779d170c3c074c3826ecaf0fd22	1	0	0.0188828	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;;;;0.99
ee4a4eb36c023963a942e273a11d1ed8	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;0.97
ee3e91fee3be867cc305b72849c700b5	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;intestinalis;;0.62
ee3795e2aa6d7933e010578d287b1a01	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;1
ee35049ab1ee94f7dccea63861a99abe	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;1
00f36b7427fddedf6fe078eac3715f66	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;;;;0.94
edc30d6514edf275b8e0ed7b0659b084	1	0	0.0188828	Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;;;;;1
edc0cee3e140665aa6a9e5b763de003f	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;;;;;0.95
edb99ab2d1b41f5be655801ffb02dcb1	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;;;;;0.55
edb81a80bbeb272fbc9c6b8c8b4c5a65	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;0.99
edae7c34cd5e602407fb0d4e3a80f57a	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;;1
edaf6b8787eade35437e9bd68cebd03e	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
f1a5474c5965cb4dcbc14b0d05f4e77b	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;1
ecc338ce9726d33b088e4e506aece58b	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.96
f1abd40b2897abb1ef975ed20d9af3d3	1	0	0.0188828	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;;;;1
ed0862bc88910cf9f62d97776148be7b	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Kiloniellales;;;;;0.5
ecf3d6a52e395c9bd2b1d269686af552	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;0.99
ecedb67033c183115646abfd9c7dae30	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;BIyi10;;;0.62
f1b05b970a7a67c3bcec2c2d9fb5c2f8	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;;0.91
ece4b25c7de2d973a889bb2811824338	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;;;;0.83
ecdffdea3c5684376015e36fa6b5e1a6	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Frankiales;;;;;0.54
ecdbe1da0868dbc9f55b653fbaee1d51	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;;;;1
eccc5ad0c9e307808102ecbd3ddde6bb	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;;;0.52
f1b4229556a3236273dcfb96c0c5ba8c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;;1
ecc8c650f142b6d21db8cfc260e1fb69	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;;;1
ecc6f9d8b6d3ccf428554830016e04af	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;;;0.66
ecc71087e2dc182986c86a231d7a643c	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.67
ed0c9e4b99592559feb18da469e4c58e	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;0.99
ecbd382c17e2f7f67c18b436046d1987	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;;;0.61
00fcecc1330fd35c58f2f9f3773529c6	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;0.53
f1b672899f4c013d7e7b3d3202efe36d	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;;;0.81
ed19c4c9b5dae7f5292dd67e04537324	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1
ec7cffb170869f9b3bb15098f4a46692	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;;;;;;0.54
ec7af124725c40666b866b7833f65c28	1	0	0.0188828	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;;;;1
ec72ee012d3e5c07950e43ec283e1d45	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;;;;;;1
ec735bbc5ba89821549e204e7d1bf23c	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.58
0102a4597e36c2c163f145d79ea72862	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;;;0.71
f1bb8e7370d3bf39a31042dd86518e91	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;;;;0.52
010359f3fed116fc47805000e98382dd	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans;;;0.82
01042aaab980f3867359150971232c01	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;endophyticus;;0.76
0f91f79c87d6a4621bea713f83e98768	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Euzebyales;Euzebyaceae;;;;1
ecf38343754049117bb546bc157e1743	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.99
ed55e5f1dfa37fce9f629b52a797217c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;;;;;0.66
ed504fa6c11ba34d134ed09df4a71ff9	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Nevskiaceae;Polycyclovorans;;;1
ed51d4699e8ebe2073b7df7cc5166523	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;;;;1
ed4acfd62ac1750e4219cc9af190d64d	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;;;1
ed48d83b82bd60eaa1aeb007bdb73e5f	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Paraconexibacter;;;0.65
ed485d6d639848eb4d17833045a05ecd	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;0.99
ed44dc74c995306ced2caedf82593ce9	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea;;;1
ed4184f3fd35ceb09cfed34560ff90c9	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;;;;0.53
ed38337afca66655ca1d6bc46082d8c2	1	0	0.0188828	Bacteria;Gemmatimonadota;S0134 terrestrial group;;;;;;1
ed2f129ce21bbb9c14eb5154f971bd94	1	0	0.0188828	Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;Incertae Sedis;CSP1-2;;;0.54
0f95da229a4004e8c9c99cf069c0a5a4	1	0	0.0188828	Bacteria;Chloroflexota;KD4-96;;;;;;1
10bfa46fa25302886ad484bfd774548b	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudolysinimonas;;;0.8
0f8c5920977c13ed436ddfb32a9a30ba	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Nibribacter;;;0.97
0f8e44c5d35547ca9dbeea8ffa758811	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;hollandica;;0.65
0f84614e90bcb410a70df828d36cda59	1	0	0.0188828	Bacteria;Actinomycetota;MB-A2-108;;;;;;0.98
0f7ef5ad48e100766fdc0920b52e902d	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium;;;0.57
0f8082525db7d1ef35c2f51baae62392	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Arsenicitalea;;;0.91
0cd5e8962b7e08ea7cc93a942c20eeda	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salirhabdus;;;0.51
0fdfd89fb28eac5dd2a0b26d665e71e9	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;;;;;1
0fe0819f8d2e49c2809e287adb91145f	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;;;;0.98
0fdd820ee18b96d7daf893c4427f0c2f	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;;0.91
0fd67aaa263d2ec44964d4b1f82edcb8	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.99
f125acb1dc5b99656e298d834697ab4b	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;;;0.99
ed127537a0daa836e1156242653d49ea	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
ddc7b564e5dcba189a770ae28f6f7e93	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.97
de6d7be6cb11252801da2ac00fe2b34c	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;;;;0.99
de681bd926eb4d5d08f304eef5906a15	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;0.97
de629c035196206fde26626836cc4e34	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;gregorii;;0.61
de637b102e162547b82eddb874536f30	1	0	0.0188828	Bacteria;Chloroflexota;Gitt-GS-136;;;;;;1
de5ab494a08394c4ace0f5da5f04a7d1	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;thermoatroviridis;;0.83
de57f248d1ead57c70109591e8b3d73f	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
de53f7da06f55bcf55ee813c847798d9	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;;;0.63
de4da15fcd27440737bff6407a3e7e9c	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella;;;1
de4899493c85745d8ff9bc94ed841550	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;;1
de4ae611a401404b2f1095004ed84861	1	0	0.0188828	Bacteria;Bacillota;Bacilli;;;;;;1
de3f7663c05cea150ab4d29f4d7675a2	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
de309550e9893097d0cf653b6c7af0a0	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;;;;;;0.52
de317eed9a2f55c84779a411870678d7	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;0.98
ddfa3ab9fde396253186a664d1b374cc	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;;;;0.77
ddc945b6351b4053e7c1d37ee5e517a1	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;;1
ddc3aa547a37b6a360963d7300857e5c	1	0	0.0188828	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;;;;1
ddbe8f45a3d9d6b4caa46586240bba9e	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetales Incertae Sedis;Candidatus Ancillula;;;1
ddbbf185d5d299bb117dd6ac0d598ce4	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;1
01c9cd45f40290b95a60df684b6802e6	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;;;;;;0.63
de23d85556fd00b932dcac1b062c576e	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;;;0.54
de24d1bdc1d82b69723d31fabfc4d030	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;;;;1
f2e7baac1d259ece868fec11bc34285d	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;;1
de200cb4fb183de2760cf389294a6cd7	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;;0.51
de1e2ea91f9a1daea9cf0819f7da21e2	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans;;;0.64
de1a01a3c91670b3e939d10263f04f19	1	0	0.0188828	Bacteria;Chloroflexota;Anaerolineae;;;;;;0.5
de1ae343b990847c8054259bfe436d92	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;AKYG1722;;;;1
de7e9a5dd3d1993eaec4f00cb31f2585	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;1
deca6375afed8d92ba5cf5e6dc4613fe	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;1
dec67083897b92fb2a2917b982c4820c	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1
dec606e0fe484514dfb645cfc13cd99c	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;;;;1
dec0b99c9940bbb8c7d5cc63d289b2a0	1	0	0.0188828	Bacteria;MBNT15;;;;;;;0.79
de2bd8d3a10f44d2231f4a17b15b0de3	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.77
01c42ef77b7fb9c9ed6dfb247c194fb1	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;;;0.8
de9ce5f989467ad4a7a60af6a8bd52d9	1	0	0.0188828	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;;;;1
de8e7c707a2633785dbb3ac05787ff72	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
f33fc324333b9b9f80cd3248a9805b3c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;;0.72
de8ec29ff033ce3644c62f9fea951094	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.75
de903a55c090da97acb405f696483b2a	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
de8bfd61d02211502d10e41585241dee	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
de8517a9cfd4c055b38610fa942c3a75	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;;;1
de1613a787ec1c6354b7860524dd6a3a	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;;;;;0.97
f33fa31f8371587d8b9239a64ae72466	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;thermoatroviridis;;0.8
de7bf4e1b7d8a3f5f2de9dd32507626d	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;;;;1
de7d8100c23bade73c1577e8e7c16bdc	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;;;;0.99
de7a528e997590e99a02c3a6c756e7d2	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;resinae;;0.88
de7a64a623aed6c24000c13e8377ad67	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;;;1
de793751e743d1dae8575c0aa4860e06	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;1
f3566caad1acdb277d8f08bca3895738	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;;0.72
11dcccdd783ca3c6bc35d94b7eecaa57	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.53
f2e44bf646af635e045ca71831b3c7c0	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;;1
11dd57e70654afc99a5a6c6d1948828a	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;;;0.89
de007216b4e5e51c88b09b1ed8c084ad	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
f2e3cd7f25da94e6b7d238001f08a624	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;aquaticus;;0.96
dd642b05c7dcb1b77d7db857462e20a9	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
123e58807fe01a1edc276d9376231cd8	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Jiangella;;;0.86
1236e4cce31e17772dca978681eb01d2	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Frankiaceae;Frankia;;;0.61
dd46be8afb991941434fb2b49701d623	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Pedomicrobium;;;0.96
01cd87919050cccd5c132c2aa63c3218	1	0	0.0188828	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;gephyra;;0.92
01ced5a78b4dc8aa5cb13043250c3292	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.53
ddba57a6156b0f4d783e502653f1e9fa	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;1
dda3ab971876cbf0e01a0822ecde1ef5	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;;0.67
f35f390678b5561491ce3ba987b87e96	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;;;1
dd6e05600bc8c7c0f20c81670a825c81	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Jiangella;;;0.82
f363fafc21c4bf00381ac77c79124721	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;0.93
dd6a1de69980e2bd5276f851a40180b6	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;coli;;0.53
dd6cfd8179ac0a59993f1031536e28fb	1	0	0.0188828	Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;;;;;1
dd6506abdd1b440d40e12c79d8b001c8	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia;;;0.99
123ccf709166084f59e35cae5af89e42	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;1
dd5e189362899952f8e0729ba14ffe7a	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.59
dd5cd2ace680d7367924c087554fd63e	1	0	0.0188828	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;;;0.59
dd58dd29be139b5445563b552d6c20a0	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;;;0.77
dd57d89d756c8041c42e373fd0881163	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.61
dd5220289b1fb7b667d9228e79a5e45e	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;;;;;1
120b4395950a45bdff1cd6f20bf04b9d	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;;;;0.75
