SiteID	TestID	LE	LE_error	Ag	Ag_error	Al	Al_error	Al2O3	Al2O3_error	As	As_error	Ba	Ba_error	BaO	BaO_error	Bi	Bi_error	Ca	Ca_error	CaO	CaO_error	Cd	Cd_error	Ce	Ce_error	CeO2	CeO2_error	Co	Co_error	CoO	CoO_error	Cr	Cr_error	Cr2O3	Cr2O3_error	Cu	Cu_error	CuO	CuO_error	Fe	Fe_error	Fe2O3	Fe2O3_error	Hg	Hg_error	K	K_error	K2O	K2O_error	La	La_error	La2O3	La2O3_error	Mg	Mg_error	MgO	MgO_error	Mn	Mn_error	MnO	MnO_error	Mo	Mo_error	Nb	Nb_error	Nd	Nd_error	Nd2O3	Nd2O3_error	Ni	Ni_error	NiO	NiO_error	P	P_error	P2O5	P2O5_error	Pb	Pb_error	PbO	PbO_error	Pr	Pr_error	PrO2	PrO2_error	Rb	Rb_error	S	S_error	SO3	SO3_error	Sb	Sb_error	Se	Se_error	Si	Si_error	SiO2	SiO2_error	Sn	Sn_error	Sr	Sr_error	SrO	SrO_error	Th	Th_error	Ti	Ti_error	TiO2	TiO2_error	U	U_error	V	V_error	V2O5	V2O5_error	W	W_error	Y	Y_error	Zn	Zn_error	ZnO	ZnO_error	Zr	Zr_error	ZrO2	ZrO2_error
39	5901	59.492100	0.087200	0.000000	0.002200	3.261700	0.031400	6.162982	0.059330	0.000000	0.000100	0.030900	0.001900	0.034500	0.002121	0.004000	0.000500	10.235900	0.027200	14.322071	0.038058	0.001400	0.000500	0.013900	0.003800	0.017075	0.004668	0.000000	0.002100	0.000000	0.002670	0.092200	0.002300	0.134760	0.003362	0.000000	0.000400	0.000000	0.000501	1.263300	0.005900	1.806140	0.008435	0.000000	0.000400	0.672400	0.003500	0.809973	0.004216	0.000000	0.054200	0.000000	0.063560	2.765300	0.101300	4.585697	0.167986	0.033100	0.001500	0.042739	0.001937	0.000800	0.000100	0.000500	0.000100	0.000000	0.148600	0.000000	0.173327	0.004100	0.000300	0.005218	0.000382	0.016900	0.002700	0.038725	0.006187	0.000300	0.000100	0.000323	0.000108	0.000000	0.116000	0.000000	0.142344	0.002200	0.000100	0.165000	0.002400	0.412038	0.005993	0.000000	0.001700	0.000000	0.000100	21.446500	0.056500	45.880497	0.120870	0.000000	0.001200	0.026300	0.000200	0.031102	0.000237	0.000000	0.000400	0.412900	0.011300	0.688758	0.018850	0.000000	0.000300	0.000000	0.004400	0.000000	0.007855	0.000000	0.000500	0.001300	0.000100	0.002700	0.000200	0.003361	0.000249	0.054500	0.000300	0.073619	0.000405
40	5902	56.839500	0.075600	0.000000	0.002100	1.380500	0.022300	2.608455	0.042136	0.000000	0.000100	0.019700	0.001500	0.021995	0.001675	0.004000	0.000400	0.724300	0.003100	1.013441	0.004338	0.000000	0.000800	0.000000	0.065700	0.000000	0.080706	0.000000	0.000900	0.000000	0.001144	0.007400	0.001200	0.010816	0.001754	0.000000	0.000300	0.000000	0.000376	0.243700	0.002100	0.348418	0.003002	0.000000	0.000300	0.301600	0.002700	0.363307	0.003252	0.000000	0.052200	0.000000	0.061215	0.903400	0.074800	1.498108	0.124041	0.005700	0.001000	0.007360	0.001291	0.000000	0.000200	0.000000	0.000200	0.000000	0.139900	0.000000	0.163179	0.000000	0.000300	0.000000	0.000382	0.000000	0.002700	0.000000	0.006187	0.000000	0.000100	0.000000	0.000108	0.000000	0.109800	0.000000	0.134736	0.001200	0.000100	0.010900	0.002200	0.027219	0.005494	0.000000	0.001600	0.000000	0.000100	39.489100	0.068400	84.479032	0.146328	0.002600	0.000500	0.008700	0.000100	0.010289	0.000118	0.000000	0.000400	0.043700	0.008700	0.072896	0.014512	0.000000	0.000200	0.000000	0.003000	0.000000	0.005356	0.000000	0.000400	0.000500	0.000100	0.000500	0.000100	0.000622	0.000124	0.013200	0.000100	0.017831	0.000135
41	5903	74.019300	0.171200	0.000000	0.003100	1.535300	0.039000	2.900949	0.073690	0.000000	0.000200	0.015600	0.001000	0.017417	0.001117	0.000000	0.001300	2.871900	0.014900	4.018362	0.020848	0.000000	0.001200	0.000000	0.087600	0.000000	0.107608	0.000000	0.002000	0.000000	0.002543	0.021900	0.002200	0.032009	0.003216	0.001200	0.000300	0.001502	0.000376	0.595000	0.005200	0.850671	0.007434	0.000000	0.000500	0.791200	0.006500	0.953080	0.007830	0.000000	0.070900	0.000000	0.083144	0.772600	0.199700	1.281203	0.331163	0.015700	0.001700	0.020272	0.002195	0.000800	0.000200	0.000000	0.000300	0.000000	0.183400	0.000000	0.213918	0.002000	0.000300	0.002545	0.000382	0.000000	0.010600	0.000000	0.024289	0.000400	0.000100	0.000431	0.000108	0.000000	0.146300	0.000000	0.179525	0.003400	0.000100	0.628700	0.006600	1.569990	0.016482	0.000000	0.002400	0.000000	0.000100	18.546900	0.084900	39.677383	0.181627	0.000000	0.001700	0.018300	0.000200	0.021642	0.000237	0.002000	0.000300	0.145500	0.013200	0.242709	0.022019	0.000000	0.000400	0.000000	0.005100	0.000000	0.009105	0.000000	0.000700	0.000600	0.000100	0.001300	0.000200	0.001618	0.000249	0.010400	0.000200	0.014048	0.000270
42	5904	63.500800	0.102900	0.000000	0.002500	1.004900	0.025400	1.898759	0.047993	0.000000	0.000100	0.016000	0.001200	0.017864	0.001340	0.000000	0.001000	0.361700	0.002800	0.506091	0.003918	0.000000	0.001000	0.000000	0.074800	0.000000	0.091884	0.000000	0.001000	0.000000	0.001272	0.000000	0.001800	0.000000	0.002631	0.000000	0.000400	0.000000	0.000501	0.195400	0.002200	0.279363	0.003145	0.000000	0.000400	0.362500	0.003700	0.436667	0.004457	0.000000	0.059500	0.000000	0.069776	0.414300	0.111000	0.687034	0.184071	0.004100	0.001100	0.005294	0.001420	0.000400	0.000100	0.000000	0.000200	0.000000	0.157600	0.000000	0.183825	0.000000	0.000400	0.000000	0.000509	0.000000	0.004400	0.000000	0.010082	0.000000	0.000200	0.000000	0.000215	0.000000	0.125000	0.000000	0.153388	0.001300	0.000100	0.026800	0.003100	0.066925	0.007741	0.000000	0.001900	0.000000	0.000100	34.034900	0.082700	72.810862	0.176920	0.000000	0.001400	0.006300	0.000100	0.007450	0.000118	0.000000	0.000500	0.064600	0.009700	0.107759	0.016181	0.000000	0.000300	0.000000	0.003500	0.000000	0.006248	0.000000	0.000500	0.000300	0.000100	0.000600	0.000200	0.000747	0.000249	0.004900	0.000100	0.006619	0.000135
43	5905	57.339000	0.072400	0.000000	0.001900	1.554100	0.022400	2.936472	0.042325	0.000000	0.000100	0.029400	0.001500	0.032825	0.001675	0.004700	0.000400	0.215700	0.001900	0.301807	0.002658	0.000000	0.000800	0.000000	0.063400	0.000000	0.077881	0.000000	0.000800	0.000000	0.001017	0.000000	0.001500	0.000000	0.002192	0.000000	0.000300	0.000000	0.000376	0.156600	0.001700	0.223891	0.002430	0.000000	0.000300	0.530500	0.003200	0.639040	0.003855	0.008500	0.002400	0.009968	0.002814	1.003400	0.070200	1.663938	0.116413	0.003400	0.000900	0.004390	0.001162	0.000000	0.000200	0.000000	0.000200	0.000000	0.134800	0.000000	0.157231	0.000000	0.000300	0.000000	0.000382	0.000000	0.002500	0.000000	0.005729	0.000000	0.000100	0.000000	0.000108	0.000000	0.106100	0.000000	0.130195	0.002000	0.000100	0.000000	0.004300	0.000000	0.010738	0.000000	0.001600	0.000000	0.000100	39.143300	0.065500	83.739262	0.140124	0.000000	0.001100	0.005400	0.000100	0.006386	0.000118	0.000000	0.000400	0.000000	0.005700	0.000000	0.009508	0.000000	0.000200	0.000000	0.002800	0.000000	0.004999	0.000000	0.000400	0.000300	0.000100	0.000000	0.000200	0.000000	0.000249	0.003800	0.000100	0.005133	0.000135
44	5906	58.584300	0.083000	0.000000	0.002300	1.774100	0.025600	3.352162	0.048371	0.000000	0.000100	0.028600	0.001500	0.031932	0.001675	0.000000	0.000900	0.837800	0.003700	1.172250	0.005177	0.000000	0.000900	0.000000	0.070400	0.000000	0.086479	0.000000	0.001300	0.000000	0.001653	0.013100	0.001400	0.019147	0.002046	0.000000	0.000400	0.000000	0.000501	0.462600	0.003200	0.661379	0.004575	0.000000	0.000300	0.718200	0.004100	0.865144	0.004939	0.000000	0.056000	0.000000	0.065671	0.925700	0.084800	1.535088	0.140624	0.009600	0.001100	0.012396	0.001420	0.000400	0.000100	0.000000	0.000200	0.000000	0.149400	0.000000	0.174260	0.001100	0.000200	0.001400	0.000255	0.000000	0.003300	0.000000	0.007562	0.000600	0.000100	0.000646	0.000108	0.000000	0.118200	0.000000	0.145043	0.003000	0.000100	0.000000	0.005000	0.000000	0.012486	0.000000	0.001700	0.000000	0.000100	36.527900	0.072200	78.144136	0.154457	0.001800	0.000600	0.018200	0.000100	0.021523	0.000118	0.000000	0.000400	0.068600	0.009300	0.114432	0.015513	0.000000	0.000300	0.000000	0.003400	0.000000	0.006070	0.000000	0.000500	0.000600	0.000100	0.001000	0.000200	0.001245	0.000249	0.022700	0.000200	0.030663	0.000270
45	5907	85.201000	0.099300	0.000000	0.006000	0.418600	0.067200	0.790945	0.126974	0.000000	0.000400	0.005700	0.000600	0.006364	0.000670	0.000000	0.002300	3.285900	0.023900	4.597631	0.033441	0.000000	0.002100	0.000000	0.149100	0.000000	0.183154	0.000000	0.003900	0.000000	0.004959	0.050900	0.004500	0.074395	0.006577	0.000000	0.001100	0.000000	0.001377	0.826200	0.009900	1.181218	0.014154	0.000000	0.001100	0.603300	0.010700	0.726735	0.012889	0.002600	0.000900	0.003049	0.001055	0.000000	1.793200	0.000000	2.973664	0.023400	0.003100	0.030214	0.004003	0.001800	0.000300	0.000000	0.000400	0.000000	0.314800	0.000000	0.367183	0.002100	0.000700	0.002672	0.000891	0.000000	0.037500	0.000000	0.085927	0.001100	0.000300	0.001185	0.000323	0.000000	0.248800	0.000000	0.305302	0.003300	0.000200	0.252100	0.010300	0.629544	0.025721	0.000000	0.004100	0.000000	0.000300	9.000300	0.077200	19.254342	0.165154	0.000000	0.002900	0.021900	0.000300	0.025899	0.000355	0.004000	0.000600	0.270600	0.024800	0.451388	0.041369	0.000000	0.000700	0.000000	0.009900	0.000000	0.017673	0.000000	0.001400	0.000000	0.000400	0.002500	0.000500	0.003112	0.000622	0.022700	0.000400	0.030663	0.000540
46	5908	58.919300	0.072700	0.000000	0.002100	1.172300	0.020300	2.215061	0.038357	0.000000	0.000100	0.013200	0.001400	0.014738	0.001563	0.004500	0.000400	0.191000	0.001700	0.267247	0.002379	0.000000	0.000800	0.000000	0.063300	0.000000	0.077758	0.000000	0.000700	0.000000	0.000890	0.000000	0.001500	0.000000	0.002192	0.000000	0.000300	0.000000	0.000376	0.153300	0.001700	0.219173	0.002430	0.000000	0.000300	0.081100	0.002000	0.097693	0.002409	0.010600	0.002300	0.012431	0.002697	0.842100	0.069300	1.396454	0.114920	0.004300	0.000900	0.005552	0.001162	0.000000	0.000200	0.000000	0.000200	0.000000	0.135100	0.000000	0.157581	0.000000	0.000300	0.000000	0.000382	0.007300	0.001600	0.016727	0.003666	0.000000	0.000100	0.000000	0.000108	0.000000	0.106200	0.000000	0.130318	0.000200	0.000000	0.021100	0.002300	0.052691	0.005744	0.000000	0.001600	0.000200	0.000000	38.547800	0.065100	82.465309	0.139268	0.000000	0.001100	0.001200	0.000000	0.001419	0.000000	0.000000	0.000400	0.027800	0.008000	0.046373	0.013345	0.000000	0.000200	0.000000	0.002800	0.000000	0.004999	0.000000	0.000400	0.000200	0.000100	0.000400	0.000100	0.000498	0.000124	0.002200	0.000100	0.002972	0.000135
47	5909	62.476800	0.095900	0.000000	0.002500	0.717500	0.022300	1.355716	0.042136	0.000000	0.000100	0.017300	0.001200	0.019315	0.001340	0.000000	0.001000	0.135700	0.002000	0.189871	0.002798	0.000000	0.000900	0.000000	0.070300	0.000000	0.086357	0.000000	0.001000	0.000000	0.001272	0.000000	0.001700	0.000000	0.002485	0.000000	0.000400	0.000000	0.000501	0.195700	0.002200	0.279792	0.003145	0.000000	0.000400	0.225800	0.003100	0.271999	0.003734	0.006900	0.001900	0.008092	0.002228	0.489600	0.100700	0.811904	0.166991	0.005000	0.001100	0.006456	0.001420	0.000000	0.000300	0.000000	0.000200	0.022800	0.005600	0.026594	0.006532	0.000000	0.000400	0.000000	0.000509	0.000000	0.003900	0.000000	0.008936	0.000000	0.000200	0.000000	0.000215	0.000000	0.117000	0.000000	0.143571	0.001500	0.000100	0.040300	0.003000	0.100637	0.007492	0.000000	0.001800	0.000000	0.000100	35.607700	0.079800	76.175553	0.170716	0.000000	0.001300	0.005600	0.000100	0.006623	0.000118	0.000000	0.000500	0.047200	0.009400	0.078734	0.015680	0.000000	0.000300	0.000000	0.003300	0.000000	0.005891	0.000000	0.000500	0.000000	0.000200	0.000800	0.000200	0.000996	0.000249	0.003700	0.000100	0.004998	0.000135
48	5910	70.649900	0.079100	0.000000	0.002800	0.246700	0.027200	0.466140	0.051394	0.000000	0.000200	0.010700	0.001000	0.011947	0.001117	0.000000	0.001300	0.136000	0.002700	0.190291	0.003778	0.000000	0.001200	0.000000	0.079700	0.000000	0.097903	0.000000	0.001300	0.000000	0.001653	0.000000	0.002300	0.000000	0.003362	0.001500	0.000300	0.001878	0.000376	0.200500	0.002800	0.286655	0.004003	0.000000	0.000500	0.096100	0.004200	0.115762	0.005059	0.000000	0.064000	0.000000	0.075053	0.000000	0.339400	0.000000	0.562827	0.005300	0.001400	0.006843	0.001808	0.001000	0.000200	0.000000	0.000200	0.000000	0.166600	0.000000	0.194322	0.000000	0.000500	0.000000	0.000636	0.000000	0.008400	0.000000	0.019248	0.000000	0.000200	0.000000	0.000215	0.000000	0.132400	0.000000	0.162468	0.001200	0.000100	0.147400	0.005100	0.368087	0.012736	0.000000	0.002400	0.000000	0.000100	28.441800	0.077000	60.845543	0.164726	0.000000	0.001700	0.003800	0.000100	0.004494	0.000118	0.002600	0.000300	0.051100	0.012700	0.085240	0.021185	0.000000	0.000400	0.000000	0.004500	0.000000	0.008033	0.000000	0.000700	0.000000	0.000200	0.000900	0.000200	0.001120	0.000249	0.003600	0.000100	0.004863	0.000135
48	5911	76.690800	0.102400	0.000000	0.004000	0.189200	0.044300	0.357493	0.083705	0.000000	0.000300	0.006000	0.000700	0.006699	0.000782	0.000000	0.001800	0.475500	0.006000	0.665320	0.008395	0.000000	0.001700	0.000000	0.107100	0.000000	0.131562	0.000000	0.001900	0.000000	0.002416	0.000000	0.003500	0.000000	0.005116	0.000000	0.000800	0.000000	0.001001	0.238100	0.004100	0.340412	0.005862	0.000000	0.000800	0.193600	0.007900	0.233211	0.009516	0.000000	0.085300	0.000000	0.100031	0.000000	1.033400	0.000000	1.713687	0.000000	0.075500	0.000000	0.097486	0.001600	0.000300	0.000000	0.000300	0.000000	0.228100	0.000000	0.266056	0.000000	0.000800	0.000000	0.001018	0.000000	0.020800	0.000000	0.047661	0.000000	0.000300	0.000000	0.000323	0.000000	0.180200	0.000000	0.221123	0.001500	0.000100	0.266600	0.009300	0.665754	0.023224	0.000000	0.003300	0.000000	0.000200	21.837300	0.096700	46.716536	0.206870	0.000000	0.002400	0.008200	0.000200	0.009697	0.000237	0.004100	0.000500	0.080900	0.017300	0.134949	0.028858	0.000000	0.000500	0.000000	0.006300	0.000000	0.011247	0.000000	0.001100	0.000400	0.000100	0.000000	0.000600	0.000000	0.000747	0.005900	0.000200	0.007970	0.000270
49	5912	56.933600	0.072700	0.000000	0.002000	1.298300	0.021300	2.453138	0.040246	0.000000	0.000100	0.028200	0.001600	0.031485	0.001786	0.004300	0.000400	0.132300	0.001600	0.185114	0.002239	0.000000	0.000800	0.000000	0.063100	0.000000	0.077512	0.000000	0.000900	0.000000	0.001144	0.000000	0.001400	0.000000	0.002046	0.000000	0.000300	0.000000	0.000376	0.225100	0.002000	0.321825	0.002859	0.000000	0.000300	0.512900	0.003200	0.617839	0.003855	0.000000	0.050400	0.000000	0.059104	0.888200	0.069900	1.472902	0.115915	0.005600	0.000900	0.007231	0.001162	0.000000	0.000200	0.000000	0.000200	0.000000	0.133500	0.000000	0.155714	0.000000	0.000300	0.000000	0.000382	0.000000	0.002400	0.000000	0.005499	0.000000	0.000100	0.000000	0.000108	0.020000	0.005300	0.024542	0.006504	0.002300	0.000100	0.000000	0.004000	0.000000	0.009989	0.000000	0.001600	0.000200	0.000000	39.909300	0.066300	85.377965	0.141836	0.000000	0.001100	0.007500	0.000100	0.008870	0.000118	0.000000	0.000400	0.025600	0.008300	0.042703	0.013845	0.000000	0.000200	0.000000	0.003000	0.000000	0.005356	0.000000	0.000400	0.000400	0.000100	0.001000	0.000100	0.001245	0.000124	0.005300	0.000100	0.007159	0.000135
50	5913	57.938300	0.073200	0.000000	0.002100	1.567500	0.022700	2.961791	0.042892	0.000000	0.000100	0.023600	0.001500	0.026349	0.001675	0.004400	0.000400	0.179000	0.001800	0.250457	0.002519	0.000000	0.000800	0.000000	0.064100	0.000000	0.078740	0.000000	0.000800	0.000000	0.001017	0.000000	0.001500	0.000000	0.002192	0.000000	0.000300	0.000000	0.000376	0.210800	0.001900	0.301381	0.002716	0.000000	0.000300	0.749400	0.003800	0.902727	0.004577	0.000000	0.051200	0.000000	0.060042	0.852200	0.071600	1.413203	0.118734	0.005100	0.000900	0.006585	0.001162	0.000000	0.000200	0.000000	0.000200	0.000000	0.136700	0.000000	0.159447	0.000000	0.000300	0.000000	0.000382	0.000000	0.002500	0.000000	0.005729	0.000000	0.000100	0.000000	0.000108	0.000000	0.106700	0.000000	0.130932	0.002300	0.000100	0.000000	0.004500	0.000000	0.011237	0.000000	0.001600	0.000200	0.000000	38.431100	0.065600	82.215652	0.140338	0.001700	0.000500	0.004700	0.000100	0.005558	0.000118	0.000000	0.000400	0.025000	0.008000	0.041703	0.013345	0.000000	0.000200	0.000000	0.002900	0.000000	0.005177	0.000000	0.000400	0.000300	0.000100	0.000400	0.000100	0.000498	0.000124	0.004000	0.000100	0.005403	0.000135
51	5914	74.113100	0.073900	0.000000	0.003300	1.194400	0.040500	2.256819	0.076525	0.000000	0.000200	0.010000	0.001000	0.011165	0.001117	0.000000	0.001400	4.483900	0.018600	6.273873	0.026025	0.002600	0.000700	0.000000	0.091700	0.000000	0.112644	0.000000	0.002600	0.000000	0.003306	0.041200	0.002700	0.060218	0.003946	0.000000	0.000600	0.000000	0.000751	0.909600	0.006800	1.300455	0.009722	0.000000	0.000600	0.695800	0.006200	0.838161	0.007469	0.000000	0.073300	0.000000	0.085959	0.000000	0.406400	0.000000	0.673933	0.024000	0.001900	0.030989	0.002453	0.000900	0.000200	0.000000	0.000300	0.000000	0.193400	0.000000	0.225582	0.003100	0.000400	0.003945	0.000509	0.000000	0.011400	0.000000	0.026122	0.000000	0.000300	0.000000	0.000323	0.000000	0.153700	0.000000	0.188605	0.002700	0.000100	0.971900	0.008200	2.427029	0.020477	0.000000	0.002700	0.000000	0.000200	17.271500	0.067800	36.948920	0.145045	0.003100	0.001000	0.021400	0.000200	0.025308	0.000237	0.002400	0.000400	0.220000	0.015100	0.366982	0.025188	0.000000	0.000400	0.000000	0.005800	0.000000	0.010354	0.000000	0.000800	0.001000	0.000100	0.002400	0.000300	0.002988	0.000373	0.025000	0.000300	0.033770	0.000405
52	5915	58.910000	0.119100	0.000000	0.002600	2.524100	0.034500	4.769287	0.065188	0.000300	0.000100	0.023100	0.001500	0.025791	0.001675	0.000000	0.001000	4.485500	0.016400	6.276112	0.022947	0.000000	0.000900	0.000000	0.075600	0.000000	0.092867	0.000000	0.001900	0.000000	0.002416	0.034400	0.001800	0.050279	0.002631	0.000000	0.000400	0.000000	0.000501	0.933800	0.005500	1.335054	0.007863	0.000000	0.000400	0.815500	0.004900	0.982351	0.005903	0.000000	0.060000	0.000000	0.070362	6.316400	0.147400	10.474486	0.244433	0.018900	0.001400	0.024404	0.001808	0.000000	0.000300	0.000000	0.000200	0.000000	0.161000	0.000000	0.187790	0.003300	0.000300	0.004200	0.000382	0.000000	0.005200	0.000000	0.011915	0.000500	0.000100	0.000539	0.000108	0.000000	0.126600	0.000000	0.155351	0.003200	0.000100	1.742400	0.008900	4.351121	0.022225	0.000000	0.001900	0.000000	0.000100	23.917700	0.075900	51.167136	0.162373	0.000000	0.001300	0.023600	0.000200	0.027909	0.000237	0.000000	0.000500	0.234500	0.011100	0.391169	0.018516	0.000000	0.000300	0.000000	0.004200	0.000000	0.007498	0.000000	0.000600	0.000700	0.000100	0.001600	0.000200	0.001992	0.000249	0.010400	0.000100	0.014048	0.000135
52	5916	69.986400	0.075100	0.000000	0.002900	0.620600	0.030500	1.172624	0.057630	0.000000	0.000200	0.011000	0.001000	0.012281	0.001117	0.000000	0.001200	0.150600	0.002700	0.210720	0.003778	0.000000	0.001100	0.000000	0.084700	0.000000	0.104045	0.000000	0.001200	0.000000	0.001526	0.000000	0.002200	0.000000	0.003216	0.000000	0.000500	0.000000	0.000626	0.250100	0.002900	0.357568	0.004146	0.000000	0.000500	0.620300	0.005400	0.747213	0.006505	0.000000	0.067500	0.000000	0.079157	0.000000	0.322800	0.000000	0.535299	0.006100	0.001300	0.007876	0.001679	0.001000	0.000200	0.000000	0.000200	0.000000	0.175400	0.000000	0.204587	0.000000	0.000500	0.000000	0.000636	0.000000	0.007100	0.000000	0.016269	0.000000	0.000200	0.000000	0.000215	0.000000	0.140400	0.000000	0.172285	0.002200	0.000100	0.082600	0.004400	0.206269	0.010988	0.000000	0.002200	0.000000	0.000100	28.210000	0.072700	60.349653	0.155527	0.000000	0.001600	0.004200	0.000100	0.004967	0.000118	0.002000	0.000300	0.049500	0.011400	0.082571	0.019016	0.000000	0.000300	0.000000	0.004100	0.000000	0.007319	0.000000	0.000600	0.000000	0.000200	0.000600	0.000200	0.000747	0.000249	0.002700	0.000100	0.003647	0.000135
52	5917	77.464500	0.077800	0.000000	0.004200	0.683100	0.049200	1.290717	0.092963	0.000000	0.000300	0.008500	0.000800	0.009490	0.000893	0.000000	0.001900	6.804900	0.034000	9.521416	0.047573	0.003000	0.000900	0.000000	0.121700	0.000000	0.149496	0.000000	0.003300	0.000000	0.004196	0.022800	0.003100	0.033324	0.004531	0.000000	0.000900	0.000000	0.001127	0.820300	0.008100	1.172783	0.011581	0.000000	0.000800	0.629700	0.007600	0.758537	0.009155	0.000000	0.096900	0.000000	0.113635	0.000000	0.593500	0.000000	0.984201	0.018800	0.002500	0.024275	0.003228	0.001700	0.000300	0.000000	0.000400	0.000000	0.254800	0.000000	0.297199	0.003100	0.000600	0.003945	0.000764	0.000000	0.017000	0.000000	0.038954	0.000700	0.000200	0.000754	0.000215	0.000000	0.202700	0.000000	0.248733	0.003000	0.000100	4.293200	0.025700	10.720979	0.064178	0.000000	0.003400	0.000000	0.000200	8.963500	0.058500	19.175616	0.125149	0.000000	0.002500	0.034200	0.000400	0.040445	0.000473	0.004000	0.000500	0.222700	0.019100	0.371486	0.031861	0.000000	0.000600	0.000000	0.007700	0.000000	0.013746	0.000000	0.001100	0.000800	0.000200	0.001400	0.000400	0.001743	0.000498	0.016000	0.000300	0.021613	0.000405
52	5918	80.381500	0.100500	0.000000	0.004100	0.000000	0.197100	0.000000	0.372420	0.000000	0.000300	0.004100	0.000600	0.004578	0.000670	0.000000	0.002000	0.148300	0.005400	0.207501	0.007556	0.000000	0.001900	0.004300	0.001300	0.005282	0.001597	0.000000	0.002000	0.000000	0.002543	0.000000	0.003800	0.000000	0.005554	0.000000	0.000800	0.000000	0.001001	0.217200	0.004300	0.310531	0.006148	0.000000	0.000900	0.269500	0.009700	0.324640	0.011685	0.003000	0.001000	0.003518	0.001173	0.000000	1.548800	0.000000	2.568375	0.000000	0.107600	0.000000	0.138933	0.002100	0.000300	0.000000	0.000400	0.008900	0.002900	0.010381	0.003383	0.000000	0.000800	0.000000	0.001018	0.000000	0.028900	0.000000	0.066221	0.000000	0.000400	0.000000	0.000431	0.007100	0.002200	0.008712	0.002700	0.001700	0.000100	0.209400	0.011000	0.522914	0.027469	0.000000	0.003700	0.000000	0.000200	18.727100	0.100400	40.062885	0.214786	0.004500	0.001400	0.003800	0.000100	0.004494	0.000118	0.004200	0.000500	0.000000	0.063800	0.000000	0.106425	0.000000	0.000600	0.000000	0.007000	0.000000	0.012496	0.000000	0.001200	0.000000	0.000300	0.000000	0.000600	0.000000	0.000747	0.003400	0.000200	0.004593	0.000270
52	5919	56.803100	0.099700	0.000000	0.002400	2.678600	0.033100	5.061215	0.062542	0.000500	0.000100	0.030600	0.001800	0.034165	0.002010	0.004200	0.000700	2.420800	0.009100	3.387183	0.012733	0.000000	0.000900	0.000000	0.074700	0.000000	0.091761	0.000000	0.003200	0.000000	0.004069	0.084800	0.002500	0.123944	0.003654	0.004100	0.000300	0.005132	0.000376	2.721900	0.011400	3.891500	0.016299	0.000000	0.000400	0.657500	0.004400	0.792024	0.005300	0.000000	0.059500	0.000000	0.069776	1.071000	0.109800	1.776039	0.182081	0.156800	0.002600	0.202460	0.003357	0.000000	0.000300	0.001200	0.000100	0.000000	0.159000	0.000000	0.185458	0.002800	0.000300	0.003563	0.000382	0.061300	0.002900	0.140463	0.006645	0.000800	0.000100	0.000862	0.000108	0.000000	0.124500	0.000000	0.152774	0.002300	0.000100	0.020500	0.003000	0.051193	0.007492	0.000000	0.001800	0.000000	0.000100	31.586600	0.081600	67.573213	0.174567	0.002800	0.000800	0.027100	0.000200	0.032048	0.000237	0.000000	0.000500	1.337400	0.017000	2.230917	0.028358	0.000000	0.000300	0.017800	0.004400	0.031777	0.007855	0.000000	0.000600	0.004600	0.000100	0.003900	0.000300	0.004855	0.000373	0.297100	0.001100	0.401323	0.001486
53	5920	63.238200	0.099900	0.000000	0.002400	0.905300	0.024400	1.710564	0.046104	0.000000	0.000100	0.015200	0.001200	0.016971	0.001340	0.000000	0.000900	0.175100	0.002100	0.245000	0.002938	0.000000	0.000900	0.000000	0.070200	0.000000	0.086234	0.000000	0.001000	0.000000	0.001272	0.000000	0.001700	0.000000	0.002485	0.000000	0.000400	0.000000	0.000501	0.241200	0.002400	0.344844	0.003431	0.000000	0.000400	0.485400	0.003900	0.584713	0.004698	0.006300	0.002000	0.007388	0.002345	0.488800	0.108500	0.810577	0.179926	0.007800	0.001100	0.010071	0.001420	0.000000	0.000300	0.000000	0.000200	0.000000	0.147900	0.000000	0.172511	0.000000	0.000400	0.000000	0.000509	0.000000	0.003900	0.000000	0.008936	0.000300	0.000100	0.000323	0.000108	0.000000	0.117200	0.000000	0.143816	0.002000	0.000100	0.026400	0.003000	0.065926	0.007492	0.000000	0.001800	0.000000	0.000100	34.361000	0.080400	73.508487	0.172000	0.002100	0.000600	0.004400	0.000100	0.005203	0.000118	0.000000	0.000500	0.035500	0.009300	0.059218	0.015513	0.000000	0.000300	0.000000	0.003400	0.000000	0.006070	0.000000	0.000500	0.000400	0.000100	0.000500	0.000100	0.000622	0.000124	0.004000	0.000100	0.005403	0.000135
