SampleID	SoilType	Al	Al2O3	Ba	BaO	Br	Ca	CaO	Ce	CeO2	Cl	Co	CoO	Cr	Cr2O3	Cs	Cu	CuO	Diameter	Eu	Eu2O3	Fe	Fe2O3	Ga	Ga2O3	Gd	Gd2O3	K	K2O	La	La2O3	Material	Method	Mg	MgO	Mn	MnO	Mo	MoO3	Mode	Na	Na2O	Nd	Nd2O3	Ni	NiO	P	P2O5	Pr	Pr6O11	S	SO3	Sc	Sc2O3	Si	SiO2	Sm	Sm2O3	Sr	SrO	Ti	TiO2	V	V2O5	Zn	ZnO	Zr	ZrO2
11Dr1	Deep	1.5	2.8	0	0	0	3.33	4.66	0	0	0.075	0	0	0.064	0.094	0	0	0		0	0	0.828	1.18	0	0	0	0	0.82	0.99	0	0			0.48	0.8	0.043	0.056	0	0		0.17	0	0	0	0	0	0.07	0	0.009	0	0	0	0.029	0	21	44.9	0	0	0	0	0.29	0.48	0	0	0	0	0.041	0.055
12Dr1	Deep	1.2	2.3	0	0	0	1.6	2.2	0	0	0	0	0	0.024	0.034	0	0	0		0	0	0.19	0.27	0	0	0	0	0.52	0.63	0	0			0.21	0	0	0	0	0		0.23	0	0	0	0	0	0.044	0	0.048	0	0.033	0	0.028	0	26.3	56.3	0	0	0.033	0.039	0.095	0.16	0	0	0	0	0	0
13Dr1	Deep	1.3	2.4	0	0	0	1.8	2.6	0	0	0.014	0	0	0.023	0	0	0	0		0	0	0.533	0.762	0	0	0	0	0.8	0.96	0	0			0.23	0	0	0	0	0		0.17	0	0.055	0	0	0	0.043	0	0.071	0	0.025	0	0	0	25	53.4	0	0	0.04	0.047	0.14	0	0	0	0	0	0.007	0.009
14Dr1	Deep	1.3	2.4	0	0	0	1.4	1.9	0.23	0	0.049	0	0	0	0	0	0	0		0	0	0.31	0.44	0	0	0	0	0.86	1	0.16	0			0.18	0	0	0	0	0		0.23	0	0	0	0	0	0.069	0	0	0	0.03	0	0.028	0	24	51.4	0	0	0.041	0.049	0.12	0.2	0.019	0	0	0	0.001	0.001
15Dr1	Deep	1.4	2.7	0.06	0	0	1.8	2.5	0	0	0.052	0	0	0.004	0	0	0	0		0	0	0.569	0.814	0	0	0	0	0.83	1	0	0			0.3	0.5	0.013	0	0	0		0.29	0	0.075	0	0	0	0.042	0	0.084	0	0.021	0	0.048	0	21.2	45.3	0	0	0.057	0.067	0.082	0	0.034	0	0	0	0	0
16Dr1	Deep	1.5	2.8	0	0	0	1.4	2	0	0	0.1	0	0	0	0	0	0	0		0	0	0.446	0.638	0	0	0	0	1	1.3	0.098	0			0.33	0.55	0.036	0.046	0	0		0.15	0	0.074	0	0	0	0.017	0	0	0	0.025	0	0.028	0	22.6	48.3	0	0	0.024	0.029	0.1	0.17	0.025	0	0	0	0	0
17Dr1	Deep	1.1	2	0	0	0	0.8	1.1	0	0	0.083	0	0	0.025	0.036	0	0	0		0	0	0.342	0.489	0	0	0	0	0.65	0.78	0	0			0.22	0.37	0	0	0	0		0.13	0	0	0	0	0	0	0	0.086	0	0.085	0	0.024	0	21.1	45.1	0	0	0	0	0.046	0	0	0	0	0	0	0
18Dr1	Deep	1.6	3	0.052	0	0	2.67	3.74	0.064	0	0.09	0	0	0	0	0	0	0		0	0	0.712	1.02	0	0	0	0	0.93	1.1	0	0			0.44	0.74	0	0	0	0		0.31	0	0.15	0	0	0	0.11	0.25	0.073	0	0.025	0	0.029	0	22.3	47.7	0	0	0.027	0	0.21	0	0.033	0	0	0	0.1	0.14
19Dr1	Deep	1.2	2.2	0	0	0	1.6	2.2	0	0	0.11	0	0	0	0	0	0	0		0	0	0.427	0.61	0	0	0	0	0.92	1.1	0	0			0.43	0.71	0	0	0	0		0.35	0.47	0	0	0	0	0.042	0	0.13	0	0.065	0.16	0	0	21.4	45.9	0	0	0	0	0.16	0.27	0.01	0	0	0	0	0
20Dr1	Deep	0.9	1.7	0	0	0	1.1	1.5	0	0	0.042	0	0	0	0	0	0	0		0	0	0.374	0.535	0	0	0	0	0.65	0.78	0.097	0			0.28	0.46	0	0	0	0		0.24	0	0.12	0	0	0	0	0	0	0	0.021	0	0.027	0	23.1	49.4	0	0	0	0	0.13	0.21	0.031	0	0	0	0	0
21Dr1	Deep	1.2	2.4	0.27	0.3	0	0.63	0.89	0	0	0.042	0	0	0	0	0	0	0		0	0	0.371	0.531	0	0	0	0	1	1.2	0	0			0.33	0.54	0	0	0	0		0.32	0.43	0	0	0	0	0.043	0	0	0	0.045	0	0.027	0	23.5	50.2	0	0	0.031	0.036	0.13	0.21	0.013	0	0	0	0	0
22Dr1	Deep	1.3	2.5	0	0	0	1.2	1.7	0	0	0.034	0	0	0.022	0	0	0	0		0.058	0	0.316	0.452	0	0	0	0	0.54	0.65	0.098	0			0.24	0.4	0.024	0.031	0	0		0.092	0	0	0	0	0	0	0	0	0	0.022	0	0.027	0	22	47.1	0.049	0	0	0	0.025	0	0	0	0	0	0	0
23Dr1	Deep	1.4	2.7	0.1	0	0	1.6	2.3	0	0	0.071	0	0	0.039	0.057	0	0	0		0	0	0.615	0.879	0	0	0	0	1	1.2	0.097	0			0.36	0.6	0	0	0	0		0.2	0	0.15	0	0	0	0	0	0	0	0.05	0	0	0	23.2	49.6	0	0	0.025	0.03	0.18	0.3	0.04	0.071	0	0	0.012	0.017
24Dr1	Deep	1.7	3.2	0	0	0	1.1	1.6	0	0	0.07	0	0	0	0	0	0	0		0	0	0.518	0.74	0	0	0	0	1.1	1.3	0	0			0.25	0	0	0	0	0		0.24	0	0.14	0.17	0	0	0.035	0	0.12	0	0.053	0	0.028	0	23.1	49.3	0	0	0.034	0.041	0.15	0.25	0.031	0	0	0	0.04	0.053
25Dr1	Deep	1.6	2.9	0	0	0	2.91	4.08	0	0	0.042	0	0	0	0	0	0	0		0	0	0.92	1.32	0	0	0	0	0.94	1.1	0	0			0.45	0.74	0	0	0	0		0.24	0	0	0	0	0	0	0	0	0	0.026	0	0	0	22.1	47.2	0	0	0.034	0.041	0.28	0.47	0	0	0	0	0.012	0.017
26Dr1	Deep	1.3	2.5	0	0	0	0.66	0.92	0	0	0	0	0	0	0	0	0	0		0	0	0.362	0.518	0	0	0	0	0.94	1.1	0.11	0			0.35	0.58	0	0	0	0		0.16	0	0	0	0	0	0	0	0	0	0.025	0	0	0	20.8	44.4	0	0	0	0	0.084	0.14	0.015	0	0	0	0	0
27Dr1	Deep	1.2	2.3	0	0	0	0.54	0.75	0	0	0	0	0	0	0	0	0	0		0	0	0.438	0.627	0	0	0	0	0.74	0.9	0.11	0			0.25	0	0	0	0	0		0.24	0	0	0	0	0	0.032	0	0	0	0.025	0	0.027	0	21.4	45.8	0	0	0.029	0.034	0.074	0	0	0	0	0	0	0
28Dr1	Deep	1.1	2.1	0	0	0	0.57	0.8	0.18	0	0.056	0	0	0.023	0.033	0	0	0		0	0	0.478	0.683	0	0	0	0	0.7	0.85	0.19	0			0.33	0.55	0	0	0	0		0.17	0	0	0	0	0	0	0	0	0	0	0	0.027	0	22.1	47.3	0	0	0	0	0.071	0	0.015	0	0	0	0	0
29Dr1	Deep	1.5	2.9	0.1	0	0	8.8	12.3	0.33	0.41	0	0	0	0.085	0	0	0	0		0	0	1.77	2.54	0	0	0	0	0.92	1.1	0	0			0.67	1.1	0	0	0	0		0.26	0	0	0	0	0	0.04	0	0.13	0	0.042	0	0	0	17.9	38.4	0	0	0.036	0.043	0.61	1	0.038	0	0	0	0.183	0.247
30Dr1	Deep	1.5	2.9	0.073	0	0	3.35	4.69	0	0	0	0	0	0	0	0	0	0		0	0	1.07	1.53	0	0	0	0	0.9	1.1	0	0			0.33	0.55	0	0	0	0		0.36	0.49	0	0	0	0	0.039	0	0	0	0.003	0	0.029	0	20.1	43	0	0	0.038	0.045	0.34	0.57	0.038	0	0	0	0.027	0.037
31Dr1	Deep	1.1	2.2	0.27	0.31	0	2.14	3	0	0	0.043	0	0	0.037	0.055	0	0	0		0	0	0.593	0.847	0	0	0	0	0.79	0.95	0	0			0.27	0.45	0	0	0	0		0.33	0.44	0.072	0	0	0	0	0	0.074	0	0.044	0	0.028	0	22	47	0	0	0	0	0.09	0	0.017	0	0	0	0	0
32Dr1	Deep	1.9	3.5	0	0	0	6.76	9.46	0.48	0.59	0	0	0	0.098	0.14	0	0	0		0	0	1.48	2.12	0	0	0	0	0.96	1.2	0	0			0.52	0.86	0	0	0	0		0.42	0.57	0.15	0	0.029	0.037	0.057	0	0	0	0.047	0	0.032	0	19.2	41.2	0	0	0.032	0.038	0.36	0.6	0.003	0	0	0	0.046	0.062
33Dr1	Deep	1.3	2.5	0	0	0	1.4	2	0	0	0.009	0	0	0	0	0	0.017	0.021		0	0	0.497	0.711	0	0	0	0	0.82	0.99	0.22	0			0.27	0.45	0	0	0	0		0.35	0	0.053	0	0	0	0.049	0	0	0	0.025	0	0	0	22.5	48.2	0	0	0.037	0.044	0.14	0.23	0.01	0	0	0	0	0
34Dr1	Deep	2.4	4.4	0.1	0	0	3.2	4.47	0.1	0	0.057	0	0	0	0	0	0	0		0	0	0.964	1.38	0	0	0	0	0.98	1.2	0.097	0			0.56	0.92	0	0	0	0		0.36	0.48	0	0	0	0	0.098	0	0	0	0.042	0	0	0	22.6	48.3	0	0	0.034	0.041	0.19	0.31	0	0	0	0	0.014	0.018
35Dr1	Deep	1.1	2.2	0	0	0	0.87	1.2	0	0	0.042	0	0	0	0	0	0	0		0	0	0.29	0.42	0	0	0	0	0.81	0.97	0	0			0.28	0.47	0	0	0	0		0.32	0.42	0	0	0	0	0.042	0	0.091	0	0.031	0	0.055	0	23.2	49.6	0	0	0	0	0.071	0	0.024	0	0	0	0	0
36Dr1	Deep	1.7	3.1	0	0	0	1.8	2.5	0	0	0	0	0	0.045	0.066	0	0	0		0	0	0.533	0.763	0	0	0	0	1	1.2	0	0			0.42	0.7	0	0	0	0		0.26	0	0	0	0	0	0.079	0	0	0	0.025	0	0	0	20.6	44.2	0	0	0.047	0.055	0.16	0.27	0.026	0	0	0	0	0
37Dr1	Deep	1.3	2.4	0.1	0	0	2.82	3.94	0	0	0.014	0	0	0.039	0.057	0	0	0		0	0	0.537	0.768	0	0	0.095	0	0.83	1	0.2	0			0.45	0.74	0.025	0	0	0		0.41	0.55	0	0	0	0	0.042	0	0	0	0.013	0	0	0	21.6	46.1	0.033	0	0	0	0.24	0.39	0	0	0	0	0	0
38Dr1	Deep	1.3	2.5	0	0	0	3.57	4.99	0	0	0.042	0	0	0	0	0.12	0	0		0	0	0.596	0.853	0	0	0	0	0.61	0.73	0	0			0.41	0.68	0	0	0	0		0.45	0	0.2	0.24	0	0	0	0	0.08	0	0.04	0	0	0	22.8	48.7	0	0	0.031	0.036	0.066	0	0.03	0	0	0	0	0
39Dr1	Deep	1.6	3.1	0	0	0	5.97	8.36	0.14	0	0.025	0	0	0	0	0	0	0		0	0	0.967	1.38	0	0	0	0	1.1	1.3	0.11	0			0.56	0.92	0	0	0	0		0.44	0	0	0	0	0	0.077	0	0	0	0.018	0	0	0	20.4	43.7	0	0	0.039	0.047	0.2	0.34	0.004	0	0	0	0.025	0.034
40Dr1	Deep	1.8	3.4	0	0	0	9.73	13.6	0.28	0	0.11	0	0	0	0	0	0	0		0	0	1.13	1.62	0	0	0	0	0.83	0.99	0	0			0.93	1.5	0	0	0	0		0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6	39.9	0	0	0.057	0.068	0.3	0.5	0.029	0	0	0	0.052	0.071
41Dr1	Deep	0.98	1.9	0.22	0	0	4.14	5.79	0	0	0.15	0	0	0.029	0	0	0	0		0.14	0	0.833	1.19	0	0	0.086	0	0.65	0.79	0	0			0.4	0.66	0.037	0.047	0	0		0.35	0.47	0.25	0.29	0	0	0.038	0	0	0	0.042	0	0.03	0	14.3	30.5	0.18	0.21	0.052	0.062	0.17	0.28	0	0	0	0	0	0
42Dr1	Deep	1.4	2.7	0.11	0	0	9.93	13.9	0	0	0.055	0	0	0.086	0.13	0	0	0		0	0	1.14	1.63	0	0	0	0	0.83	1	0	0			0.76	1.3	0	0	0	0		0.34	0	0.24	0.28	0	0	0.069	0	0	0	0.06	0.15	0	0	17.2	36.8	0	0	0.052	0.062	0.37	0	0.054	0.096	0	0	0.027	0.037
43Dr1	Deep	1.6	3	0	0	0	6.56	9.18	0.19	0	0.042	0	0	0	0	0	0	0		0	0	0.907	1.3	0	0	0	0	0.73	0.88	0	0			0.6	1	0	0	0	0		0.35	0	0	0	0	0	0.041	0	0	0	0	0	0	0	20.3	43.4	0	0	0.044	0.052	0.18	0.3	0	0	0	0	0.018	0.024
44Dr1	Deep	1.6	3.1	0	0	0	4.79	6.71	0	0	0.037	0	0	0.081	0.12	0	0	0		0	0	0.734	1.05	0	0	0	0	0.72	0.87	0.17	0			0.44	0.73	0	0	0	0		0.2	0	0	0	0	0	0	0	0	0	0.036	0	0	0	20.7	44.4	0	0	0.036	0.042	0.076	0.13	0	0	0	0	0.016	0.022
45Dr1	Deep	1.4	2.7	0	0	0	7.64	10.7	0.6	0.73	0.1	0	0	0	0	0	0	0		0	0	1.1	1.58	0	0	0	0	0.94	1.1	0	0			0.78	1.3	0	0	0	0		0.34	0	0	0	0	0	0.067	0	0.084	0	0.073	0.18	0.033	0	17.4	37.3	0	0	0.061	0.072	0.4	0.67	0.014	0	0	0	0.054	0.073
46Dr1	Deep	1.4	2.6	0	0	0	6.29	8.81	0	0	0.04	0	0	0.068	0.099	0	0	0		0	0	0.944	1.35	0	0	0	0	0.95	1.1	0	0			0.7	1.2	0	0	0	0		0.2	0	0.14	0	0	0	0.04	0	0.13	0	0.024	0	0	0	18.9	40.4	0	0	0.049	0.057	0.24	0.39	0	0	0	0	0	0
47Dr1	Deep	1.5	2.8	0	0	0	5.29	7.41	0.19	0	0.066	0	0	0.11	0.16	0	0	0		0	0	0.685	0.98	0	0	0	0	0.94	1.1	0.18	0			0.65	1.1	0	0	0	0		0.26	0	0	0	0	0	0.17	0.38	0	0	0.055	0	0	0	21.3	45.6	0	0	0.025	0.03	0.14	0	0	0	0	0	0.007	0.009
48Dr1	Deep	1.3	2.4	0.094	0	0	10.3	14.4	0	0	2.4	0	0	0.03	0	0	0	0		0	0	1.23	1.75	0	0	0	0	1.2	1.4	0	0			1.2	1.9	0	0	0	0		1.1	1.5	0.31	0.36	0	0	0.17	0.38	0.15	0	0.53	1.3	0.036	0	14.9	31.9	0	0	0.078	0.093	0.29	0.49	0.013	0	0	0	0	0
49Dr1	Deep	1.3	2.5	0	0	0	1.94	2.72	0	0	0.11	0	0	0.046	0	0	0	0		0.048	0	0.444	0.635	0	0	0.033	0	1	1.2	0.099	0			0.37	0.61	0.009	0	0	0		0.4	0.54	0.1	0	0	0	0.042	0	0.08	0.096	0.076	0	0.045	0	22.3	47.7	0.088	0	0.033	0.039	0.11	0	0.02	0	0	0	0.007	0.01
50Dr1	Deep	1.7	3.1	0.18	0	0	0.91	1.3	0	0	0.067	0	0	0.035	0.051	0	0	0		0	0	0.466	0.666	0	0	0	0	0.89	1.1	0	0			0.34	0.56	0	0	0	0		0.22	0	0	0	0	0	0	0	0	0	0.019	0	0	0	21.4	45.8	0	0	0.048	0.056	0.056	0	0.025	0	0	0	0	0
51Dr1	Deep	1.2	2.3	0	0	0	5.33	7.46	0.34	0.41	0.25	0	0	0.028	0	0	0	0		0	0	0.582	0.832	0	0	0	0	0.72	0.86	0.19	0			0.73	1.2	0	0	0	0		0.23	0	0	0	0	0	0	0	0	0	2.35	5.88	0.031	0	18.5	39.5	0.036	0	0.034	0	0.1	0	0.03	0	0	0	0	0
52Dr1	Deep	1	2	0	0	0	8.3	11.6	0	0	3.48	0	0	0.13	0	0	0	0		0	0	1.18	1.69	0	0	0	0	0.64	0.77	0	0			1.2	1.9	0.042	0.055	0	0		0.9	1.2	0	0	0	0	0.027	0	0.11	0	1.5	3.8	0	0	11.7	25	0	0	0.088	0.1	0.33	0.56	0	0	0	0	0.045	0.06
53Dr1	Deep	0.5	0.94	0	0	0	0.28	0.39	0	0	0.15	0	0	0.011	0	0	0	0		0	0	0.22	0.31	0	0	0	0	0.36	0.43	0	0			0.29	0.49	0	0	0	0		0.072	0	0.064	0	0	0	0.07	0	0.12	0	0.13	0.33	0.042	0	21.9	46.8	0	0	0	0	0.046	0	0.027	0	0	0	0	0
54Dr1	Deep	1.2	2.2	0	0	0	9.32	13	0	0	0.27	0	0	0.22	0	0	0	0		0	0	1.16	1.66	0	0	0	0	0.68	0.82	0	0			0.68	1.1	0	0	0	0		0.23	0	0	0	0	0	0.037	0	0	0	0.62	1.5	0	0	13.6	29.1	0.037	0	0.14	0.17	0.17	0	0.015	0	0	0	0	0
55Dr1	Deep	1	2	0	0	0	10.5	14.7	0	0	3.02	0	0	0.085	0.12	0	0	0		0	0	1.42	2.03	0	0	0	0	0.78	0.94	0.12	0			2	3.2	0	0	0	0		1.2	1.6	0.13	0	0	0	0.038	0	0.053	0	1.6	3.9	0	0	11	23.5	0	0	1.73	2.05	0.28	0.46	0.032	0	0	0	0	0
56Dr1	Deep	1.2	2.2	0	0	0	3.36	4.7	0	0	2.6	0	0	0.045	0.066	0	0	0		0	0	0.512	0.733	0	0	0	0	0.76	0.92	0	0			0.73	1.2	0	0	0	0		0.98	1.3	0	0	0	0	0.04	0	0	0	0.42	1.1	0.03	0	17.7	37.9	0	0	0.181	0.214	0.043	0	0	0	0	0	0	0
57Dr1	Deep	1.2	2.2	0	0	0	2.58	3.61	0	0	2.2	0	0	0	0	0	0	0		0	0	0.407	0.582	0	0	0	0	1.2	1.4	0	0			0.8	1.3	0	0	0	0		0.91	1.2	0	0	0	0	0.04	0	0	0	0.33	0.83	0	0	18.8	40.2	0	0	0.232	0.274	0.043	0	0.015	0	0	0	0	0
58Dr1	Deep	1.1	2.1	0	0	0	4.75	6.64	0	0	0.19	0	0	0	0	0	0	0		0	0	0.638	0.913	0	0	0	0	0.99	1.2	0.11	0			1.2	2	0	0	0	0		0.49	0.66	0	0	0	0	0	0	0	0	0.71	1.8	0	0	18.5	39.6	0	0	0.058	0.068	0.13	0.21	0.017	0	0	0	0.001	0.001
59Dr1	Deep	0.72	1.4	0.091	0	0	2.3	3.22	0	0	2.5	0	0	0	0	0	0	0		0	0	0.37	0.53	0	0	0	0	0.48	0.58	0.25	0			0.35	0.57	0	0	0	0		0.6	0	0	0	0	0	0.037	0	0	0	0.56	1.4	0.029	0	12.7	27.1	0	0	0.13	0.15	0.046	0	0.013	0	0	0	0	0
60Dr1	Deep	0.66	1.2	0	0	0	2.77	3.87	0.13	0	0.99	0	0	0.008	0	0	0	0		0	0	0.31	0.44	0	0	0	0	0.88	1.1	0	0			0.49	0.81	0	0	0	0		0.4	0	0.083	0	0	0	0	0	0.096	0	0.41	1	0.029	0	15.5	33.3	0	0	0.057	0.068	0.056	0	0.004	0	0	0	0	0
1Sr1	Surface	1.3	2.4	0	0	0	1.4	1.9	0.17	0	0	0	0	0	0	0	0	0		0	0	0.349	0.499	0	0	0	0	0.47	0.57	0	0			0.32	0.53	0	0	0	0		0.11	0	0	0	0	0	0.034	0	0.088	0	0	0	0	0	19.8	42.4	0	0	0.028	0.033	0.08	0	0	0	0	0	0	0
2Sr1	Surface	1.1	2	0	0	0	0.88	1.2	0	0	0.042	0	0	0.026	0.037	0	0	0		0	0	0.384	0.549	0	0	0	0	0.37	0.44	0	0			0.27	0.44	0	0	0	0		0.19	0	0	0	0	0	0.041	0	0	0	0.05	0	0.039	0	20.5	43.8	0	0	0	0	0.16	0.27	0	0	0	0	0	0
3Sr1	Surface	1.3	2.5	0	0	0	0.35	0.49	0.25	0	0.037	0	0	0.019	0.028	0	0	0		0	0	0.29	0.42	0	0	0	0	0.56	0.68	0	0			0.29	0.49	0	0	0	0		0.071	0	0	0	0	0	0	0	0.085	0	0.012	0	0	0	21.2	45.4	0	0	0	0	0.084	0	0.017	0	0	0	0	0
4Sr1	Surface	1.5	2.9	0	0	0	0.79	1.1	0	0	0	0	0	0	0	0	0	0		0	0	0.444	0.634	0	0	0	0	0.46	0.55	0.16	0			0.24	0.4	0	0	0	0		0.12	0	0	0	0	0	0	0	0	0	0.085	0.21	0	0	22.1	47.3	0	0	0	0	0.065	0	0	0	0	0	0	0
5Sr1	Surface	1.6	3.1	0	0	0	3.12	4.36	0	0	0	0	0	0	0	0	0	0		0	0	0.846	1.21	0	0	0	0	0.62	0.75	0	0			0.32	0.53	0	0	0	0		0.18	0	0.032	0	0	0	0.068	0	0.041	0	0.039	0	0.029	0	19.9	42.5	0	0	0.027	0.032	0.28	0.47	0	0	0	0	0.044	0.059
6Sr1	Surface	0.96	1.8	0	0	0	0.44	0.61	0	0	0.068	0	0	0	0	0	0	0		0	0	0.21	0.3	0	0	0	0	0.27	0.32	0	0			0.26	0.43	0	0	0	0		0.098	0	0	0	0	0	0	0	0.052	0	0.003	0	0	0	21.8	46.7	0	0	0	0	0.037	0	0.015	0	0	0	0	0
7Sr1	Surface	1.6	3	0	0	0	3.06	4.28	0	0	0.041	0	0	0	0	0	0	0		0	0	0.996	1.42	0	0	0	0	0.58	0.7	0	0			0.45	0.74	0	0	0	0		0.35	0.48	0	0	0	0	0	0	0.14	0	0.046	0	0	0	19.4	41.5	0	0	0	0	0.3	0.51	0.025	0	0	0	0.054	0.073
8Sr1	Surface	1.1	2.1	0.06	0	0	0.81	1.1	0	0	0.039	0	0	0	0	0	0	0		0	0	0.345	0.494	0	0	0	0	0.37	0.45	0	0			0.18	0	0	0	0	0		0.17	0	0	0	0	0	0.012	0	0	0	0	0	0.043	0	22.1	47.2	0	0	0	0	0.038	0	0.015	0	0	0	0	0
9Sr1	Surface	1.5	2.9	0.074	0	0	2.09	2.93	0	0	0	0	0	0	0	0	0	0		0	0	0.848	1.21	0	0	0	0	0.78	0.94	0.16	0			0.46	0.77	0	0	0	0		0.17	0	0.14	0.16	0	0	0.072	0	0	0	0.089	0.22	0.028	0	22.5	48.1	0	0	0	0	0.23	0.38	0.019	0	0	0	0	0
10Sr1	Surface	1.6	3	0.14	0	0	1.92	2.69	0	0	0.035	0	0	0.027	0.039	0	0	0		0	0	0.742	1.06	0	0	0	0	0.79	0.96	0.099	0			0.3	0.5	0	0	0	0		0.29	0	0	0	0	0	0.067	0	0	0	0.055	0	0.03	0	21.6	46.2	0	0	0.039	0.046	0.11	0.19	0.03	0	0	0	0.001	0.002
11Sr1	Surface	1.3	2.5	0	0	0	1.94	2.72	0.16	0	0.058	0	0	0.041	0.059	0	0	0		0	0	0.724	1.03	0	0	0	0	0.71	0.85	0.26	0.31			0.26	0.42	0	0	0	0		0.3	0.41	0.078	0	0	0	0.042	0	0	0	0.036	0	0.028	0	20.8	44.4	0.06	0	0.036	0.043	0.25	0.42	0.011	0	0	0	0	0
12Sr1	Surface	1.4	2.6	0	0	0	0.83	1.2	0	0	0.043	0	0	0.009	0	0	0	0		0	0	0.22	0.31	0	0	0	0	0.57	0.68	0	0			0.23	0.38	0	0	0	0		0.15	0	0	0	0	0	0.072	0	0.19	0	0.038	0	0	0	23	49.1	0	0	0.026	0.031	0.028	0	0.016	0	0	0	0	0
13Sr1	Surface	1.2	2.4	0	0	0	1.3	1.8	0	0	0.067	0	0	0.033	0.049	0	0	0		0	0	0.43	0.615	0	0	0	0	0.76	0.92	0.098	0			0.36	0.6	0.035	0.045	0	0		0.14	0	0.076	0	0	0	0.083	0	0	0	0.025	0	0	0	21.5	46	0	0	0.052	0.062	0.072	0	0	0	0	0	0	0
