SampleID	SoilType	Al	Ba	Br	Ca	Ce	Cl	Co	Cr	Cs	Cu	Diameter	Eu	Fe	Ga	Gd	K	La	Material	Method	Mg	Mn	Mo	Mode	Na	Nd	Ni	P	Pr	S	Sc	Si	Sm	Sr	Ti	V	Zn	Zr
45Dr1	Deep	2.0	0.0	0.0	5.64	0.0	2.3	0.0	0.0	0.0	0.0	8mm	0.0	0.874	0.0	0.0	0.96	0.0	Oxides	Fast Screening-He8mm	1.9	0.0	0.0	He	2.9	0.0	0.0	0.048	0.0	0.58	0.0	18.2	0.0	0.045	0.26	0.014	0.0	0.048
44Dr1	Deep	1.8	0.08	0.0	3.33	0.0	0.046	0.0	0.023	0.0	0.0	8mm	0.0	0.441	0.0	0.0	0.81	0.097	Oxides	Fast Screening-He8mm	0.88	0.0	0.0	He	0.5	0.0	0.0	0.051	0.02	0.033	0.03	24.4	0.0	0.025	0.11	0.0	0.0	0.0
43Dr1	Deep	2.2	0.0	0.0	5.22	0.0	0.15	0.0	0.0	0.0	0.0	8mm	0.0	0.603	0.0	0.0	0.82	0.0	Oxides	Fast Screening-He8mm	1.1	0.0	0.0	He	0.3	0.0	0.0	0.092	0.12	0.077	0.031	25.6	0.0	0.012	0.16	0.026	0.0	0.015
22Dr1	Deep	1.2	0.0	0.0	1.1	0.0	0.12	0.0	0.023	0.0	0.0	8mm	0.0	0.444	0.0	0.0	0.69	0.0	Oxides	Fast Screening-He8mm	0.41	0.0	0.0	He	0.0	0.0	0.0	0.12	0.0	0.0	0.028	22.0	0.0	0.0	0.082	0.019	0.0	0.0
21Dr1	Deep	1.1	0.0	0.0	1.3	0.0	0.041	0.0	0.033	0.0	0.0	8mm	0.0	0.369	0.0	0.0	0.8	0.0	Oxides	Fast Screening-He8mm	0.35	0.0	0.0	He	0.15	0.11	0.0	0.11	0.062	0.0	0.0	22.8	0.0	0.0	0.066	0.0	0.0	0.035
20Dr1	Deep	1.4	0.0	0.0	2.25	0.0	0.018	0.0	0.007	0.0	0.0	8mm	0.0	0.559	0.0	0.0	1.0	0.1	Oxides	Fast Screening-He8mm	0.44	0.032	0.0	He	0.0	0.081	0.0	0.089	0.0	0.0	0.0	20.9	0.16	0.029	0.15	0.039	0.0	0.012
19Dr1	Deep	1.2	0.0	0.0	1.3	0.0	0.056	0.0	0.006	0.0	0.0	8mm	0.0	0.358	0.0	0.0	0.88	0.1	Oxides	Fast Screening-He8mm	0.34	0.0	0.0	He	0.44	0.0	0.0	0.19	0.0	0.039	0.0	20.9	0.0	0.0	0.065	0.012	0.0	0.0
15Dr1	Deep	1.0	0.53	0.0	1.6	0.0	0.059	0.0	0.044	0.0	0.0	8mm	0.0	0.506	0.0	0.0	0.97	0.0	Oxides	Fast Screening-He8mm	0.37	0.0	0.0	He	0.3	0.0	0.0	0.19	0.15	0.046	0.0	20.2	0.0	0.036	0.0	0.0	0.0	0.0
14Dr1	Deep	1.1	0.079	0.0	1.1	0.11	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.28	0.0	0.0	0.6	0.0	Oxides	Fast Screening-He8mm	0.29	0.0	0.0	He	0.35	0.0	0.0	0.12	0.046	0.0	0.028	21.5	0.0	0.03	0.033	0.0	0.0	0.009
13Dr1	Deep	1.5	0.0	0.0	1.5	0.29	0.05	0.0	0.017	0.0	0.0	8mm	0.0	0.434	0.0	0.0	0.74	0.1	Oxides	Fast Screening-He8mm	0.25	0.031	0.0	He	0.5	0.0	0.0	0.24	0.0	0.023	0.0	20.7	0.0	0.027	0.15	0.0	0.0	0.014
12Dr1	Deep	1.7	0.16	0.0	1.9	0.0	0.12	0.0	0.025	0.0	0.0	8mm	0.0	0.621	0.0	0.0	0.77	0.0	Oxides	Fast Screening-He8mm	0.22	0.046	0.0	He	0.47	0.086	0.0	0.29	0.11	0.058	0.029	20.5	0.0	0.033	0.21	0.0	0.0	0.02
11Dr1	Deep	1.0	0.0	0.0	2.42	0.26	0.056	0.0	0.0	0.0	0.0	8mm	0.0	0.684	0.0	0.0	0.58	0.0	Oxides	Fast Screening-He8mm	0.3	0.0	0.0	He	0.47	0.0	0.0	0.19	0.0	0.0	0.0	19.3	0.0	0.052	0.11	0.0	0.0	0.0
10Dr1	Deep	1.8	0.0	0.0	3.42	0.0	0.029	0.0	0.042	0.0	0.0	8mm	0.0	1.15	0.0	0.0	0.79	0.0	Oxides	Fast Screening-He8mm	0.41	0.0	0.0	He	0.47	0.0	0.0	0.24	0.0	0.041	0.0	18.6	0.0	0.053	0.29	0.017	0.0	0.08
9Dr1	Deep	1.1	0.0	0.0	0.73	0.0	0.11	0.0	0.0	0.0	0.0	8mm	0.0	0.27	0.0	0.0	0.41	0.0	Oxides	Fast Screening-He8mm	0.34	0.0	0.0	He	0.3	0.0	0.0	0.18	0.0	0.021	0.0	21.4	0.0	0.0	0.11	0.025	0.0	0.0
7Dr1	Deep	0.96	0.0	0.0	0.77	0.0	0.13	0.0	0.029	0.0	0.0	8mm	0.0	0.31	0.0	0.0	0.23	0.0	Oxides	Fast Screening-He8mm	0.21	0.0	0.0	He	0.13	0.083	0.0	0.2	0.0	0.047	0.0	21.0	0.021	0.0	0.055	0.019	0.0	0.0
6Dr1	Deep	1.7	0.073	0.0	1.8	0.0	0.041	0.0	0.0	0.0	0.0	8mm	0.0	0.979	0.0	0.0	0.7	0.0	Oxides	Fast Screening-He8mm	0.35	0.031	0.0	He	0.11	0.0	0.0	0.21	0.0	0.064	0.028	20.1	0.0	0.0	0.21	0.012	0.0	0.1
5Dr1	Deep	2.4	0.19	0.0	5.97	0.0	0.036	0.0	0.05	0.0	0.0	8mm	0.0	1.68	0.0	0.0	0.76	0.11	Oxides	Fast Screening-He8mm	0.58	0.031	0.0	He	0.25	0.12	0.0	0.12	0.0	0.018	0.017	16.6	0.0	0.041	0.35	0.0	0.0	0.087
3Dr1	Deep	0.95	0.082	0.0	0.52	0.1	0.47	0.0	0.0	0.0	0.0	8mm	0.0	0.56	0.0	0.0	0.42	0.0	Oxides	Fast Screening-He8mm	0.31	0.029	0.0	He	0.11	0.027	0.0	0.26	0.057	0.044	0.027	15.9	0.0	0.0	0.062	0.013	0.0	0.0
2Dr1	Deep	1.0	0.0	0.0	2.03	0.0	0.13	0.0	0.0	0.0	0.0	8mm	0.0	0.476	0.0	0.0	0.53	0.18	Oxides	Fast Screening-He8mm	0.32	0.0	0.0	He	0.0	0.0	0.0	0.11	0.0	0.017	0.0	19.9	0.0	0.0	0.08	0.0	0.0	0.069
1PRr1	Rhizosphere	1.1	0.0	0.0	0.59	0.29	0.042	0.0	0.033	0.0	0.0	8mm	0.0	0.387	0.0	0.0	0.4	0.0	Oxides	Fast Screening-He8mm	0.17	0.0	0.0	He	0.13	0.072	0.0	0.05	0.0	0.026	0.027	19.6	0.0	0.0	0.12	0.017	0.0	0.0
2PRr1	Rhizosphere	1.8	0.0	0.0	2.07	0.0	0.12	0.0	0.0	0.0	0.0	8mm	0.0	0.597	0.0	0.0	0.84	0.0	Oxides	Fast Screening-He8mm	0.47	0.0	0.0	He	0.2	0.0	0.0	0.11	0.0	0.072	0.0	18.4	0.0	0.033	0.14	0.019	0.0	0.0
3PRr1	Rhizosphere	1.4	0.0	0.0	0.49	0.0	0.034	0.0	0.025	0.0	0.0	8mm	0.0	0.437	0.0	0.0	0.67	0.0	Oxides	Fast Screening-He8mm	0.25	0.024	0.0	He	0.079	0.0	0.0	0.049	0.0	0.0	0.027	20.4	0.0	0.03	0.14	0.022	0.0	0.0
4PRr1	Rhizosphere	1.4	0.0	0.0	0.93	0.39	0.042	0.0	0.0	0.0	0.0	8mm	0.0	0.694	0.0	0.0	0.66	0.0	Oxides	Fast Screening-He8mm	0.31	0.0	0.0	He	0.13	0.0	0.0	0.041	0.18	0.031	0.0	20.1	0.0	0.0	0.21	0.0	0.0	0.0
5PRr1	Rhizosphere	1.9	0.0	0.0	1.5	0.32	0.077	0.0	0.0	0.0	0.0	8mm	0.0	1.02	0.0	0.0	0.74	0.11	Oxides	Fast Screening-He8mm	0.65	0.0	0.0	He	0.11	0.0	0.0	0.04	0.0	0.027	0.0	18.3	0.0	0.034	0.23	0.037	0.0	0.043
6PRr1	Rhizosphere	1.6	0.13	0.0	2.07	0.0	0.066	0.0	0.012	0.0	0.0	8mm	0.0	0.793	0.0	0.0	0.77	0.1	Oxides	Fast Screening-He8mm	0.38	0.0	0.0	He	0.16	0.077	0.0	0.041	0.0	0.07	0.0	19.8	0.11	0.0	0.26	0.009	0.0	0.0
7PRr1	Rhizosphere	0.99	0.0	0.0	0.86	0.0	0.071	0.0	0.045	0.0	0.0	8mm	0.0	0.445	0.0	0.0	0.54	0.11	Oxides	Fast Screening-He8mm	0.3	0.0	0.0	He	0.07	0.0	0.0	0.0	0.0	0.036	0.027	19.8	0.0	0.028	0.15	0.016	0.0	0.003
8PRr1	Rhizosphere	1.2	0.14	0.0	1.5	0.0	0.071	0.0	0.026	0.0	0.0	8mm	0.0	0.575	0.0	0.0	0.68	0.0	Oxides	Fast Screening-He8mm	0.31	0.036	0.0	He	0.13	0.067	0.0	0.0	0.11	0.031	0.028	21.5	0.0	0.0	0.19	0.018	0.0	0.026
9PRr1	Rhizosphere	1.2	0.0	0.0	0.94	0.0	0.042	0.0	0.011	0.0	0.0	8mm	0.0	0.416	0.0	0.0	0.58	0.0	Oxides	Fast Screening-He8mm	0.3	0.024	0.0	He	0.032	0.088	0.0	0.0	0.17	0.041	0.0	21.4	0.072	0.0	0.096	0.012	0.0	0.0
10PRr1	Rhizosphere	1.0	0.0	0.0	1.4	0.2	0.042	0.0	0.0	0.0	0.0	8mm	0.0	0.521	0.0	0.0	0.62	0.0	Oxides	Fast Screening-He8mm	0.26	0.0	0.0	He	0.22	0.0	0.0	0.041	0.0	0.0	0.028	21.3	0.0	0.0	0.1	0.009	0.0	0.05
11PRr1	Rhizosphere	1.1	0.0	0.0	0.68	0.0	0.003	0.0	0.013	0.0	0.0	8mm	0.15	0.22	0.0	0.0	0.45	0.0	Oxides	Fast Screening-He8mm	0.18	0.027	0.0	He	0.1	0.12	0.0	0.038	0.0	0.039	0.0	19.9	0.076	0.0	0.073	0.03	0.0	0.0
12PRr1	Rhizosphere	1.3	0.0	0.0	0.97	0.0	0.042	0.0	0.0	0.0	0.0	8mm	0.0	0.479	0.0	0.0	0.88	0.0	Oxides	Fast Screening-He8mm	0.19	0.0	0.0	He	0.25	0.0	0.0	0.042	0.085	0.0	0.022	21.4	0.0	0.048	0.064	0.036	0.0	0.0
13PRr1	Rhizosphere	0.99	0.0	0.0	1.8	0.0	0.033	0.0	0.0	0.0	0.0	8mm	0.0	0.363	0.0	0.0	0.54	0.0	Oxides	Fast Screening-He8mm	0.29	0.0	0.0	He	0.22	0.0	0.0	0.041	0.0	0.07	0.007	20.2	0.0	0.058	0.1	0.015	0.0	0.0
14PRr1	Rhizosphere	1.2	0.24	0.0	0.76	0.0	0.066	0.0	0.0	0.0	0.0	8mm	0.0	0.4	0.0	0.0	0.92	0.25	Oxides	Fast Screening-He8mm	0.28	0.0	0.0	He	0.13	0.096	0.0	0.042	0.0	0.055	0.027	22.5	0.0	0.03	0.1	0.009	0.0	0.0
15PRr1	Rhizosphere	0.91	0.0	0.0	1.3	0.0	0.1	0.0	0.0	0.0	0.0	8mm	0.0	0.459	0.0	0.0	0.61	0.0	Oxides	Fast Screening-He8mm	0.34	0.0	0.0	He	0.32	0.0	0.0	0.051	0.088	0.12	0.0	19.6	0.0	0.05	0.018	0.016	0.0	0.0
16PRr1	Rhizosphere	0.94	0.076	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.388	0.0	0.0	0.67	0.22	Oxides	Fast Screening-He8mm	0.3	0.0	0.0	He	0.28	0.0	0.0	0.0	0.0	0.1	0.028	20.3	0.0	0.03	0.11	0.041	0.0	0.04
17PRr1	Rhizosphere	1.1	0.0	0.0	0.91	0.12	0.006	0.0	0.0	0.0	0.0	8mm	0.0	0.366	0.0	0.0	0.94	0.11	Oxides	Fast Screening-He8mm	0.38	0.0	0.0	He	0.096	0.0	0.0	0.0	0.0	0.0	0.027	19.1	0.0	0.043	0.062	0.0	0.0	0.0
18PRr1	Rhizosphere	1.1	0.0	0.0	0.55	0.18	0.12	0.0	0.0	0.0	0.0	8mm	0.0	0.366	0.0	0.0	0.96	0.31	Oxides	Fast Screening-He8mm	0.21	0.0	0.0	He	0.16	0.0	0.0	0.0	0.0	0.026	0.0	21.1	0.0	0.035	0.11	0.0	0.0	0.0
19PRr1	Rhizosphere	0.98	0.0	0.0	0.82	0.0	0.074	0.0	0.006	0.0	0.0	8mm	0.0	0.322	0.0	0.0	1.0	0.0	Oxides	Fast Screening-He8mm	0.21	0.0	0.0	He	0.2	0.032	0.0	0.0	0.0	0.025	0.0	20.5	0.0	0.032	0.068	0.031	0.0	0.0
20PRr1	Rhizosphere	1.2	0.45	0.0	0.49	0.0	0.034	0.0	0.0	0.0	0.0	8mm	0.0	0.361	0.0	0.0	1.2	0.0	Oxides	Fast Screening-He8mm	0.21	0.0	0.0	He	0.43	0.0	0.0	0.0	0.22	0.022	0.0	21.3	0.0	0.031	0.054	0.0	0.0	0.0
21PRr1	Rhizosphere	1.0	0.076	0.0	0.44	0.0	0.0	0.0	0.014	0.0	0.0	8mm	0.0	0.344	0.0	0.0	0.77	0.0	Oxides	Fast Screening-He8mm	0.28	0.0	0.0	He	0.2	0.2	0.0	0.0	0.0	0.0	0.027	21.6	0.0	0.033	0.043	0.004	0.0	0.0
22PRr1	Rhizosphere	1.3	0.0	0.0	2.47	0.3	0.042	0.0	0.0	0.0	0.0	8mm	0.0	0.637	0.0	0.0	1.0	0.1	Oxides	Fast Screening-He8mm	0.35	0.0	0.0	He	0.092	0.0	0.0	0.042	0.0	0.049	0.0	21.1	0.0	0.026	0.11	0.0	0.0	0.017
23PRr1	Rhizosphere	1.2	0.0	0.0	7.76	0.0	0.036	0.0	0.028	0.0	0.0	8mm	0.0	0.831	0.0	0.0	0.97	0.11	Oxides	Fast Screening-He8mm	0.56	0.073	0.0	He	0.4	0.043	0.0	0.037	0.0	0.023	0.0	16.6	0.0	0.031	0.17	0.012	0.0	0.023
24PRr1	Rhizosphere	1.0	0.27	0.0	1.9	0.05	0.051	0.0	0.042	0.0	0.0	8mm	0.0	0.719	0.0	0.0	0.74	0.0	Oxides	Fast Screening-He8mm	0.31	0.0	0.0	He	0.13	0.0	0.0	0.04	0.0	0.0	0.028	19.2	0.0	0.046	0.16	0.012	0.0	0.011
25PRr1	Rhizosphere	0.89	0.0	0.0	0.33	0.2	0.043	0.0	0.007	0.0	0.0	8mm	0.0	0.342	0.0	0.0	0.69	0.096	Oxides	Fast Screening-He8mm	0.31	0.0	0.0	He	0.054	0.093	0.0	0.0	0.0	0.003	0.017	22.7	0.0	0.0	0.015	0.0	0.0	0.0
26PRr1	Rhizosphere	1.5	0.077	0.0	0.5	0.13	0.0	0.0	0.021	0.0	0.0	8mm	0.0	0.514	0.0	0.0	1.2	0.0	Oxides	Fast Screening-He8mm	0.31	0.038	0.0	He	0.19	0.2	0.0	0.0	0.093	0.0	0.032	20.2	0.0	0.037	0.08	0.0	0.0	0.0
27PRr1	Rhizosphere	1.6	0.0	0.0	0.85	0.0	0.084	0.0	0.029	0.0	0.0	8mm	0.0	0.601	0.0	0.0	0.96	0.0	Oxides	Fast Screening-He8mm	0.48	0.0	0.0	He	0.49	0.0	0.0	0.0	0.086	0.0	0.0	20.1	0.0	0.036	0.067	0.0	0.0	0.0
28PRr1	Rhizosphere	1.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.441	0.0	0.0	0.85	0.11	Oxides	Fast Screening-He8mm	0.34	0.0	0.0	He	0.13	0.0	0.0	0.042	0.0	0.031	0.0	21.7	0.0	0.033	0.13	0.0	0.0	0.0
29PRr1	Rhizosphere	1.2	0.0	0.0	1.5	0.29	0.07	0.0	0.0	0.0	0.0	8mm	0.0	0.515	0.0	0.0	0.99	0.0	Oxides	Fast Screening-He8mm	0.41	0.0	0.0	He	0.22	0.0	0.0	0.0	0.12	0.025	0.028	21.0	0.0	0.028	0.19	0.0	0.0	0.015
30PRr1	Rhizosphere	1.6	0.0	0.0	2.87	0.1	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.969	0.0	0.0	0.94	0.1	Oxides	Fast Screening-He8mm	0.4	0.0	0.0	He	0.34	0.0	0.0	0.0	0.0	0.041	0.003	19.4	0.0	0.041	0.34	0.0	0.0	0.033
31PRr1	Rhizosphere	1.3	0.0	0.0	1.7	0.27	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.843	0.0	0.0	0.97	0.0	Oxides	Fast Screening-He8mm	0.49	0.0	0.0	He	0.33	0.0	0.0	0.0	0.085	0.025	0.028	20.5	0.0	0.0	0.14	0.011	0.0	0.12
32PRr1	Rhizosphere	1.1	0.34	0.0	0.54	0.0	0.0	0.0	0.02	0.0	0.0	8mm	0.0	0.363	0.0	0.0	0.85	0.0	Oxides	Fast Screening-He8mm	0.41	0.0	0.0	He	0.15	0.0	0.0	0.0	0.0	0.049	0.0	20.0	0.089	0.027	0.096	0.018	0.0	0.0
33PRr1	Rhizosphere	0.8	0.0	0.0	1.1	0.37	0.042	0.0	0.051	0.0	0.0	8mm	0.0	0.491	0.0	0.0	1.0	0.12	Oxides	Fast Screening-He8mm	0.18	0.0	0.0	He	0.083	0.17	0.0	0.087	0.0	0.061	0.027	17.3	0.0	0.04	0.088	0.0	0.0	0.0
34PRr1	Rhizosphere	0.76	0.31	0.0	2.65	0.0	0.041	0.0	0.0	0.0	0.0	8mm	0.0	0.604	0.0	0.0	0.7	0.12	Oxides	Fast Screening-He8mm	0.31	0.0	0.0	He	0.1	0.0	0.0	0.097	0.0	0.002	0.029	16.3	0.0	0.037	0.12	0.0	0.0	0.0
35PRr1	Rhizosphere	0.6	0.083	0.0	1.0	0.0	0.11	0.0	0.0	0.0	0.0	8mm	0.0	0.572	0.0	0.0	1.1	0.0	Oxides	Fast Screening-He8mm	0.24	0.0	0.0	He	0.025	0.0	0.0	0.083	0.0	0.098	0.027	16.3	0.0	0.061	0.085	0.0	0.0	0.0
36PRr1	Rhizosphere	0.71	0.71	0.0	0.7	0.0	0.11	0.0	0.02	0.0	0.0	8mm	0.12	0.27	0.0	0.0	0.67	0.12	Oxides	Fast Screening-He8mm	0.16	0.017	0.0	He	0.0	0.0	0.0	0.091	0.0	0.064	0.0	17.6	0.12	0.03	0.058	0.01	0.0	0.0
37PRr1	Rhizosphere	0.73	0.0	0.0	4.46	0.2	0.11	0.0	0.064	0.0	0.0	8mm	0.0	0.67	0.0	0.0	0.96	0.12	Oxides	Fast Screening-He8mm	0.36	0.0	0.0	He	0.21	0.0	0.0	0.084	0.0	0.052	0.0	15.4	0.17	0.039	0.18	0.035	0.0	0.0
38PRr1	Rhizosphere	0.65	0.0	0.0	1.7	0.0	0.065	0.0	0.038	0.0	0.0	8mm	0.0	0.501	0.0	0.0	0.68	0.0	Oxides	Fast Screening-He8mm	0.19	0.0	0.0	He	0.18	0.16	0.0	0.065	0.096	0.027	0.0	15.9	0.0	0.048	0.057	0.017	0.0	0.0
39PRr1	Rhizosphere	0.7	0.0	0.0	1.1	0.0	0.077	0.0	0.0	0.0	0.0	8mm	0.0	0.46	0.0	0.0	0.89	0.0	Oxides	Fast Screening-He8mm	0.16	0.0	0.0	He	0.05	0.0	0.0	0.17	0.02	0.04	0.027	14.0	0.0	0.049	0.046	0.0	0.0	0.0
40PRr1	Rhizosphere	0.76	0.091	0.0	3.93	0.035	0.12	0.0	0.069	0.0	0.0	8mm	0.0	0.418	0.0	0.0	0.82	0.12	Oxides	Fast Screening-He8mm	0.31	0.0	0.0	He	0.11	0.18	0.0	0.079	0.0	0.015	0.03	15.9	0.0	0.051	0.086	0.003	0.0	0.0
42PRr1	Rhizosphere	0.55	0.088	0.0	2.37	0.0	0.081	0.0	0.0	0.0	0.0	8mm	0.0	0.35	0.0	0.0	0.68	0.0	Oxides	Fast Screening-He8mm	0.28	0.0	0.0	He	0.18	0.0	0.0	0.16	0.33	0.062	0.028	16.7	0.0	0.032	0.066	0.015	0.0	0.0
43PRr1	Rhizosphere	0.99	0.0	0.0	2.62	0.0	0.1	0.0	0.0	0.0	0.0	8mm	0.0	0.42	0.0	0.0	1.2	0.0	Oxides	Fast Screening-He8mm	0.23	0.0	0.0	He	0.14	0.0	0.0	0.099	0.0	0.013	0.029	16.5	0.0	0.074	0.055	0.062	0.0	0.0
44PRr1	Rhizosphere	0.66	0.12	0.0	3.2	0.12	0.1	0.0	0.0	0.0	0.0	8mm	0.0	0.449	0.0	0.0	0.93	0.0	Oxides	Fast Screening-He8mm	0.33	0.0	0.0	He	0.17	0.0	0.0	0.24	0.0	0.099	0.0	15.7	0.0	0.061	0.17	0.0	0.0	0.0
45PRr1	Rhizosphere	0.92	0.0	0.0	3.76	0.0	0.16	0.0	0.005	0.0	0.0	8mm	0.0	0.628	0.0	0.0	1.1	0.0	Oxides	Fast Screening-He8mm	0.2	0.0	0.0	He	0.19	0.0	0.0	0.14	0.0	0.11	0.03	15.0	0.0	0.055	0.099	0.029	0.0	0.015
46PRr1	Rhizosphere	0.76	0.0	0.0	1.3	0.0	0.068	0.0	0.036	0.0	0.0	8mm	0.0	0.355	0.028	0.0	0.8	0.0	Oxides	Fast Screening-He8mm	0.26	0.019	0.0	He	0.11	0.22	0.0	0.16	0.16	0.032	0.028	17.5	0.23	0.0	0.24	0.023	0.0	0.0
47PRr1	Rhizosphere	0.97	0.22	0.0	2.71	0.0	0.049	0.0	0.0	0.0	0.0	8mm	0.0	0.496	0.0	0.0	0.99	0.0	Oxides	Fast Screening-He8mm	0.38	0.0	0.0	He	0.11	0.0	0.0	0.058	0.0	0.083	0.0	15.1	0.0	0.0	0.087	0.0	0.0	0.032
48PRr1	Rhizosphere	0.5	0.0	0.0	5.7	0.18	2.1	0.0	0.039	0.0	0.0	8mm	0.0	1.09	0.0	0.0	0.51	0.0	Oxides	Fast Screening-He8mm	0.39	0.0	0.0	He	0.48	0.0	0.0	0.18	0.11	0.94	0.054	5.0	0.22	0.13	0.11	0.012	0.0	0.0
49PRr1	Rhizosphere	0.41	0.0	0.0	0.76	0.0	0.12	0.0	0.0	0.0	0.0	8mm	0.0	0.26	0.0	0.0	0.38	0.12	Oxides	Fast Screening-He8mm	0.13	0.0	0.0	He	0.051	0.0	0.0	0.11	0.0	0.077	0.026	16.4	0.0	0.0	0.11	0.022	0.0	0.0
50PRr1	Rhizosphere	0.68	0.0	0.0	1.7	0.0	0.1	0.0	0.0	0.0	0.0	8mm	0.0	0.631	0.0	0.0	0.5	0.0	Oxides	Fast Screening-He8mm	0.26	0.0	0.0	He	0.082	0.0	0.0	0.087	0.0	0.0	0.0	16.4	0.0	0.034	0.14	0.0	0.0	0.0
51PRr1	Rhizosphere	0.7	0.0	0.0	4.87	0.0	0.78	0.0	0.0	0.0	0.0	8mm	0.0	0.821	0.0	0.0	0.94	0.0	Oxides	Fast Screening-He8mm	0.51	0.0	0.0	He	0.15	0.0	0.0	0.037	0.0	0.64	0.0	13.1	0.0	0.065	0.17	0.05	0.0	0.0
53PRr1	Rhizosphere	0.53	0.14	0.0	0.57	0.0	0.13	0.0	0.0	0.0	0.0	8mm	0.0	0.45	0.0	0.0	0.66	0.12	Oxides	Fast Screening-He8mm	0.23	0.0	0.0	He	0.015	0.12	0.0	0.087	0.0	0.15	0.0	16.8	0.0	0.0	0.047	0.022	0.0	0.0
54PRr1	Rhizosphere	0.48	0.0	0.0	4.7	0.0	0.34	0.0	0.0	0.0	0.0	8mm	0.0	0.496	0.0	0.0	0.55	0.0	Oxides	Fast Screening-He8mm	0.37	0.0	0.0	He	0.053	0.0	0.0	0.16	0.0	0.15	0.0	13.5	0.0	0.031	0.12	0.0	0.0	0.017
55PRr1	Rhizosphere	2.9	0.13	0.05	11.1	0.0	4.2	0.0	0.076	0.0	0.0	8mm	0.0	1.03	0.0	0.0	0.86	0.13	Oxides	Fast Screening-He8mm	0.72	0.0	0.0	He	0.55	0.0	0.0	0.097	0.0	1.5	0.007	6.17	0.0	0.592	0.27	0.005	0.0	0.0
57PRr1	Rhizosphere	0.3	0.0	0.0	0.43	0.13	0.38	0.0	0.013	0.0	0.0	8mm	0.0	0.3	0.0	0.0	0.52	0.0	Oxides	Fast Screening-He8mm	0.19	0.0	0.0	He	0.046	0.24	0.0	0.14	0.0	0.2	0.045	16.9	0.0	0.0	0.051	0.0	0.023	0.0
58PRr1	Rhizosphere	0.87	0.31	0.0	4.19	0.003	0.41	0.0	0.053	0.0	0.0	8mm	0.12	0.522	0.0	0.0	1.0	0.0	Oxides	Fast Screening-He8mm	0.62	0.021	0.0	He	0.31	0.19	0.0	0.11	0.072	0.48	0.0	14.4	0.093	0.058	0.14	0.0	0.0	0.0
59PRr1	Rhizosphere	0.46	0.0	0.0	3.64	0.34	1.7	0.0	0.0	0.0	0.0	8mm	0.0	0.791	0.0	0.0	0.66	0.0	Oxides	Fast Screening-He8mm	0.32	0.0	0.0	He	0.23	0.0	0.0	0.15	0.11	0.51	0.029	7.59	0.0	0.11	0.19	0.018	0.0	0.0
