Trip	Site	richness_hurlbert_25000	shannon	evenness_h_over_log_hurlbert	n_surface_profiles	n_deep_profiles	Date	Latitude	Longitude	sampling_day	longitude_z	sampling_day_z	selected_kernel_weighted_rain_mm	rain_1_to_4_complete_days_mm	rain_1_to_60_complete_days_mm
4	7	2039.126494420117	6.935540473202751	0.9113377790203193	1.0	1.0	2024-08-29	19.407005277777778	45.95394361111112	0.0	-1.3875208742997487	-0.9217976907429088	0.3708391934552535	0.16	8.559999999999999
4	8	1062.6877159142962	6.01892640919591	0.8665561450429728	1.0	1.0	2024-08-29	19.393154166666665	46.11073472222223	0.0	-1.3338558464487897	-0.9217976907429088	0.3708391934552535	0.16	8.559999999999999
4	9	1629.5599325176822	6.038905941382625	0.8164756221401746	1.0	1.0	2024-08-29	19.411200277777777	46.30267361111111	0.0	-1.2681607586028707	-0.9217976907429088	0.3708391934552535	0.16	8.559999999999999
4	10	1992.535415313671	6.211504517064652	0.8178551509691507	1.0	1.0	2024-08-29	19.420469722222222	46.46079527777778	0.0	-1.214040320362636	-0.9217976907429088	0.3708391934552535	0.16	8.559999999999999
4	11	1122.7802997812637	6.158710155121847	0.893019507541903	1.0	1.0	2024-08-29	19.44435222222222	46.6356325	0.0	-1.154198634609859	-0.9217976907429088	0.30143935484378864	0.12	7.82
4	12	1581.6064462794066	6.461772178380629	0.8816272798373173	1.0	1.0	2024-08-29	19.47793361111111	46.83437333333334	0.0	-1.086175439414831	-0.9217976907429088	0.30143935484378864	0.12	7.82
4	13	1333.004546357491	6.449127648218417	0.898323298055458	1.0	1.0	2024-08-29	19.52934611111111	47.05328444444445	0.0	-1.0112485459741887	-0.9217976907429088	0.30143935484378864	0.12	7.82
4	14	2163.335074514963	6.414323923497834	0.835291046273019	1.0	1.0	2024-08-29	19.581338055555555	47.2920225	0.0	-0.9295354672819077	-0.9217976907429088	0.26485995244661975	0.08	10.100000000000001
4	15	3227.238338952191	7.329384466810488	0.9073460034183198	1.0	1.0	2024-08-29	19.613749722222224	47.47587194444445	0.0	-0.8666091605124967	-0.9217976907429088	0.26485995244661975	0.08	10.100000000000001
4	16	2595.9686723895447	6.987519867728539	0.8891983965065193	1.0	1.0	2024-08-29	19.64445583333333	47.62611861111111	0.0	-0.8151841052651608	-0.9217976907429088	0.26485995244661975	0.08	10.100000000000001
4	17	2231.1286088213083	6.356653480177721	0.824453176160546	1.0	1.0	2024-08-29	19.67646	47.82730555555556	0.0	-0.7463236775256723	-0.9217976907429088	0.2160957513977656	0.04	10.1
4	18	1306.787821018034	6.092199763475408	0.8549577065459533	1.0	1.0	2024-08-29	19.732518055555555	48.046860555555554	0.0	-0.6711763996837087	-0.9217976907429088	0.2160957513977656	0.04	10.1
4	19	1949.9964966365114	6.708125052863769	0.8882956706395306	1.0	1.0	2024-08-29	19.81231916666667	48.24049472222222	0.0	-0.6049010676612188	-0.9217976907429088	0.1585769827782976	0.03	8.25
4	20	2385.730440166306	6.746720902289254	0.8692128719333272	1.0	1.0	2024-08-29	19.869310833333333	48.42464444444444	0.0	-0.5418719845597009	-0.9217976907429088	0.1585769827782976	0.03	8.25
4	21	2149.1300137852427	6.518301023422314	0.8498019546518369	1.0	1.0	2024-08-29	19.9011325	48.48646388888889	0.0	-0.5207129903773626	-0.9217976907429088	0.14427470428833072	0.02	8.1
4	22	2410.952517585993	6.559255418783136	0.8434823021797945	1.0	1.0	2024-08-29	19.97866972222222	48.63943555555556	0.0	-0.4683552470467686	-0.9217976907429088	0.14427470428833072	0.02	8.1
4	23	910.9463625547673	5.678426653825142	0.8855954229513943	1.0	1.0	2024-08-29	20.04926555555556	48.77333138888888	0.0	-0.4225266055246873	-0.9217976907429088	0.14427470428833072	0.02	8.1
4	24	1680.8472272381532	6.207626653679954	0.8360052864940415	1.0	1.0	2024-08-29	20.09273861111111	48.89939527777778	0.0	-0.3793786103336283	-0.9217976907429088	0.14427470428833072	0.02	8.1
4	25	2108.114802389441	6.4364817602287765	0.8409720395175775	1.0	1.0	2024-08-29	20.100259722222223	48.95421972222223	0.0	-0.36061380079069616	-0.9217976907429088	0.14427470428833072	0.02	8.1
4	26	2192.5920352860185	6.581977085018709	0.8556240481327919	1.0	1.0	2024-08-29	20.148753888888887	49.07873861111111	0.0	-0.31799461407253427	-0.9217976907429088	0.13337509435842607	0.0	8.52
4	27	2511.585044661013	6.831068121066799	0.8728665002772018	1.0	1.0	2024-08-29	20.2038574	49.1959834	0.0	-0.27786513978975286	-0.9217976907429088	0.13337509435842607	0.0	8.52
